vertex_id,substrate,depth,resultant_mag,net_drift,direction_spread,resultant_x,resultant_y,degree,depth_bin
2261,AB_N30,0.23180399545034314,0.6532814824545203,0.6532814824539697,0.9227645226856411,0.6035533906,-0.250000000025,4,"(0.219, 0.239]"
2262,AB_N30,0.4802073367334807,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.479, 0.499]"
2263,AB_N30,0.5666908684180956,0.4828427124846191,0.48284271248,1.206701558291673,2.000000165480742e-11,-0.48284271248,5,"(0.558, 0.578]"
2264,AB_N30,0.5306382593181131,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.519, 0.539]"
2265,AB_N30,0.3634123410225917,0.8047378541243652,0.8047378541333333,0.6591489993124834,0.8047378541333333,0.0,3,"(0.359, 0.379]"
2266,AB_N30,0.31924830361076006,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.319, 0.339]"
2267,AB_N30,0.946375848085542,1.2500028789830253e-11,2.5000002068513127e-11,7.075073175584921,2.5000002068509275e-11,1.3877787807814457e-17,8,"(0.937, 0.957]"
2268,AB_N30,0.29039652434333896,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.279, 0.299]"
2269,AB_N30,0.45746419108586756,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.439, 0.459]"
2270,AB_N30,0.6819295757694197,0.30795984416405087,0.30795984416060224,1.5347872038792614,-0.11785113016666666,-0.2845177968666667,6,"(0.678, 0.698]"
2271,AB_N30,0.12910812888772272,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.12, 0.14]"
2272,AB_N30,0.46906718958501936,0.8047378541243652,0.8047378541333333,0.6591489993124834,-0.8047378541333333,0.0,3,"(0.459, 0.479]"
2273,AB_N30,0.4032719603741992,0.6532814824449533,0.6532814824348354,0.9227645227015114,-0.249999999975,-0.6035533906,4,"(0.399, 0.419]"
2274,AB_N30,0.6802258496772856,0.6532814824150912,0.6532814823982086,0.922764522751048,0.25,0.60355339055,4,"(0.678, 0.698]"
2275,AB_N30,0.3338009122097706,0.8047378541410316,0.8047378541333333,0.6591489992810631,0.8047378541333333,3.33333360913457e-11,3,"(0.319, 0.339]"
2276,AB_N30,0.4123113615735702,0.8047378541243649,0.8047378541071364,0.6591489993124833,-0.5690355937333333,0.5690355937,3,"(0.399, 0.419]"
2277,AB_N30,0.7964000818302189,1.7677690618476357e-11,3.535534198464125e-11,7.029038595792747,2.5000002068509275e-11,2.5000002068509275e-11,8,"(0.778, 0.798]"
2278,AB_N30,0.2038456828713241,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.199, 0.219]"
2279,AB_N30,0.482267062474495,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.479, 0.499]"
2280,AB_N30,0.5188623910056127,0.4828427124846191,0.48284271248,1.206701558291673,2.000000165480742e-11,-0.48284271248,5,"(0.519, 0.539]"
2281,AB_N30,0.5755468463204813,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.558, 0.578]"
2282,AB_N30,0.35892473363658084,0.8047378541243652,0.8047378541333333,0.6591489993124834,0.8047378541333333,0.0,3,"(0.339, 0.359]"
2283,AB_N30,0.34939804166496224,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.339, 0.359]"
2284,AB_N30,0.9072142292744376,1.2500028789830253e-11,2.5000002068509275e-11,7.075073175584921,2.5000002068509275e-11,0.0,8,"(0.897, 0.917]"
2285,AB_N30,0.2677822162119391,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.259, 0.279]"
2286,AB_N30,0.46983278047623056,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.459, 0.479]"
2287,AB_N30,0.6342479186638751,0.30795984416405087,0.30795984416060224,1.5347872038792614,-0.11785113016666666,-0.2845177968666667,6,"(0.618, 0.638]"
2288,AB_N30,0.09560485297360843,0.8047378541243649,0.8047378541071364,0.6591489993124834,0.5690355937333333,-0.5690355937,3,"(0.0798, 0.0998]"
2289,AB_N30,0.4564064325900308,0.8047378541410316,0.8047378541333333,0.6591489992810631,-0.8047378541333333,-3.33333360913457e-11,3,"(0.439, 0.459]"
2290,AB_N30,0.35535879431183104,0.6532814824218561,0.6532814823886415,0.9227645227398261,-0.249999999975,-0.60355339055,4,"(0.339, 0.359]"
2291,AB_N30,0.7209715447382286,0.4828427124746191,0.48284271248,1.2067015583088359,0.0,0.48284271248,5,"(0.718, 0.738]"
2292,AB_N30,0.31787375824254605,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.299, 0.319]"
2293,AB_N30,0.4334496426912543,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.419, 0.439]"
2294,AB_N30,0.74914563627404,0.14285714284704135,0.14285714283965764,1.9727697022810464,-0.10101525442857143,-0.10101525445714286,7,"(0.738, 0.758]"
2295,AB_N30,0.17404066537441598,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.16, 0.18]"
2296,AB_N30,0.4798837564127958,0.8047378541243652,0.8047378541333333,0.6591489993124834,-0.8047378541333333,0.0,3,"(0.479, 0.499]"
2297,AB_N30,0.471000449375101,0.6532814824449533,0.6532814824348354,0.9227645227015114,-0.249999999975,-0.6035533906,4,"(0.459, 0.479]"
2298,AB_N30,0.6196961134057575,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.618, 0.638]"
2299,AB_N30,0.3509070350395409,0.8047378541410318,0.8047378541333333,0.6591489992810631,0.8047378541333333,-3.33333360913457e-11,3,"(0.339, 0.359]"
2300,AB_N30,0.3773014576220822,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.359, 0.379]"
2301,AB_N30,0.8623287275159867,1.7677690618476357e-11,3.535534198464125e-11,7.029038745283928,2.5000002068509275e-11,-2.5000002068509275e-11,8,"(0.858, 0.878]"
2302,AB_N30,0.24279513768794792,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.239, 0.259]"
2303,AB_N30,0.4780613179619714,0.6532814824545203,0.6532814824539697,0.9227645226856411,-0.6035533906,0.250000000025,4,"(0.459, 0.479]"
2304,AB_N30,0.5864895338504459,0.4828427124846191,0.48284271248,1.206701558291673,2.000000165480742e-11,-0.48284271248,5,"(0.578, 0.598]"
2305,AB_N30,0.5118633857686422,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.499, 0.519]"
2306,AB_N30,0.36421758026407114,0.8047378541243652,0.8047378541333333,0.6591489993124834,0.8047378541333333,0.0,3,"(0.359, 0.379]"
2307,AB_N30,0.3061702062651458,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.299, 0.319]"
2308,AB_N30,0.9569768974679822,1.2500028789830253e-11,2.5000002068509275e-11,7.075073175584921,2.5000002068509275e-11,0.0,8,"(0.937, 0.957]"
2309,AB_N30,0.29901374817090565,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.279, 0.299]"
2310,AB_N30,0.4511910993816812,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.439, 0.459]"
2311,AB_N30,0.7016488187393755,0.30795984416405087,0.30795984416060224,1.5347872038792614,-0.11785113016666666,-0.2845177968666667,6,"(0.698, 0.718]"
2312,AB_N30,0.14258150319386886,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.14, 0.16]"
2313,AB_N30,0.47311770809280496,0.8047378541243652,0.8047378541333333,0.6591489993124834,-0.8047378541333333,0.0,3,"(0.459, 0.479]"
2314,AB_N30,0.4231133726879317,0.6532814824449533,0.6532814824348354,0.9227645227015114,-0.249999999975,-0.6035533906,4,"(0.419, 0.439]"
2315,AB_N30,0.6627876883523004,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.658, 0.678]"
2316,AB_N30,0.33948778391861445,0.8047378541243652,0.8047378541333333,0.6591489993124834,0.8047378541333333,0.0,3,"(0.339, 0.359]"
2317,AB_N30,0.40264368116869953,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.399, 0.419]"
2318,AB_N30,0.815858506308462,1.2500028789830253e-11,2.5000002068509275e-11,7.075073175584921,2.5000002068509275e-11,0.0,8,"(0.798, 0.818]"
2319,AB_N30,0.21566202781626687,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.199, 0.219]"
2320,AB_N30,0.48195248733360607,0.6532814824381883,0.6532814824444025,0.9227645227127335,-0.6035533906,0.25,4,"(0.479, 0.499]"
2321,AB_N30,0.5386782503333511,0.4828427124846191,0.48284271248,1.206701558291673,2.000000165480742e-11,-0.48284271248,5,"(0.539, 0.558]"
2322,AB_N30,0.5570241022682856,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.25,0.6035533906,4,"(0.539, 0.558]"
