vertex_id,degree,vertex_type,depth,balance_mag,balance_angle,gap_angle_rad,gap_angle_deg,gap_direction,cos_gap_alignment,perp_x,perp_y,type_rank
3322,5,C,0.33468237473483564,0.6472135954776177,2.5132741228408015,3.769911184235281,215.99999999584773,-0.628318530704052,-1.0,1.0623058987,-0.6812746428,2
3323,5,C,0.9165516813459051,2.0283574819805795e-11,-3.141590464186723,1.256637061536202,72.00000000574589,0.0,,0.2532889044,-0.0934893905,2
3324,7,A,0.693220502250975,0.23114771267738307,1.2566370614237667,1.2566370614668823,72.00000000177417,-1.8849555921470296,-1.0,0.3713228931,-0.4567606545,0
3325,3,E,0.6304614776876969,0.8726779962533491,0.0,5.026548245760941,288.00000000098964,3.141592653589793,-1.0,-0.4376941013,0.1310245978,4
3326,3,E,0.2444185751287592,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,1.3713228931,-0.4567606545,4
3327,5,C,0.7686016667537158,2.971642931726137e-11,0.0,1.2566370615086946,72.00000000416983,-2.513274122835446,,0.5623058987,0.1310245978,2
3328,4,D,0.830730836098927,0.25000000002051215,0.6283185307084892,2.5132741229443054,144.00000000415227,-2.5132741228857416,-1.0,0.0623058987,-0.2322466662,3
3329,3,E,0.4208624440657718,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.7467110956,0.3555385861,4
3330,5,C,0.45998527888966645,0.6472135954776177,2.5132741228408015,3.769911184235281,215.99999999584773,-0.628318530704052,-1.0,1.0623058987,-0.2322466662,2
3331,6,B,0.8036304562416641,0.16666666667426702,-1.25663706161105,1.2566370615199072,72.00000000481226,1.2566370614471527,-0.8090169944844918,0.2532889044,0.3555385861,1
3332,5,C,0.30093436959497133,0.6472135954946752,1.2566370614332651,3.7699111842991155,215.99999999950518,-1.8849555921495578,-1.0,-0.05572809,-1.1350816772,2
3333,3,E,0.2969245889813087,0.8726779962533492,-4.240674603124538e-17,5.0265482457609405,288.0000000009896,3.1415926535897927,-1.0,-0.8647450844,-0.5472964249,4
3334,3,E,0.1814754588552835,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,0.94427191,-1.1350816772,4
3335,4,D,0.659703743472283,0.2499999999975032,1.256637061444326,2.5132741228804703,144.0000000004948,-1.8849555921495578,-1.0,0.1352549156,-0.5472964249,3
3336,7,A,0.8598528732812649,0.2311477126846238,0.0,1.2566370614668823,72.00000000177417,-1.8849555921470296,-0.30901699436843616,-0.05572809,0.0404888274,0
3337,3,E,0.29049843203638914,0.8726779962533492,-4.240674603124538e-17,5.026548245760941,288.00000000098964,3.141592653589793,-1.0,-0.8647450844,0.6282740797,4
