vertex_id,x,y,degree,k_sum_mod4,K0,K1,K2,K3,perp_x,perp_y,perp_r,k_sum
0,-60.4055915910,-24.0208152802,6,1,-30,-30,-12,13,0.4055915910,-0.0208152802,0.4061253681,-59
1,-59.6984848098,-23.3137084990,3,2,-30,-29,-12,13,-0.3015151902,0.6862915010,0.7496048521,-58
2,-59.4055915910,-24.0208152802,3,2,-29,-30,-12,13,1.4055915910,-0.0208152802,1.4057457084,-58
3,-58.6984848098,-23.3137084990,4,3,-29,-29,-12,13,0.6984848098,0.6862915010,0.9792226784,-57
4,-60.4055915910,-21.6066017178,6,0,-30,-29,-11,14,0.4055915910,0.3933982822,0.5650369432,-56
5,-59.6984848098,-20.8994949366,3,1,-30,-28,-11,14,-0.3015151902,1.1005050634,1.1410621387,-55
6,-59.4055915910,-21.6066017178,3,1,-29,-29,-11,14,1.4055915910,0.3933982822,1.4596060870,-55
7,-58.6984848098,-20.8994949366,4,2,-29,-28,-11,14,0.6984848098,1.1005050634,1.3034540361,-54
8,-60.4055915910,-18.1923881554,6,0,-30,-28,-9,15,0.4055915910,-0.1923881554,0.4489072745,-52
9,-59.6984848098,-17.4852813742,4,1,-30,-27,-9,15,-0.3015151902,0.5147186258,0.5965288540,-51
10,-59.4055915910,-18.1923881554,3,1,-29,-28,-9,15,1.4055915910,-0.1923881554,1.4186969102,-51
11,-58.6984848098,-17.4852813742,5,2,-29,-27,-9,15,0.6984848098,0.5147186258,0.8676498679,-50
12,-60.4055915910,-15.7781745931,8,3,-30,-27,-8,16,0.4055915910,0.2218254069,0.4622889247,-49
13,-59.6984848098,-15.0710678119,3,0,-30,-26,-8,16,-0.3015151902,0.9289321881,0.9766403740,-48
14,-59.4055915910,-15.7781745931,3,0,-29,-27,-8,16,1.4055915910,0.2218254069,1.4229877835,-48
15,-58.6984848098,-15.0710678119,4,1,-29,-26,-8,16,0.6984848098,0.9289321881,1.1622375143,-47
16,-60.4055915910,-12.3639610307,5,3,-30,-26,-6,17,0.4055915910,-0.3639610307,0.5449515305,-45
17,-59.6984848098,-11.6568542495,4,0,-30,-25,-6,17,-0.3015151902,0.3431457505,0.4567936252,-44
18,-59.4055915910,-12.3639610307,4,0,-29,-26,-6,17,1.4055915910,-0.3639610307,1.4519488120,-44
19,-58.6984848098,-11.6568542495,5,1,-29,-25,-6,17,0.6984848098,0.3431457505,0.7782223562,-43
20,-60.4055915910,-9.9497474683,8,2,-30,-25,-5,18,0.4055915910,0.0502525317,0.4086928622,-42
21,-59.6984848098,-9.2426406871,3,3,-30,-24,-5,18,-0.3015151902,0.7573593129,0.8151714781,-41
22,-59.4055915910,-9.9497474683,3,3,-29,-25,-5,18,1.4055915910,0.0502525317,1.4064896152,-41
23,-58.6984848098,-9.2426406871,4,0,-29,-24,-5,18,0.6984848098,0.7573593129,1.0302786800,-40
24,-60.4055915910,-7.5355339059,6,1,-30,-24,-4,19,0.4055915910,0.4644660941,0.6166305955,-39
25,-59.6984848098,-6.8284271247,3,2,-30,-23,-4,19,-0.3015151902,1.1715728753,1.2097497311,-38
26,-59.4055915910,-7.5355339059,3,2,-29,-24,-4,19,1.4055915910,0.4644660941,1.4803433633,-38
27,-58.6984848098,-6.8284271247,4,3,-29,-23,-4,19,0.6984848098,1.1715728753,1.3639882813,-37
28,-60.4055915910,-4.1213203436,6,1,-30,-23,-2,20,0.4055915910,-0.1213203436,0.4233475693,-35
29,-59.6984848098,-3.4142135624,4,2,-30,-22,-2,20,-0.3015151902,0.5857864376,0.6588301453,-34
30,-59.4055915910,-4.1213203436,3,2,-29,-23,-2,20,1.4055915910,-0.1213203436,1.4108176163,-34
31,-58.6984848098,-3.4142135624,5,3,-29,-22,-2,20,0.6984848098,0.5857864376,0.9116067025,-33
32,-60.4055915910,-1.7071067812,7,0,-30,-22,-1,21,0.4055915910,0.2928932188,0.5002908917,-32
33,-59.6984848098,-1.0000000000,3,1,-30,-21,-1,21,-0.3015151902,1.0000000000,1.0444670459,-31
34,-59.4055915910,-1.7071067812,3,1,-29,-22,-1,21,1.4055915910,0.2928932188,1.4357834650,-31
35,-58.6984848098,-1.0000000000,4,2,-29,-21,-1,21,0.6984848098,1.0000000000,1.2197872887,-30
36,-60.4055915910,1.7071067812,6,0,-30,-21,1,22,0.4055915910,-0.2928932188,0.5002908917,-28
37,-59.6984848098,2.4142135624,4,1,-30,-20,1,22,-0.3015151902,0.4142135624,0.5123322019,-27
38,-59.4055915910,1.7071067812,3,1,-29,-21,1,22,1.4055915910,-0.2928932188,1.4357834650,-27
39,-58.6984848098,2.4142135624,5,2,-29,-20,1,22,0.6984848098,0.4142135624,0.8120676726,-26
40,-60.4055915910,4.1213203436,8,3,-30,-20,2,23,0.4055915910,0.1213203436,0.4233475693,-25
41,-59.6984848098,4.8284271247,3,0,-30,-19,2,23,-0.3015151902,0.8284271247,0.8815911246,-24
42,-59.4055915910,4.1213203436,3,0,-29,-20,2,23,1.4055915910,0.1213203436,1.4108176163,-24
43,-58.6984848098,4.8284271247,4,1,-29,-19,2,23,0.6984848098,0.8284271247,1.0835924190,-23
44,-60.4055915910,7.5355339059,5,3,-30,-19,4,24,0.4055915910,-0.4644660941,0.6166305955,-21
45,-59.6984848098,8.2426406871,4,0,-30,-18,4,24,-0.3015151902,0.2426406871,0.3870218507,-20
46,-59.4055915910,7.5355339059,3,0,-29,-19,4,24,1.4055915910,-0.4644660941,1.4803433633,-20
47,-58.6984848098,8.2426406871,6,1,-29,-18,4,24,0.6984848098,0.2426406871,0.7394291938,-19
48,-60.4055915910,9.9497474683,8,2,-30,-18,5,25,0.4055915910,-0.0502525317,0.4086928622,-18
49,-59.6984848098,10.6568542495,3,3,-30,-17,5,25,-0.3015151902,0.6568542495,0.7227509356,-17
50,-59.4055915910,9.9497474683,3,3,-29,-18,5,25,1.4055915910,-0.0502525317,1.4064896152,-17
51,-58.6984848098,10.6568542495,4,0,-29,-17,5,25,0.6984848098,0.6568542495,0.9588214300,-16
52,-60.4055915910,12.3639610307,6,1,-30,-17,6,26,0.4055915910,0.3639610307,0.5449515305,-15
53,-59.6984848098,13.0710678119,3,2,-30,-16,6,26,-0.3015151902,1.0710678119,1.1126983722,-14
54,-59.4055915910,12.3639610307,3,2,-29,-17,6,26,1.4055915910,0.3639610307,1.4519488120,-14
55,-58.6984848098,13.0710678119,4,3,-29,-16,6,26,0.6984848098,1.0710678119,1.2786974964,-13
56,-60.4055915910,15.7781745931,6,1,-30,-16,8,27,0.4055915910,-0.2218254069,0.4622889247,-11
57,-59.6984848098,16.4852813742,4,2,-30,-15,8,27,-0.3015151902,0.4852813742,0.5713225202,-10
58,-59.4055915910,15.7781745931,3,2,-29,-16,8,27,1.4055915910,-0.2218254069,1.4229877835,-10
59,-58.6984848098,16.4852813742,5,3,-29,-15,8,27,0.6984848098,0.4852813742,0.8505169262,-9
60,-60.4055915910,18.1923881554,8,0,-30,-15,9,28,0.4055915910,0.1923881554,0.4489072745,-8
61,-59.6984848098,18.8994949366,3,1,-30,-14,9,28,-0.3015151902,0.8994949366,0.9486846425,-7
62,-59.4055915910,18.1923881554,3,1,-29,-15,9,28,1.4055915910,0.1923881554,1.4186969102,-7
63,-58.6984848098,18.8994949366,4,2,-29,-14,9,28,0.6984848098,0.8994949366,1.1388468600,-6
64,-60.4055915910,21.6066017178,5,0,-30,-14,11,29,0.4055915910,-0.3933982822,0.5650369432,-4
65,-59.6984848098,22.3137084990,4,1,-30,-13,11,29,-0.3015151902,0.3137084990,0.4351142749,-3
66,-59.4055915910,21.6066017178,4,1,-29,-14,11,29,1.4055915910,-0.3933982822,1.4596060870,-3
67,-58.6984848098,22.3137084990,5,2,-29,-13,11,29,0.6984848098,0.3137084990,0.7656984079,-2
68,-60.4055915910,24.0208152802,8,3,-30,-13,12,30,0.4055915910,0.0208152802,0.4061253681,-1
69,-59.6984848098,24.7279220614,3,0,-30,-12,12,30,-0.3015151902,0.7279220614,0.7878971616,0
70,-59.4055915910,24.0208152802,3,0,-29,-13,12,30,1.4055915910,0.0208152802,1.4057457084,0
71,-58.6984848098,24.7279220614,4,1,-29,-12,12,30,0.6984848098,0.7279220614,1.0088367346,1
72,-60.4055915910,26.4350288425,5,2,-30,-12,13,31,0.4055915910,0.4350288425,0.5947727571,2
73,-59.6984848098,27.1421356237,3,3,-30,-11,13,31,-0.3015151902,1.1421356237,1.1812642350,3
74,-59.4055915910,26.4350288425,3,3,-29,-12,13,31,1.4055915910,0.4350288425,1.4713727653,3
75,-58.6984848098,27.1421356237,4,0,-29,-11,13,31,0.6984848098,1.1421356237,1.3387885616,4
76,-60.4055915910,29.8492424049,5,2,-30,-11,15,32,0.4055915910,-0.1507575951,0.4327035835,6
77,-59.6984848098,30.5563491861,4,3,-30,-10,15,32,-0.3015151902,0.5563491861,0.6327999896,7
78,-59.4055915910,29.8492424049,3,3,-29,-11,15,32,1.4055915910,-0.1507575951,1.4136532719,7
79,-58.6984848098,30.5563491861,5,0,-29,-10,15,32,0.6984848098,0.5563491861,0.8929756136,8
80,-60.4055915910,32.2634559673,6,1,-30,-10,16,33,0.4055915910,0.2634559673,0.4836461366,9
81,-59.6984848098,32.9705627485,3,2,-30,-9,16,33,-0.3015151902,0.9705627485,1.0163185813,10
82,-59.4055915910,32.2634559673,3,2,-29,-10,16,33,1.4055915910,0.2634559673,1.4300687982,10
83,-58.6984848098,32.9705627485,4,3,-29,-9,16,33,0.6984848098,0.9705627485,1.1957730045,11
84,-60.4055915910,35.6776695297,5,1,-30,-9,18,34,0.4055915910,-0.3223304703,0.5180747734,13
85,-59.6984848098,36.3847763109,4,2,-30,-8,18,34,-0.3015151902,0.3847763109,0.4888396662,14
86,-59.4055915910,35.6776695297,4,2,-29,-9,18,34,1.4055915910,-0.3223304703,1.4420765073,14
87,-58.6984848098,36.3847763109,5,3,-29,-8,18,34,0.6984848098,0.3847763109,0.7974545999,15
88,-60.4055915910,38.0918830920,6,0,-30,-8,19,35,0.4055915910,0.0918830920,0.4158690194,16
89,-59.6984848098,38.7989898732,3,1,-30,-7,19,35,-0.3015151902,0.7989898732,0.8539884235,17
90,-59.4055915910,38.0918830920,3,1,-29,-8,19,35,1.4055915910,0.0918830920,1.4085915744,17
91,-58.6984848098,38.7989898732,4,2,-29,-7,19,35,0.6984848098,0.7989898732,1.0612567301,18
92,-60.4055915910,41.5060966544,4,0,-30,-7,21,36,0.4055915910,-0.4939033456,0.6390970611,20
93,-59.6984848098,42.2132034356,4,1,-30,-6,21,36,-0.3015151902,0.2132034356,0.3692791828,21
94,-59.4055915910,41.5060966544,3,1,-29,-7,21,36,1.4055915910,-0.4939033456,1.4898416814,21
95,-58.6984848098,42.2132034356,6,2,-29,-6,21,36,0.6984848098,0.2132034356,0.7302990720,22
96,-60.4055915910,43.9203102168,6,3,-30,-6,22,37,0.4055915910,-0.0796897832,0.4133461023,23
97,-59.6984848098,44.6274169980,3,0,-30,-5,22,37,-0.3015151902,0.6274169980,0.6961059540,24
98,-59.4055915910,43.9203102168,3,0,-29,-6,22,37,1.4055915910,-0.0796897832,1.4078487782,24
99,-58.6984848098,44.6274169980,4,1,-29,-5,22,37,0.6984848098,0.6274169980,0.9388999515,25
100,-60.4055915910,46.3345237792,4,2,-30,-5,23,38,0.4055915910,0.3345237792,0.5257477509,26
101,-59.6984848098,47.0416305603,3,3,-30,-4,23,38,-0.3015151902,1.0416305603,1.0843918269,27
102,-59.4055915910,46.3345237792,3,3,-29,-5,23,38,1.4055915910,0.3345237792,1.4448508157,27
103,-58.6984848098,47.0416305603,4,0,-29,-4,23,38,0.6984848098,1.0416305603,1.2541432350,28
104,-60.4055915910,49.7487373415,5,2,-30,-4,25,39,0.4055915910,-0.2512626585,0.4771136785,30
105,-59.6984848098,50.4558441227,4,3,-30,-3,25,39,-0.3015151902,0.4558441227,0.5465393619,31
106,-59.4055915910,49.7487373415,3,3,-29,-4,25,39,1.4055915910,-0.2512626585,1.4278727689,31
107,-58.6984848098,50.4558441227,5,0,-29,-3,25,39,0.6984848098,0.4558441227,0.8340712762,32
108,-60.4055915910,52.1629509039,6,1,-30,-3,26,40,0.4055915910,0.1629509039,0.4371012878,33
109,-59.6984848098,52.8700576851,3,2,-30,-2,26,40,-0.3015151902,0.8700576851,0.9208212559,34
110,-59.4055915910,52.1629509039,3,2,-29,-3,26,40,1.4055915910,0.1629509039,1.4150055540,34
111,-58.6984848098,52.8700576851,4,3,-29,-2,26,40,0.6984848098,0.8700576851,1.1157425352,35
112,-60.4055915910,55.5771644663,4,1,-30,-2,28,41,0.4055915910,-0.4228355337,0.5859133275,37
113,-59.6984848098,56.2842712475,4,2,-30,-1,28,41,-0.3015151902,0.2842712475,0.4143929923,38
114,-59.4055915910,55.5771644663,3,2,-29,-2,28,41,1.4055915910,-0.4228355337,1.4678138878,38
115,-58.6984848098,56.2842712475,6,3,-29,-1,28,41,0.6984848098,0.2842712475,0.7541161527,39
116,-60.4055915910,57.9913780286,6,0,-30,-1,29,42,0.4055915910,-0.0086219714,0.4056832226,40
117,-59.6984848098,58.6984848098,3,1,-30,0,29,42,-0.3015151902,0.6984848098,0.7607840952,41
118,-59.4055915910,57.9913780286,3,1,-29,-1,29,42,1.4055915910,-0.0086219714,1.4056180346,41
119,-58.6984848098,58.6984848098,4,2,-29,0,29,42,0.6984848098,0.6984848098,0.9878066912,42
120,-60.4055915910,60.4055915910,4,3,-30,0,30,43,0.4055915910,0.4055915910,0.5735931288,43
121,-59.6984848098,61.1126983722,3,0,-30,1,30,43,-0.3015151902,1.1126983722,1.1528265600,44
122,-59.4055915910,60.4055915910,3,0,-29,0,30,43,1.4055915910,0.4055915910,1.4629395953,44
123,-58.6984848098,61.1126983722,4,1,-29,1,30,43,0.6984848098,1.1126983722,1.3137650844,45
124,-57.9913780286,-26.4350288425,4,3,-29,-30,-13,11,-0.0086219714,-0.4350288425,0.4351142749,-61
125,-57.2842712475,-25.7279220614,3,0,-29,-29,-13,11,-0.7157287525,0.2720779386,0.7656984079,-60
126,-56.9913780286,-26.4350288425,3,0,-28,-30,-13,11,0.9913780286,-0.4350288425,1.0826266621,-60
127,-56.2842712475,-25.7279220614,8,1,-28,-29,-13,11,0.2842712475,0.2720779386,0.3934927532,-59
128,-57.9913780286,-24.0208152802,6,2,-29,-29,-12,12,-0.0086219714,-0.0208152802,0.0225302969,-58
129,-57.2842712475,-23.3137084990,3,3,-29,-28,-12,12,-0.7157287525,0.6862915010,0.9915965266,-57
130,-56.9913780286,-24.0208152802,4,3,-28,-29,-12,12,0.9913780286,-0.0208152802,0.9915965266,-57
131,-56.2842712475,-23.3137084990,5,0,-28,-28,-12,12,0.2842712475,0.6862915010,0.7428365678,-56
132,-57.9913780286,-20.6066017178,4,2,-29,-28,-10,13,-0.0086219714,-0.6066017178,0.6066629892,-54
133,-57.2842712475,-19.8994949366,3,3,-29,-27,-10,13,-0.7157287525,0.1005050634,0.7227509356,-53
134,-56.9913780286,-20.6066017178,3,3,-28,-28,-10,13,0.9913780286,-0.6066017178,1.1622375143,-53
135,-56.2842712475,-19.8994949366,8,0,-28,-27,-10,13,0.2842712475,0.1005050634,0.3015151902,-52
136,-57.9913780286,-18.1923881554,5,1,-29,-27,-9,14,-0.0086219714,-0.1923881554,0.1925812575,-51
137,-57.2842712475,-17.4852813742,4,2,-29,-26,-9,14,-0.7157287525,0.5147186258,0.8815911246,-50
138,-56.9913780286,-18.1923881554,4,2,-28,-27,-9,14,0.9913780286,-0.1923881554,1.0098730604,-50
139,-56.2842712475,-17.4852813742,5,3,-28,-26,-9,14,0.2842712475,0.5147186258,0.5880011954,-49
140,-57.9913780286,-14.7781745931,4,1,-29,-26,-7,15,-0.0086219714,-0.7781745931,0.7782223562,-47
141,-57.2842712475,-14.0710678119,3,2,-29,-25,-7,15,-0.7157287525,-0.0710678119,0.7192484140,-46
142,-56.9913780286,-14.7781745931,3,2,-28,-26,-7,15,0.9913780286,-0.7781745931,1.2603119030,-46
143,-56.2842712475,-14.0710678119,8,3,-28,-25,-7,15,0.2842712475,-0.0710678119,0.2930200949,-45
144,-57.9913780286,-12.3639610307,5,0,-29,-25,-6,16,-0.0086219714,-0.3639610307,0.3640631405,-44
145,-57.2842712475,-11.6568542495,3,1,-29,-24,-6,16,-0.7157287525,0.3431457505,0.7937358838,-43
146,-56.9913780286,-12.3639610307,4,1,-28,-25,-6,16,0.9913780286,-0.3639610307,1.0560767148,-43
147,-56.2842712475,-11.6568542495,7,2,-28,-24,-6,16,0.2842712475,0.3431457505,0.4455997624,-42
148,-57.9913780286,-9.9497474683,6,3,-29,-24,-5,17,-0.0086219714,0.0502525317,0.0509868153,-41
149,-57.2842712475,-9.2426406871,3,0,-29,-23,-5,17,-0.7157287525,0.7573593129,1.0420464366,-40
150,-56.9913780286,-9.9497474683,4,0,-28,-24,-5,17,0.9913780286,0.0502525317,0.9926508513,-40
151,-56.2842712475,-9.2426406871,5,1,-28,-23,-5,17,0.2842712475,0.7573593129,0.8089519584,-39
152,-57.9913780286,-6.5355339059,4,3,-29,-23,-3,18,-0.0086219714,-0.5355339059,0.5356033073,-37
153,-57.2842712475,-5.8284271247,3,0,-29,-22,-3,18,-0.7157287525,0.1715728753,0.7360060453,-36
154,-56.9913780286,-6.5355339059,3,0,-28,-23,-3,18,0.9913780286,-0.5355339059,1.1267772451,-36
155,-56.2842712475,-5.8284271247,8,1,-28,-22,-3,18,0.2842712475,0.1715728753,0.3320352295,-35
156,-57.9913780286,-4.1213203436,5,2,-29,-22,-2,19,-0.0086219714,-0.1213203436,0.1216263300,-34
157,-57.2842712475,-3.4142135624,4,3,-29,-21,-2,19,-0.7157287525,0.5857864376,0.9248856133,-33
158,-56.9913780286,-4.1213203436,4,3,-28,-22,-2,19,0.9913780286,-0.1213203436,0.9987737589,-33
159,-56.2842712475,-3.4142135624,5,0,-28,-21,-2,19,0.2842712475,0.5857864376,0.6511189543,-32
160,-57.9913780286,-0.7071067812,4,2,-29,-21,0,20,-0.0086219714,-0.7071067812,0.7071593444,-30
161,-57.2842712475,0.0000000000,3,3,-29,-20,0,20,-0.7157287525,-0.0000000000,0.7157287525,-29
162,-56.9913780286,-0.7071067812,3,3,-28,-21,0,20,0.9913780286,-0.7071067812,1.2177152359,-29
163,-56.2842712475,0.0000000000,8,0,-28,-20,0,20,0.2842712475,-0.0000000000,0.2842712475,-28
164,-57.9913780286,1.7071067812,5,1,-29,-20,1,21,-0.0086219714,-0.2928932188,0.2930200949,-27
165,-57.2842712475,2.4142135624,4,2,-29,-19,1,21,-0.7157287525,0.4142135624,0.8269465052,-26
166,-56.9913780286,1.7071067812,4,2,-28,-20,1,21,0.9913780286,-0.2928932188,1.0337392482,-26
167,-56.2842712475,2.4142135624,5,3,-28,-19,1,21,0.2842712475,0.4142135624,0.5023773655,-25
168,-57.9913780286,5.1213203436,4,1,-29,-19,3,22,-0.0086219714,-0.8786796564,0.8787219566,-23
169,-57.2842712475,5.8284271247,3,2,-29,-18,3,22,-0.7157287525,-0.1715728753,0.7360060453,-22
170,-56.9913780286,5.1213203436,3,2,-28,-19,3,22,0.9913780286,-0.8786796564,1.3247295325,-22
171,-56.2842712475,5.8284271247,7,3,-28,-18,3,22,0.2842712475,-0.1715728753,0.3320352295,-21
172,-57.9913780286,7.5355339059,4,0,-29,-18,4,23,-0.0086219714,-0.4644660941,0.4645461128,-20
173,-57.2842712475,8.2426406871,3,1,-29,-17,4,23,-0.7157287525,0.2426406871,0.7557394725,-19
174,-56.9913780286,7.5355339059,3,1,-28,-18,4,23,0.9913780286,-0.4644660941,1.0947872616,-19
175,-56.2842712475,8.2426406871,8,2,-28,-17,4,23,0.2842712475,0.2426406871,0.3737440905,-18
176,-57.9913780286,9.9497474683,6,3,-29,-17,5,24,-0.0086219714,-0.0502525317,0.0509868153,-17
177,-57.2842712475,10.6568542495,3,0,-29,-16,5,24,-0.7157287525,0.6568542495,0.9714551726,-16
178,-56.9913780286,9.9497474683,4,0,-28,-17,5,24,0.9913780286,-0.0502525317,0.9926508513,-16
179,-56.2842712475,10.6568542495,5,1,-28,-16,5,24,0.2842712475,0.6568542495,0.7157287525,-15
180,-57.9913780286,13.3639610307,4,3,-29,-16,7,25,-0.0086219714,-0.6360389693,0.6360974052,-13
181,-57.2842712475,14.0710678119,3,0,-29,-15,7,25,-0.7157287525,0.0710678119,0.7192484140,-12
182,-56.9913780286,13.3639610307,3,0,-28,-16,7,25,0.9913780286,-0.6360389693,1.1778692483,-12
183,-56.2842712475,14.0710678119,8,1,-28,-15,7,25,0.2842712475,0.0710678119,0.2930200949,-11
184,-57.9913780286,15.7781745931,5,2,-29,-15,8,26,-0.0086219714,-0.2218254069,0.2219929043,-10
185,-57.2842712475,16.4852813742,4,3,-29,-14,8,26,-0.7157287525,0.4852813742,0.8647344444,-9
186,-56.9913780286,15.7781745931,4,3,-28,-15,8,26,0.9913780286,-0.2218254069,1.0158921728,-9
187,-56.2842712475,16.4852813742,5,0,-28,-14,8,26,0.2842712475,0.4852813742,0.5624127971,-8
188,-57.9913780286,19.1923881554,4,2,-29,-14,10,27,-0.0086219714,-0.8076118446,0.8076578669,-6
189,-57.2842712475,19.8994949366,3,3,-29,-13,10,27,-0.7157287525,-0.1005050634,0.7227509356,-5
190,-56.9913780286,19.1923881554,3,3,-28,-14,10,27,0.9913780286,-0.8076118446,1.2786974964,-5
191,-56.2842712475,19.8994949366,8,0,-28,-13,10,27,0.2842712475,-0.1005050634,0.3015151902,-4
192,-57.9913780286,21.6066017178,5,1,-29,-13,11,28,-0.0086219714,-0.3933982822,0.3934927532,-3
193,-57.2842712475,22.3137084990,3,2,-29,-12,11,28,-0.7157287525,0.3137084990,0.7814606001,-2
194,-56.9913780286,21.6066017178,4,2,-28,-13,11,28,0.9913780286,-0.3933982822,1.0665798630,-2
195,-56.2842712475,22.3137084990,7,3,-28,-12,11,28,0.2842712475,0.3137084990,0.4233475693,-1
196,-57.9913780286,24.0208152802,6,0,-29,-12,12,29,-0.0086219714,0.0208152802,0.0225302969,0
197,-57.2842712475,24.7279220614,3,1,-29,-11,12,29,-0.7157287525,0.7279220614,1.0208516908,1
198,-56.9913780286,24.0208152802,4,1,-28,-12,12,29,0.9913780286,0.0208152802,0.9915965266,1
199,-56.2842712475,24.7279220614,5,2,-28,-11,12,29,0.2842712475,0.7279220614,0.7814606001,2
200,-57.9913780286,27.4350288425,4,0,-29,-11,14,30,-0.0086219714,-0.5649711575,0.5650369432,4
201,-57.2842712475,28.1421356237,3,1,-29,-10,14,30,-0.7157287525,0.1421356237,0.7297055452,5
202,-56.9913780286,27.4350288425,3,1,-28,-11,14,30,0.9913780286,-0.5649711575,1.1410621387,5
203,-56.2842712475,28.1421356237,8,2,-28,-10,14,30,0.2842712475,0.1421356237,0.3178249167,6
204,-57.9913780286,29.8492424049,5,3,-29,-10,15,31,-0.0086219714,-0.1507575951,0.1510039432,7
205,-57.2842712475,30.5563491861,4,0,-29,-9,15,31,-0.7157287525,0.5563491861,0.9065274756,8
206,-56.9913780286,29.8492424049,4,0,-28,-10,15,31,0.9913780286,-0.1507575951,1.0027752730,8
207,-56.2842712475,30.5563491861,5,1,-28,-9,15,31,0.2842712475,0.5563491861,0.6247676040,9
208,-57.9913780286,33.2634559673,4,3,-29,-9,17,32,-0.0086219714,-0.7365440327,0.7365944953,11
209,-57.2842712475,33.9705627485,3,0,-29,-8,17,32,-0.7157287525,-0.0294372515,0.7163338600,12
210,-56.9913780286,33.2634559673,3,0,-28,-9,17,32,0.9913780286,-0.7365440327,1.2350415004,12
211,-56.2842712475,33.9705627485,8,1,-28,-8,17,32,0.2842712475,-0.0294372515,0.2857913468,13
212,-57.9913780286,35.6776695297,5,2,-29,-8,18,33,-0.0086219714,-0.3223304703,0.3224457637,14
213,-57.2842712475,36.3847763109,3,3,-29,-7,18,33,-0.7157287525,0.3847763109,0.8126010439,15
214,-56.9913780286,35.6776695297,4,3,-28,-8,18,33,0.9913780286,-0.3223304703,1.0424621469,15
215,-56.2842712475,36.3847763109,6,0,-28,-7,18,33,0.2842712475,0.3847763109,0.4783962286,16
216,-57.9913780286,39.0918830920,4,2,-29,-7,20,34,-0.0086219714,-0.9081169080,0.9081578370,18
217,-57.2842712475,39.7989898732,3,3,-29,-6,20,34,-0.7157287525,-0.2010101268,0.7434196112,19
218,-56.9913780286,39.0918830920,3,3,-28,-7,20,34,0.9913780286,-0.9081169080,1.3444354630,19
219,-56.2842712475,39.7989898732,6,0,-28,-6,20,34,0.2842712475,-0.2010101268,0.3481597524,20
220,-57.9913780286,41.5060966544,4,1,-29,-6,21,35,-0.0086219714,-0.4939033456,0.4939785959,21
221,-57.2842712475,42.2132034356,3,2,-29,-5,21,35,-0.7157287525,0.2132034356,0.7468087788,22
222,-56.9913780286,41.5060966544,3,2,-28,-6,21,35,0.9913780286,-0.4939033456,1.1075969079,22
223,-56.2842712475,42.2132034356,8,3,-28,-5,21,35,0.2842712475,0.2132034356,0.3553390593,23
224,-57.9913780286,43.9203102168,6,0,-29,-5,22,36,-0.0086219714,-0.0796897832,0.0801548498,24
225,-57.2842712475,44.6274169980,3,1,-29,-4,22,36,-0.7157287525,0.6274169980,0.9517981596,25
226,-56.9913780286,43.9203102168,4,1,-28,-5,22,36,0.9913780286,-0.0796897832,0.9945757172,25
227,-56.2842712475,44.6274169980,5,2,-28,-4,22,36,0.2842712475,0.6274169980,0.6888121888,26
228,-57.9913780286,47.3345237792,4,0,-29,-4,24,37,-0.0086219714,-0.6654762208,0.6655320720,28
229,-57.2842712475,48.0416305603,3,1,-29,-3,24,37,-0.7157287525,0.0416305603,0.7169384567,29
230,-56.9913780286,47.3345237792,3,1,-28,-4,24,37,0.9913780286,-0.6654762208,1.1940221925,29
231,-56.2842712475,48.0416305603,8,2,-28,-3,24,37,0.2842712475,0.0416305603,0.2873034035,30
232,-57.9913780286,49.7487373415,5,3,-29,-3,25,38,-0.0086219714,-0.2512626585,0.2514105446,31
233,-57.2842712475,50.4558441227,4,0,-29,-2,25,38,-0.7157287525,0.4558441227,0.8485643826,32
234,-56.9913780286,49.7487373415,4,0,-28,-3,25,38,0.9913780286,-0.2512626585,1.0227234813,32
235,-56.2842712475,50.4558441227,5,1,-28,-2,25,38,0.2842712475,0.4558441227,0.5372187695,33
236,-57.9913780286,53.1629509039,4,3,-29,-2,27,39,-0.0086219714,-0.8370490961,0.8370935000,35
237,-57.2842712475,53.8700576851,3,0,-29,-1,27,39,-0.7157287525,-0.1299423149,0.7274287954,36
238,-56.9913780286,53.1629509039,3,0,-28,-2,27,39,0.9913780286,-0.8370490961,1.2974904951,36
239,-56.2842712475,53.8700576851,7,1,-28,-1,27,39,0.2842712475,-0.1299423149,0.3125622295,37
240,-57.9913780286,55.5771644663,4,2,-29,-1,28,40,-0.0086219714,-0.4228355337,0.4229234292,38
241,-57.2842712475,56.2842712475,3,3,-29,0,28,40,-0.7157287525,0.2842712475,0.7701154390,39
242,-56.9913780286,55.5771644663,3,3,-28,-1,28,40,0.9913780286,-0.4228355337,1.0777848970,39
243,-56.2842712475,56.2842712475,8,0,-28,0,28,40,0.2842712475,0.2842712475,0.4020202536,40
244,-57.9913780286,57.9913780286,6,1,-29,0,29,41,-0.0086219714,-0.0086219714,0.0121933088,41
245,-57.2842712475,58.6984848098,3,2,-29,1,29,41,-0.7157287525,0.6984848098,1.0000743356,42
246,-56.9913780286,57.9913780286,4,2,-28,0,29,41,0.9913780286,-0.0086219714,0.9914155204,42
247,-56.2842712475,58.6984848098,5,3,-28,1,29,41,0.2842712475,0.6984848098,0.7541161527,43
248,-57.9913780286,61.4055915910,4,1,-29,1,31,42,-0.0086219714,-0.5944084090,0.5944709371,45
