index,n0,n1,n2,n3,x,y,perp_x,perp_y,perp_r,k_sum_mod5
2043,-28,-6,19,31,-54.1629509039,36.6776695297,-1.6989490961,-1.2296304703,2.0972408361,1
2044,-28,-6,19,32,-54.8700576851,37.3847763109,-0.9918423149,-0.5225236891,1.1210629703,2
2045,-28,-6,20,31,-54.1629509039,37.6776695297,-1.6989490961,-2.2296304703,2.8031553766,2
2046,-28,-6,20,32,-54.8700576851,38.3847763109,-0.9918423149,-1.5225236891,1.8170937130,3
2047,-28,-6,20,33,-55.5771644663,39.0918830920,-0.2847355337,-0.8154169080,0.8637007919,4
2048,-28,-6,21,32,-54.8700576851,39.3847763109,-0.9918423149,-2.5225236891,2.7105123021,4
2049,-28,-6,21,33,-55.5771644663,40.0918830920,-0.2847355337,-1.8154169080,1.8376106426,0
2050,-28,-5,20,32,-54.1629509039,39.0918830920,-1.6989490961,-0.8154169080,1.8844980140,4
2051,-28,-5,21,32,-54.1629509039,40.0918830920,-1.6989490961,-1.8154169080,2.4863963041,0
2052,-28,-5,21,33,-54.8700576851,40.7989898732,-0.9918423149,-1.1083101268,1.4873138589,1
2053,-28,-5,22,33,-54.8700576851,41.7989898732,-0.9918423149,-2.1083101268,2.3299619671,2
2054,-28,-5,22,34,-55.5771644663,42.5060966544,-0.2847355337,-1.4012033456,1.4298409491,3
2055,-28,-5,23,34,-55.5771644663,43.5060966544,-0.2847355337,-2.4012033456,2.4180264331,4
2056,-28,-4,22,33,-54.1629509039,42.5060966544,-1.6989490961,-1.4012033456,2.2022258846,3
2057,-28,-4,22,34,-54.8700576851,43.2132034356,-0.9918423149,-0.6940965644,1.2105871379,4
2058,-28,-4,23,33,-54.1629509039,43.5060966544,-1.6989490961,-2.4012033456,2.9414631628,4
2059,-28,-4,23,34,-54.8700576851,44.2132034356,-0.9918423149,-1.6940965644,1.9630879622,0
2060,-28,-4,23,35,-55.5771644663,44.9203102168,-0.2847355337,-0.9869897832,1.0272405543,1
2061,-28,-4,24,35,-55.5771644663,45.9203102168,-0.2847355337,-1.9869897832,2.0072874041,2
2062,-28,-3,23,34,-54.1629509039,44.9203102168,-1.6989490961,-0.9869897832,1.9648350728,1
2063,-28,-3,23,35,-54.8700576851,45.6274169980,-0.9918423149,-0.2798830020,1.0305754084,2
2064,-28,-3,24,34,-54.1629509039,45.9203102168,-1.6989490961,-1.9869897832,2.6142984584,2
2065,-28,-3,24,35,-54.8700576851,46.6274169980,-0.9918423149,-1.2798830020,1.6192132894,3
2066,-28,-3,24,36,-55.5771644663,47.3345237792,-0.2847355337,-0.5727762208,0.6396459359,4
2067,-28,-3,25,35,-54.8700576851,47.6274169980,-0.9918423149,-2.2798830020,2.4862859209,4
2068,-28,-3,25,36,-55.5771644663,48.3345237792,-0.2847355337,-1.5727762208,1.5983426932,0
2069,-28,-2,24,35,-54.1629509039,47.3345237792,-1.6989490961,-0.5727762208,1.7929028502,4
2070,-28,-2,25,35,-54.1629509039,48.3345237792,-1.6989490961,-1.5727762208,2.3151788423,0
2071,-28,-2,25,36,-54.8700576851,49.0416305603,-0.9918423149,-0.8656694397,1.3164857600,1
2072,-28,-2,26,36,-54.8700576851,50.0416305603,-0.9918423149,-1.8656694397,2.1129301067,2
2073,-28,-2,26,37,-55.5771644663,50.7487373415,-0.2847355337,-1.1585626585,1.1930388752,3
2074,-28,-2,27,37,-55.5771644663,51.7487373415,-0.2847355337,-2.1585626585,2.1772613703,4
2075,-28,-1,26,36,-54.1629509039,50.7487373415,-1.6989490961,-1.1585626585,2.0563792123,3
2076,-28,-1,26,37,-54.8700576851,51.4558441227,-0.9918423149,-0.4514558773,1.0897539111,4
2077,-28,-1,27,36,-54.1629509039,51.7487373415,-1.6989490961,-2.1585626585,2.7469657409,4
2078,-28,-1,27,37,-54.8700576851,52.4558441227,-0.9918423149,-1.4514558773,1.7579747840,0
2079,-28,-1,28,37,-54.8700576851,53.4558441227,-0.9918423149,-2.4514558773,2.6445012944,1
2080,-28,0,27,37,-54.1629509039,53.1629509039,-1.6989490961,-0.7443490961,1.8548540665,1
2081,-28,0,28,37,-54.1629509039,54.1629509039,-1.6989490961,-1.7443490961,2.4349911294,2
2082,-27,-37,-26,-2,-51.7487373415,-53.5771644663,-2.1131626585,-1.4844644663,2.5824583584,3
2083,-27,-37,-26,-1,-52.4558441227,-52.8700576851,-1.4060558773,-0.7773576851,1.6066356465,4
2084,-27,-37,-25,-1,-52.4558441227,-51.8700576851,-1.4060558773,-1.7773576851,2.2662730354,0
2085,-27,-37,-25,0,-53.1629509039,-51.1629509039,-0.6989490961,-1.0702509039,1.2782671224,1
2086,-27,-37,-24,0,-53.1629509039,-50.1629509039,-0.6989490961,-2.0702509039,2.1850557531,2
2087,-27,-37,-24,1,-53.8700576851,-49.4558441227,0.0081576851,-1.3631441227,1.3631685322,3
2088,-27,-36,-25,-1,-51.7487373415,-51.1629509039,-2.1131626585,-1.0702509039,2.3687324497,1
2089,-27,-36,-25,0,-52.4558441227,-50.4558441227,-1.4060558773,-0.3631441227,1.4521937832,2
2090,-27,-36,-24,0,-52.4558441227,-49.4558441227,-1.4060558773,-1.3631441227,1.9583551847,3
2091,-27,-36,-24,1,-53.1629509039,-48.7487373415,-0.6989490961,-0.6560373415,0.9586004550,4
2092,-27,-36,-23,0,-52.4558441227,-48.4558441227,-1.4060558773,-2.3631441227,2.7498078614,4
2093,-27,-36,-23,1,-53.1629509039,-47.7487373415,-0.6989490961,-1.6560373415,1.7974953450,0
2094,-27,-36,-23,2,-53.8700576851,-47.0416305603,0.0081576851,-0.9489305603,0.9489656243,1
2095,-27,-36,-22,2,-53.8700576851,-46.0416305603,0.0081576851,-1.9489305603,1.9489476332,2
2096,-27,-35,-23,0,-51.7487373415,-47.7487373415,-2.1131626585,-1.6560373415,2.6847562455,0
2097,-27,-35,-23,1,-52.4558441227,-47.0416305603,-1.4060558773,-0.9489305603,1.6963084444,1
2098,-27,-35,-23,2,-53.1629509039,-46.3345237792,-0.6989490961,-0.2418237792,0.7396002833,2
2099,-27,-35,-22,1,-52.4558441227,-46.0416305603,-1.4060558773,-1.9489305603,2.4031902669,2
2100,-27,-35,-22,2,-53.1629509039,-45.3345237792,-0.6989490961,-1.2418237792,1.4250109254,3
2101,-27,-35,-21,2,-53.1629509039,-44.3345237792,-0.6989490961,-2.2418237792,2.3482554579,4
2102,-27,-35,-21,3,-53.8700576851,-43.6274169980,0.0081576851,-1.5347169980,1.5347386786,0
2103,-27,-34,-22,1,-51.7487373415,-45.3345237792,-2.1131626585,-1.2418237792,2.4510370702,3
2104,-27,-34,-22,2,-52.4558441227,-44.6274169980,-1.4060558773,-0.5347169980,1.5042989723,4
2105,-27,-34,-21,2,-52.4558441227,-43.6274169980,-1.4060558773,-1.5347169980,2.0814296514,0
2106,-27,-34,-21,3,-53.1629509039,-42.9203102168,-0.6989490961,-0.8276102168,1.0832675154,1
2107,-27,-34,-20,2,-52.4558441227,-42.6274169980,-1.4060558773,-2.5347169980,2.8985829969,1
2108,-27,-34,-20,3,-53.1629509039,-41.9203102168,-0.6989490961,-1.8276102168,1.9567035911,2
2109,-27,-34,-20,4,-53.8700576851,-41.2132034356,0.0081576851,-1.1205034356,1.1205331307,3
2110,-27,-33,-21,2,-51.7487373415,-42.9203102168,-2.1131626585,-0.8276102168,2.2694481911,1
2111,-27,-33,-20,2,-51.7487373415,-41.9203102168,-2.1131626585,-1.8276102168,2.7938531682,2
2112,-27,-33,-20,3,-52.4558441227,-41.2132034356,-1.4060558773,-1.1205034356,1.7979213218,3
2113,-27,-33,-20,4,-53.1629509039,-40.5060966544,-0.6989490961,-0.4133966544,0.8120508807,4
2114,-27,-33,-19,3,-52.4558441227,-40.2132034356,-1.4060558773,-2.1205034356,2.5443128641,4
2115,-27,-33,-19,4,-53.1629509039,-39.5060966544,-0.6989490961,-1.4133966544,1.5767751716,0
2116,-27,-33,-18,4,-53.1629509039,-38.5060966544,-0.6989490961,-2.4133966544,2.5125710439,1
2117,-27,-33,-18,5,-53.8700576851,-37.7989898732,0.0081576851,-1.7062898732,1.7063093739,2
2118,-27,-32,-19,3,-51.7487373415,-39.5060966544,-2.1131626585,-1.4133966544,2.5422719217,0
2119,-27,-32,-19,4,-52.4558441227,-38.7989898732,-1.4060558773,-0.7062898732,1.5734797473,1
2120,-27,-32,-18,4,-52.4558441227,-37.7989898732,-1.4060558773,-1.7062898732,2.2109767664,2
2121,-27,-32,-18,5,-53.1629509039,-37.0918830920,-0.6989490961,-0.9991830920,1.2193837338,3
2122,-27,-32,-17,5,-53.1629509039,-36.0918830920,-0.6989490961,-1.9991830920,2.1178439212,4
2123,-27,-32,-17,6,-53.8700576851,-35.3847763109,0.0081576851,-1.2920763109,1.2921020629,0
2124,-27,-31,-18,4,-51.7487373415,-37.0918830920,-2.1131626585,-0.9991830920,2.3374822507,3
2125,-27,-31,-18,5,-52.4558441227,-36.3847763109,-1.4060558773,-0.2920763109,1.4360716213,4
2126,-27,-31,-17,4,-51.7487373415,-36.0918830920,-2.1131626585,-1.9991830920,2.9089842655,4
2127,-27,-31,-17,5,-52.4558441227,-35.3847763109,-1.4060558773,-1.2920763109,1.9095691459,0
2128,-27,-31,-17,6,-53.1629509039,-34.6776695297,-0.6989490961,-0.5849695297,0.9114379790,1
2129,-27,-31,-16,5,-52.4558441227,-34.3847763109,-1.4060558773,-2.2920763109,2.6889787922,1
2130,-27,-31,-16,6,-53.1629509039,-33.6776695297,-0.6989490961,-1.5849695297,1.7322408172,2
2131,-27,-31,-16,7,-53.8700576851,-32.9705627485,0.0081576851,-0.8778627485,0.8779006510,3
2132,-27,-31,-15,6,-53.1629509039,-32.6776695297,-0.6989490961,-2.5849695297,2.6777970999,3
2133,-27,-31,-15,7,-53.8700576851,-31.9705627485,0.0081576851,-1.8778627485,1.8778804674,4
2134,-27,-30,-16,5,-51.7487373415,-33.6776695297,-2.1131626585,-1.5849695297,2.6415118457,2
2135,-27,-30,-16,6,-52.4558441227,-32.9705627485,-1.4060558773,-0.8778627485,1.6575995099,3
2136,-27,-30,-15,6,-52.4558441227,-31.9705627485,-1.4060558773,-1.8778627485,2.3459244728,4
2137,-27,-30,-15,7,-53.1629509039,-31.2634559673,-0.6989490961,-1.1707559673,1.3635246143,0
2138,-27,-30,-14,7,-53.1629509039,-30.2634559673,-0.6989490961,-2.1707559673,2.2805068096,1
2139,-27,-30,-14,8,-53.8700576851,-29.5563491861,0.0081576851,-1.4636491861,1.4636719195,2
2140,-27,-29,-15,6,-51.7487373415,-31.2634559673,-2.1131626585,-1.1707559673,2.4158075164,0
2141,-27,-29,-15,7,-52.4558441227,-30.5563491861,-1.4060558773,-0.4636491861,1.4805281820,1
2142,-27,-29,-14,7,-52.4558441227,-29.5563491861,-1.4060558773,-1.4636491861,2.0295965289,2
2143,-27,-29,-14,8,-53.1629509039,-28.8492424049,-0.6989490961,-0.7565424049,1.0299933249,3
2144,-27,-29,-13,7,-52.4558441227,-28.5563491861,-1.4060558773,-2.4636491861,2.8366459847,3
2145,-27,-29,-13,8,-53.1629509039,-27.8492424049,-0.6989490961,-1.7565424049,1.8904949244,4
2146,-27,-29,-13,9,-53.8700576851,-27.1421356237,0.0081576851,-1.0494356237,1.0494673297,0
2147,-27,-29,-12,9,-53.8700576851,-26.1421356237,0.0081576851,-2.0494356237,2.0494518593,1
2148,-27,-28,-13,7,-51.7487373415,-27.8492424049,-2.1131626585,-1.7565424049,2.7478896705,4
2149,-27,-28,-13,8,-52.4558441227,-27.1421356237,-1.4060558773,-1.0494356237,1.7545108317,0
2150,-27,-28,-13,9,-53.1629509039,-26.4350288425,-0.6989490961,-0.3423288425,0.7782794327,1
2151,-27,-28,-12,8,-52.4558441227,-26.1421356237,-1.4060558773,-2.0494356237,2.4853932296,1
2152,-27,-28,-12,9,-53.1629509039,-25.4350288425,-0.6989490961,-1.3423288425,1.5133990090,2
2153,-27,-28,-11,9,-53.1629509039,-24.4350288425,-0.6989490961,-2.3423288425,2.4443883173,3
2154,-27,-28,-11,10,-53.8700576851,-23.7279220614,0.0081576851,-1.6352220614,1.6352424095,4
2155,-27,-27,-12,8,-51.7487373415,-25.4350288425,-2.1131626585,-1.3423288425,2.5034582367,2
2156,-27,-27,-12,9,-52.4558441227,-24.7279220614,-1.4060558773,-0.6352220614,1.5428869684,3
2157,-27,-27,-11,9,-52.4558441227,-23.7279220614,-1.4060558773,-1.6352220614,2.1566048131,4
2158,-27,-27,-11,10,-53.1629509039,-23.0208152802,-0.6989490961,-0.9281152802,1.1618639388,0
2159,-27,-27,-10,10,-53.1629509039,-22.0208152802,-0.6989490961,-1.9281152802,2.0508920919,1
2160,-27,-27,-10,11,-53.8700576851,-21.3137084990,0.0081576851,-1.2210084990,1.2210357499,2
2161,-27,-26,-11,9,-51.7487373415,-23.0208152802,-2.1131626585,-0.9281152802,2.3079979191,0
2162,-27,-26,-11,10,-52.4558441227,-22.3137084990,-1.4060558773,-0.2210084990,1.4233193200,1
2163,-27,-26,-10,9,-51.7487373415,-22.0208152802,-2.1131626585,-1.9281152802,2.8606091929,1
2164,-27,-26,-10,10,-52.4558441227,-21.3137084990,-1.4060558773,-1.2210084990,1.8622177329,2
2165,-27,-26,-10,11,-53.1629509039,-20.6066017178,-0.6989490961,-0.5139017178,0.8675395175,3
2166,-27,-26,-9,10,-52.4558441227,-20.3137084990,-1.4060558773,-2.2210084990,2.6286635164,3
2167,-27,-26,-9,11,-53.1629509039,-19.6066017178,-0.6989490961,-1.5139017178,1.6674616188,4
2168,-27,-26,-9,12,-53.8700576851,-18.8994949366,0.0081576851,-0.8067949366,0.8068361777,0
2169,-27,-26,-8,11,-53.1629509039,-18.6066017178,-0.6989490961,-2.5139017178,2.6092588384,0
2170,-27,-26,-8,12,-53.8700576851,-17.8994949366,0.0081576851,-1.8067949366,1.8068133525,1
2171,-27,-25,-9,10,-51.7487373415,-19.6066017178,-2.1131626585,-1.5139017178,2.5994912641,4
2172,-27,-25,-9,11,-52.4558441227,-18.8994949366,-1.4060558773,-0.8067949366,1.6210833414,0
2173,-27,-25,-8,11,-52.4558441227,-17.8994949366,-1.4060558773,-1.8067949366,2.2894324784,1
2174,-27,-25,-8,12,-53.1629509039,-17.1923881554,-0.6989490961,-1.0996881554,1.3030133837,2
2175,-27,-25,-7,12,-53.1629509039,-16.1923881554,-0.6989490961,-2.0996881554,2.2129663777,3
2176,-27,-25,-7,13,-53.8700576851,-15.4852813742,0.0081576851,-1.3925813742,1.3926052677,4
2177,-27,-24,-8,11,-51.7487373415,-17.1923881554,-2.1131626585,-1.0996881554,2.3821776719,2
2178,-27,-24,-8,12,-52.4558441227,-16.4852813742,-1.4060558773,-0.3925813742,1.4598333006,3
2179,-27,-24,-7,12,-52.4558441227,-15.4852813742,-1.4060558773,-1.3925813742,1.9789583154,4
2180,-27,-24,-7,13,-53.1629509039,-14.7781745931,-0.6989490961,-0.6854745931,0.9789817448,0
2181,-27,-24,-6,12,-52.4558441227,-14.4852813742,-1.4060558773,-2.3925813742,2.7751466200,0
2182,-27,-24,-6,13,-53.1629509039,-13.7781745931,-0.6989490961,-1.6854745931,1.8246518689,1
2183,-27,-24,-6,14,-53.8700576851,-13.0710678119,0.0081576851,-0.9783678119,0.9784018209,2
2184,-27,-24,-5,14,-53.8700576851,-12.0710678119,0.0081576851,-1.9783678119,1.9783846307,3
2185,-27,-23,-6,12,-51.7487373415,-13.7781745931,-2.1131626585,-1.6854745931,2.7030133231,1
2186,-27,-23,-6,13,-52.4558441227,-13.0710678119,-1.4060558773,-0.9783678119,1.7129497089,2
2187,-27,-23,-6,14,-53.1629509039,-12.3639610307,-0.6989490961,-0.2712610307,0.7497415459,3
2188,-27,-23,-5,13,-52.4558441227,-12.0710678119,-1.4060558773,-1.9783678119,2.4271242921,3
2189,-27,-23,-5,14,-53.1629509039,-11.3639610307,-0.6989490961,-1.2712610307,1.4507358295,4
2190,-27,-23,-4,14,-53.1629509039,-10.3639610307,-0.6989490961,-2.2712610307,2.3763746566,0
2191,-27,-23,-4,15,-53.8700576851,-9.6568542495,0.0081576851,-1.5641542495,1.5641755221,1
2192,-27,-22,-5,13,-51.7487373415,-11.3639610307,-2.1131626585,-1.2712610307,2.4660821214,4
2193,-27,-22,-5,14,-52.4558441227,-10.6568542495,-1.4060558773,-0.5641542495,1.5150125898,0
2194,-27,-22,-4,14,-52.4558441227,-9.6568542495,-1.4060558773,-1.5641542495,2.1032288621,1
2195,-27,-22,-4,15,-53.1629509039,-8.9497474683,-0.6989490961,-0.8570474683,1.1059205224,2
2196,-27,-22,-3,14,-52.4558441227,-8.6568542495,-1.4060558773,-2.5641542495,2.9243597838,2
2197,-27,-22,-3,15,-53.1629509039,-7.9497474683,-0.6989490961,-1.8570474683,1.9842265845,3
2198,-27,-22,-3,16,-53.8700576851,-7.2426406871,0.0081576851,-1.1499406871,1.1499696221,4
2199,-27,-21,-4,14,-51.7487373415,-8.9497474683,-2.1131626585,-0.8570474683,2.2803479524,2
2200,-27,-21,-3,14,-51.7487373415,-7.9497474683,-2.1131626585,-1.8570474683,2.8131977749,3
2201,-27,-21,-3,15,-52.4558441227,-7.2426406871,-1.4060558773,-1.1499406871,1.8164131452,4
2202,-27,-21,-3,16,-53.1629509039,-6.5355339059,-0.6989490961,-0.4428339059,0.8274247441,0
2203,-27,-21,-2,15,-52.4558441227,-6.2426406871,-1.4060558773,-2.1499406871,2.5688982246,0
2204,-27,-21,-2,16,-53.1629509039,-5.5355339059,-0.6989490961,-1.4428339059,1.6032153689,1
2205,-27,-21,-2,17,-53.8700576851,-4.8284271247,0.0081576851,-0.7357271247,0.7357723492,2
2206,-27,-21,-1,16,-53.1629509039,-4.5355339059,-0.6989490961,-2.4428339059,2.5408595654,2
2207,-27,-21,-1,17,-53.8700576851,-3.8284271247,0.0081576851,-1.7357271247,1.7357462947,3
2208,-27,-20,-2,15,-51.7487373415,-5.5355339059,-2.1131626585,-1.4428339059,2.5587547951,1
2209,-27,-20,-2,16,-52.4558441227,-4.8284271247,-1.4060558773,-0.7357271247,1.5869113183,2
2210,-27,-20,-1,16,-52.4558441227,-3.8284271247,-1.4060558773,-1.7357271247,2.2337729924,3
2211,-27,-20,-1,17,-53.1629509039,-3.1213203436,-0.6989490961,-1.0286203436,1.2436195761,4
2212,-27,-20,0,17,-53.1629509039,-2.1213203436,-0.6989490961,-2.0286203436,2.1456538251,0
2213,-27,-20,0,18,-53.8700576851,-1.4142135624,0.0081576851,-1.3215135624,1.3215387408,1
2214,-27,-19,-1,16,-51.7487373415,-3.1213203436,-2.1131626585,-1.0286203436,2.3502162097,4
2215,-27,-19,-1,17,-52.4558441227,-2.4142135624,-1.4060558773,-0.3215135624,1.4423467339,0
2216,-27,-19,0,17,-52.4558441227,-1.4142135624,-1.4060558773,-1.3215135624,1.9296090862,1
2217,-27,-19,0,18,-53.1629509039,-0.7071067812,-0.6989490961,-0.6144067812,0.9306049278,2
2218,-27,-19,1,17,-52.4558441227,-0.4142135624,-1.4060558773,-2.3215135624,2.7141146531,2
2219,-27,-19,1,18,-53.1629509039,0.2928932188,-0.6989490961,-1.6144067812,1.7592154769,3
2220,-27,-19,1,19,-53.8700576851,1.0000000000,0.0081576851,-0.9073000000,0.9073366728,4
2221,-27,-19,2,18,-53.1629509039,1.2928932188,-0.6989490961,-2.6144067812,2.7062247978,4
2222,-27,-19,2,19,-53.8700576851,2.0000000000,0.0081576851,-1.9073000000,1.9073174455,0
2223,-27,-18,1,17,-51.7487373415,0.2928932188,-2.1131626585,-1.6144067812,2.6592791648,3
2224,-27,-18,1,18,-52.4558441227,1.0000000000,-1.4060558773,-0.9073000000,1.6733757558,4
2225,-27,-18,2,18,-52.4558441227,2.0000000000,-1.4060558773,-1.9073000000,2.3695540551,0
2226,-27,-18,2,19,-53.1629509039,2.7071067812,-0.6989490961,-1.2001932188,1.3888821409,1
2227,-27,-18,3,19,-53.1629509039,3.7071067812,-0.6989490961,-2.2001932188,2.3085450048,2
2228,-27,-18,3,20,-53.8700576851,4.4142135624,0.0081576851,-1.4930864376,1.4931087228,3
2229,-27,-17,2,18,-51.7487373415,2.7071067812,-2.1131626585,-1.2001932188,2.4302099053,1
2230,-27,-17,2,19,-52.4558441227,3.4142135624,-1.4060558773,-0.4930864376,1.4900091829,2
2231,-27,-17,3,19,-52.4558441227,4.4142135624,-1.4060558773,-1.4930864376,2.0509266784,3
2232,-27,-17,3,20,-53.1629509039,5.1213203436,-0.6989490961,-0.7859796564,1.0518050481,4
2233,-27,-17,4,19,-52.4558441227,5.4142135624,-1.4060558773,-2.4930864376,2.8622496599,4
2234,-27,-17,4,20,-53.1629509039,6.1213203436,-0.6989490961,-1.7859796564,1.9178772568,0
2235,-27,-17,4,21,-53.8700576851,6.8284271247,0.0081576851,-1.0788728753,1.0789037162,1
2236,-27,-17,5,21,-53.8700576851,7.8284271247,0.0081576851,-2.0788728753,2.0788888809,2
2237,-27,-16,4,19,-51.7487373415,6.1213203436,-2.1131626585,-1.7859796564,2.7667995508,0
2238,-27,-16,4,20,-52.4558441227,6.8284271247,-1.4060558773,-1.0788728753,1.7722753203,1
2239,-27,-16,4,21,-53.1629509039,7.5355339059,-0.6989490961,-0.3717660941,0.7916690392,2
2240,-27,-16,5,20,-52.4558441227,7.8284271247,-1.4060558773,-2.0788728753,2.5097222080,2
2241,-27,-16,5,21,-53.1629509039,8.5355339059,-0.6989490961,-1.3717660941,1.5395687889,3
2242,-27,-16,6,21,-53.1629509039,9.5355339059,-0.6989490961,-2.3717660941,2.4726108153,4
2243,-27,-16,6,22,-53.8700576851,10.2426406871,0.0081576851,-1.6646593129,1.6646793012,0
2244,-27,-15,5,20,-51.7487373415,8.5355339059,-2.1131626585,-1.3717660941,2.5193647291,3
2245,-27,-15,5,21,-52.4558441227,9.2426406871,-1.4060558773,-0.6646593129,1.5552379664,4
2246,-27,-15,6,21,-52.4558441227,10.2426406871,-1.4060558773,-1.6646593129,2.1790098114,0
2247,-27,-15,6,22,-53.1629509039,10.9497474683,-0.6989490961,-0.9575525317,1.1855111513,1
2248,-27,-15,7,22,-53.1629509039,11.9497474683,-0.6989490961,-1.9575525317,2.0785912906,2
2249,-27,-15,7,23,-53.8700576851,12.6568542495,0.0081576851,-1.2504457505,1.2504723599,3
2250,-27,-14,6,21,-51.7487373415,10.9497474683,-2.1131626585,-0.9575525317,2.3199920845,1
2251,-27,-14,6,22,-52.4558441227,11.6568542495,-1.4060558773,-0.2504457505,1.4281863338,2
2252,-27,-14,7,21,-51.7487373415,11.9497474683,-2.1131626585,-1.9575525317,2.8805326479,2
2253,-27,-14,7,22,-52.4558441227,12.6568542495,-1.4060558773,-1.2504457505,1.8816502611,3
2254,-27,-14,7,23,-53.1629509039,13.3639610307,-0.6989490961,-0.5433389693,0.8852949082,4
2255,-27,-14,8,22,-52.4558441227,13.6568542495,-1.4060558773,-2.2504457505,2.6535823345,4
2256,-27,-14,8,23,-53.1629509039,14.3639610307,-0.6989490961,-1.5433389693,1.6942328686,0
2257,-27,-14,8,24,-53.8700576851,15.0710678119,0.0081576851,-0.8362321881,0.8362719775,1
2258,-27,-14,9,23,-53.1629509039,15.3639610307,-0.6989490961,-2.5433389693,2.6376320729,1
2259,-27,-14,9,24,-53.8700576851,16.0710678119,0.0081576851,-1.8362321881,1.8362503088,2
2260,-27,-13,8,22,-51.7487373415,14.3639610307,-2.1131626585,-1.5433389693,2.6167444651,0
2261,-27,-13,8,23,-52.4558441227,15.0710678119,-1.4060558773,-0.8362321881,1.6359331901,1
2262,-27,-13,9,23,-52.4558441227,16.0710678119,-1.4060558773,-1.8362321881,2.3127346970,2
2263,-27,-13,9,24,-53.1629509039,16.7781745931,-0.6989490961,-1.1291254069,1.3279510622,3
2264,-27,-13,10,24,-53.1629509039,17.7781745931,-0.6989490961,-2.1291254069,2.2409160710,4
2265,-27,-13,10,25,-53.8700576851,18.4852813742,0.0081576851,-1.4220186258,1.4220420246,0
2266,-27,-12,9,23,-51.7487373415,16.7781745931,-2.1131626585,-1.1291254069,2.3959091397,3
2267,-27,-12,9,24,-52.4558441227,17.4852813742,-1.4060558773,-0.4220186258,1.4680234503,4
2268,-27,-12,10,24,-52.4558441227,18.4852813742,-1.4060558773,-1.4220186258,1.9997825137,0
2269,-27,-12,10,25,-53.1629509039,19.1923881554,-0.6989490961,-0.7149118446,0.9998143750,1
2270,-27,-12,11,24,-52.4558441227,19.4852813742,-1.4060558773,-2.4220186258,2.8005655417,1
2271,-27,-12,11,25,-53.1629509039,20.1923881554,-0.6989490961,-1.7149118446,1.8518780936,2
2272,-27,-12,11,26,-53.8700576851,20.8994949366,0.0081576851,-1.0078050634,1.0078380791,3
2273,-27,-12,12,26,-53.8700576851,21.8994949366,0.0081576851,-2.0078050634,2.0078216356,4
2274,-27,-11,11,24,-51.7487373415,20.1923881554,-2.1131626585,-1.7149118446,2.7214663430,2
2275,-27,-11,11,25,-52.4558441227,20.8994949366,-1.4060558773,-1.0078050634,1.7299318414,3
2276,-27,-11,11,26,-53.1629509039,21.6066017178,-0.6989490961,-0.3006982822,0.7608871768,4
2277,-27,-11,12,25,-52.4558441227,21.8994949366,-1.4060558773,-2.0078050634,2.4511781458,4
2278,-27,-11,12,26,-53.1629509039,22.6066017178,-0.6989490961,-1.3006982822,1.4765994244,0
2279,-27,-11,13,26,-53.1629509039,23.6066017178,-0.6989490961,-2.3006982822,2.4045254053,1
2280,-27,-11,13,27,-53.8700576851,24.3137084990,0.0081576851,-1.5935915010,1.5936123807,2
2281,-27,-10,12,25,-51.7487373415,22.6066017178,-2.1131626585,-1.3006982822,2.4813851862,0
2282,-27,-10,12,26,-52.4558441227,23.3137084990,-1.4060558773,-0.5935915010,1.5262188572,1
2283,-27,-10,13,26,-52.4558441227,24.3137084990,-1.4060558773,-1.5935915010,2.1252122252,2
2284,-27,-10,13,27,-53.1629509039,25.0208152802,-0.6989490961,-0.8864847198,1.1288866185,3
2285,-27,-10,14,26,-52.4558441227,25.3137084990,-1.4060558773,-2.5935915010,2.9502050783,3
2286,-27,-10,14,27,-53.1629509039,26.0208152802,-0.6989490961,-1.8864847198,2.0118037770,4
2287,-27,-10,14,28,-53.8700576851,26.7279220614,0.0081576851,-1.1793779386,1.1794061514,0
2288,-27,-9,13,26,-51.7487373415,25.0208152802,-2.1131626585,-0.8864847198,2.2915740397,3
2289,-27,-9,14,26,-51.7487373415,26.0208152802,-2.1131626585,-1.8864847198,2.8327161911,4
2290,-27,-9,14,27,-52.4558441227,26.7279220614,-1.4060558773,-1.1793779386,1.8351908490,0
2291,-27,-9,14,28,-53.1629509039,27.4350288425,-0.6989490961,-0.4722711575,0.8435460184,1
2292,-27,-9,15,27,-52.4558441227,27.7279220614,-1.4060558773,-2.1793779386,2.5935846486,1
2293,-27,-9,15,28,-53.1629509039,28.4350288425,-0.6989490961,-1.4722711575,1.6297583256,2
2294,-27,-9,15,29,-53.8700576851,29.1421356237,0.0081576851,-0.7651643763,0.7652078610,3
2295,-27,-9,16,28,-53.1629509039,29.4350288425,-0.6989490961,-2.4722711575,2.5691738974,3
2296,-27,-9,16,29,-53.8700576851,30.1421356237,0.0081576851,-1.7651643763,1.7651832265,4
2297,-27,-8,15,27,-51.7487373415,28.4350288425,-2.1131626585,-1.4722711575,2.5754686529,2
2298,-27,-8,15,28,-52.4558441227,29.1421356237,-1.4060558773,-0.7651643763,1.6007715804,3
2299,-27,-8,16,28,-52.4558441227,30.1421356237,-1.4060558773,-1.7651643763,2.2567229350,4
2300,-27,-8,16,29,-53.1629509039,30.8492424049,-0.6989490961,-1.0580575951,1.2680755945,0
2301,-27,-8,17,29,-53.1629509039,31.8492424049,-0.6989490961,-2.0580575951,2.1735065916,1
