index,n0,n1,n2,n3,x,y,perp_x,perp_y,perp_r,k_sum_mod5
0,-37,-37,-16,13,-72.3553390593,-32.9705627485,-1.5065609407,-0.8778627485,1.7436653558,3
1,-37,-37,-15,13,-72.3553390593,-31.9705627485,-1.5065609407,-1.8778627485,2.4075079169,4
2,-37,-37,-15,14,-73.0624458405,-31.2634559673,-0.7994541595,-1.1707559673,1.4176729129,0
3,-37,-37,-14,14,-73.0624458405,-30.2634559673,-0.7994541595,-2.1707559673,2.3132895242,1
4,-37,-37,-14,15,-73.7695526217,-29.5563491861,-0.0923473783,-1.4636491861,1.4665595720,2
5,-37,-36,-15,14,-72.3553390593,-30.5563491861,-1.5065609407,-0.4636491861,1.5762919894,1
6,-37,-36,-14,14,-72.3553390593,-29.5563491861,-1.5065609407,-1.4636491861,2.1004749006,2
7,-37,-36,-14,15,-73.0624458405,-28.8492424049,-0.7994541595,-0.7565424049,1.1006740496,3
8,-37,-36,-13,14,-72.3553390593,-28.5563491861,-1.5065609407,-2.4636491861,2.8877834372,3
9,-37,-36,-13,15,-73.0624458405,-27.8492424049,-0.7994541595,-1.7565424049,1.9299140326,4
10,-37,-36,-13,16,-73.7695526217,-27.1421356237,-0.0923473783,-1.0494356237,1.0534909428,0
11,-37,-36,-12,16,-73.7695526217,-26.1421356237,-0.0923473783,-2.0494356237,2.0515151508,1
12,-37,-35,-13,15,-72.3553390593,-27.1421356237,-1.5065609407,-1.0494356237,1.8360394866,0
13,-37,-35,-13,16,-73.0624458405,-26.4350288425,-0.7994541595,-0.3423288425,0.8696642970,1
14,-37,-35,-12,15,-72.3553390593,-26.1421356237,-1.5065609407,-2.0494356237,2.5436022181,1
15,-37,-35,-12,16,-73.0624458405,-25.4350288425,-0.7994541595,-1.3423288425,1.5623615698,2
16,-37,-35,-12,17,-73.7695526217,-24.7279220614,-0.0923473783,-0.6352220614,0.6418996070,3
17,-37,-35,-11,16,-73.0624458405,-24.4350288425,-0.7994541595,-2.3423288425,2.4750012848,3
18,-37,-35,-11,17,-73.7695526217,-23.7279220614,-0.0923473783,-1.6352220614,1.6378275942,4
19,-37,-34,-12,16,-72.3553390593,-24.7279220614,-1.5065609407,-0.6352220614,1.6350024267,3
20,-37,-34,-11,16,-72.3553390593,-23.7279220614,-1.5065609407,-1.6352220614,2.2234381165,4
21,-37,-34,-11,17,-73.0624458405,-23.0208152802,-0.7994541595,-0.9281152802,1.2249591530,0
22,-37,-34,-10,17,-73.0624458405,-22.0208152802,-0.7994541595,-1.9281152802,2.0872842372,1
23,-37,-34,-10,18,-73.7695526217,-21.3137084990,-0.0923473783,-1.2210084990,1.2244957300,2
24,-37,-33,-11,17,-72.3553390593,-22.3137084990,-1.5065609407,-0.2210084990,1.5226853334,1
25,-37,-33,-10,17,-72.3553390593,-21.3137084990,-1.5065609407,-1.2210084990,1.9392234586,2
26,-37,-33,-10,18,-73.0624458405,-20.6066017178,-0.7994541595,-0.5139017178,0.9503798865,3
27,-37,-33,-9,17,-72.3553390593,-20.3137084990,-1.5065609407,-2.2210084990,2.6837668715,3
28,-37,-33,-9,18,-73.0624458405,-19.6066017178,-0.7994541595,-1.5139017178,1.7120237628,4
29,-37,-33,-9,19,-73.7695526217,-18.8994949366,-0.0923473783,-0.8067949366,0.8120628720,0
30,-37,-33,-8,18,-73.0624458405,-18.6066017178,-0.7994541595,-2.5139017178,2.6379592112,0
31,-37,-33,-8,19,-73.7695526217,-17.8994949366,-0.0923473783,-1.8067949366,1.8091533880,1
32,-37,-32,-9,18,-72.3553390593,-18.8994949366,-1.5065609407,-0.8067949366,1.7089891567,0
33,-37,-32,-8,18,-72.3553390593,-17.8994949366,-1.5065609407,-1.8067949366,2.3524952308,1
34,-37,-32,-8,19,-73.0624458405,-17.1923881554,-0.7994541595,-1.0996881554,1.3595738275,2
35,-37,-32,-7,19,-73.0624458405,-16.1923881554,-0.7994541595,-2.0996881554,2.2467348093,3
36,-37,-32,-7,20,-73.7695526217,-15.4852813742,-0.0923473783,-1.3925813742,1.3956399687,4
37,-37,-31,-8,19,-72.3553390593,-16.4852813742,-1.5065609407,-0.3925813742,1.5568705802,3
38,-37,-31,-7,19,-72.3553390593,-15.4852813742,-1.5065609407,-1.3925813742,2.0515868863,4
39,-37,-31,-7,20,-73.0624458405,-14.7781745931,-0.7994541595,-0.6854745931,1.0530918150,0
40,-37,-31,-6,19,-72.3553390593,-14.4852813742,-1.5065609407,-2.3925813742,2.8273965941,0
41,-37,-31,-6,20,-73.0624458405,-13.7781745931,-0.7994541595,-1.6854745931,1.8654628265,1
42,-37,-31,-6,21,-73.7695526217,-13.0710678119,-0.0923473783,-0.9783678119,0.9827164462,2
43,-37,-31,-5,21,-73.7695526217,-12.0710678119,-0.0923473783,-1.9783678119,1.9805219608,3
44,-37,-30,-6,20,-72.3553390593,-13.0710678119,-1.5065609407,-0.9783678119,1.7963656207,2
45,-37,-30,-6,21,-73.0624458405,-12.3639610307,-0.7994541595,-0.2712610307,0.8442212387,3
46,-37,-30,-5,20,-72.3553390593,-12.0710678119,-1.5065609407,-1.9783678119,2.4866976227,3
47,-37,-30,-5,21,-73.0624458405,-11.3639610307,-0.7994541595,-1.2712610307,1.5017428412,4
48,-37,-30,-4,21,-73.0624458405,-10.3639610307,-0.7994541595,-2.2712610307,2.4078524919,0
49,-37,-30,-4,22,-73.7695526217,-9.6568542495,-0.0923473783,-1.5641542495,1.5668779641,1
50,-37,-29,-5,21,-72.3553390593,-10.6568542495,-1.5065609407,-0.5641542495,1.6087249253,0
51,-37,-29,-4,21,-72.3553390593,-9.6568542495,-1.5065609407,-1.5641542495,2.1717054092,1
52,-37,-29,-4,22,-73.0624458405,-8.9497474683,-0.7994541595,-0.8570474683,1.1720312778,2
53,-37,-29,-3,21,-72.3553390593,-8.6568542495,-1.5065609407,-2.5641542495,2.9739893885,2
54,-37,-29,-3,22,-73.0624458405,-7.9497474683,-0.7994541595,-1.8570474683,2.0218190455,3
55,-37,-29,-3,23,-73.7695526217,-7.2426406871,-0.0923473783,-1.1499406871,1.1536427619,4
56,-37,-29,-2,23,-73.7695526217,-6.2426406871,-0.0923473783,-2.1499406871,2.1519230926,0
57,-37,-28,-3,22,-72.3553390593,-7.2426406871,-1.5065609407,-1.1499406871,1.8952808372,4
58,-37,-28,-3,23,-73.0624458405,-6.5355339059,-0.7994541595,-0.4428339059,0.9139085410,0
59,-37,-28,-2,22,-72.3553390593,-6.2426406871,-1.5065609407,-2.1499406871,2.6252563353,0
60,-37,-28,-2,23,-73.0624458405,-5.5355339059,-0.7994541595,-1.4428339059,1.6495140597,1
61,-37,-28,-2,24,-73.7695526217,-4.8284271247,-0.0923473783,-0.7357271247,0.7415001284,2
62,-37,-28,-1,23,-73.0624458405,-4.5355339059,-0.7994541595,-2.4428339059,2.5703238016,2
63,-37,-28,-1,24,-73.7695526217,-3.8284271247,-0.0923473783,-1.7357271247,1.7381820071,3
64,-37,-27,-2,23,-72.3553390593,-4.8284271247,-1.5065609407,-0.7357271247,1.6766097548,2
65,-37,-27,-1,23,-72.3553390593,-3.8284271247,-1.5065609407,-1.7357271247,2.2983634437,3
66,-37,-27,-1,24,-73.0624458405,-3.1213203436,-0.7994541595,-1.0286203436,1.3027612077,4
67,-37,-27,0,24,-73.0624458405,-2.1213203436,-0.7994541595,-2.0286203436,2.1804649622,0
68,-37,-27,0,25,-73.7695526217,-1.4142135624,-0.0923473783,-1.3215135624,1.3247362507,1
69,-37,-26,-1,24,-72.3553390593,-2.4142135624,-1.5065609407,-0.3215135624,1.5404859099,0
70,-37,-26,0,24,-72.3553390593,-1.4142135624,-1.5065609407,-1.3215135624,2.0040269368,1
71,-37,-26,0,25,-73.0624458405,-0.7071067812,-0.7994541595,-0.6144067812,1.0082770680,2
72,-37,-26,1,24,-72.3553390593,-0.4142135624,-1.5065609407,-2.3215135624,2.7675171342,2
73,-37,-26,1,25,-73.0624458405,0.2928932188,-0.7994541595,-1.6144067812,1.8015094250,3
74,-37,-26,1,26,-73.7695526217,1.0000000000,-0.0923473783,-0.9073000000,0.9119875702,4
75,-37,-26,2,25,-73.0624458405,1.2928932188,-0.7994541595,-2.6144067812,2.7339074181,4
76,-37,-26,2,26,-73.7695526217,2.0000000000,-0.0923473783,-1.9073000000,1.9095343224,0
77,-37,-25,1,25,-72.3553390593,1.0000000000,-1.5065609407,-0.9073000000,1.7586697126,4
78,-37,-25,2,25,-72.3553390593,2.0000000000,-1.5065609407,-1.9073000000,2.4305388616,0
79,-37,-25,2,26,-73.0624458405,2.7071067812,-0.7994541595,-1.2001932188,1.4420786094,1
80,-37,-25,3,26,-73.0624458405,3.7071067812,-0.7994541595,-2.2001932188,2.3409351023,2
81,-37,-25,3,27,-73.7695526217,4.4142135624,-0.0923473783,-1.4930864376,1.4959395538,3
82,-37,-24,2,26,-72.3553390593,3.4142135624,-1.5065609407,-0.4930864376,1.5852003353,2
83,-37,-24,3,26,-72.3553390593,4.4142135624,-1.5065609407,-1.4930864376,2.1210924021,3
84,-37,-24,3,27,-73.0624458405,5.1213203436,-0.7994541595,-0.7859796564,1.1211114902,4
85,-37,-24,4,26,-72.3553390593,5.4142135624,-1.5065609407,-2.4930864376,2.9129376673,4
86,-37,-24,4,27,-73.0624458405,6.1213203436,-0.7994541595,-1.7859796564,1.9567448189,0
87,-37,-24,4,28,-73.7695526217,6.8284271247,-0.0923473783,-1.0788728753,1.0828179530,1
88,-37,-24,5,28,-73.7695526217,7.8284271247,-0.0923473783,-2.0788728753,2.0809229851,2
89,-37,-23,4,27,-72.3553390593,6.8284271247,-1.5065609407,-1.0788728753,1.8530225441,1
90,-37,-23,4,28,-73.0624458405,7.5355339059,-0.7994541595,-0.3717660941,0.8816671605,2
91,-37,-23,5,27,-72.3553390593,7.8284271247,-1.5065609407,-2.0788728753,2.5673796563,2
92,-37,-23,5,28,-73.0624458405,8.5355339059,-0.7994541595,-1.3717660941,1.5877245258,3
93,-37,-23,5,29,-73.7695526217,9.2426406871,-0.0923473783,-0.6646593129,0.6710439930,4
94,-37,-23,6,28,-73.0624458405,9.5355339059,-0.7994541595,-2.3717660941,2.5028786143,4
95,-37,-23,6,29,-73.7695526217,10.2426406871,-0.0923473783,-1.6646593129,1.6672188417,0
96,-37,-22,5,28,-72.3553390593,9.2426406871,-1.5065609407,-0.6646593129,1.6466626461,4
97,-37,-22,6,28,-72.3553390593,10.2426406871,-1.5065609407,-1.6646593129,2.2451762728,0
98,-37,-22,6,29,-73.0624458405,10.9497474683,-0.7994541595,-0.9575525317,1.2474108401,1
99,-37,-22,7,29,-73.0624458405,11.9497474683,-0.7994541595,-1.9575525317,2.1145067669,2
100,-37,-22,7,30,-73.7695526217,12.6568542495,-0.0923473783,-1.2504457505,1.2538511129,3
101,-37,-21,6,29,-72.3553390593,11.6568542495,-1.5065609407,-0.2504457505,1.5272357192,2
102,-37,-21,7,29,-72.3553390593,12.6568542495,-1.5065609407,-1.2504457505,1.9578918364,3
103,-37,-21,7,30,-73.0624458405,13.3639610307,-0.7994541595,-0.5433389693,0.9666148089,4
104,-37,-21,8,29,-72.3553390593,13.6568542495,-1.5065609407,-2.2504457505,2.7081787134,4
105,-37,-21,8,30,-73.0624458405,14.3639610307,-0.7994541595,-1.5433389693,1.7381087789,0
106,-37,-21,8,31,-73.7695526217,15.0710678119,-0.0923473783,-0.8362321881,0.8413158211,1
107,-37,-21,9,30,-73.0624458405,15.3639610307,-0.7994541595,-2.5433389693,2.6660270190,1
108,-37,-21,9,31,-73.7695526217,16.0710678119,-0.0923473783,-1.8362321881,1.8385528785,2
109,-37,-20,8,30,-72.3553390593,15.0710678119,-1.5065609407,-0.8362321881,1.7230815826,1
110,-37,-20,9,30,-72.3553390593,16.0710678119,-1.5065609407,-1.8362321881,2.3751788389,2
111,-37,-20,9,31,-73.0624458405,16.7781745931,-0.7994541595,-1.1291254069,1.3834923700,3
112,-37,-20,10,31,-73.0624458405,17.7781745931,-0.7994541595,-2.1291254069,2.2742695424,4
113,-37,-20,10,32,-73.7695526217,18.4852813742,-0.0923473783,-1.4220186258,1.4250140386,0
114,-37,-19,9,31,-72.3553390593,17.4852813742,-1.5065609407,-0.4220186258,1.5645528398,4
115,-37,-19,10,31,-72.3553390593,18.4852813742,-1.5065609407,-1.4220186258,2.0716811627,0
116,-37,-19,10,32,-73.0624458405,19.1923881554,-0.7994541595,-0.7149118446,1.0724858501,1
117,-37,-19,11,31,-72.3553390593,19.4852813742,-1.5065609407,-2.4220186258,2.8523499244,1
118,-37,-19,11,32,-73.0624458405,20.1923881554,-0.7994541595,-1.7149118446,1.8921018968,2
119,-37,-19,11,33,-73.7695526217,20.8994949366,-0.0923473783,-1.0078050634,1.0120272151,3
120,-37,-19,12,33,-73.7695526217,21.8994949366,-0.0923473783,-2.0078050634,2.0099276631,4
121,-37,-18,11,32,-72.3553390593,20.8994949366,-1.5065609407,-1.0078050634,1.8125663888,3
122,-37,-18,11,33,-73.0624458405,21.6066017178,-0.7994541595,-0.3006982822,0.8541348898,4
123,-37,-18,12,32,-72.3553390593,21.8994949366,-1.5065609407,-2.0078050634,2.5101806789,4
124,-37,-18,12,33,-73.0624458405,22.6066017178,-0.7994541595,-1.3006982822,1.5267426026,0
125,-37,-18,13,33,-73.0624458405,23.6066017178,-0.7994541595,-2.3006982822,2.4356394517,1
126,-37,-18,13,34,-73.7695526217,24.3137084990,-0.0923473783,-1.5935915010,1.5962649875,2
127,-37,-17,12,33,-72.3553390593,23.3137084990,-1.5065609407,-0.5935915010,1.6192827851,1
128,-37,-17,13,33,-72.3553390593,24.3137084990,-1.5065609407,-1.5935915010,2.1930024487,2
129,-37,-17,13,34,-73.0624458405,25.0208152802,-0.7994541595,-0.8864847198,1.1937261460,3
130,-37,-17,14,33,-72.3553390593,25.3137084990,-1.5065609407,-2.5935915010,2.9994070651,3
131,-37,-17,14,34,-73.0624458405,26.0208152802,-0.7994541595,-1.8864847198,2.0488903219,4
132,-37,-17,14,35,-73.7695526217,26.7279220614,-0.0923473783,-1.1793779386,1.1829878953,0
133,-37,-17,15,35,-73.7695526217,27.7279220614,-0.0923473783,-2.1793779386,2.1813335916,1
134,-37,-16,14,34,-72.3553390593,26.7279220614,-1.5065609407,-1.1793779386,1.9132846600,0
135,-37,-16,14,35,-73.0624458405,27.4350288425,-0.7994541595,-0.4722711575,0.9285294822,1
136,-37,-16,15,34,-72.3553390593,27.7279220614,-1.5065609407,-2.1793779386,2.6494176846,1
137,-37,-16,15,35,-73.0624458405,28.4350288425,-0.7994541595,-1.4722711575,1.6753236446,2
138,-37,-16,15,36,-73.7695526217,29.1421356237,-0.0923473783,-0.7651643763,0.7707169137,3
139,-37,-16,16,35,-73.0624458405,29.4350288425,-0.7994541595,-2.4722711575,2.5983170763,3
140,-37,-16,16,36,-73.7695526217,30.1421356237,-0.0923473783,-1.7651643763,1.7675783755,4
141,-37,-15,15,35,-72.3553390593,29.1421356237,-1.5065609407,-0.7651643763,1.6897344142,3
142,-37,-15,16,35,-72.3553390593,30.1421356237,-1.5065609407,-1.7651643763,2.3206747172,4
143,-37,-15,16,36,-73.0624458405,30.8492424049,-0.7994541595,-1.0580575951,1.3261270028,0
144,-37,-15,17,36,-73.0624458405,31.8492424049,-0.7994541595,-2.0580575951,2.2078786239,1
145,-37,-15,17,37,-73.7695526217,32.5563491861,-0.0923473783,-1.3509508139,1.3541034450,2
146,-37,-14,16,36,-72.3553390593,31.5563491861,-1.5065609407,-0.3509508139,1.5468976507,1
147,-37,-14,17,36,-72.3553390593,32.5563491861,-1.5065609407,-1.3509508139,2.0235597272,2
148,-37,-14,17,37,-73.0624458405,33.2634559673,-0.7994541595,-0.6438440327,1.0264804390,3
149,-37,-14,18,36,-72.3553390593,33.5563491861,-1.5065609407,-2.3509508139,2.7922563631,3
150,-37,-14,18,37,-73.0624458405,34.2634559673,-0.7994541595,-1.6438440327,1.8279360374,4
151,-37,-13,18,37,-72.3553390593,34.9705627485,-1.5065609407,-0.9367372515,1.7740356666,0
152,-37,-13,19,37,-72.3553390593,35.9705627485,-1.5065609407,-1.9367372515,2.4537067978,1
153,-36,-37,-17,11,-69.9411254970,-35.3847763109,-1.9207745030,-1.2920763109,2.3149159563,1
154,-36,-37,-17,12,-70.6482322781,-34.6776695297,-1.2136677219,-0.5849695297,1.3472856749,2
155,-36,-37,-16,12,-70.6482322781,-33.6776695297,-1.2136677219,-1.5849695297,1.9962759702,3
156,-36,-37,-16,13,-71.3553390593,-32.9705627485,-0.5065609407,-0.8778627485,1.0135319392,4
157,-36,-37,-15,12,-70.6482322781,-32.6776695297,-1.2136677219,-2.5849695297,2.8557060087,4
158,-36,-37,-15,13,-71.3553390593,-31.9705627485,-0.5065609407,-1.8778627485,1.9449865009,0
159,-36,-37,-15,14,-72.0624458405,-31.2634559673,0.2005458405,-1.1707559673,1.1878081365,1
160,-36,-36,-16,12,-69.9411254970,-32.9705627485,-1.9207745030,-0.8778627485,2.1118753980,4
161,-36,-36,-15,12,-69.9411254970,-31.9705627485,-1.9207745030,-1.8778627485,2.6862135421,0
162,-36,-36,-15,13,-70.6482322781,-31.2634559673,-1.2136677219,-1.1707559673,1.6863151764,1
163,-36,-36,-15,14,-71.3553390593,-30.5563491861,-0.5065609407,-0.4636491861,0.6867128617,2
164,-36,-36,-14,13,-70.6482322781,-30.2634559673,-1.2136677219,-2.1707559673,2.4870003636,2
165,-36,-36,-14,14,-71.3553390593,-29.5563491861,-0.5065609407,-1.4636491861,1.5488295344,3
166,-36,-36,-13,14,-71.3553390593,-28.5563491861,-0.5065609407,-2.4636491861,2.5151881239,4
167,-36,-36,-13,15,-72.0624458405,-27.8492424049,0.2005458405,-1.7565424049,1.7679535781,0
168,-36,-35,-14,13,-69.9411254970,-29.5563491861,-1.9207745030,-1.4636491861,2.4148796309,3
169,-36,-35,-14,14,-70.6482322781,-28.8492424049,-1.2136677219,-0.7565424049,1.4301558480,4
170,-36,-35,-13,14,-70.6482322781,-27.8492424049,-1.2136677219,-1.7565424049,2.1350481398,0
171,-36,-35,-13,15,-71.3553390593,-27.1421356237,-0.5065609407,-1.0494356237,1.1652978653,1
172,-36,-35,-12,15,-71.3553390593,-26.1421356237,-0.5065609407,-2.0494356237,2.1111111677,2
173,-36,-35,-12,16,-72.0624458405,-25.4350288425,0.2005458405,-1.3423288425,1.3572270833,3
174,-36,-34,-13,14,-69.9411254970,-27.1421356237,-1.9207745030,-1.0494356237,2.1887644505,1
175,-36,-34,-13,15,-70.6482322781,-26.4350288425,-1.2136677219,-0.3423288425,1.2610227498,2
176,-36,-34,-12,14,-69.9411254970,-26.1421356237,-1.9207745030,-2.0494356237,2.8088362479,2
177,-36,-34,-12,15,-70.6482322781,-25.4350288425,-1.2136677219,-1.3423288425,1.8096508118,3
178,-36,-34,-12,16,-71.3553390593,-24.7279220614,-0.5065609407,-0.6352220614,0.8124721865,4
179,-36,-34,-11,15,-70.6482322781,-24.4350288425,-1.2136677219,-2.3423288425,2.6380852423,4
180,-36,-34,-11,16,-71.3553390593,-23.7279220614,-0.5065609407,-1.6352220614,1.7118864380,0
181,-36,-34,-11,17,-72.0624458405,-23.0208152802,0.2005458405,-0.9281152802,0.9495349427,1
182,-36,-33,-12,15,-69.9411254970,-24.7279220614,-1.9207745030,-0.6352220614,2.0230871852,4
183,-36,-33,-11,15,-69.9411254970,-23.7279220614,-1.9207745030,-1.6352220614,2.5225633553,0
184,-36,-33,-11,16,-70.6482322781,-23.0208152802,-1.2136677219,-0.9281152802,1.5278701883,1
185,-36,-33,-11,17,-71.3553390593,-22.3137084990,-0.5065609407,-0.2210084990,0.5526741746,2
186,-36,-33,-10,16,-70.6482322781,-22.0208152802,-1.2136677219,-1.9281152802,2.2782927540,2
187,-36,-33,-10,17,-71.3553390593,-21.3137084990,-0.5065609407,-1.2210084990,1.3219174487,3
188,-36,-33,-9,17,-71.3553390593,-20.3137084990,-0.5065609407,-2.2210084990,2.2780436210,4
189,-36,-33,-9,18,-72.0624458405,-19.6066017178,0.2005458405,-1.5139017178,1.5271270560,0
190,-36,-32,-10,16,-69.9411254970,-21.3137084990,-1.9207745030,-1.2210084990,2.2760132790,3
191,-36,-32,-10,17,-70.6482322781,-20.6066017178,-1.2136677219,-0.5139017178,1.3179849448,4
192,-36,-32,-9,17,-70.6482322781,-19.6066017178,-1.2136677219,-1.5139017178,1.9403318660,0
193,-36,-32,-9,18,-71.3553390593,-18.8994949366,-0.5065609407,-0.8067949366,0.9526395207,1
194,-36,-32,-8,17,-70.6482322781,-18.6066017178,-1.2136677219,-2.5139017178,2.7915392145,1
195,-36,-32,-8,18,-71.3553390593,-17.8994949366,-0.5065609407,-1.8067949366,1.8764626108,2
196,-36,-32,-8,19,-72.0624458405,-17.1923881554,0.2005458405,-1.0996881554,1.1178249744,3
197,-36,-31,-9,17,-69.9411254970,-18.8994949366,-1.9207745030,-0.8067949366,2.0833369294,1
198,-36,-31,-8,17,-69.9411254970,-17.8994949366,-1.9207745030,-1.8067949366,2.6370215461,2
199,-36,-31,-8,18,-70.6482322781,-17.1923881554,-1.2136677219,-1.0996881554,1.6377739094,3
200,-36,-31,-8,19,-71.3553390593,-16.4852813742,-0.5065609407,-0.3925813742,0.6408776186,4
201,-36,-31,-7,18,-70.6482322781,-16.1923881554,-1.2136677219,-2.0996881554,2.4252174519,4
202,-36,-31,-7,19,-71.3553390593,-15.4852813742,-0.5065609407,-1.3925813742,1.4818525131,0
203,-36,-31,-6,19,-71.3553390593,-14.4852813742,-0.5065609407,-2.3925813742,2.4456184533,1
204,-36,-31,-6,20,-72.0624458405,-13.7781745931,0.2005458405,-1.6854745931,1.6973636140,2
205,-36,-30,-7,18,-69.9411254970,-15.4852813742,-1.9207745030,-1.3925813742,2.3724792044,0
206,-36,-30,-7,19,-70.6482322781,-14.7781745931,-1.2136677219,-0.6854745931,1.3938668361,1
207,-36,-30,-6,19,-70.6482322781,-13.7781745931,-1.2136677219,-1.6854745931,2.0769723019,2
208,-36,-30,-6,20,-71.3553390593,-13.0710678119,-0.5065609407,-0.9783678119,1.1017293506,3
209,-36,-30,-5,20,-71.3553390593,-12.0710678119,-0.5065609407,-1.9783678119,2.0421907809,4
210,-36,-30,-5,21,-72.0624458405,-11.3639610307,0.2005458405,-1.2712610307,1.2869822230,0
211,-36,-29,-6,19,-69.9411254970,-13.0710678119,-1.9207745030,-0.9783678119,2.1555923239,3
212,-36,-29,-6,20,-70.6482322781,-12.3639610307,-1.2136677219,-0.2712610307,1.2436124339,4
213,-36,-29,-5,19,-69.9411254970,-12.0710678119,-1.9207745030,-1.9783678119,2.7574107221,4
214,-36,-29,-5,20,-70.6482322781,-11.3639610307,-1.2136677219,-1.2712610307,1.7575818465,0
215,-36,-29,-5,21,-71.3553390593,-10.6568542495,-0.5065609407,-0.5641542495,0.7582044604,1
216,-36,-29,-4,20,-70.6482322781,-10.3639610307,-1.2136677219,-2.2712610307,2.5751924217,1
217,-36,-29,-4,21,-71.3553390593,-9.6568542495,-0.5065609407,-1.5641542495,1.6441357921,2
218,-36,-29,-3,21,-71.3553390593,-8.6568542495,-0.5065609407,-2.5641542495,2.6137121115,3
219,-36,-29,-3,22,-72.0624458405,-7.9497474683,0.2005458405,-1.8570474683,1.8678447295,4
220,-36,-28,-4,20,-69.9411254970,-9.6568542495,-1.9207745030,-1.5641542495,2.4770856279,2
221,-36,-28,-4,21,-70.6482322781,-8.9497474683,-1.2136677219,-0.8570474683,1.4857724261,3
222,-36,-28,-3,21,-70.6482322781,-7.9497474683,-1.2136677219,-1.8570474683,2.2184712391,4
223,-36,-28,-3,22,-71.3553390593,-7.2426406871,-0.5065609407,-1.1499406871,1.2565697635,0
224,-36,-28,-2,22,-71.3553390593,-6.2426406871,-0.5065609407,-2.1499406871,2.2088116590,1
225,-36,-28,-2,23,-72.0624458405,-5.5355339059,0.2005458405,-1.4428339059,1.4567046078,2
226,-36,-27,-3,21,-69.9411254970,-7.2426406871,-1.9207745030,-1.1499406871,2.2386911970,0
227,-36,-27,-3,22,-70.6482322781,-6.5355339059,-1.2136677219,-0.4428339059,1.2919331280,1
228,-36,-27,-2,21,-69.9411254970,-6.2426406871,-1.9207745030,-2.1499406871,2.8829879725,1
229,-36,-27,-2,22,-70.6482322781,-5.5355339059,-1.2136677219,-1.4428339059,1.8854068577,2
230,-36,-27,-2,23,-71.3553390593,-4.8284271247,-0.5065609407,-0.7357271247,0.8932515820,3
231,-36,-27,-1,22,-70.6482322781,-4.5355339059,-1.2136677219,-2.4428339059,2.7277145802,3
232,-36,-27,-1,23,-71.3553390593,-3.8284271247,-0.5065609407,-1.7357271247,1.8081351272,4
233,-36,-27,-1,24,-72.0624458405,-3.1213203436,0.2005458405,-1.0286203436,1.0479878078,0
234,-36,-26,-2,22,-69.9411254970,-4.8284271247,-1.9207745030,-0.7357271247,2.0568590359,3
235,-36,-26,-1,22,-69.9411254970,-3.8284271247,-1.9207745030,-1.7357271247,2.5888459481,4
236,-36,-26,-1,23,-70.6482322781,-3.1213203436,-1.2136677219,-1.0286203436,1.5909271354,0
237,-36,-26,-1,24,-71.3553390593,-2.4142135624,-0.5065609407,-0.3215135624,0.5999791308,1
238,-36,-26,0,23,-70.6482322781,-2.1213203436,-1.2136677219,-2.0286203436,2.3639563950,1
239,-36,-26,0,24,-71.3553390593,-1.4142135624,-0.5065609407,-1.3215135624,1.4152745607,2
240,-36,-26,1,24,-71.3553390593,-0.4142135624,-0.5065609407,-2.3215135624,2.3761374554,3
241,-36,-26,1,25,-72.0624458405,0.2928932188,0.2005458405,-1.6144067812,1.6268152597,4
242,-36,-25,0,23,-69.9411254970,-1.4142135624,-1.9207745030,-1.3215135624,2.3314743805,2
243,-36,-25,0,24,-70.6482322781,-0.7071067812,-1.2136677219,-0.6144067812,1.3603253404,3
244,-36,-25,1,24,-70.6482322781,0.2928932188,-1.2136677219,-1.6144067812,2.0197273564,4
245,-36,-25,1,25,-71.3553390593,1.0000000000,-0.5065609407,-0.9073000000,1.0391329446,0
246,-36,-25,2,24,-70.6482322781,1.2928932188,-1.2136677219,-2.6144067812,2.8823795997,0
247,-36,-25,2,25,-71.3553390593,2.0000000000,-0.5065609407,-1.9073000000,1.9734227314,1
248,-36,-25,2,26,-72.0624458405,2.7071067812,0.2005458405,-1.2001932188,1.2168329370,2
249,-36,-24,1,24,-69.9411254970,1.0000000000,-1.9207745030,-0.9073000000,2.1242805798,0
250,-36,-24,2,24,-69.9411254970,2.0000000000,-1.9207745030,-1.9073000000,2.7068742087,1
251,-36,-24,2,25,-70.6482322781,2.7071067812,-1.2136677219,-1.2001932188,1.7068840328,2
252,-36,-24,2,26,-71.3553390593,3.4142135624,-0.5065609407,-0.4930864376,0.7069216517,3
253,-36,-24,3,25,-70.6482322781,3.7071067812,-1.2136677219,-2.2001932188,2.5127354694,3
254,-36,-24,3,26,-71.3553390593,4.4142135624,-0.5065609407,-1.4930864376,1.5766772329,4
255,-36,-24,4,26,-71.3553390593,5.4142135624,-0.5065609407,-2.4930864376,2.5440290824,0
256,-36,-24,4,27,-72.0624458405,6.1213203436,0.2005458405,-1.7859796564,1.7972039304,1
257,-36,-23,3,25,-69.9411254970,4.4142135624,-1.9207745030,-1.4930864376,2.4328341090,4
258,-36,-23,3,26,-70.6482322781,5.1213203436,-1.2136677219,-0.7859796564,1.4459437608,0
259,-36,-23,4,26,-70.6482322781,6.1213203436,-1.2136677219,-1.7859796564,2.1593315337,1
260,-36,-23,4,27,-71.3553390593,6.8284271247,-0.5065609407,-1.0788728753,1.1918769515,2
261,-36,-23,5,27,-71.3553390593,7.8284271247,-0.5065609407,-2.0788728753,2.1397000767,3
