vertex_id,substrate,degree,mean_abs_dev_from_regular,max_dev_from_regular,std_spacing,regularity,mean_snap_to_grid,max_snap_to_grid,is_commensurate
5631,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,1.3504719992285598e-09,4.05141599768568e-09,False
5632,AB,8,2.0257095891201806e-09,4.0514223587950425e-09,2.864785974363872e-09,0.999999999936338,1.0128557535987444e-09,4.0514300311042765e-09,True
5633,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5634,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5635,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.42005115824185e-15,1.4033418597069752e-14,False
5636,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128555896987606e-09,4.0514223587950425e-09,True
5637,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5638,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5639,AB,8,0.0,0.0,0.0,1.0,5.2625319739011566e-15,1.4033418597069752e-14,True
5640,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,7.016709298534876e-15,1.4033418597069752e-14,True
5641,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5642,AB,6,24.999999999999996,75.0,33.54101966249684,0.44098300562558634,7.016709298534876e-15,1.4033418597069752e-14,False
5643,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,1.3504813548409578e-09,4.0514300311042765e-09,False
5644,AB,3,100.00000000270093,150.00000000405143,106.0660171808469,0.11611652349336443,1.3504766770347589e-09,4.05141599768568e-09,False
5645,AB,4,67.49999999797429,134.99999999594857,77.94228633826039,0.13397459624210262,2.025711507197489e-09,4.0514300311042765e-09,True
5646,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.102844717590084e-10,4.0514223587950425e-09,False
5647,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,7.016709298534876e-15,1.4033418597069752e-14,True
5648,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5649,AB,7,11.020408163265305,38.57142857142857,15.746719775034716,0.6938137821524439,6.014322255887036e-15,1.4033418597069752e-14,False
5650,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5651,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5652,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5653,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128555896987606e-09,4.0514223587950425e-09,True
5654,AB,3,100.00000000270093,150.00000000405143,106.0660171808469,0.11611652349336443,1.3504787974045464e-09,4.0514223587950425e-09,False
5655,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5656,AB,8,2.0257095891201806e-09,4.0514223587950425e-09,2.864785974363872e-09,0.999999999936338,1.0128600570920641e-09,4.0514223587950425e-09,True
5657,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,7.016709298534876e-15,1.4033418597069752e-14,True
5658,AB,4,67.50000000202571,135.00000000405143,77.94228634293857,0.13397459619012286,1.0128504910667706e-09,4.051401964267082e-09,True
5659,AB,6,24.999999999999996,75.0,33.54101966249684,0.44098300562558634,7.016709298534876e-15,1.4033418597069752e-14,False
5660,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5661,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5662,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5663,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.102844717590084e-10,4.0514223587950425e-09,False
5664,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,7.016709298534876e-15,1.4033418597069752e-14,True
5665,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5666,AB,6,24.999999999999996,75.0,33.54101966249684,0.44098300562558634,7.016709298534876e-15,1.4033418597069752e-14,False
5667,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5668,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5669,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5670,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128555896987606e-09,4.0514223587950425e-09,True
5671,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5672,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5673,AB,8,0.0,0.0,0.0,1.0,5.2625319739011566e-15,1.4033418597069752e-14,True
5674,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5675,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5676,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.42005115824185e-15,1.4033418597069752e-14,False
5677,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128555896987606e-09,4.0514223587950425e-09,True
5678,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5679,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5680,AB,8,0.0,0.0,0.0,1.0,5.2625319739011566e-15,1.4033418597069752e-14,True
5681,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128610161307183e-09,4.0514300311042765e-09,True
5682,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0128575077760691e-09,4.05141599768568e-09,True
5683,AB,6,24.999999999999996,75.0,33.54101966249684,0.44098300562558634,1.3504743381316592e-09,4.0514300311042765e-09,False
