family,extent,offx,offy,k,law,movable_feasible_frac,groups_fail_frac,distinct_frac,destchange,con_med,con_p95,con_max,unc_med,unc_p95,ratio_med,ratio_p95,lambda
silver,14,0.05,0.47,16,U,1.0000,0.0000,1.000,0.9056,1.6560,3.1057,5.5915,2.2112,4.8679,0.7489,0.6380,1.0000
silver,14,0.05,0.47,16,DW,1.0000,0.0000,1.000,0.5334,0.0000,1.7695,3.1718,2.2112,4.8679,0.0000,0.3635,1.0000
silver,14,0.05,0.47,32,U,1.0000,0.0000,1.000,0.9418,2.2112,4.7386,6.6293,2.2112,4.8679,1.0000,0.9734,1.0000
silver,14,0.05,0.47,32,DW,1.0000,0.0000,1.000,0.5519,0.0000,1.7393,3.1718,2.2112,4.8679,0.0000,0.3573,1.0000
silver,14,0.19,0.31,2,U,0.0419,0.8056,0.667,0.2987,0.0000,0.0000,0.0000,2.2121,4.8802,0.0000,0.0000,1.0000
silver,14,0.19,0.31,2,DW,0.0419,0.8056,0.833,0.2760,0.0000,0.0000,0.0000,2.2121,4.8802,0.0000,0.0000,1.0000
silver,14,0.19,0.31,4,U,0.1405,0.6389,1.000,0.5745,0.0000,1.8792,3.7462,2.2121,4.8802,0.0000,0.3851,1.0000
silver,14,0.19,0.31,4,DW,0.1405,0.6389,1.000,0.4584,0.0000,1.7844,3.7462,2.2121,4.8802,0.0000,0.3656,1.0000
silver,14,0.19,0.31,6,U,0.5456,0.4167,1.000,0.7522,0.8880,2.1101,3.7462,2.2121,4.8802,0.4014,0.4324,1.0000
silver,14,0.19,0.31,6,DW,0.5456,0.4167,1.000,0.4418,0.0000,1.7844,3.7462,2.2121,4.8802,0.0000,0.3656,1.0000
silver,14,0.19,0.31,8,U,0.7145,0.3056,1.000,0.7900,1.1088,2.2177,5.2544,2.2121,4.8802,0.5013,0.4544,1.0000
silver,14,0.19,0.31,8,DW,0.7145,0.3056,1.000,0.4816,0.0000,1.8792,2.7679,2.2121,4.8802,0.0000,0.3851,1.0000
