family,extent,offx,offy,lambda,policy,movable_feasible_frac,frac_escalated,partner_turnover,abs_con_med,abs_con_p95,abs_con_max,abs_unc_med,abs_unc_p95,abs_unc_max,ratio_med_paired,ratio_p95_paired,reps
golden,18,0.05,0.47,1.0,B,1.0000,0.0000,0.4037,0.6632,2.0948,3.2195,1.4391,3.4242,4.2029,0.4609,0.6175,40
golden,18,0.05,0.47,2.0,A,1.0000,0.0000,0.5574,0.7759,2.1592,3.6075,1.4667,3.4255,4.2029,0.5063,0.6334,40
golden,18,0.05,0.47,2.0,B,1.0000,0.0000,0.5468,0.7190,2.1592,3.6075,1.4667,3.4054,4.2029,0.4878,0.6324,40
golden,18,0.19,0.31,0.25,A,1.0000,0.0000,0.2743,0.6713,2.1993,3.0027,1.4120,3.3297,5.1264,0.4754,0.6584,40
golden,18,0.19,0.31,0.25,B,1.0000,0.0000,0.2685,0.6713,2.1993,3.0027,1.4227,3.3379,4.5922,0.4713,0.6581,40
golden,18,0.19,0.31,0.5,A,1.0000,0.0000,0.3278,0.6713,2.1993,3.0027,1.4120,3.3268,4.5922,0.4754,0.6611,40
golden,18,0.19,0.31,0.5,B,1.0000,0.0000,0.3256,0.6713,2.1993,3.0027,1.4120,3.3268,5.1264,0.4754,0.6611,40
golden,18,0.19,0.31,1.0,A,1.0000,0.0000,0.4306,0.6713,2.2031,3.0027,1.4120,3.3268,5.1264,0.4754,0.6611,40
golden,18,0.19,0.31,1.0,B,1.0000,0.0000,0.4326,0.6713,2.2060,3.0027,1.4120,3.3343,5.1264,0.4754,0.6609,40
golden,18,0.19,0.31,2.0,A,1.0000,0.0000,0.5750,0.6827,2.2413,3.3493,1.4402,3.3379,5.1264,0.4884,0.6728,40
golden,18,0.19,0.31,2.0,B,1.0000,0.0000,0.5670,0.7167,2.2453,3.0822,1.4117,3.3379,5.1264,0.4991,0.6751,40
golden,18,0.37,0.09,0.25,A,1.0000,0.0000,0.3066,0.6749,2.1804,3.6381,1.4328,3.4286,4.2079,0.4711,0.6358,40
golden,18,0.37,0.09,0.25,B,1.0000,0.0000,0.3092,0.6749,2.1804,3.6381,1.4468,3.4352,4.2079,0.4665,0.6345,40
golden,18,0.37,0.09,0.5,A,1.0000,0.0000,0.3756,0.6749,2.1804,3.6381,1.4328,3.4450,4.2224,0.4711,0.6341,40
golden,18,0.37,0.09,0.5,B,1.0000,0.0000,0.3648,0.6749,2.1804,3.6381,1.4328,3.4177,4.2079,0.4711,0.6371,40
golden,18,0.37,0.09,1.0,A,1.0000,0.0000,0.4910,0.7240,2.2018,3.6381,1.4264,3.4202,4.2079,0.5099,0.6398,40
golden,18,0.37,0.09,1.0,B,1.0000,0.0000,0.4943,0.7240,2.1961,3.6381,1.4328,3.3950,4.2079,0.5110,0.6439,40
golden,18,0.37,0.09,2.0,A,1.0000,0.0000,0.6373,0.8701,2.2529,3.6381,1.4200,3.4417,4.2079,0.5970,0.6546,40
golden,18,0.37,0.09,2.0,B,1.0000,0.0000,0.6248,0.8701,2.2621,3.5361,1.4384,3.4352,4.2079,0.5938,0.6566,40
golden,20,0.13,0.37,0.25,A,1.0000,0.0586,0.3361,0.3607,1.6080,3.3017,1.3973,3.4387,5.6179,0.2554,0.4677,40
golden,20,0.13,0.37,0.25,B,0.9414,0.0586,0.2941,0.3607,1.6091,2.7118,1.4344,3.4361,5.1970,0.2515,0.4692,40
golden,20,0.13,0.37,0.5,A,1.0000,0.0586,0.3789,0.3607,1.6080,3.3017,1.4121,3.4396,5.6179,0.2554,0.4675,40
golden,20,0.13,0.37,0.5,B,0.9414,0.0586,0.3348,0.3607,1.6126,2.7413,1.4344,3.4386,5.6179,0.2515,0.4701,40
golden,20,0.13,0.37,1.0,A,1.0000,0.0586,0.4968,0.3607,1.6782,3.3017,1.4015,3.4361,5.6179,0.2574,0.4871,40
golden,20,0.13,0.37,1.0,B,0.9414,0.0586,0.4614,0.3607,1.6627,2.8346,1.4344,3.4361,5.6179,0.2515,0.4863,40
golden,20,0.13,0.37,2.0,A,1.0000,0.0586,0.6711,0.5624,1.7963,3.5805,1.4022,3.4348,5.6179,0.4012,0.5249,40
golden,20,0.13,0.37,2.0,B,0.9414,0.0586,0.6196,0.6653,1.8092,3.1979,1.4351,3.4361,5.1970,0.4510,0.5278,40
golden,20,0.29,0.11,0.25,A,1.0000,0.0000,0.3430,0.3575,1.3536,3.2589,1.4093,3.3925,5.5723,0.2537,0.3993,40
golden,20,0.29,0.11,0.25,B,1.0000,0.0000,0.3486,0.3575,1.3536,3.2589,1.4093,3.3925,5.5723,0.2537,0.3991,40
golden,20,0.29,0.11,0.5,A,1.0000,0.0000,0.4089,0.3575,1.3568,3.2589,1.3959,3.3925,5.5723,0.2561,0.4005,40
golden,20,0.29,0.11,0.5,B,1.0000,0.0000,0.3964,0.3575,1.3591,3.2589,1.4216,3.4110,4.7309,0.2514,0.3997,40
golden,20,0.29,0.11,1.0,A,1.0000,0.0000,0.5028,0.5564,1.4258,3.2589,1.4248,3.3920,4.7309,0.3905,0.4204,40
golden,20,0.29,0.11,1.0,B,1.0000,0.0000,0.5045,0.5564,1.4248,3.2589,1.4351,3.3977,4.7309,0.3845,0.4204,40
golden,20,0.29,0.11,2.0,A,1.0000,0.0000,0.6604,0.6614,1.6295,3.3578,1.4248,3.3920,5.5723,0.4694,0.4763,40
golden,20,0.29,0.11,2.0,B,1.0000,0.0000,0.6686,0.6658,1.6340,3.3578,1.4093,3.3977,5.5723,0.4738,0.4790,40
golden,20,0.41,0.23,0.25,A,1.0000,0.0000,0.3651,0.3568,1.4393,2.7578,1.3585,3.3497,5.6281,0.2627,0.4297,40
golden,20,0.41,0.23,0.25,B,1.0000,0.0000,0.3584,0.3568,1.4393,2.7578,1.3624,3.3401,5.6281,0.2619,0.4309,40
golden,20,0.41,0.23,0.5,A,1.0000,0.0000,0.4113,0.3568,1.4393,2.8599,1.3662,3.3512,5.6281,0.2612,0.4295,40
golden,20,0.41,0.23,0.5,B,1.0000,0.0000,0.4086,0.3568,1.4393,2.8599,1.3624,3.3401,5.6281,0.2619,0.4309,40
golden,20,0.41,0.23,1.0,A,1.0000,0.0000,0.5351,0.3568,1.4862,2.9903,1.3662,3.3497,5.6281,0.2619,0.4452,40
golden,20,0.41,0.23,1.0,B,1.0000,0.0000,0.5286,0.3568,1.4762,2.9903,1.3585,3.3528,5.6281,0.2627,0.4402,40
golden,20,0.41,0.23,2.0,A,1.0000,0.0000,0.6820,0.6672,1.6408,3.3651,1.3326,3.3401,5.6281,0.4978,0.4894,40
golden,20,0.41,0.23,2.0,B,1.0000,0.0000,0.6912,0.6672,1.6408,3.3651,1.3585,3.3497,5.0962,0.4897,0.4898,40
golden,20,0.05,0.47,0.25,A,1.0000,0.0000,0.3307,0.3626,1.3814,3.4154,1.3779,3.4157,4.2568,0.2631,0.4046,40
golden,20,0.05,0.47,0.25,B,1.0000,0.0000,0.3306,0.3626,1.3814,3.4154,1.3779,3.4227,4.2568,0.2631,0.4045,40
golden,20,0.05,0.47,0.5,A,1.0000,0.0000,0.3704,0.3626,1.3814,3.4154,1.3705,3.4154,4.2568,0.2646,0.4047,40
golden,20,0.05,0.47,0.5,B,1.0000,0.0000,0.3703,0.3626,1.3814,3.1457,1.3779,3.4154,4.2568,0.2631,0.4045,40
golden,20,0.05,0.47,1.0,A,1.0000,0.0000,0.4858,0.3626,1.4072,3.4154,1.3779,3.4274,4.2568,0.2631,0.4125,40
golden,20,0.05,0.47,1.0,B,1.0000,0.0000,0.4864,0.3626,1.4110,3.4154,1.3726,3.4154,4.2568,0.2642,0.4132,40
golden,20,0.05,0.47,2.0,A,1.0000,0.0000,0.6620,0.5679,1.6078,3.5299,1.3779,3.4154,4.2568,0.4122,0.4707,40
golden,20,0.05,0.47,2.0,B,1.0000,0.0000,0.6574,0.5679,1.6061,3.5299,1.3814,3.4198,4.2568,0.4056,0.4686,40
golden,20,0.19,0.31,0.25,A,1.0000,0.0000,0.3949,0.0000,1.4497,3.0966,1.4039,3.3472,5.6682,0.0000,0.4335,40
golden,20,0.19,0.31,0.25,B,1.0000,0.0000,0.3865,0.0000,1.4497,3.0966,1.4065,3.3503,5.6507,0.0000,0.4330,40
golden,20,0.19,0.31,0.5,A,1.0000,0.0000,0.4346,0.0000,1.4497,3.0966,1.4079,3.3544,5.6682,0.0000,0.4325,40
golden,20,0.19,0.31,0.5,B,1.0000,0.0000,0.4373,0.0000,1.4497,3.0966,1.4033,3.3516,5.6682,0.0000,0.4332,40
golden,20,0.19,0.31,1.0,A,1.0000,0.0000,0.5306,0.3617,1.4890,3.0966,1.4045,3.3517,5.6682,0.2575,0.4428,40
golden,20,0.19,0.31,1.0,B,1.0000,0.0000,0.5330,0.3617,1.4911,3.0966,1.4039,3.3530,5.6682,0.2577,0.4457,40
golden,20,0.19,0.31,2.0,A,1.0000,0.0000,0.6875,0.5690,1.6583,2.9936,1.4026,3.3491,5.6682,0.4118,0.4963,40
golden,20,0.19,0.31,2.0,B,1.0000,0.0000,0.6703,0.5690,1.6583,3.0966,1.3818,3.3544,5.6682,0.4118,0.4936,40
golden,20,0.37,0.09,0.25,A,1.0000,0.0000,0.3730,0.3651,1.4454,3.4153,1.3143,3.3826,4.2466,0.2778,0.4266,40
golden,20,0.37,0.09,0.25,B,1.0000,0.0000,0.3721,0.3651,1.4454,3.4153,1.3143,3.4017,4.2541,0.2778,0.4228,40
golden,20,0.37,0.09,0.5,A,1.0000,0.0000,0.4258,0.3651,1.4454,3.4153,1.3338,3.4115,4.2466,0.2737,0.4234,40
golden,20,0.37,0.09,0.5,B,1.0000,0.0000,0.4288,0.3651,1.4454,3.4153,1.3338,3.4103,4.2466,0.2737,0.4236,40
golden,20,0.37,0.09,1.0,A,1.0000,0.0000,0.5466,0.3651,1.4753,3.2554,1.3238,3.4050,4.2466,0.2758,0.4351,40
golden,20,0.37,0.09,1.0,B,1.0000,0.0000,0.5481,0.3651,1.4772,3.2554,1.3470,3.3983,4.2466,0.2710,0.4368,40
golden,20,0.37,0.09,2.0,A,1.0000,0.0000,0.6975,0.5660,1.6001,3.2554,1.3288,3.3965,4.2466,0.4306,0.4737,40
golden,20,0.37,0.09,2.0,B,1.0000,0.0000,0.6892,0.5660,1.6001,3.4153,1.3238,3.4087,4.2466,0.4269,0.4748,40
golden,22,0.13,0.37,0.25,A,1.0000,0.0554,0.4148,0.0000,1.1930,3.2735,1.3770,3.4140,4.7613,0.0000,0.3483,40
golden,22,0.13,0.37,0.25,B,0.9446,0.0554,0.3821,0.0000,1.1930,2.2462,1.4079,3.4255,5.1812,0.0000,0.3483,40
golden,22,0.13,0.37,0.5,A,1.0000,0.0554,0.4691,0.0000,1.1930,3.2735,1.3770,3.4140,5.6010,0.0000,0.3482,40
golden,22,0.13,0.37,0.5,B,0.9446,0.0554,0.4281,0.0000,1.1980,2.2582,1.4052,3.4143,5.1812,0.0000,0.3518,40
golden,22,0.13,0.37,1.0,A,1.0000,0.0554,0.5899,0.0000,1.2288,3.2735,1.3770,3.4160,5.6010,0.0000,0.3588,40
golden,22,0.13,0.37,1.0,B,0.9446,0.0554,0.5344,0.0000,1.2816,2.6960,1.4079,3.4255,4.7613,0.0000,0.3739,40
golden,22,0.13,0.37,2.0,A,1.0000,0.0554,0.7284,0.3638,1.3966,3.3446,1.3770,3.4139,5.6010,0.2642,0.4108,40
golden,22,0.13,0.37,2.0,B,0.9446,0.0554,0.6800,0.3638,1.4224,2.8175,1.4079,3.4145,4.7613,0.2584,0.4154,40
golden,22,0.29,0.11,0.25,A,1.0000,0.0000,0.4145,0.0000,1.1178,2.4092,1.3792,3.4037,5.6087,0.0000,0.3270,40
golden,22,0.29,0.11,0.25,B,1.0000,0.0000,0.4143,0.0000,1.1178,2.4092,1.3853,3.4128,5.6087,0.0000,0.3268,40
golden,22,0.29,0.11,0.5,A,1.0000,0.0000,0.4579,0.0000,1.1178,2.4092,1.3792,3.4027,5.6087,0.0000,0.3283,40
golden,22,0.29,0.11,0.5,B,1.0000,0.0000,0.4600,0.0000,1.1178,2.4092,1.3833,3.4176,4.7657,0.0000,0.3265,40
golden,22,0.29,0.11,1.0,A,1.0000,0.0000,0.5558,0.0000,1.1750,2.4409,1.3792,3.4047,4.7657,0.0000,0.3448,40
golden,22,0.29,0.11,1.0,B,1.0000,0.0000,0.5615,0.0000,1.1750,2.5091,1.3792,3.4192,5.6087,0.0000,0.3435,40
golden,22,0.29,0.11,2.0,A,1.0000,0.0000,0.7158,0.3623,1.3843,3.2868,1.3876,3.4159,5.1872,0.2611,0.4059,40
golden,22,0.29,0.11,2.0,B,1.0000,0.0000,0.7202,0.3623,1.4084,3.3729,1.3670,3.4026,5.1872,0.2659,0.4128,40
golden,22,0.41,0.23,0.25,A,1.0000,0.0447,0.4180,0.0000,1.2601,2.5077,1.3695,3.3839,5.1097,0.0000,0.3775,40
golden,22,0.41,0.23,0.25,B,0.9553,0.0447,0.3926,0.0000,1.3111,2.5077,1.3899,3.3843,5.3715,0.0000,0.3876,40
golden,22,0.41,0.23,0.5,A,1.0000,0.0447,0.4778,0.0000,1.2601,2.5077,1.3790,3.3783,5.6333,0.0000,0.3782,40
golden,22,0.41,0.23,0.5,B,0.9553,0.0447,0.4432,0.0000,1.3071,2.5077,1.3983,3.3843,5.1097,0.0000,0.3878,40
golden,22,0.41,0.23,1.0,A,1.0000,0.0447,0.5823,0.0000,1.3724,2.5077,1.3790,3.3783,5.6333,0.0000,0.4084,40
golden,22,0.41,0.23,1.0,B,0.9553,0.0447,0.5540,0.0000,1.3707,2.5077,1.4074,3.3843,5.3715,0.0000,0.4032,40
golden,22,0.41,0.23,2.0,A,1.0000,0.0447,0.7472,0.3630,1.4796,3.0091,1.3790,3.3709,5.1097,0.2632,0.4410,40
golden,22,0.41,0.23,2.0,B,0.9553,0.0447,0.7113,0.3630,1.4796,2.8075,1.4065,3.3853,5.6333,0.2580,0.4371,40
golden,22,0.05,0.47,0.25,A,1.0000,0.0000,0.4219,0.0000,1.2880,2.4232,1.3621,3.4192,4.7831,0.0000,0.3773,40
golden,22,0.05,0.47,0.25,B,1.0000,0.0000,0.4203,0.0000,1.2638,2.4232,1.3670,3.4177,5.1045,0.0000,0.3756,40
golden,22,0.05,0.47,0.5,A,1.0000,0.0000,0.4706,0.0000,1.3194,2.4232,1.3670,3.4105,5.1045,0.0000,0.3858,40
golden,22,0.05,0.47,0.5,B,1.0000,0.0000,0.4732,0.0000,1.3219,2.4232,1.3670,3.4114,4.7831,0.0000,0.3896,40
golden,22,0.05,0.47,1.0,A,1.0000,0.0000,0.5889,0.0000,1.3670,2.6589,1.3670,3.4228,5.1045,0.0000,0.3987,40
golden,22,0.05,0.47,1.0,B,1.0000,0.0000,0.5824,0.0000,1.3670,2.5696,1.3670,3.4154,5.1045,0.0000,0.4003,40
golden,22,0.05,0.47,2.0,A,1.0000,0.0000,0.7373,0.3623,1.4431,3.2464,1.3670,3.4188,4.6924,0.2650,0.4287,40
golden,22,0.05,0.47,2.0,B,1.0000,0.0000,0.7324,0.3623,1.4471,2.8927,1.3670,3.4089,4.7831,0.2650,0.4286,40
golden,22,0.19,0.31,0.25,A,1.0000,0.1044,0.4381,0.0000,1.2808,2.6249,1.3691,3.3618,5.6674,0.0000,0.3803,40
golden,22,0.19,0.31,0.25,B,0.8956,0.1044,0.3526,0.0000,1.3983,2.6249,1.4018,3.3618,5.6674,0.0000,0.4152,40
golden,22,0.19,0.31,0.5,A,1.0000,0.1044,0.4998,0.0000,1.3235,2.6249,1.3554,3.3618,5.6674,0.0000,0.3949,40
golden,22,0.19,0.31,0.5,B,0.8956,0.1044,0.4111,0.0000,1.3983,2.6249,1.4251,3.3649,5.1302,0.0000,0.4150,40
golden,22,0.19,0.31,1.0,A,1.0000,0.1044,0.6000,0.0000,1.3779,2.6249,1.3777,3.3661,5.6674,0.0000,0.4111,40
golden,22,0.19,0.31,1.0,B,0.8956,0.1044,0.5162,0.0000,1.4019,2.6249,1.4018,3.3692,5.1302,0.0000,0.4165,40
golden,22,0.19,0.31,2.0,A,1.0000,0.1044,0.7493,0.3605,1.4440,2.9939,1.3479,3.3540,5.6674,0.2675,0.4346,40
golden,22,0.19,0.31,2.0,B,0.8956,0.1044,0.6555,0.4604,1.5087,2.9939,1.4018,3.3624,5.6674,0.3215,0.4500,40
golden,22,0.37,0.09,0.25,A,1.0000,0.0529,0.4324,0.0000,1.2328,3.4030,1.3696,3.3842,5.6433,0.0000,0.3654,40
golden,22,0.37,0.09,0.25,B,0.9471,0.0529,0.3897,0.0000,1.2581,3.4030,1.3846,3.4006,4.7897,0.0000,0.3696,40
golden,22,0.37,0.09,0.5,A,1.0000,0.0529,0.4833,0.0000,1.2437,3.4030,1.3615,3.3967,4.7897,0.0000,0.3653,40
golden,22,0.37,0.09,0.5,B,0.9471,0.0529,0.4425,0.0000,1.2646,3.4030,1.3846,3.4006,5.2165,0.0000,0.3693,40
golden,22,0.37,0.09,1.0,A,1.0000,0.0529,0.5897,0.0000,1.3377,3.4030,1.3638,3.3911,5.6433,0.0000,0.3943,40
golden,22,0.37,0.09,1.0,B,0.9471,0.0529,0.5464,0.0000,1.3612,3.4030,1.3913,3.4033,5.2165,0.0000,0.4011,40
golden,22,0.37,0.09,2.0,A,1.0000,0.0529,0.7384,0.3602,1.5088,3.5725,1.3522,3.3928,5.6433,0.2664,0.4448,40
golden,22,0.37,0.09,2.0,B,0.9471,0.0529,0.6890,0.3602,1.5358,3.4051,1.3846,3.4033,4.7897,0.2601,0.4522,40
platinum,20,0.13,0.37,0.25,A,1.0000,0.0000,0.2548,0.6171,1.6359,4.4756,1.9072,4.8029,6.0306,0.3236,0.3399,40
platinum,20,0.13,0.37,0.25,B,1.0000,0.0000,0.2633,0.6171,1.6336,4.4756,1.9072,4.7978,6.1486,0.3236,0.3392,40
platinum,20,0.13,0.37,0.5,A,1.0000,0.0000,0.3231,0.6171,1.6359,4.4756,1.9175,4.7978,6.1486,0.3218,0.3403,40
platinum,20,0.13,0.37,0.5,B,1.0000,0.0000,0.3276,0.6171,1.6370,4.4756,1.9072,4.7978,6.1486,0.3236,0.3409,40
platinum,20,0.13,0.37,1.0,A,1.0000,0.0000,0.4513,0.6263,1.6791,4.4756,1.9039,4.7978,6.1486,0.3290,0.3488,40
platinum,20,0.13,0.37,1.0,B,1.0000,0.0000,0.4413,0.6263,1.6748,4.4756,1.9104,4.7978,6.1486,0.3278,0.3477,40
platinum,20,0.13,0.37,2.0,A,1.0000,0.0000,0.6060,0.7936,1.9220,3.4764,1.8954,4.7995,6.1486,0.4206,0.4002,40
platinum,20,0.13,0.37,2.0,B,1.0000,0.0000,0.6050,0.7936,1.8935,3.4892,1.9072,4.7978,6.0613,0.4173,0.3952,40
platinum,20,0.29,0.11,0.25,A,1.0000,0.0000,0.2753,0.6215,1.5841,3.5060,1.8997,4.8161,6.3082,0.3272,0.3288,40
platinum,20,0.29,0.11,0.25,B,1.0000,0.0000,0.2815,0.6215,1.5841,3.5060,1.8997,4.8161,6.1999,0.3272,0.3284,40
platinum,20,0.29,0.11,0.5,A,1.0000,0.0000,0.3430,0.6215,1.5961,3.5060,1.8997,4.8161,6.2675,0.3272,0.3314,40
platinum,20,0.29,0.11,0.5,B,1.0000,0.0000,0.3461,0.6215,1.5961,3.5060,1.8997,4.8161,6.3082,0.3272,0.3314,40
platinum,20,0.29,0.11,1.0,A,1.0000,0.0000,0.4725,0.6324,1.6257,3.5060,1.8997,4.8161,6.3082,0.3329,0.3376,40
platinum,20,0.29,0.11,1.0,B,1.0000,0.0000,0.4768,0.6324,1.6257,3.5060,1.8850,4.8161,6.1999,0.3341,0.3377,40
platinum,20,0.29,0.11,2.0,A,1.0000,0.0000,0.6329,0.7980,1.9019,3.5060,1.8997,4.8161,6.1830,0.4262,0.3949,40
platinum,20,0.29,0.11,2.0,B,1.0000,0.0000,0.6343,0.7980,1.8766,3.5060,1.8766,4.8161,6.2133,0.4243,0.3914,40
platinum,20,0.41,0.23,0.25,A,1.0000,0.0000,0.2629,0.6112,1.8973,3.4150,1.9780,4.7517,6.3615,0.3002,0.3999,40
platinum,20,0.41,0.23,0.25,B,1.0000,0.0000,0.2627,0.5809,1.8994,3.4150,2.0077,4.7623,6.1103,0.2850,0.3996,40
platinum,20,0.41,0.23,0.5,A,1.0000,0.0000,0.3063,0.6112,1.8952,3.4150,1.9780,4.7428,6.2240,0.3090,0.3996,40
platinum,20,0.41,0.23,0.5,B,1.0000,0.0000,0.3217,0.6112,1.9062,3.4150,2.0048,4.7617,6.3615,0.3044,0.4000,40
platinum,20,0.41,0.23,1.0,A,1.0000,0.0000,0.4163,0.6218,1.9145,3.0478,2.0040,4.7627,6.2240,0.3103,0.4020,40
platinum,20,0.41,0.23,1.0,B,1.0000,0.0000,0.4231,0.6218,1.9145,3.0528,2.0040,4.7627,6.3615,0.3103,0.4013,40
platinum,20,0.41,0.23,2.0,A,1.0000,0.0000,0.5805,0.7963,2.0072,3.2498,1.9928,4.7664,6.3615,0.4055,0.4203,40
platinum,20,0.41,0.23,2.0,B,1.0000,0.0000,0.5811,0.8227,2.0077,3.4150,1.9780,4.7668,6.2240,0.4074,0.4232,40
platinum,20,0.05,0.47,0.25,A,1.0000,0.0000,0.2705,0.6210,1.5556,3.4764,1.8777,4.8028,5.9646,0.3296,0.3251,40
platinum,20,0.05,0.47,0.25,B,1.0000,0.0000,0.2749,0.6210,1.5556,3.4764,1.8748,4.8028,6.0734,0.3296,0.3251,40
platinum,20,0.05,0.47,0.5,A,1.0000,0.0000,0.3257,0.6210,1.5613,3.4764,1.8542,4.8028,6.0794,0.3349,0.3264,40
platinum,20,0.05,0.47,0.5,B,1.0000,0.0000,0.3331,0.6210,1.5613,3.6340,1.8886,4.8028,5.9642,0.3288,0.3268,40
platinum,20,0.05,0.47,1.0,A,1.0000,0.0000,0.4471,0.6210,1.6191,3.6340,1.8889,4.8028,6.1477,0.3287,0.3371,40
platinum,20,0.05,0.47,1.0,B,1.0000,0.0000,0.4376,0.6210,1.6194,3.6340,1.8864,4.8014,6.0794,0.3292,0.3378,40
platinum,20,0.05,0.47,2.0,A,1.0000,0.0000,0.6146,0.7465,1.8495,3.7608,1.8842,4.8028,5.9413,0.3925,0.3850,40
platinum,20,0.05,0.47,2.0,B,1.0000,0.0000,0.6120,0.7465,1.8472,3.7481,1.8864,4.7968,6.0626,0.3897,0.3848,40
platinum,20,0.19,0.31,0.25,A,1.0000,0.0000,0.2606,0.7444,1.6697,3.4417,1.9672,4.8531,6.0672,0.3787,0.3441,40
platinum,20,0.19,0.31,0.25,B,1.0000,0.0000,0.2606,0.7444,1.6697,3.4417,1.9687,4.8314,6.1108,0.3781,0.3457,40
platinum,20,0.19,0.31,0.5,A,1.0000,0.0000,0.3349,0.7444,1.6705,3.4417,1.9687,4.8453,5.9966,0.3788,0.3464,40
platinum,20,0.19,0.31,0.5,B,1.0000,0.0000,0.3345,0.7444,1.6716,3.4417,1.9764,4.8498,6.0725,0.3799,0.3471,40
platinum,20,0.19,0.31,1.0,A,1.0000,0.0000,0.4549,0.7961,1.7203,3.4417,1.9643,4.8428,6.0619,0.4053,0.3542,40
platinum,20,0.19,0.31,1.0,B,1.0000,0.0000,0.4452,0.7961,1.7125,3.4417,1.9672,4.8180,5.9966,0.4047,0.3553,40
platinum,20,0.19,0.31,2.0,A,1.0000,0.0000,0.6210,0.8255,1.9488,3.4417,1.9764,4.8158,6.0086,0.4201,0.4033,40
platinum,20,0.19,0.31,2.0,B,1.0000,0.0000,0.6159,0.8255,1.9466,3.4417,1.9693,4.8237,6.0619,0.4200,0.4016,40
platinum,20,0.37,0.09,0.25,A,1.0000,0.0000,0.2893,0.6290,1.7544,2.6825,1.9716,4.8193,6.1169,0.3182,0.3620,40
platinum,20,0.37,0.09,0.25,B,1.0000,0.0000,0.2826,0.6290,1.7544,2.6825,1.9685,4.8193,6.1705,0.3188,0.3621,40
platinum,20,0.37,0.09,0.5,A,1.0000,0.0000,0.3380,0.6290,1.7544,2.6825,1.9736,4.8193,6.0838,0.3187,0.3637,40
platinum,20,0.37,0.09,0.5,B,1.0000,0.0000,0.3360,0.6290,1.7544,2.6825,1.9629,4.8193,6.1705,0.3201,0.3634,40
platinum,20,0.37,0.09,1.0,A,1.0000,0.0000,0.4442,0.7492,1.7643,3.0491,1.9676,4.8193,6.1705,0.3783,0.3660,40
platinum,20,0.37,0.09,1.0,B,1.0000,0.0000,0.4430,0.7492,1.7594,3.1151,1.9653,4.8193,6.1705,0.3800,0.3651,40
platinum,20,0.37,0.09,2.0,A,1.0000,0.0000,0.6164,0.8354,1.9640,3.2486,1.9631,4.8193,6.1705,0.4253,0.4081,40
platinum,20,0.37,0.09,2.0,B,1.0000,0.0000,0.6133,0.8354,1.9640,3.3590,1.9605,4.8193,6.1705,0.4237,0.4076,40
