substrate,group,seed,candidate_count,walkers,alpha_phys_msd,alpha_phys_r2,tortuosity_median,tortuosity_p90,final_perp_mismatch_mean,spearman_texture_vs_perp,spearman_depth_vs_perp,nr_frac_t1024_d1.0,nr_n_t1024_d1.0,nr_mean_perp_t1024_d1.0,nr_median_perp_t1024_d1.0,nr_frac_t1024_d2.0,nr_n_t1024_d2.0,nr_mean_perp_t1024_d2.0,nr_median_perp_t1024_d2.0,nr_frac_t1024_d3.0,nr_n_t1024_d3.0,nr_mean_perp_t1024_d3.0,nr_median_perp_t1024_d3.0
AB_N30,depth_high_q25,9,4250,4250,0.9405215045976528,0.9996508087470208,1259.8086203191933,3138.9452469794833,0.8415698360582791,-0.032312173749256774,-0.10265287425578315,0.0007058823529411765,3,0.0,0.0,0.006588235294117647,28,0.7528825611201968,0.76536686473746,0.009647058823529411,41,0.857361227200584,0.7653668647374601
AB_N30,depth_low_q25,9,4250,4250,0.9540994081365677,0.9993525081168806,808.1872691418973,1887.3451407187779,1.2630612964313919,-0.0031222955365013422,-0.05792256662661165,0.0009411764705882353,4,0.923879532487411,0.923879532473881,0.004705882352941176,20,0.9561280596997337,0.76536686473746,0.00988235294117647,42,1.170191931103177,1.08239220030269
AB_N30,texture_high_depth_high,9,1333,1333,0.9324284531508138,0.9993395112077018,1218.2760498498055,3055.1591572148745,0.8508214443220511,-0.030352804105196887,-0.1288092936515621,0.002250562640660165,3,0.0,0.0,0.006751687921980495,9,0.6544327315187574,0.76536686473746,0.008252063015753939,11,0.732243544017969,0.76536686473746
AB_N30,texture_low_depth_low,9,2088,2088,0.9569042101727118,0.999895320989071,791.0753008668626,1825.7353268145032,1.2862500718514502,-0.018719910595685674,-0.0374404705425209,0.0028735632183908046,6,1.2318393766934335,1.84775906504015,0.007662835249042145,16,1.0619528125324151,0.7653668647757284,0.011973180076628353,25,1.2698059450552313,1.08239220030269
AB_N30,SHUFFLED_all_interior75,0,16999,5000,0.9511634284626348,0.999681676412216,1031.8159925994482,2680.6216963638344,1.1235372299298738,,,0.0014,7,0.5275747278648801,0.0,0.0062,31,0.9521849448750885,0.849883656254556,0.0094,47,1.0032912216990504,0.8707616578759518
AB_N30,SHUFFLED_texture_high_q25,0,4251,4251,0.9416130548591173,0.9991990652468979,1025.558302923559,2748.0363401378036,1.1266316117720745,,,0.0007057163020465773,3,0.5674825370093247,0.5065245299930474,0.0056457304163726185,24,1.0876525955971177,1.216606381245661,0.007998118089861209,34,1.0889903216549741,1.1844871599820384
AB_N30,SHUFFLED_texture_low_q25,0,4434,4434,0.9501872575981298,0.9995720240496967,1044.4498023646174,2731.5434019736776,1.1149482856727617,,,0.0015787099684258007,7,0.30516608529703554,0.0,0.008795669824086604,39,1.0421068974203742,1.1008986994019532,0.012629679747406405,56,1.052556631338796,1.1489394386157468
AB_N30,SHUFFLED_all_interior75,1,16999,5000,0.9504911876081067,0.9995618523722104,1043.315638110878,2681.9650956094342,1.1138997726659745,,,0.0016,8,0.6710586855116887,0.5638855553024933,0.0048,24,0.8840208816849358,0.8571567875057438,0.0074,37,0.9758526346728726,0.9216811878531768
AB_N30,SHUFFLED_texture_high_q25,1,4251,4251,0.9615903105022579,0.9995561776141346,1051.3592236984784,2739.4071476870768,1.1147117584898238,,,0.0018819101387908728,8,0.7146528290336236,0.45191207025769786,0.008468595624558928,36,1.033188584350235,1.107910102531267,0.010820983298047518,46,1.1171289050874638,1.1374682646361527
AB_N30,SHUFFLED_texture_low_q25,1,4434,4434,0.9450598945902896,0.9998537773422266,1052.43954544381,2691.246267041408,1.1174671035861743,,,0.0009021199819576004,4,1.1135843258291298,1.354988270997573,0.005187189896256202,23,0.7970004210565265,0.7822443089401642,0.009697789806044204,43,0.9506954633754793,0.8891691115790709
AB_N30,SHUFFLED_all_interior75,2,16999,5000,0.9356257255730883,0.9997332424341939,1042.8837875942518,2776.6158905377874,1.1156826404749438,,,0.0032,16,0.867107321586503,1.081205228724261,0.009,45,1.0918268035388765,1.2276876692871594,0.0126,63,1.0725264384960855,1.0769805851475616
AB_N30,SHUFFLED_texture_high_q25,2,4251,4251,0.9399194215045519,0.9998816848071871,1053.6876996318776,2740.7877147346976,1.1169419649132861,,,0.0014114326040931546,6,0.7609029823524419,0.49023668580418556,0.005880969183721477,25,1.0619067825487611,1.0167448108639037,0.007998118089861209,34,1.0720183076108185,1.066725631427882
