substrate,group,seed,time,threshold,phys_msd,near_return_frac,near_return_n,near_return_mean_perp,near_return_median_perp
AB_N30,texture_high_q25,0,1024,1.0,815.7921240120755,0.0014114326040931546,6,0.3079598441733583,0.0
AB_N30,texture_high_q25,0,1024,2.0,815.7921240120755,0.0051752528816749,22,0.7585916223218547,0.76536686473746
AB_N30,texture_high_q25,0,1024,3.0,815.7921240120755,0.008703834391907786,37,0.9719084318236895,1.0823922002644217
AB_N30,texture_low_q25,0,64,1.0,58.43468533740504,0.02345511953089761,104,1.2081501579108676,1.84775906504015
AB_N30,texture_low_q25,0,64,2.0,58.43468533740504,0.08254397834912043,366,1.1632629864907515,1.4142135623730951
AB_N30,texture_low_q25,0,64,3.0,58.43468533740504,0.13080739738385205,580,1.2619666241215237,1.08239220030269
AB_N30,texture_low_q25,0,128,1.0,116.79283563776873,0.011276499774470004,50,1.145610620324893,1.84775906504015
AB_N30,texture_low_q25,0,128,2.0,116.79283563776873,0.046008119079837616,204,1.1070508576445504,0.7653668647757284
AB_N30,texture_low_q25,0,128,3.0,116.79283563776873,0.07059088858818223,313,1.2356020625160378,1.08239220030269
AB_N30,texture_low_q25,0,256,1.0,227.308291009509,0.0033829499323410014,15,1.355023314362777,1.84775906504015
AB_N30,texture_low_q25,0,256,2.0,227.308291009509,0.01781686964366261,79,1.1838428069479425,1.4142135623730951
AB_N30,texture_low_q25,0,256,3.0,227.308291009509,0.030221019395579612,134,1.2644344541719668,1.08239220030269
AB_N30,texture_low_q25,0,512,1.0,433.08893957212945,0.004285069914298602,19,1.0697552481811397,1.84775906504015
AB_N30,texture_low_q25,0,512,2.0,433.08893957212945,0.013306269733874606,59,1.1241214282781178,1.4142135623730951
AB_N30,texture_low_q25,0,512,3.0,433.08893957212945,0.019395579612088407,86,1.2431912086880328,1.248302881301345
AB_N30,texture_low_q25,0,1024,1.0,813.050085860142,0.0020297699594046007,9,1.4371459394756723,1.84775906504015
AB_N30,texture_low_q25,0,1024,2.0,813.050085860142,0.006765899864682003,30,1.2222352488806,1.414213562373095
AB_N30,texture_low_q25,0,1024,3.0,813.050085860142,0.009472259810554804,42,1.3016223260299828,1.4142135623365475
AB_N30,depth_high_q25,0,64,1.0,59.172049075036185,0.012705882352941176,54,0.2053065627822389,0.0
AB_N30,depth_high_q25,0,64,2.0,59.172049075036185,0.09388235294117647,399,0.8001496194503431,0.76536686473746
AB_N30,depth_high_q25,0,64,3.0,59.172049075036185,0.12658823529411764,538,0.8730710297422056,0.76536686473746
AB_N30,depth_high_q25,0,128,1.0,119.88871571918544,0.009411764705882352,40,0.23096988312770908,0.0
AB_N30,depth_high_q25,0,128,2.0,119.88871571918544,0.04894117647058824,208,0.7842569702295153,0.76536686473746
AB_N30,depth_high_q25,0,128,3.0,119.88871571918544,0.06682352941176471,284,0.8640396374290967,0.76536686473746
AB_N30,depth_high_q25,0,256,1.0,230.3606869570343,0.004,17,0.32607512911386316,0.0
AB_N30,depth_high_q25,0,256,2.0,230.3606869570343,0.02188235294117647,93,0.7757652256270701,0.76536686473746
AB_N30,depth_high_q25,0,256,3.0,230.3606869570343,0.03035294117647059,129,0.8613355441379336,0.76536686473746
AB_N30,depth_high_q25,0,512,1.0,445.2899004323107,0.0016470588235294118,7,0.0,0.0
AB_N30,depth_high_q25,0,512,2.0,445.2899004323107,0.009411764705882352,40,0.6638699982773708,0.76536686473746
AB_N30,depth_high_q25,0,512,3.0,445.2899004323107,0.014352941176470587,61,0.8079514120837198,0.76536686473746
AB_N30,depth_high_q25,0,1024,1.0,809.7104803157282,0.0007058823529411765,3,0.0,0.0
AB_N30,depth_high_q25,0,1024,2.0,809.7104803157282,0.0051764705882352945,22,0.7789707827440544,0.76536686473746
AB_N30,depth_high_q25,0,1024,3.0,809.7104803157282,0.008941176470588235,38,0.9067271690805041,1.0823922002644217
AB_N30,depth_low_q25,0,64,1.0,59.80198130516501,0.02376470588235294,101,1.079384008280118,1.847759064947762
AB_N30,depth_low_q25,0,64,2.0,59.80198130516501,0.084,357,1.118603492150197,1.4142135623
AB_N30,depth_low_q25,0,64,3.0,59.80198130516501,0.13176470588235295,560,1.2437781960162957,1.08239220030269
