substrate,group,seed,time,threshold,phys_msd,near_return_frac,near_return_n,near_return_mean_perp,near_return_median_perp
AB_N30,texture_low_q25,5,256,3.0,227.77173162064634,0.03698691926026162,164,1.2331758106383373,1.08239220030269
AB_N30,texture_low_q25,5,512,1.0,431.8765863220042,0.004285069914298602,19,1.1670057252885158,1.84775906504015
AB_N30,texture_low_q25,5,512,2.0,431.8765863220042,0.013080739738385205,58,1.0524691381454685,0.7653668647757284
AB_N30,texture_low_q25,5,512,3.0,431.8765863220042,0.020523229589535407,91,1.1416772739320014,1.08239220030269
AB_N30,texture_low_q25,5,1024,1.0,788.1665625999009,0.0020297699594046007,9,1.2318393766934337,1.84775906504015
AB_N30,texture_low_q25,5,1024,2.0,788.1665625999009,0.007668019846639603,34,1.0987658730202463,1.089790213537864
AB_N30,texture_low_q25,5,1024,3.0,788.1665625999009,0.011276499774470004,50,1.1966026730435337,1.08239220030269
AB_N30,depth_high_q25,5,64,1.0,58.83970504675494,0.013411764705882352,57,0.2269177799172114,0.0
AB_N30,depth_high_q25,5,64,2.0,58.83970504675494,0.09011764705882352,383,0.7936556135938293,0.76536686473746
AB_N30,depth_high_q25,5,64,3.0,58.83970504675494,0.12047058823529412,512,0.8664036989145687,0.76536686473746
AB_N30,depth_high_q25,5,128,1.0,119.45649517792337,0.0058823529411764705,25,0.36955181300803003,0.0
AB_N30,depth_high_q25,5,128,2.0,119.45649517792337,0.0451764705882353,192,0.8490048418800756,0.76536686473746
AB_N30,depth_high_q25,5,128,3.0,119.45649517792337,0.06188235294117647,263,0.9120105546079523,0.76536686473746
AB_N30,depth_high_q25,5,256,1.0,229.3417321491032,0.0037647058823529413,16,0.34645482469502814,0.0
AB_N30,depth_high_q25,5,256,2.0,229.3417321491032,0.028705882352941175,122,0.8540248007618788,0.76536686473746
AB_N30,depth_high_q25,5,256,3.0,229.3417321491032,0.03505882352941177,149,0.8954068127579228,0.76536686473746
AB_N30,depth_high_q25,5,512,1.0,440.6030077437366,0.001411764705882353,6,0.0,0.0
AB_N30,depth_high_q25,5,512,2.0,440.6030077437366,0.014352941176470587,61,0.7858163580206394,0.76536686473746
AB_N30,depth_high_q25,5,512,3.0,440.6030077437366,0.01976470588235294,84,0.8670216481647405,0.7653668647757284
AB_N30,depth_high_q25,5,1024,1.0,816.3769418512068,0.001176470588235294,5,0.36955181300803003,0.0
AB_N30,depth_high_q25,5,1024,2.0,816.3769418512068,0.007058823529411765,30,0.7859105824584464,0.76536686473746
AB_N30,depth_high_q25,5,1024,3.0,816.3769418512068,0.00988235294117647,42,0.8706196161236748,0.76536686473746
AB_N30,depth_low_q25,5,64,1.0,60.33578369850982,0.01858823529411765,79,1.122689052163547,1.8477590650018814
AB_N30,depth_low_q25,5,64,2.0,60.33578369850982,0.07270588235294118,309,1.1523616501236835,1.4142135623
AB_N30,depth_low_q25,5,64,3.0,60.33578369850982,0.12,510,1.287583259114576,1.08239220030269
AB_N30,depth_low_q25,5,128,1.0,117.3782178011116,0.014352941176470587,61,1.2419364207552364,1.8477590650401499
AB_N30,depth_low_q25,5,128,2.0,117.3782178011116,0.04423529411764706,188,1.1579006354331551,1.4142135623
AB_N30,depth_low_q25,5,128,3.0,117.3782178011116,0.06682352941176471,284,1.2728295006435275,1.08239220030269
AB_N30,depth_low_q25,5,256,1.0,236.02414482680862,0.004705882352941176,20,1.6629831585296024,1.84775906504015
AB_N30,depth_low_q25,5,256,2.0,236.02414482680862,0.02588235294117647,110,1.3187828317711132,1.4142135623730951
AB_N30,depth_low_q25,5,256,3.0,236.02414482680862,0.03764705882352941,160,1.3291907328905186,1.248302881301345
AB_N30,depth_low_q25,5,512,1.0,454.0562954531337,0.0021176470588235292,9,1.0265328138761465,1.847759064947762
AB_N30,depth_low_q25,5,512,2.0,454.0562954531337,0.009647058823529411,41,1.0585408585548168,0.7653668647757284
AB_N30,depth_low_q25,5,512,3.0,454.0562954531337,0.014352941176470587,61,1.185572843505118,1.08239220030269
AB_N30,depth_low_q25,5,1024,1.0,824.5094630416546,0.0009411764705882353,4,1.3858192987801126,1.84775906504015
AB_N30,depth_low_q25,5,1024,2.0,824.5094630416546,0.006352941176470588,27,1.3719622545114347,1.4142135623730951
AB_N30,depth_low_q25,5,1024,3.0,824.5094630416546,0.011294117647058824,48,1.4158906067714556,1.4142135623730951
AB_N30,texture_high_depth_high,5,64,1.0,61.03126048160153,0.01800450112528132,24,0.3079598441602153,0.0
AB_N30,texture_high_depth_high,5,64,2.0,61.03126048160153,0.0900225056264066,120,0.8198759675782548,0.76536686473746
AB_N30,texture_high_depth_high,5,64,3.0,61.03126048160153,0.1275318829707427,170,0.897086624257185,0.7653668647757284
AB_N30,texture_high_depth_high,5,128,1.0,121.4877059929816,0.00900225056264066,12,0.0,0.0
AB_N30,texture_high_depth_high,5,128,2.0,121.4877059929816,0.05326331582895724,71,0.6999798859407531,0.76536686473746
AB_N30,texture_high_depth_high,5,128,3.0,121.4877059929816,0.0690172543135784,92,0.7872696533452965,0.76536686473746
AB_N30,texture_high_depth_high,5,256,1.0,243.44128851926172,0.0015003750937734434,2,0.0,0.0
AB_N30,texture_high_depth_high,5,256,2.0,243.44128851926172,0.015753938484621154,21,0.7233722441514591,0.76536686473746
AB_N30,texture_high_depth_high,5,256,3.0,243.44128851926172,0.025506376594148537,34,0.8606445803235531,0.7653668647757284
AB_N30,texture_high_depth_high,5,512,1.0,444.0936134829754,0.0,0,,
AB_N30,texture_high_depth_high,5,512,2.0,444.0936134829754,0.014253563390847712,19,0.7995166909021749,0.76536686473746
AB_N30,texture_high_depth_high,5,512,3.0,444.0936134829754,0.02175543885971493,29,0.8970599699965637,0.7653668647757284
AB_N30,texture_high_depth_high,5,1024,1.0,826.2814525643262,0.0015003750937734434,2,0.0,0.0
AB_N30,texture_high_depth_high,5,1024,2.0,826.2814525643262,0.007501875468867217,10,0.6122934917922096,0.76536686473746
AB_N30,texture_high_depth_high,5,1024,3.0,826.2814525643262,0.009752438109527382,13,0.7207778091378383,0.76536686473746
AB_N30,texture_low_depth_low,5,64,1.0,59.66177300207253,0.02490421455938697,52,1.4924207833016598,1.84775906504015
AB_N30,texture_low_depth_low,5,64,2.0,59.66177300207253,0.07710727969348659,161,1.3050262178029717,1.4142135623730951
AB_N30,texture_low_depth_low,5,64,3.0,59.66177300207253,0.13218390804597702,276,1.354486281437738,1.4142135623730951
AB_N30,texture_low_depth_low,5,128,1.0,118.85365393804348,0.008620689655172414,18,1.6424525022579113,1.84775906504015
AB_N30,texture_low_depth_low,5,128,2.0,118.85365393804348,0.034482758620689655,72,1.3372261291927188,1.4142135623730951
AB_N30,texture_low_depth_low,5,128,3.0,118.85365393804348,0.06226053639846743,130,1.3821100306008018,1.4142135623730951
AB_N30,texture_low_depth_low,5,256,1.0,229.637102680865,0.005747126436781609,12,0.9238795325200752,0.9238795325200749
AB_N30,texture_low_depth_low,5,256,2.0,229.637102680865,0.02346743295019157,49,1.1659472265185578,1.4142135623730951
AB_N30,texture_low_depth_low,5,256,3.0,229.637102680865,0.034003831417624523,71,1.2703186942845355,1.4142135623730951
AB_N30,texture_low_depth_low,5,512,1.0,445.33187345708575,0.0028735632183908046,6,0.923879532520075,0.923879532520075
AB_N30,texture_low_depth_low,5,512,2.0,445.33187345708575,0.013409961685823755,28,1.0288126762797256,0.76536686473746
AB_N30,texture_low_depth_low,5,512,3.0,445.33187345708575,0.021551724137931036,45,1.2310434308413736,1.08239220030269
AB_N30,texture_low_depth_low,5,1024,1.0,814.6755457107547,0.0019157088122605363,4,1.3858192987801126,1.84775906504015
AB_N30,texture_low_depth_low,5,1024,2.0,814.6755457107547,0.006226053639846743,13,1.2058317281571838,1.4142135624
AB_N30,texture_low_depth_low,5,1024,3.0,814.6755457107547,0.009099616858237548,19,1.4455489144180955,1.4142135624
AB_N30,all_interior75,6,64,1.0,59.25782237734691,0.01617742220130596,275,0.8734861034666532,0.0
AB_N30,all_interior75,6,64,2.0,59.25782237734691,0.08465203835519737,1439,1.001955219578206,0.76536686473746
AB_N30,all_interior75,6,64,3.0,59.25782237734691,0.1235366786281546,2100,1.0899050433769633,1.08239220030269
AB_N30,all_interior75,6,128,1.0,116.46778745392089,0.009059356432731338,154,1.0078685809200645,1.847759064947762
AB_N30,all_interior75,6,128,2.0,116.46778745392089,0.04335549149949997,737,1.0374577776628744,0.76536686473746
AB_N30,all_interior75,6,128,3.0,116.46778745392089,0.06435672686628625,1094,1.1196893398499361,1.08239220030269
AB_N30,all_interior75,6,256,1.0,228.48753956575146,0.004235543267251015,72,0.8212262511173158,0.0
AB_N30,all_interior75,6,256,2.0,228.48753956575146,0.022883699041120066,389,0.9998430764947366,0.76536686473746
AB_N30,all_interior75,6,256,3.0,228.48753956575146,0.03241367139243485,551,1.079208032715377,1.0823922002644217
AB_N30,all_interior75,6,512,1.0,441.0930326119231,0.0028236955115006766,48,0.9623745130363007,1.8477590649286277
AB_N30,all_interior75,6,512,2.0,441.0930326119231,0.011412436025648568,194,1.0242629093056475,0.76536686473746
AB_N30,all_interior75,6,512,3.0,441.0930326119231,0.01770692393670216,301,1.1054393672102978,1.08239220030269
AB_N30,all_interior75,6,1024,1.0,811.0660838247474,0.0009412318371668922,16,0.923879532520075,0.9238795325200749
AB_N30,all_interior75,6,1024,2.0,811.0660838247474,0.006118006941584799,104,0.9501460574577428,0.76536686473746
AB_N30,all_interior75,6,1024,3.0,811.0660838247474,0.00923583740220013,157,1.0478532075128328,1.0823922002644217
AB_N30,texture_high_q25,6,64,1.0,59.84058061808698,0.015760997412373558,67,0.6894623376860864,0.0
AB_N30,texture_high_q25,6,64,2.0,59.84058061808698,0.09127264173135732,388,0.9541656029230117,0.7653668647757282
AB_N30,texture_high_q25,6,64,3.0,59.84058061808698,0.12373559162549988,526,1.0221658029009268,1.0823922002644217
AB_N30,texture_high_q25,6,128,1.0,117.68121368164029,0.0077628793225123505,33,0.7838977851576313,0.0
AB_N30,texture_high_q25,6,128,2.0,117.68121368164029,0.04916490237591155,209,0.9766853024008427,0.7653668647757284
AB_N30,texture_high_q25,6,128,3.0,117.68121368164029,0.06516113855563396,277,1.0179281905647752,1.0823922002644217
AB_N30,texture_high_q25,6,256,1.0,228.2008832537035,0.004704775346977182,20,0.8314915792492616,0.0
AB_N30,texture_high_q25,6,256,2.0,228.2008832537035,0.023523876734885908,100,0.8947536106009796,0.76536686473746
AB_N30,texture_high_q25,6,256,3.0,228.2008832537035,0.035285815102328866,150,1.0269603569696109,1.0823922002644215
AB_N30,texture_high_q25,6,512,1.0,434.10209899523096,0.002352387673488591,10,1.1086554390071977,1.847759064974822
AB_N30,texture_high_q25,6,512,2.0,434.10209899523096,0.011997177134791814,51,1.1572805624047495,1.4142135623
AB_N30,texture_high_q25,6,512,3.0,434.10209899523096,0.01787814631851329,76,1.1883858507214047,1.08239220030269
AB_N30,texture_high_q25,6,1024,1.0,812.4969572035218,0.0011761938367442955,5,0.7391036259899287,0.0
AB_N30,texture_high_q25,6,1024,2.0,812.4969572035218,0.009174311926605505,39,1.0067054157654707,0.76536686473746
AB_N30,texture_high_q25,6,1024,3.0,812.4969572035218,0.011761938367442954,50,1.0868996728361708,0.923879532520075
AB_N30,texture_low_q25,6,64,1.0,58.68148570774532,0.020072169598556608,89,1.2664416063758335,1.84775906504015
AB_N30,texture_low_q25,6,64,2.0,58.68148570774532,0.08141632837167344,361,1.12967306258957,0.7653668647757284
AB_N30,texture_low_q25,6,64,3.0,58.68148570774532,0.12719891745602166,564,1.1951478831193074,1.08239220030269
AB_N30,texture_low_q25,6,128,1.0,117.49663355595689,0.011050969778980605,49,1.0558623228800856,1.84775906504015
AB_N30,texture_low_q25,6,128,2.0,117.49663355595689,0.03924221921515562,174,1.1616014907622725,1.4142135623730951
AB_N30,texture_low_q25,6,128,3.0,117.49663355595689,0.06562922868741543,291,1.269982000413823,1.4142135623
AB_N30,texture_low_q25,6,256,1.0,227.80221458676309,0.004285069914298602,19,1.4587571566106448,1.84775906504015
AB_N30,texture_low_q25,6,256,2.0,227.80221458676309,0.019170049616599006,85,1.1892305656860716,1.4142135623
AB_N30,texture_low_q25,6,256,3.0,227.80221458676309,0.03134866937302661,139,1.2665775966535358,1.08239220030269
AB_N30,texture_low_q25,6,512,1.0,439.33606492306495,0.0027063599458728013,12,0.9238795325200752,0.923879532520075
AB_N30,texture_low_q25,6,512,2.0,439.33606492306495,0.010374379792512404,46,1.1115524804252386,1.4142135623730951
AB_N30,texture_low_q25,6,512,3.0,439.33606492306495,0.017140279657194408,76,1.2440202046649336,1.08239220030269
AB_N30,texture_low_q25,6,1024,1.0,813.3285339304198,0.0018042399639152007,8,1.6167891819101312,1.84775906504015
AB_N30,texture_low_q25,6,1024,2.0,813.3285339304198,0.006089309878213802,27,1.303680888774213,1.4142135623730951
AB_N30,texture_low_q25,6,1024,3.0,813.3285339304198,0.010148849797023005,45,1.3296947192641198,1.4142135623
AB_N30,depth_high_q25,6,64,1.0,59.26073991618689,0.013411764705882352,57,0.19450095421151092,0.0
AB_N30,depth_high_q25,6,64,2.0,59.26073991618689,0.08305882352941177,353,0.788987218985965,0.76536686473746
AB_N30,depth_high_q25,6,64,3.0,59.26073991618689,0.11388235294117648,484,0.8684005507029833,0.76536686473746
AB_N30,depth_high_q25,6,128,1.0,114.43648856035004,0.006588235294117647,28,0.131982790358644,0.0
AB_N30,depth_high_q25,6,128,2.0,114.43648856035004,0.04611764705882353,196,0.7973697919265397,0.76536686473746
AB_N30,depth_high_q25,6,128,3.0,114.43648856035004,0.06470588235294118,275,0.8792489565115359,0.76536686473746
AB_N30,depth_high_q25,6,256,1.0,224.1683242583861,0.0037647058823529413,16,0.34645482469502814,0.0
AB_N30,depth_high_q25,6,256,2.0,224.1683242583861,0.02776470588235294,118,0.8680275561824274,0.76536686473746
AB_N30,depth_high_q25,6,256,3.0,224.1683242583861,0.036470588235294116,155,0.9191984712272804,0.76536686473746
AB_N30,depth_high_q25,6,512,1.0,435.6023661885456,0.0016470588235294118,7,0.0,0.0
AB_N30,depth_high_q25,6,512,2.0,435.6023661885456,0.011058823529411765,47,0.7480127972830692,0.76536686473746
AB_N30,depth_high_q25,6,512,3.0,435.6023661885456,0.016705882352941178,71,0.8610424546369635,0.76536686473746
AB_N30,depth_high_q25,6,1024,1.0,807.1314868533542,0.001411764705882353,6,0.0,0.0
AB_N30,depth_high_q25,6,1024,2.0,807.1314868533542,0.0075294117647058826,32,0.6624134961899725,0.76536686473746
AB_N30,depth_high_q25,6,1024,3.0,807.1314868533542,0.011294117647058824,48,0.8024063975576893,0.76536686473746
AB_N30,depth_low_q25,6,64,1.0,60.13672557111616,0.018823529411764704,80,1.2010433922623556,1.8477590650018818
AB_N30,depth_low_q25,6,64,2.0,60.13672557111616,0.08,340,1.1680790724982302,1.4142135623
AB_N30,depth_low_q25,6,64,3.0,60.13672557111616,0.12494117647058824,531,1.2662275450327178,1.08239220030269
AB_N30,depth_low_q25,6,128,1.0,118.96716873801383,0.010823529411764706,46,1.2050602597954236,1.8477590650018818
AB_N30,depth_low_q25,6,128,2.0,118.96716873801383,0.04588235294117647,195,1.2080264904129117,1.4142135623730951
AB_N30,depth_low_q25,6,128,3.0,118.96716873801383,0.06964705882352941,296,1.276305239827797,1.08239220030269
AB_N30,depth_low_q25,6,256,1.0,230.8020974489019,0.0058823529411764705,25,1.034745076415093,1.847759064947762
AB_N30,depth_low_q25,6,256,2.0,230.8020974489019,0.02047058823529412,87,1.17714479879584,1.4142135623730951
AB_N30,depth_low_q25,6,256,3.0,230.8020974489019,0.034352941176470586,146,1.2955312520234206,1.08239220030269
AB_N30,depth_low_q25,6,512,1.0,437.919186423702,0.0025882352941176473,11,1.5118028713796887,1.84775906504015
AB_N30,depth_low_q25,6,512,2.0,437.919186423702,0.01011764705882353,43,1.1933473869497995,1.4142135623
AB_N30,depth_low_q25,6,512,3.0,437.919186423702,0.016705882352941178,71,1.3116768233719123,1.08239220030269
AB_N30,depth_low_q25,6,1024,1.0,835.3810511849956,0.001411764705882353,6,1.5397992208450155,1.8477590650210158
AB_N30,depth_low_q25,6,1024,2.0,835.3810511849956,0.005411764705882353,23,1.1903367542012675,1.4142135623
AB_N30,depth_low_q25,6,1024,3.0,835.3810511849956,0.008470588235294117,36,1.3709857253991635,1.4142135623365477
AB_N30,texture_high_depth_high,6,64,1.0,58.679674318177156,0.011252813203300824,15,0.12318393766934335,0.0
AB_N30,texture_high_depth_high,6,64,2.0,58.679674318177156,0.08552138034508627,114,0.7890102274297186,0.76536686473746
AB_N30,texture_high_depth_high,6,64,3.0,58.679674318177156,0.13053263315828958,174,0.8901764249675039,0.7653668647757284
AB_N30,texture_high_depth_high,6,128,1.0,117.03131034942778,0.005251312828207052,7,0.527931161434576,0.0
AB_N30,texture_high_depth_high,6,128,2.0,117.03131034942778,0.04951237809452363,66,0.8778184381177216,0.76536686473746
AB_N30,texture_high_depth_high,6,128,3.0,117.03131034942778,0.07351837959489872,98,0.9446180339297072,0.7653668647757284
AB_N30,texture_high_depth_high,6,256,1.0,227.83905041583893,0.00450112528132033,6,0.6159196883313187,0.0
AB_N30,texture_high_depth_high,6,256,2.0,227.83905041583893,0.024006001500375095,32,0.8184513563451555,0.76536686473746
AB_N30,texture_high_depth_high,6,256,3.0,227.83905041583893,0.03150787696924231,42,0.8812944144266384,0.76536686473746
AB_N30,texture_high_depth_high,6,512,1.0,427.58542898009983,0.0015003750937734434,2,0.0,0.0
AB_N30,texture_high_depth_high,6,512,2.0,427.58542898009983,0.012003000750187547,16,0.8724605996356889,0.76536686473746
AB_N30,texture_high_depth_high,6,512,3.0,427.58542898009983,0.015753938484621154,21,0.9224443140747459,0.7653668647757284
AB_N30,texture_high_depth_high,6,1024,1.0,823.4018249212976,0.0007501875468867217,1,1.8477590650018818,1.8477590650018818
AB_N30,texture_high_depth_high,6,1024,2.0,823.4018249212976,0.008252063015753939,11,0.9817382825001132,0.76536686473746
AB_N30,texture_high_depth_high,6,1024,3.0,823.4018249212976,0.012003000750187547,16,1.0131926318086348,0.923879532520075
AB_N30,texture_low_depth_low,6,64,1.0,59.57397908039403,0.019636015325670497,41,1.1717496510010708,1.84775906504015
AB_N30,texture_low_depth_low,6,64,2.0,59.57397908039403,0.0842911877394636,176,1.1160534875176678,0.76536686473746
AB_N30,texture_low_depth_low,6,64,3.0,59.57397908039403,0.13170498084291188,275,1.2279356816163112,1.08239220030269
AB_N30,texture_low_depth_low,6,128,1.0,112.89014256241687,0.009099616858237548,19,0.9725047710737633,1.84775906504015
AB_N30,texture_low_depth_low,6,128,2.0,112.89014256241687,0.04549808429118774,95,1.1224924745187639,1.4142135623
AB_N30,texture_low_depth_low,6,128,3.0,112.89014256241687,0.06848659003831417,143,1.2689960571791374,1.08239220030269
AB_N30,texture_low_depth_low,6,256,1.0,225.95342753557958,0.0038314176245210726,8,1.6167891819101312,1.84775906504015
AB_N30,texture_low_depth_low,6,256,2.0,225.95342753557958,0.02346743295019157,49,1.2687094110891195,1.4142135623730951
AB_N30,texture_low_depth_low,6,256,3.0,225.95342753557958,0.03639846743295019,76,1.4078191024614033,1.4142135623730951
AB_N30,texture_low_depth_low,6,512,1.0,443.6433159482593,0.0028735632183908046,6,1.5397992208667919,1.84775906504015
AB_N30,texture_low_depth_low,6,512,2.0,443.6433159482593,0.011015325670498084,23,1.2212892306237662,1.4142135623
AB_N30,texture_low_depth_low,6,512,3.0,443.6433159482593,0.017720306513409962,37,1.3118488328285287,1.4142135623
AB_N30,texture_low_depth_low,6,1024,1.0,814.6279617360836,0.0019157088122605363,4,0.923879532520075,0.9238795325200749
AB_N30,texture_low_depth_low,6,1024,2.0,814.6279617360836,0.005747126436781609,12,1.1373727478176638,1.4142135623730951
AB_N30,texture_low_depth_low,6,1024,3.0,814.6279617360836,0.011494252873563218,24,1.242264066714572,1.08239220030269
AB_N30,all_interior75,7,64,1.0,59.51674716581782,0.017353961997764573,295,0.9082205573804206,0.0
AB_N30,all_interior75,7,64,2.0,59.51674716581782,0.08576975116183305,1458,1.0074263651195097,0.76536686473746
AB_N30,all_interior75,7,64,3.0,59.51674716581782,0.12241896582151891,2081,1.0864234229051302,1.08239220030269
AB_N30,all_interior75,7,128,1.0,116.1359081703633,0.008235778575210306,140,0.7918967421511652,0.0
AB_N30,all_interior75,7,128,2.0,116.1359081703633,0.045120301194187896,767,0.9874442254146809,0.76536686473746
AB_N30,all_interior75,7,128,3.0,116.1359081703633,0.06918054003176657,1176,1.0925074672379975,1.08239220030269
AB_N30,all_interior75,7,256,1.0,227.73688235501493,0.004706159185834461,80,0.9007825441921762,0.0
AB_N30,all_interior75,7,256,2.0,227.73688235501493,0.025001470674745573,425,1.0034505213043408,0.76536686473746
AB_N30,all_interior75,7,256,3.0,227.73688235501493,0.03535502088358139,601,1.0881228585005605,1.08239220030269
AB_N30,all_interior75,7,512,1.0,441.983729373336,0.0022942526030943,39,0.7106765634750184,0.0
AB_N30,all_interior75,7,512,2.0,441.983729373336,0.012236013883169599,208,0.9657195204518155,0.76536686473746
AB_N30,all_interior75,7,512,3.0,441.983729373336,0.018589328784046122,316,1.0842389364222578,1.08239220030269
AB_N30,all_interior75,7,1024,1.0,815.7540087416814,0.0015295017353961998,26,0.9238795325150497,0.923879532473881
AB_N30,all_interior75,7,1024,2.0,815.7540087416814,0.006588622860168245,112,0.9864231430065011,0.76536686473746
AB_N30,all_interior75,7,1024,3.0,815.7540087416814,0.009765280310606507,166,1.1163110537716938,1.0823922002644217
AB_N30,texture_high_q25,7,64,1.0,59.20202549370409,0.017642907551164433,75,0.985471501338769,1.847759064947762
AB_N30,texture_high_q25,7,64,2.0,59.20202549370409,0.09244883556810163,393,0.988226730582482,0.76536686473746
AB_N30,texture_high_q25,7,64,3.0,59.20202549370409,0.13361561985415196,568,1.0572625364616743,1.0823922002644217
AB_N30,texture_high_q25,7,128,1.0,115.35163957053294,0.007057163020465773,30,0.7391036259912043,0.0
AB_N30,texture_high_q25,7,128,2.0,115.35163957053294,0.04281345565749235,182,0.9429576807402055,0.76536686473746
AB_N30,texture_high_q25,7,128,3.0,115.35163957053294,0.06539637732298283,278,1.0210752737794861,1.0823922002644217
AB_N30,texture_high_q25,7,256,1.0,228.15353457794305,0.0037638202775817455,16,0.6929096493771068,0.0
AB_N30,texture_high_q25,7,256,2.0,228.15353457794305,0.02117148906139732,90,0.9999101664089116,0.7653668647757284
AB_N30,texture_high_q25,7,256,3.0,228.15353457794305,0.031051517290049402,132,1.0651985314674564,1.0823922002644217
AB_N30,texture_high_q25,7,512,1.0,436.871912360523,0.002352387673488591,10,0.5543277194989794,0.0
AB_N30,texture_high_q25,7,512,2.0,436.871912360523,0.012467654669489531,53,0.8811297861794395,0.76536686473746
AB_N30,texture_high_q25,7,512,3.0,436.871912360523,0.016701952481768995,71,0.9619865317611718,0.7653668647757284
AB_N30,texture_high_q25,7,1024,1.0,822.717871603629,0.0016466713714420136,7,0.7918967421172669,0.0
AB_N30,texture_high_q25,7,1024,2.0,822.717871603629,0.006351446718419196,27,0.9117620057327729,0.76536686473746
AB_N30,texture_high_q25,7,1024,3.0,822.717871603629,0.009880028228652082,42,1.0483479853080329,1.0823922002644217
AB_N30,texture_low_q25,7,64,1.0,60.324857972373955,0.022327469553450607,99,1.21317514371323,1.84775906504015
AB_N30,texture_low_q25,7,64,2.0,60.324857972373955,0.08705457825890843,386,1.1434060824662657,1.4142135623
AB_N30,texture_low_q25,7,64,3.0,60.324857972373955,0.12584573748308525,558,1.2493498721899685,1.08239220030269
AB_N30,texture_low_q25,7,128,1.0,116.44405654286935,0.011727559765448805,52,1.4924207833016598,1.84775906504015
AB_N30,texture_low_q25,7,128,2.0,116.44405654286935,0.041046459179070814,182,1.2402321940032317,1.4142135623730951
AB_N30,texture_low_q25,7,128,3.0,116.44405654286935,0.06811005863779883,302,1.2789713445355877,1.08239220030269
AB_N30,texture_low_q25,7,256,1.0,230.1740156228789,0.006765899864682003,30,1.2318393766934335,1.84775906504015
AB_N30,texture_low_q25,7,256,2.0,230.1740156228789,0.021876409562471808,97,1.0956324562065032,0.7653668647757284
AB_N30,texture_low_q25,7,256,3.0,230.1740156228789,0.03473161930536761,154,1.2177202986138005,1.08239220030269
AB_N30,texture_low_q25,7,512,1.0,441.96815440631934,0.0031574199368516014,14,1.187845113240097,1.84775906504015
AB_N30,texture_low_q25,7,512,2.0,441.96815440631934,0.009923319801533603,44,1.1875561404512758,1.4142135623
AB_N30,texture_low_q25,7,512,3.0,441.96815440631934,0.018718989625620207,83,1.2716815226390061,1.08239220030269
AB_N30,texture_low_q25,7,1024,1.0,799.942375850788,0.0011276499774470004,5,1.8477590650401503,1.84775906504015
AB_N30,texture_low_q25,7,1024,2.0,799.942375850788,0.006991429860171402,31,1.329489678172625,1.4142135623730951
AB_N30,texture_low_q25,7,1024,3.0,799.942375850788,0.011502029769959404,51,1.4111600759995246,1.4142135623730951
AB_N30,depth_high_q25,7,64,1.0,58.20778857151048,0.012705882352941176,54,0.17108880231611287,0.0
AB_N30,depth_high_q25,7,64,2.0,58.20778857151048,0.08588235294117647,365,0.8089932763894174,0.76536686473746
AB_N30,depth_high_q25,7,64,3.0,58.20778857151048,0.11647058823529412,495,0.8807950139800964,0.76536686473746
AB_N30,depth_high_q25,7,128,1.0,111.87885669717573,0.010352941176470589,44,0.12598357261550414,0.0
AB_N30,depth_high_q25,7,128,2.0,111.87885669717573,0.05576470588235294,237,0.7534350350040385,0.76536686473746
AB_N30,depth_high_q25,7,128,3.0,111.87885669717573,0.07623529411764705,324,0.8417661256833671,0.76536686473746
AB_N30,depth_high_q25,7,256,1.0,228.32124733524648,0.0032941176470588237,14,0.26396558072002146,0.0
AB_N30,depth_high_q25,7,256,2.0,228.32124733524648,0.023058823529411764,98,0.8460184572808213,0.76536686473746
AB_N30,depth_high_q25,7,256,3.0,228.32124733524648,0.03388235294117647,144,0.9215267362987727,0.7653668647757284
AB_N30,depth_high_q25,7,512,1.0,426.6112818382788,0.003058823529411765,13,0.14213531269539617,0.0
AB_N30,depth_high_q25,7,512,2.0,426.6112818382788,0.014352941176470587,61,0.717641674646771,0.76536686473746
AB_N30,depth_high_q25,7,512,3.0,426.6112818382788,0.02,85,0.8206300583582318,0.76536686473746
AB_N30,depth_high_q25,7,1024,1.0,802.4221282281005,0.0018823529411764706,8,0.23096988313001876,0.0
AB_N30,depth_high_q25,7,1024,2.0,802.4221282281005,0.0075294117647058826,32,0.8345322123476646,0.7653668647374601
AB_N30,depth_high_q25,7,1024,3.0,802.4221282281005,0.01011764705882353,43,0.8979382557753502,1.0823922002644217
AB_N30,depth_low_q25,7,64,1.0,58.8324342045353,0.018823529411764704,80,1.1086554390115027,1.847759064974822
AB_N30,depth_low_q25,7,64,2.0,58.8324342045353,0.07905882352941176,336,1.1634010786213616,1.4142135623730951
AB_N30,depth_low_q25,7,64,3.0,58.8324342045353,0.12352941176470589,525,1.284045928318099,1.08239220030269
AB_N30,depth_low_q25,7,128,1.0,117.23283611883068,0.00988235294117647,42,1.0558623228712871,1.847759064947762
AB_N30,depth_low_q25,7,128,2.0,117.23283611883068,0.040705882352941175,173,1.1323968447894965,0.7653668647757284
AB_N30,depth_low_q25,7,128,3.0,117.23283611883068,0.06447058823529411,274,1.24459893375294,1.08239220030269
AB_N30,depth_low_q25,7,256,1.0,225.94840270624212,0.004705882352941176,20,1.4782072520106082,1.8477590650210158
AB_N30,depth_low_q25,7,256,2.0,225.94840270624212,0.018823529411764704,80,1.2755506920548734,1.4142135623730951
AB_N30,depth_low_q25,7,256,3.0,225.94840270624212,0.032705882352941175,139,1.3210518122283368,1.08239220030269
