vertex_id,degree,vertex_type,depth,balance,drift_x,drift_y,boundary_dist,nearest_edge,perp_x,perp_y,cos_alignment,type_rank
940,3,F,0.20812432920313606,0.8047378541243649,0.5690355937333333,-0.5690355937,0.3601531355651113,2,-0.372583002,0.8284271247,0.9238795325224953,5
941,3,F,0.3390336148342816,0.8047378541410316,-0.8047378541333333,-3.33333360913457e-11,0.3395556324096255,0,1.3345237792,0.1213203436,-0.382683432403358,5
942,4,E,0.3672895082055807,0.6532814824150912,-0.24999999999999997,-0.60355339055,0.4980683002758399,1,0.627416998,0.8284271247,-0.7071067812044722,4
943,5,D,0.7345045594415381,0.4828427124846191,-2.000000165480742e-11,0.48284271248,0.7653668646849712,6,0.3345237792,-0.4644660941,0.38268343240335834,3
944,4,E,0.4510875785999897,0.6532814824381883,0.6035533906,-0.25,0.6181193454157003,3,-0.372583002,0.2426406871,0.7071067811837616,4
945,3,F,0.3005473255474864,0.8047378541243652,-0.5690355937333333,0.5690355937333333,0.13131619354282487,7,1.3345237792,-0.4644660941,0.9238795325112871,5
946,6,C,0.7269426162983772,0.30795984417042893,-0.2845177968666666,-0.1178511302,0.9464098293939505,0,0.627416998,0.2426406871,-0.7071067811893338,2
947,3,F,0.2934478177402672,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.45960667762429697,3,-0.372583002,0.6568542495,0.9238795325112867,5
948,3,F,0.3521001849026736,0.8047378541243652,-0.8047378541333333,0.0,0.28982886133422836,7,1.3345237792,-0.0502525317,0.38268343236509045,5
949,4,E,0.47801199756819757,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.6565809680072332,1,0.627416998,0.6568542495,-0.7071067811837615,4
950,3,F,0.07601437265046573,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.13598237090655796,2,-0.372583002,1.0710678119,0.9238795325112867,5
951,3,F,0.28800518933683295,0.8047378541243652,-0.8047378541333333,0.0,0.24670106143877368,0,1.3345237792,0.3639610307,-0.3826834323650897,5
952,4,E,0.2081635724625539,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.2738975356172866,1,0.627416998,1.0710678119,-0.7071067811837615,4
953,6,C,0.8960879974071397,0.3079598441659189,-0.11785113021666667,0.28451779683333334,0.9895376293435245,6,0.3345237792,-0.2218254069,0.7071067812539784,2
954,4,E,0.36893975320876615,0.6532814824449532,0.6035533906,-0.249999999975,0.5252647744448485,3,-0.372583002,0.4852813742,0.7071067811587615,4
955,3,F,0.3446039982390031,0.8047378541410316,-0.8047378541333333,-3.33333360913457e-11,0.22417076455194507,7,1.3345237792,-0.2218254069,0.3826834323268221,5
956,5,D,0.5858834421241217,0.48284271246047683,-0.34142135624,-0.3414213562,0.8150936358310146,1,0.627416998,0.4852813742,-0.9238795325337037,3
957,3,F,0.1706054003205717,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.29449503873033933,2,-0.372583002,0.8994949366,0.9238795325112867,5
958,3,F,0.32781604247749263,0.8047378541243652,-0.8047378541333333,0.0,0.31235915825932525,0,1.3345237792,0.1923881554,-0.3826834323650897,5
959,4,E,0.3209190840524584,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.43241020344106784,1,0.627416998,0.8994949366,-0.7071067811837615,4
960,5,D,0.7821936785755844,0.4828427124846191,-2.000000165480742e-11,0.48284271248,0.8310249615197431,6,0.3345237792,-0.3933982822,0.38268343240335834,3
961,4,E,0.43067564201910347,0.6532814824381883,0.6035533906,-0.25,0.5909228712271317,3,-0.372583002,0.313708499,0.7071067811837616,4
962,4,E,0.317221991790979,0.6532814824381883,-0.6035533906,0.25,0.1585126677313935,7,1.3345237792,-0.3933982822,0.7071067811837619,4
963,5,D,0.6879331593758913,0.4828427124746191,-0.34142135624,-0.34142135624000003,0.9192133552053819,0,0.627416998,0.313708499,-0.9238795325112867,3
964,3,F,0.25911302810076176,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.43241020343572845,3,-0.372583002,0.7279220614,0.9238795325112867,5
965,3,F,0.3491558744605985,0.8047378541243652,-0.8047378541333333,0.0,0.317025335522797,7,1.3345237792,0.0208152802,0.38268343236509045,5
966,4,E,0.43240067516180447,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.5909228711724611,1,0.627416998,0.7279220614,-0.7071067811837615,4
967,5,D,0.6669029815915845,0.4828427124846191,-2.000000165480742e-11,0.48284271248,0.6725122936959619,6,0.3345237792,-0.5649711575,0.38268343240335834,3
968,4,E,0.4737913392008388,0.6532814824381883,0.6035533906,-0.25,0.6565809680476833,3,-0.372583002,0.1421356237,0.7071067811837616,4
969,3,F,0.272195192023288,0.8047378541243652,-0.5690355937333333,0.5690355937333333,0.0928545709108417,7,1.3345237792,-0.5649711575,0.9238795325112871,5
970,6,C,0.7760557142349923,0.30795984417042893,-0.2845177968666666,-0.1178511302,0.9848714520259334,0,0.627416998,0.1421356237,-0.7071067811893338,2
971,4,E,0.33908869820196486,0.6532814824381883,0.6035533906,-0.24999999999999992,0.49806830025628,3,-0.372583002,0.5563491861,0.7071067811837615,4
972,3,F,0.3502023242778156,0.8047378541243652,-0.8047378541333333,-3.700743415417188e-17,0.2513672387022453,7,1.3345237792,-0.1507575951,0.38268343236509045,5
973,5,D,0.5416778019000974,0.482842712474619,-0.34142135624,-0.34142135623999986,0.7494355389962426,1,0.627416998,0.5563491861,-0.9238795325112868,3
974,3,F,0.13205169716598097,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.22883694189556714,2,-0.372583002,0.9705627485,0.9238795325112867,5
975,3,F,0.313416783166351,0.8047378541243652,-0.8047378541333333,0.0,0.2851626840707566,0,1.3345237792,0.2634559673,-0.3826834323650897,5
976,4,E,0.2743349637613737,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.36675210660629576,1,0.627416998,0.9705627485,-0.7071067811837615,4
977,5,D,0.8297005907667938,0.4828427124846191,-2.000000165480742e-11,0.48284271248,0.8966830583545152,6,0.3345237792,-0.3223304703,0.38268343240335834,3
978,4,E,0.4070698748999704,0.6532814824545203,0.6035533906,-0.250000000025,0.5637263970385632,3,-0.372583002,0.3847763109,0.7071067812087616,4
979,4,E,0.3308601763258884,0.6532814824381883,-0.6035533906,0.25,0.18570914191996202,7,1.3345237792,-0.3223304703,0.7071067811837619,4
980,5,D,0.6466989645105898,0.4828427124887612,-0.34142135624,-0.34142135626000003,0.8920168810168134,0,0.627416998,0.3847763109,-0.9238795325224953,3
981,3,F,0.22332661023952127,0.8047378541243652,0.5690355937333333,-0.5690355937333333,0.3873496097193485,2,-0.372583002,0.7989898732,0.9238795325112867,5
982,3,F,0.34270819910965433,0.8047378541410318,-0.8047378541333333,3.33333360913457e-11,0.34422180967309723,7,1.3345237792,0.091883092,0.3826834324033587,5
983,4,E,0.38642274912706753,0.6532814824381883,-0.24999999999999997,-0.6035533906,0.525264774430077,1,0.627416998,0.7989898732,-0.7071067811837615,4
984,5,D,0.7147192370743375,0.4828427124846191,-2.000000165480742e-11,0.48284271248,0.738170390530734,6,0.3345237792,-0.4939033456,0.38268343240335834,3
985,4,E,0.45851993734676444,0.6532814824381883,0.6035533906,-0.25,0.6293844938591148,3,-0.372583002,0.2132034356,0.7071067811837616,4
