substrate,start_vertex,perp_residue,depth,balance,gap_deg,degree,boundary_dist,vertex_type
Penrose,20516,2.526255333752833,0.32780739806360304,0.8726779962554144,288.0000000015936,3,0.32701861082081796,E
Penrose,1942,2.236067977440429,0.35985401263449834,0.872677996235706,287.99999999583014,3,0.47215885011748693,E
Penrose,19964,1.618033988666557,0.4153749984313406,0.8726779962438981,287.9999999982258,3,0.5399144651765923,E
Penrose,19145,1.3281310260901853,0.47512106020222833,0.5393446629122908,215.99999999921548,3,0.7395476649950327,E
Penrose,20270,0.0,0.46360908664788647,0.5393446629424411,216.00000000466463,3,0.7176728782083795,E
Penrose,26724,1.1755705046,0.6173153702578414,0.8726779962438981,287.9999999982258,3,0.8309378113681031,E
Penrose,4772,0.6180339887483194,0.6029958811209075,0.5393446629138938,215.99999999950518,3,0.8022105425586582,E
Penrose,3642,1.1755705045675666,0.24441682125450725,0.647213595493006,216.00000000048303,5,0.31701824419744096,C
Penrose,26665,1.1755705046,0.30790196122952207,0.8726779962438981,287.9999999982258,3,0.33035185077672713,E
Penrose,11452,0.6180339887493117,0.5405148333464045,0.5393446629307889,216.0000000025587,3,0.8447578838563471,E
Penrose,5798,1.17557050463292,0.2771919147331865,0.6472135955104829,216.0000000025587,5,0.42998301896426017,C
Penrose,10298,1.1755705046,0.38768914538210486,0.6472135954946752,215.99999999950518,5,0.602161981763808,C
Penrose,25606,2.2360679774158685,0.46399642171608246,0.8726779962438981,287.9999999982258,3,0.7094322562464486,E
Penrose,16291,2.526255333747252,0.19882423942494398,0.872677996235706,287.9999999958302,3,0.2705362997507852,E
Penrose,27293,2.2360679774158685,0.2505139758242999,0.8726779962438981,287.9999999982258,3,0.3650743308185349,E
Penrose,3187,1.1755705046317708,0.9035277914744647,2.0283585921999575e-11,72.00000000574589,5,1.3186764785414298,C
Penrose,23962,1.1755705046317708,0.3494808090413185,0.8726779962533492,288.00000000098964,3,0.3721564187086315,E
Penrose,9972,1.6180339887730115,0.4925703863459746,0.5393446629138937,215.99999999950518,3,0.7309355327170934,E
Penrose,25683,1.3281310261025963,0.3409198545757034,0.8726779962438981,287.9999999982258,3,0.5047060717988889,E
Penrose,4799,1.1755705045741416,0.7288756516354804,0.2500000000065367,144.00000000078452,4,1.1598311225128415,D
Penrose,3820,1.3281310261406956,0.8063475162144794,0.2500000000065367,144.00000000078452,4,1.1132343750652343,D
Penrose,13890,0.6180339887493117,0.379086218459897,0.647213595501585,215.99999999950518,5,0.45144244476963036,C
Penrose,28380,1.3281310261406956,0.24316577559943386,0.8726779962543398,288.0000000012793,3,0.33792065171599184,E
Penrose,15217,0.6180339887483193,0.5283370321735281,0.5393446629138937,215.99999999950518,3,0.7014212399366413,E
Penrose,18681,0.0,0.36466531501302846,0.8726779962438981,287.9999999982258,3,0.4396825805354856,E
Penrose,3347,1.1755705046,0.7829591944797998,0.16666666669143035,72.00000000416983,6,1.1055239169439537,B
Penrose,8949,1.1755705045741416,0.35390293113860194,0.8726779962543398,288.0000000012793,3,0.37991072767826384,E
Penrose,3225,1.1755705045741416,0.4416410352216604,0.6472135954604828,215.9999999916604,5,0.5295428353951673,C
Penrose,14383,2.526255333724267,0.2624265724602294,0.8726779962543398,288.0000000012793,3,0.18405338279238048,E
Penrose,21907,1.3281310260849208,0.5576734808765972,0.5393446629122908,215.99999999921548,3,0.7842701118176398,E
Penrose,20995,0.6180339887493117,0.4653846994676848,0.872677996262532,288.000000003675,3,0.6837376692084742,E
Penrose,19490,1.6180339887730115,0.3892371502875185,0.8726779962543398,288.0000000012793,3,0.4942903440550881,E
Penrose,18592,0.6180339887483193,0.7072809752470243,0.1666666666614434,72.00000000574589,6,1.0827472089949723,B
Penrose,19964,1.1755705045741416,0.4153749984313406,0.8726779962438981,287.9999999982258,3,0.5399144651765923,E
Penrose,26018,1.1755705045741416,0.4359033966739817,0.8726779962438981,287.9999999982258,3,0.6571851063036896,E
Penrose,18997,1.6180339887000001,0.4693320926632135,0.5393446628936569,215.9999999958477,3,0.5944074257462013,E
Penrose,8623,1.3281310260901855,0.5317665834705491,0.5393446629138938,215.99999999950518,3,0.7910079436814891,E
Penrose,28243,1.9021130326164593,0.37806101953891413,0.8726779962543398,288.0000000012793,3,0.5810738191648761,E
Penrose,18155,1.1755705045741416,0.15076558537943208,0.7163203805918611,252.0000000017742,3,0.07810039065329244,E
Penrose,7023,1.1755705045741416,0.8707627533495708,0.16666666664976373,71.99999999872065,6,1.240991449008377,B
Penrose,22186,1.1755705046329201,0.6799545927518534,0.5393446629325278,216.00000000287292,3,0.8971198366245158,E
Penrose,13075,2.5262553337697375,0.14707901689063596,0.6243030102521988,216.00000000287292,4,0.12157626022613699,D
Penrose,9468,0.0,0.7590989363637565,0.23114771266803955,72.00000000111055,7,1.0625609676563483,A
Penrose,20781,1.3281310260901853,0.3314920765065523,0.8726779962438981,287.9999999982258,3,0.45889619558746575,E
Penrose,16843,1.1755705045,0.660152105152328,0.6472135954730531,215.99999999486985,5,0.9630011513028102,C
Penrose,25836,1.1755705046317708,0.513834993173224,0.8726779962625318,288.000000003675,3,0.6465836234566118,E
Penrose,24132,1.90211303257099,0.149035953119522,0.6472135954946752,215.99999999950518,5,0.0738209788687132,C
Penrose,25306,2.526255333724267,0.2893507529619421,0.8726779962438981,287.9999999982258,3,0.2289615847509079,E
Penrose,9513,1.1755705044932399,0.4752707361894112,0.8726779962461673,287.9999999988894,3,0.5470238071703141,E
Penrose,4998,1.3281310261304724,0.5439721105544446,0.6472135955104829,216.0000000025587,5,0.8563319928852985,C
Penrose,11052,1.6180339887616626,0.6402554989446538,0.5393446629138937,215.99999999950518,3,0.8934149338635357,E
Penrose,288,0.0,0.6498698814927424,0.6472135954946752,215.99999999950518,5,0.8837860773391554,C
Penrose,10446,1.3281310261304726,0.6189078097151535,0.5393446629307889,216.0000000025587,3,0.8177899598314288,E
Penrose,11386,2.2360679775213304,0.41749826431973314,0.8726779962543398,288.0000000012793,3,0.614708470039874,E
Penrose,16573,1.1755705045366653,0.4927422458462142,0.8726779962357057,287.99999999583014,3,0.6147084700229609,E
Penrose,13517,1.3281310260941614,0.7713028508660383,0.5393446628704884,215.9999999916604,3,1.0854524786282356,E
Penrose,12779,0.6180339887483194,0.5602630238157541,0.6472135955334569,216.00000000929995,5,0.7039239105599362,C
Penrose,26568,1.328131026102596,0.42487933488835206,0.8726779962438981,287.9999999982258,3,0.4796835530645134,E
Penrose,8671,1.1755705046,0.3376673530671038,0.647213595501585,215.99999999950518,5,0.5238048839098153,C
Penrose,14725,1.618033988666557,0.6228370452762533,0.5393446629325278,216.00000000287292,3,0.841052981048125,E
Penrose,20222,1.3281310260849206,0.2203056711769935,0.8726779962438981,287.9999999982258,3,0.19472581770375919,E
Penrose,16881,0.6180339887483193,0.7184908890670565,0.23114771267738304,72.00000000177417,7,0.9889253440929049,A
Penrose,2857,1.1755705046317708,0.46308115856815746,0.8726779962533492,288.00000000098964,3,0.5626911731308247,E
Penrose,17552,2.2360679775213304,0.26086458836833437,0.8726779962533492,288.00000000098964,3,0.3274339718522208,E
Penrose,12270,1.175570504631771,0.6437596836912814,0.6472135955170358,216.00000000287292,5,0.8557308767803766,C
Penrose,28193,2.000000000049384,0.19271697085051476,0.6472135955180686,216.00000000466463,5,0.253153534051493,C
