substrate,lambda,seed,walkers,alpha_vs_cost_time,alpha_vs_cost_time_r2,alpha_vs_steps,alpha_vs_steps_r2,mean_cost_time_at_1024,msd_phys_at_1024,near_return_frac_d2,near_return_mean_perp_mismatch,final_mean_perp_mismatch
AB_N30,2,2,5000,0.957122927117448,0.9996477145721594,0.9577597614080653,0.9996500702193961,1513.0345652254641,818.6096770584502,0.0062,1.160320855953415,1.080888400191122
AB_N30,2,3,5000,0.9522501261504777,0.9997968330635039,0.9525721080438738,0.9997929490969278,1513.0725594093537,834.352373094348,0.0068,0.8957061421231649,1.0918135538472644
AB_N30,2,4,5000,0.9384261102902279,0.9996032840317695,0.9386970983403731,0.9996058049449507,1513.1557860896207,801.9064229278724,0.005,0.9351999163061587,1.0817359870935581
AB_N30,2,5,5000,0.937791124484316,0.9996335460194282,0.9382776922700203,0.9996354739243787,1513.0701210479178,816.7742843324181,0.0062,0.9999245080991667,1.0928640206960103
AB_N30,2,6,5000,0.939760627191453,0.9993067982651546,0.9400430797671746,0.999299299064287,1512.8676703949784,800.8783840107662,0.0056,0.9051527549966896,1.0905413146155185
AB_N30,2,7,5000,0.9474064997003425,0.9995709681211885,0.9480898915798847,0.9995662934802602,1512.9649764155347,821.6302076047809,0.0086,1.0907806846165182,1.0684269729456184
AB_N30,2,8,5000,0.9577542702386799,0.9997813084980774,0.9581143591097923,0.999774584006819,1512.5806185324063,826.4701196939959,0.0074,1.212471187022583,1.0897189849570685
AB_N30,2,9,5000,0.9421935711715285,0.9997204128742144,0.9426012552944228,0.9997163820119778,1512.9720922024385,811.8188414639545,0.004,1.050302051342729,1.075802367851319
AB_N30,3,0,5000,0.9448429066629136,0.9997133691594012,0.9455182520849074,0.9997166045735674,1995.8360088738796,807.5243314667848,0.0068,0.946342569920669,1.0851221382549086
AB_N30,3,1,5000,0.9444204266548837,0.9996854808461395,0.9457225374162256,0.999665829994382,1996.7203372557879,814.1765215634707,0.0066,0.9086285624610094,1.0817526259434704
AB_N30,3,2,5000,0.9471380916254394,0.9996365027831372,0.9484480224271878,0.9996320435186693,1997.4251569214423,816.344580725154,0.0068,0.9021250923308116,1.087554110989799
AB_N30,3,3,5000,0.9538092278087797,0.9993916672631825,0.9545255203282909,0.9993938280934654,1997.0010020217308,828.1656987982103,0.0068,0.9240204489121415,1.0840627340128464
AB_N30,3,4,5000,0.9377288002415208,0.9996813081620087,0.9381786654212955,0.9996802748209217,1997.7183582009093,790.7248249409051,0.0062,1.0366768869876977,1.0725470972541082
AB_N30,3,5,5000,0.950050028543848,0.9992957197586625,0.9503597699493355,0.9993119551344593,1996.335236526417,819.1249031185936,0.0046,0.8784762345341876,1.0694326560854475
AB_N30,3,6,5000,0.9441723232170521,0.9993926654440353,0.9453348630313736,0.999387138975711,1996.786533763916,810.1913608446283,0.008,1.186137408047971,1.0889572057512797
AB_N30,3,7,5000,0.9296310500321868,0.9993042073991953,0.9299036146905475,0.9993081971959646,1997.0113247478291,789.7635237005653,0.008,1.090590379558829,1.0744036298721753
AB_N30,3,8,5000,0.9470868466888901,0.9995245027212377,0.9482248440727665,0.9995114664663278,1996.5764251432668,798.8767859890088,0.007,1.0368698145413566,1.0817692410547313
AB_N30,3,9,5000,0.9491570737837389,0.9997550842266705,0.949554727010183,0.9997584250944893,1997.3238130020618,811.1027341629008,0.0086,0.9970475428872937,1.083179010279041
AB_N30,4,0,5000,0.9424003551289382,0.9999429808874876,0.9427091087396131,0.9999443232215464,2797.0895317641252,813.7772228335612,0.0094,0.9191419155861544,1.0784685839004022
AB_N30,4,1,5000,0.9425657416082245,0.9998280719558901,0.9437421018128282,0.9998347950802992,2796.6679375633785,827.9271460711004,0.0056,1.1453116986835699,1.0966053517608656
AB_N30,4,2,5000,0.9373279271551286,0.9995212095622983,0.9375177678755338,0.9994996469795208,2796.513180398507,802.3519775019462,0.0066,0.8722978846531528,1.08354944669205
AB_N30,4,3,5000,0.9309915187222295,0.9996654432377167,0.9322623262957287,0.9996536281836844,2797.1437513671926,793.7607030918762,0.0068,0.891228467556579,1.0939382258057737
AB_N30,4,4,5000,0.9419614057106511,0.9998738843005661,0.9433072318542738,0.9998716480968465,2799.2998090211386,824.4059344573001,0.0076,0.9004679709362915,1.0754524000086394
AB_N30,4,5,5000,0.9420205518784698,0.9996602913838454,0.9426446977978664,0.9996621487026497,2798.9976063359013,826.8453983229019,0.007,1.0618833082744423,1.0810310324224746
AB_N30,4,6,5000,0.9471519286314944,0.9992268228580553,0.9484809646144209,0.9992191393331676,2797.863924232016,805.1627920744432,0.0082,1.0108301159845676,1.09265015397852
