substrate,seed,threshold,control,n_near_loops,mean_perp_residue,median_perp_residue,mean_residue_high_depth_range,mean_residue_low_depth_range,mean_residue_high_excursion,mean_residue_low_excursion,mean_residue_high_cum_depth,mean_residue_low_cum_depth,mean_residue_dip_return,mean_residue_no_dip,n_dip_return,n_no_dip,spearman_depth_range_vs_residue,spearman_excursion_vs_residue,spearman_cum_depth_vs_residue,spearman_start_depth_vs_residue,mean_depth_range,mean_depth_excursion,mean_cum_abs_depth_change
Penrose_N24,8,2.0,real,120,0.9992988721490232,1.1755705045366651,0.8681133647005641,1.0540726866907444,0.6970380615156493,1.2083612053821364,0.942430147542339,0.9652045181926199,0.8419303596970199,1.1620019104468566,61,59,-0.15083401576506542,-0.2934033067168614,-0.02078800086753851,-0.27924866291007006,0.9142975704742388,0.45289610811862363,287.49373326870335
Penrose_N24,8,3.0,real,161,1.18521950689998,1.1755705045741416,1.1174914288530795,1.2638261080745887,0.8144273031894715,1.444437668799884,1.1579548743747925,1.1127943912736635,0.9797913110507082,1.3782725102282114,78,83,-0.030441174004524684,-0.3685005103497421,0.028914222020208005,-0.3692591002339781,0.9170750885460657,0.429530554961617,287.8453352626664
Penrose_N24,9,1.0,real,22,0.7354699948849611,0.0,0.8090169943608535,0.8090169943705542,0.2696723314602771,0.8090169943827227,0.8090169943608535,0.8090169943705542,0.4045084971867779,1.6180339887467827,16,6,0.003712115140312501,-0.18431632589544533,-0.16081290178797242,-0.1861718593776142,0.9106770734469687,0.5127329910793471,289.25479172374213
Penrose_N24,9,2.0,real,124,1.0526154579713956,1.1755705045741416,1.0495735496857805,1.1730938449332788,0.7918181257603362,1.339738639980624,0.9517113061197638,1.0585256319777332,0.8727089079219107,1.2508175893818447,65,59,-0.08186337152144836,-0.3288580615945971,-0.049661394203215296,-0.3173805092083893,0.9138635489746977,0.48410495565883765,287.5796122050901
Penrose_N24,9,3.0,real,165,1.159923435740691,1.1755705046317708,1.1125244583999478,1.2144145664832429,0.9081091691764639,1.456972019688214,1.0799022732662251,1.1149985543598038,0.9865298269317748,1.3397390300610486,84,81,-0.039671706360575223,-0.34054532335579796,-0.03862657885512403,-0.33131591647156106,0.9153108010577524,0.47499330747457624,287.725429391763
Penrose_N24,0,1.0,SHUFFLED,6,0.5866910971654887,0.0,,,,,,,,,0,0,-0.2704493615131253,,,,0.9313260977681321,,
Penrose_N24,0,2.0,SHUFFLED,36,0.9605477636600368,0.9270362274025771,0.9132658293765152,0.9200726878177304,,,,,,,0,0,-0.08218472853796908,,,,0.9192813553035051,,
Penrose_N24,0,3.0,SHUFFLED,47,1.0341021403909094,1.0244915601984244,0.8042093420753612,1.2009455584461894,,,,,,,0,0,-0.22528775861172692,,,,0.9169543447650087,,
Penrose_N24,1,1.0,SHUFFLED,4,0.42258680269491017,0.0,,,,,,,,,0,0,-0.2581988897471611,,,,0.9056752515604571,,
Penrose_N24,1,2.0,SHUFFLED,23,1.044177828870023,0.9936284448839784,1.2856823336361016,1.0049525463241935,,,,,,,0,0,0.06183528786169709,,,,0.9174284226218002,,
Penrose_N24,1,3.0,SHUFFLED,34,1.087547644522539,0.9954862006864471,1.212215713650463,1.170893250814795,,,,,,,0,0,-0.10775697646604422,,,,0.916733180847967,,
Penrose_N24,2,1.0,SHUFFLED,5,0.6089040679353777,0.0,,,,,,,,,0,0,0.3354101966249684,,,,0.9176421720886385,,
Penrose_N24,2,2.0,SHUFFLED,21,1.009235408360345,0.9566614842966048,0.8465491785752511,1.226758258331327,,,,,,,0,0,-0.11443442705426587,,,,0.9104192591037984,,
Penrose_N24,2,3.0,SHUFFLED,30,1.0717420549282146,1.1638088884673194,0.8855403301723008,1.2578539070290535,,,,,,,0,0,-0.1235529861425999,,,,0.913539851528023,,
Penrose_N24,3,1.0,SHUFFLED,9,0.11032114800474041,0.0,0.0,0.33096344401422123,,,,,,,0,0,-0.5477225575051661,,,,0.9209893983844726,,
Penrose_N24,3,2.0,SHUFFLED,39,0.8923454466014169,0.913485125821927,0.8260035566537607,1.2508951612381072,,,,,,,0,0,-0.28546981155330853,,,,0.9148005994060827,,
Penrose_N24,3,3.0,SHUFFLED,50,0.914336265230537,0.9203102680015699,0.8368974443767413,1.049335297046066,,,,,,,0,0,-0.3299094396275604,,,,0.9123419992650936,,
Penrose_N24,4,1.0,SHUFFLED,8,0.5458268580038961,0.0,1.0664368571653808,0.7120306489327867,,,,,,,0,0,0.21821789023599236,,,,0.910864993394783,,
Penrose_N24,4,2.0,SHUFFLED,36,1.0291557357673975,0.9593955342107056,0.7482556291605941,1.0021750389747885,,,,,,,0,0,-0.06095758160912743,,,,0.9209962610235465,,
Penrose_N24,4,3.0,SHUFFLED,43,1.054061966254664,1.0802334175294486,0.798349876580545,0.9279241108234245,,,,,,,0,0,-0.039672054655081536,,,,0.922321603182043,,
Penrose_N24,5,1.0,SHUFFLED,4,0.2094465518307397,0.0,,,,,,,,,0,0,-0.7745966692414834,,,,0.9077699051682768,,
Penrose_N24,5,2.0,SHUFFLED,29,1.2529794876855656,1.5044219554489044,1.344852800578824,1.2615243559858087,,,,,,,0,0,-0.033764635702213,,,,0.925405711188261,,
Penrose_N24,5,3.0,SHUFFLED,39,1.232792668302001,1.4320506968288211,1.3035924571731303,1.1223704752830286,,,,,,,0,0,0.03158853919197082,,,,0.9242953086771032,,
Penrose_N24,6,1.0,SHUFFLED,2,0.5073009104323861,0.5073009104323861,,,,,,,,,0,0,,,,,0.9331773010742461,,
Penrose_N24,6,2.0,SHUFFLED,26,1.062007508259506,1.0784755645409123,0.7912481991873678,1.3322319658020134,,,,,,,0,0,-0.35259919982694343,,,,0.9246254035954065,,
Penrose_N24,6,3.0,SHUFFLED,39,1.139020717707864,1.1444953998411798,0.9502305563606303,1.5106598488262122,,,,,,,0,0,-0.34446806533397706,,,,0.9234761675191967,,
Penrose_N24,7,1.0,SHUFFLED,5,0.9479573940152488,0.8828472495973877,,,,,,,,,0,0,-0.15389675281277312,,,,0.9104558359221271,,
Penrose_N24,7,2.0,SHUFFLED,33,1.1078284835877072,1.0788751950520596,0.8456342530032511,1.1967417037086159,,,,,,,0,0,-0.16580310880829016,,,,0.9097209547747523,,
Penrose_N24,7,3.0,SHUFFLED,40,1.1513542857601435,1.0955343034146838,0.8375642598846461,1.2457158371854615,,,,,,,0,0,-0.25574631766582234,,,,0.9092739697472135,,
Penrose_N24,8,1.0,SHUFFLED,3,0.7583564877783044,0.0,,,,,,,,,0,0,0.8660254037844387,,,,0.9043392401139493,,
Penrose_N24,8,2.0,SHUFFLED,28,1.1483189479400908,1.0284610912218661,1.5431450362162846,0.819386808527909,,,,,,,0,0,0.36704530246558176,,,,0.9162045704567195,,
Penrose_N24,8,3.0,SHUFFLED,39,1.1386088350807724,1.0122934341642011,1.295891466297372,0.8537810255011367,,,,,,,0,0,0.23857482696680588,,,,0.9232719780251001,,
Penrose_N24,9,1.0,SHUFFLED,5,0.14685590090932574,0.0,,,,,,,,,0,0,0.0,,,,0.9009589763016976,,
Penrose_N24,9,2.0,SHUFFLED,38,0.9672343684631812,0.9787288258226751,1.0390194505050643,0.8561525849567234,,,,,,,0,0,0.07204643196196978,,,,0.912180315456726,,
Penrose_N24,9,3.0,SHUFFLED,45,0.9893669523195331,0.9846674433676844,1.0436810075963996,0.8933270558910354,,,,,,,0,0,0.06352972410003886,,,,0.9130155242053655,,
