substrate,seed,threshold,phys_return_dist,perp_residue,start_depth,min_depth,max_depth,depth_range,depth_excursion,cum_abs_depth_change,mean_depth,sign_changes,dip_return,cum_perp_path
AB_N30,0,2.0,1.4142135623999996,1.4142135624,0.628234847902702,0.017568767024822574,0.9668221615002989,0.9492533944754763,0.6106660808778794,301.5129225399651,0.4700632090541506,778,False,1024.0000000029609
AB_N30,0,2.0,1.847759065040149,0.76536686473746,0.6505878570627939,0.02604649306590201,0.9493125664860385,0.9232660734201364,0.6245413639968919,311.6791819473776,0.47631861197379455,774,True,1024.0000000002278
AB_N30,0,2.0,0.7653668647374599,1.84775906504015,0.46782117773534937,0.00013626652507470194,0.9802168214973057,0.980080554972231,0.46768491121027467,310.9530188141315,0.4880780121756097,787,False,1024.0000000002656
AB_N30,0,2.0,1.8477590650401472,0.76536686473746,0.3116894094796938,0.01678466858791816,0.9504462015862849,0.9336615329983667,0.29490474089177565,326.18972901968067,0.49189737326874755,830,True,1024.0000000007876
AB_N30,0,2.0,0.7653668647374583,1.84775906504015,0.3199066042440569,0.02573842920064362,0.9817341603070816,0.955995731106438,0.2941681750434133,306.4423022656367,0.48118289161403105,768,True,1024.0000000026798
AB_N30,0,2.0,1.847759064947764,0.7653668647757282,0.5544381399931873,0.04549505558784439,0.9679382539198554,0.922443198332011,0.5089430844053429,300.4580670982224,0.47124536413748036,806,False,1024.0000000009886
AB_N30,0,2.0,1.847759065040148,0.76536686473746,0.7887428407096281,0.003269900366847822,0.9860622635353012,0.9827923631684534,0.7854729403427803,302.7300140655101,0.477039044024975,811,False,1024.000000003436
AB_N30,0,2.0,0.7653668647374634,1.84775906504015,0.2533278422456552,0.03398175201137421,0.958137958435729,0.9241562064243548,0.21934609023428098,302.47783839601766,0.4754889839838511,780,True,1023.9999999959955
AB_N30,0,2.0,1.847759064947764,0.7653668647757282,0.14587497615042244,0.026076132131182872,0.9700432159675026,0.9439670838363198,0.11979884401923957,288.7430489828314,0.4749716085228982,764,False,1024.0000000026205
AB_N30,0,2.0,1.4142135624,1.4142135624,0.46582713116319263,0.04395132149249903,0.9853171171659003,0.9413657956734013,0.4218758096706936,299.8381000913407,0.4769578014964262,778,True,1023.9999999995504
AB_N30,0,2.0,1.8477590650018794,0.7653668646450721,0.240888113064316,0.04725607072279603,0.9718142730042826,0.9245582022814866,0.19363204234151998,296.3707511188326,0.4825867825605517,778,False,1024.0000000012333
AB_N30,0,2.0,1.8477590650018787,0.765366864645072,0.41066321998983013,0.06693878502985962,0.9828880940828411,0.9159493090529814,0.3437244349599705,315.18391955851445,0.49261751511454793,800,True,1023.9999999988128
AB_N30,0,2.0,1.4142135624000005,1.4142135624,0.45096063270433107,0.06119164083580397,0.9828880940828411,0.9216964532470371,0.3897689918685271,297.5071329246879,0.4726125907845468,789,False,1023.9999999987175
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.33487461959928133,0.02573842920064362,0.9773318533103368,0.9515934241096932,0.3091361903986377,302.2554408001324,0.4917614404470287,791,True,1023.9999999983911
AB_N30,0,2.0,0.0,0.0,0.35993860381408205,0.036883927351446744,0.9822758956256835,0.9453919682742368,0.3230546764626353,306.1994613168986,0.4781460149719608,787,True,1024.000000001709
AB_N30,0,2.0,1.8477590650401536,0.76536686473746,0.5594327956763483,0.026076132131182872,0.9700432159675026,0.9439670838363198,0.5333566635451654,303.1568819608623,0.47792612560834263,777,True,1024.000000003681
AB_N30,0,2.0,0.0,0.0,0.6677503112936005,0.07778840713076596,0.9739926672107198,0.8962042600799538,0.5899619041628346,296.9544040391454,0.49249294788420994,785,True,1023.99999999906
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.3807306575976006,0.02907398659523852,0.9679382539198554,0.9388642673246169,0.3516566710023621,299.4601367018088,0.4822547374189657,779,True,1023.9999999995977
AB_N30,0,2.0,2.0,2.0,0.2842399568473093,0.024188640960717378,0.9516063850767407,0.9274177441160233,0.2600513158865919,300.1349315509483,0.48230333126195213,785,True,1023.9999999986351
AB_N30,0,2.0,0.0,0.0,0.5448736320029753,0.05224440377692352,0.9553369881679582,0.9030925843910347,0.4926292282260518,316.3481021251801,0.4864331986379408,814,True,1023.9999999981086
AB_N30,0,2.0,1.8477590650401536,0.76536686473746,0.596439627703919,0.04549505558784439,0.9429660863799826,0.8974710307921382,0.5509445721160746,294.94594206555234,0.49079493974832006,790,True,1023.9999999992486
AB_N30,0,2.0,1.9999999998966325,1.999999999896628,0.2601161250336975,0.01678466858791816,0.9775275473069053,0.9607428787189871,0.24333145644577936,302.15889932440746,0.48815820065146914,774,True,1023.9999999956216
AB_N30,0,2.0,1.4142135624000005,1.4142135623999998,0.5787983927494658,0.08153671810643692,0.9645085025801804,0.8829717844737435,0.49726167464302884,311.70032831319315,0.49995488776022606,802,False,1024.0000000008606
AB_N30,0,2.0,1.8477590650401456,0.76536686473746,0.7029984973110115,0.03371206652210568,0.9782509470977067,0.944538880575601,0.6692864307889058,308.710155338164,0.4891330464136677,789,True,1024.0000000000368
AB_N30,0,2.0,1.4142135624000005,1.4142135624,0.13832848764088557,0.07636468512823014,0.9417569943660618,0.8653923092378316,0.06196380251265543,306.9175224098538,0.4917217530467971,807,False,1023.9999999977599
