model,seed,history,checkpoint,M,struct_access,eff_alt,edge_count,total_weight,n_active
Fixed,131,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,132,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,133,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,134,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,135,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,136,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,137,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,138,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,139,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,140,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,141,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,142,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,143,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,144,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,145,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,146,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,147,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,148,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,149,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,150,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,151,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,152,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,153,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,154,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,155,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,156,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,157,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,158,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,159,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,160,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,161,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,162,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,163,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,164,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,165,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,166,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,167,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,168,A,0,0.000000,40,256.000000,144,144.000000,0
Fixed,169,A,0,0.000000,40,256.000000,144,144.000000,0
