model,seed,history,checkpoint,M,struct_access,eff_alt,edge_count,total_weight,n_active
Fixed,54,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,55,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,56,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,57,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,58,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,59,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,60,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,61,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,62,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,63,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,64,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,65,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,66,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,67,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,68,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,69,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,70,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,71,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,72,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,73,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,74,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,75,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,76,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,77,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,78,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,79,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,80,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,81,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,82,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,83,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,84,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,85,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,86,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,87,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,88,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,89,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,90,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,91,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,92,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,93,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,94,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,95,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,96,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,97,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,98,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,99,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,100,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,101,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,102,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,103,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,104,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,105,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,106,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,107,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,108,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,109,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,110,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,111,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,112,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,113,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,114,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,115,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,116,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,117,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,118,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,119,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,120,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,121,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,122,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,123,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,124,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,125,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,126,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,127,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,128,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,129,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,130,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,131,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,132,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,133,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,134,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,135,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,136,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,137,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,138,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,139,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,140,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,141,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,142,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,143,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,144,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,145,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,146,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,147,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,148,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,149,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,150,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,151,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,152,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,153,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,154,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,155,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,156,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,157,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,158,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,159,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,160,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,161,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,162,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,163,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,164,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,165,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,166,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,167,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,168,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,169,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,170,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,171,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,172,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,173,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,174,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,175,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,176,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,177,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,178,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,179,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,180,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,181,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,182,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,183,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,184,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,185,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,186,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,187,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,188,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,189,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,190,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,191,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,192,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,193,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,194,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,195,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,196,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,197,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,198,B,400,0.000000,40,256.000000,144,144.000000,0
Fixed,199,B,400,0.000000,40,256.000000,144,144.000000,0
Reinforced,0,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,1,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,2,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,3,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,4,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,5,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,6,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,7,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,8,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,9,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,10,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,11,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,12,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,13,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,14,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,15,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,16,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,17,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,18,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,19,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,20,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,21,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,22,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,23,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,24,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,25,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,26,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,27,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,28,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,29,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,30,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,31,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,32,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,33,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,34,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,35,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,36,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,37,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,38,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,39,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,40,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,41,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,42,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,43,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,44,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,45,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,46,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,47,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,48,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,49,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,50,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,51,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,52,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,53,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,54,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,55,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,56,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,57,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,58,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,59,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,60,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,61,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,62,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,63,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,64,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,65,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,66,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,67,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,68,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,69,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,70,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,71,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,72,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,73,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,74,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,75,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,76,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,77,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,78,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,79,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,80,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,81,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,82,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,83,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,84,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,85,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,86,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,87,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,88,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,89,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,90,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,91,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,92,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,93,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,94,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,95,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,96,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,97,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,98,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,99,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,100,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,101,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,102,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,103,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,104,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,105,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,106,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,107,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,108,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,109,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,110,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,111,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,112,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,113,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,114,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,115,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,116,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,117,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,118,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,119,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,120,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,121,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,122,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,123,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,124,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,125,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,126,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,127,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,128,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,129,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,130,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,131,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,132,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,133,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,134,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,135,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,136,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,137,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,138,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,139,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,140,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,141,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,142,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,143,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,144,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,145,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,146,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,147,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,148,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,149,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,150,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,151,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,152,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,153,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,154,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,155,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,156,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,157,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,158,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,159,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,160,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,161,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,162,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,163,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,164,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,165,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,166,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,167,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,168,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,169,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,170,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,171,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,172,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,173,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,174,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,175,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,176,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,177,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,178,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,179,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,180,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,181,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,182,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,183,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,184,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,185,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,186,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,187,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,188,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,189,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,190,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,191,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,192,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,193,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,194,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,195,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,196,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,197,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,198,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,199,A,0,70.000000,40,107.214973,144,214.000000,0
Reinforced,0,A,100,57.484899,40,118.255075,144,251.328639,0
Reinforced,1,A,100,30.134888,40,169.056945,144,295.697388,0
Reinforced,2,A,100,18.842773,40,130.822943,144,290.870117,0
Reinforced,3,A,100,108.025513,40,160.162913,144,269.486450,0
Reinforced,4,A,100,6.674805,40,120.672099,144,293.575195,0
Reinforced,5,A,100,39.323730,40,139.052012,144,272.850098,0
Reinforced,6,A,100,115.449219,40,103.656499,144,290.699219,0
Reinforced,7,A,100,70.885010,40,179.625748,144,289.880127,0
Reinforced,8,A,100,99.367065,40,135.242801,144,283.357300,0
Reinforced,9,A,100,7.512512,40,109.751355,144,281.409363,0
Reinforced,10,A,100,-2.257233,40,102.584399,144,295.238861,0
Reinforced,11,A,100,101.418457,40,115.869918,144,281.355957,0
Reinforced,12,A,100,43.836040,40,183.827403,144,275.842632,0
Reinforced,13,A,100,44.547424,40,158.491871,144,274.099182,0
Reinforced,14,A,100,-6.593015,40,99.083570,144,292.780515,0
Reinforced,15,A,100,56.461163,40,129.600599,144,275.187725,0
Reinforced,16,A,100,37.439575,40,102.372685,144,291.576294,0
Reinforced,17,A,100,37.886963,40,156.503799,144,291.659912,0
Reinforced,18,A,100,41.087646,40,164.545385,144,296.191162,0
Reinforced,19,A,100,65.957031,40,136.056770,144,281.812500,0
Reinforced,20,A,100,114.406738,40,129.121669,144,300.203613,0
Reinforced,21,A,100,26.759644,40,116.082750,144,279.861206,0
Reinforced,22,A,100,114.228516,40,119.106091,144,267.603516,0
Reinforced,23,A,100,14.737854,40,137.558052,144,293.871521,0
Reinforced,24,A,100,61.645488,40,127.613511,144,264.228252,0
Reinforced,25,A,100,46.062298,40,103.617972,144,255.672039,0
Reinforced,26,A,100,75.651016,40,130.336910,144,265.587296,0
Reinforced,27,A,100,115.328217,40,160.306201,144,276.671967,0
Reinforced,28,A,100,63.962555,40,128.185626,144,255.150055,0
Reinforced,29,A,100,125.381470,40,128.803831,144,269.381470,0
Reinforced,30,A,100,131.854248,40,140.981431,144,275.854248,0
Reinforced,31,A,100,37.963867,40,128.181989,144,304.756836,0
Reinforced,32,A,100,100.113981,40,130.757307,144,258.801481,0
Reinforced,33,A,100,27.080078,40,145.529991,144,290.259766,0
Reinforced,34,A,100,100.256033,40,117.612484,144,251.756033,0
Reinforced,35,A,100,142.025146,40,114.208817,144,295.868896,0
Reinforced,36,A,100,78.316650,40,148.633137,144,274.718994,0
Reinforced,37,A,100,13.401489,40,138.128618,144,299.025024,0
Reinforced,38,A,100,93.895760,40,114.677610,144,247.856697,0
Reinforced,39,A,100,21.211014,40,123.374126,144,287.786545,0
Reinforced,40,A,100,33.930664,40,99.870455,144,288.282227,0
Reinforced,41,A,100,11.076050,40,118.838597,144,281.697144,0
Reinforced,42,A,100,5.362015,40,150.673412,144,279.575485,0
Reinforced,43,A,100,48.770142,40,178.717953,144,298.033813,0
Reinforced,44,A,100,91.132812,40,159.722332,144,300.054688,0
Reinforced,45,A,100,121.391602,40,118.392694,144,285.196289,0
Reinforced,46,A,100,104.394302,40,129.285155,144,275.698990,0
Reinforced,47,A,100,21.980591,40,135.378861,144,285.275024,0
Reinforced,48,A,100,88.257751,40,123.790633,144,276.867126,0
Reinforced,49,A,100,96.607056,40,145.661979,144,280.372681,0
Reinforced,50,A,100,53.075562,40,150.158923,144,293.227905,0
Reinforced,51,A,100,35.744610,40,105.335639,144,264.734844,0
Reinforced,52,A,100,9.499512,40,115.968541,144,300.447754,0
Reinforced,53,A,100,10.927773,40,139.665720,144,289.126915,0
Reinforced,54,A,100,66.643677,40,146.681522,144,274.899048,0
Reinforced,55,A,100,74.038806,40,103.343237,144,254.288806,0
Reinforced,56,A,100,27.687378,40,117.806059,144,272.009644,0
Reinforced,57,A,100,22.478638,40,169.870226,144,270.130981,0
Reinforced,58,A,100,21.757965,40,165.800226,144,284.175629,0
Reinforced,59,A,100,29.414062,40,122.209212,144,297.630371,0
Reinforced,60,A,100,82.919922,40,178.228722,144,292.071289,0
Reinforced,61,A,100,97.389374,40,113.746724,144,268.108124,0
Reinforced,62,A,100,23.672180,40,115.599415,144,278.902039,0
Reinforced,63,A,100,99.241524,40,122.452633,144,253.241524,0
Reinforced,64,A,100,34.307241,40,103.511042,144,263.208364,0
Reinforced,65,A,100,-11.550293,40,125.317966,144,301.019043,0
Reinforced,66,A,100,120.209198,40,118.637285,144,286.709198,0
Reinforced,67,A,100,73.760757,40,115.134632,144,254.635757,0
Reinforced,68,A,100,22.145386,40,149.967824,144,290.364136,0
Reinforced,69,A,100,52.654419,40,143.359777,144,285.951294,0
Reinforced,70,A,100,80.195265,40,127.603194,144,268.872999,0
Reinforced,71,A,100,81.835938,40,134.066753,144,313.960938,0
Reinforced,72,A,100,51.332703,40,98.017316,144,283.145203,0
Reinforced,73,A,100,59.270020,40,172.211281,144,279.012207,0
Reinforced,74,A,100,89.288635,40,128.589848,144,272.937073,0
Reinforced,75,A,100,-6.356201,40,140.180235,144,293.246826,0
Reinforced,76,A,100,36.903381,40,169.231332,144,292.153381,0
Reinforced,77,A,100,76.634521,40,107.721032,144,282.341064,0
Reinforced,78,A,100,45.729980,40,146.983454,144,297.073730,0
Reinforced,79,A,100,116.990967,40,140.197817,144,303.334717,0
Reinforced,80,A,100,144.169846,40,110.745964,144,288.169846,0
