vertex_id,substrate,depth,drift_mag,alignment_angle,radial_drift,tangential_drift,pos_mag,degree,depth_bin
64,AB_N30,0.7830514049454604,0.48284271248,174.67782543738855,-0.4807611169157337,0.044786532093701814,0.32112146562277,5,"(0.778, 0.798]"
65,AB_N30,0.4728532364032021,0.6532814824444025,-172.73412892345326,-0.6480356022112594,-0.08262296031640604,0.7802684377004058,4,"(0.459, 0.479]"
66,AB_N30,0.2715166480615584,0.6532814824444025,174.74898719091814,-0.6505398625526686,0.05978781259346344,1.0782814315872913,4,"(0.259, 0.279]"
67,AB_N30,0.6593913020617095,0.482842712478424,174.79431321848358,-0.48085117853309944,0.04380900702882176,0.504159818404496,5,"(0.658, 0.678]"
68,AB_N30,0.9330749661829828,3.1031676915590914e-17,134.06372816206385,-2.1581229143126612e-17,2.2298330001717176e-17,0.0990606320394529,8,"(0.917, 0.937]"
69,AB_N30,0.2910098795397492,0.8047378541307065,-175.19710057475282,-0.8019121165384318,-0.06737930854310553,1.0494280755172651,3,"(0.279, 0.299]"
70,AB_N30,0.30135827400108883,0.8047378541333333,174.75814039373256,-0.8013723742534525,0.0735209606745336,1.0341106608300092,3,"(0.299, 0.319]"
71,AB_N30,0.4162213042163322,0.6532814824444025,179.42736111219955,-0.6532488549932909,0.00652906997287081,0.8640934980116984,4,"(0.399, 0.419]"
72,AB_N30,0.6557420432815003,0.3464101614765483,-166.9133090763334,-0.33741340086759114,-0.07843594130992855,0.5095613529368718,5,"(0.638, 0.658]"
73,AB_N30,0.05974865873923296,0.8047378541307065,-164.12219538977166,-0.7740349840504882,-0.22016552258892597,1.3917347041750978,3,"(0.0399, 0.0599]"
74,AB_N30,0.2240265198350364,0.8047378541333333,153.71171008942596,-0.721509423989334,0.3564087049578073,1.1485750399643369,3,"(0.219, 0.239]"
75,AB_N30,0.15017463000725217,0.6532814824444025,172.3639327877413,-0.647488240779153,0.08680825627481431,1.2578886176556212,4,"(0.14, 0.16]"
79,AB_N30,0.521786857807911,0.48284271247842386,162.1206471784463,-0.45952387268945527,0.14823931807050117,0.707838209609924,5,"(0.519, 0.539]"
124,AB_N30,0.6435491665434285,0.6532814824077756,-155.72897746586105,-0.5955387712212155,-0.2685335495412551,0.5276089205982484,4,"(0.638, 0.658]"
125,AB_N30,0.22645421163940416,0.8047378540666666,-162.42461063004822,-0.7671730602272757,-0.2429989905932545,1.1449816359595633,3,"(0.219, 0.239]"
126,AB_N30,0.5177565089478322,0.8047378540835661,165.41477911543853,-0.7788044992455289,0.20264887305372314,0.7138038234116367,3,"(0.499, 0.519]"
127,AB_N30,0.7583722938955254,3.535534198464125e-11,30.17116115157814,3.056567881485153e-11,1.7769059779241916e-11,0.35765082092295025,8,"(0.758, 0.778]"
128,AB_N30,0.7378394987745196,0.3079598441887563,-149.67280589945253,-0.26581738454223136,-0.15550042992831428,0.38804291109035555,6,"(0.718, 0.738]"
129,AB_N30,0.1014372411051464,0.8047378541071364,169.84657085654612,-0.7921350315638532,0.14186298178979512,1.330028387682418,3,"(0.0998, 0.12]"
130,AB_N30,0.5825916670775572,0.6532814823982086,152.59327682026367,-0.5799580693198072,0.30070805289390323,0.6178365690615115,4,"(0.578, 0.598]"
131,AB_N30,0.4828676249357178,0.48284271248,173.13195098485167,-0.47937792098490695,0.05773988108086323,0.7654454095905954,5,"(0.479, 0.499]"
132,AB_N30,0.556050113914404,0.6532814824539697,-166.69584022780404,-0.6357488239133827,-0.15033339020326425,0.6571226610019262,4,"(0.539, 0.558]"
