substrate,seed,linger_n,n_walkers,mean_start_depth,mean_disturb_depth,mean_descend_depth,mean_linger_end_depth,mean_ascend_depth,mean_residue_after_disturb,mean_residue_after_descend,mean_residue_linger_start,mean_residue_linger_end,mean_residue_after_ascend,median_residue_after_ascend,std_residue_after_ascend,mean_phys_dist_final,frac_near_return_2,frac_near_return_3
Penrose_N24,0,160,5000,0.5047870768184987,0.5340208895193126,0.6572677061707122,0.6509580385719228,0.3207692720683624,1.101014490265389,0.9953719873664649,0.9953719873664649,0.999575873444389,1.3389305167717298,1.328131026135584,0.5968123760394669,13.709712285030628,0.0196,0.027
Penrose_N24,1,0,5000,0.507479331187804,0.5379951150771783,0.6585938172170263,0.6585938172170263,0.3216786451306765,1.1013802746156292,0.9905240525318663,0.9905240525318663,0.9905240525318663,1.3254347954572367,1.321268862212941,0.5936924265733127,12.408148845388883,0.0268,0.0372
Penrose_N24,1,5,5000,0.507479331187804,0.529096982022941,0.6581537444111816,0.6533279463285535,0.32107341891641145,1.0882149746806797,0.9959783736462152,0.9959783736462152,0.9808680101985985,1.3335243643044177,1.3372822734398717,0.5857541663609759,12.172306686795283,0.0178,0.0524
Penrose_N24,1,10,5000,0.507479331187804,0.5326824773788067,0.655532574516759,0.654632856280946,0.32129926197906744,1.100936774382321,0.9891107951754992,0.9891107951754992,0.987248676051206,1.3364173799397594,1.3568147805081996,0.5985773446705217,12.453340982073883,0.023,0.0308
Penrose_N24,1,20,5000,0.507479331187804,0.5296660848261988,0.6547163840696563,0.6547941473394362,0.3187463376520399,1.0954646320841093,0.9990968314818103,0.9990968314818103,0.9972323842189813,1.3427233517538897,1.3350418991736468,0.5858187123259004,12.563020610935757,0.0248,0.0332
Penrose_N24,1,40,5000,0.507479331187804,0.5303947521943178,0.6596848989079149,0.6514520648208958,0.3205188900467934,1.112108562436993,0.9741556386134311,0.9741556386134311,0.9875082064557628,1.3458926410553722,1.3568147805981094,0.5925570620998998,12.720446093365934,0.0228,0.0298
Penrose_N24,1,80,5000,0.507479331187804,0.5335756334279637,0.6543231803808068,0.6541216565329985,0.32046366107405483,1.1011798623162297,0.9985790863244276,0.9985790863244276,0.989841133262264,1.346972431110005,1.3568147806242803,0.5953120278157389,13.081118585073217,0.022,0.0296
Penrose_N24,1,160,5000,0.507479331187804,0.5338426087379299,0.6609980536626701,0.6583511435858325,0.32246061547318533,1.0900236595057216,0.9811826217471258,0.9811826217471258,0.9894059151047044,1.332659089769304,1.34450389967876,0.5942502751601092,13.657342001207514,0.0242,0.0306
Penrose_N24,2,0,5000,0.5071335390097255,0.5396465056879537,0.6562652720071854,0.6562652720071854,0.32366115112196203,1.0792776619191273,0.9895192010998981,0.9895192010998981,0.9895192010998981,1.3404918479963375,1.35681478061432,0.5937920356470923,12.229112584800777,0.0304,0.0418
Penrose_N24,2,5,5000,0.5071335390097255,0.5364201087299273,0.6547525071025899,0.6545788064522203,0.321557818021851,1.097271951871337,0.9880147852202324,0.9880147852202324,0.9901450045095543,1.3408779809368971,1.3372822734575365,0.5884166801092259,12.30139164485932,0.018,0.055
Penrose_N24,2,10,5000,0.5071335390097255,0.5314705576282593,0.6522455113186322,0.6584411148612928,0.32264875535650345,1.1080500003237659,0.9984206420510553,0.9984206420510553,0.9860794848119785,1.3260835956643855,1.3212688622421114,0.5903149119160828,12.441730404225359,0.0238,0.0316
Penrose_N24,2,20,5000,0.5071335390097255,0.5398541032213613,0.6601521953494776,0.6575342437247831,0.32567182335811934,1.1023799015443998,0.9801651558070061,0.9801651558070061,0.982805173349314,1.3284941172347295,1.321856221906888,0.5916800876397639,12.53384456863519,0.0318,0.041
Penrose_N24,2,40,5000,0.5071335390097255,0.5354492480108227,0.6550417108655328,0.6529197583366978,0.32110630889103775,1.099527311770057,0.9839524493271221,0.9839524493271221,0.9862135623182403,1.336886892065478,1.318188449182924,0.5906541347761195,12.726554301231966,0.0262,0.0336
Penrose_N24,2,80,5000,0.5071335390097255,0.5335728707109261,0.6534558956984502,0.6562174014422173,0.3226961855018953,1.1049950916288678,0.9965097458338189,0.9965097458338189,0.994854410028665,1.3287348670709402,1.3212688621883628,0.5916975685209368,13.057645462400103,0.022,0.0316
