substrate,seed,linger_n,linger_step,mean_residue,median_residue
AB_N30,6,160,86,0.9259596965743491,0.8870155379104931
AB_N30,6,160,91,0.9149174229229782,0.8801154786101751
AB_N30,6,160,96,0.9130815202605707,0.8870155378501183
AB_N30,6,160,101,0.9131179697535164,0.8994949365818646
AB_N30,6,160,106,0.918204064205,0.8870155378501183
AB_N30,6,160,111,0.9226013888042275,0.8994949366610447
AB_N30,6,160,116,0.9159374642351735,0.8870155378501183
AB_N30,6,160,121,0.920022187988756,0.9262096825945868
AB_N30,6,160,126,0.9200928696699253,0.8870155379104931
AB_N30,6,160,131,0.9169578452197439,0.8994949365768464
AB_N30,6,160,136,0.9104108300902488,0.8870155378501183
AB_N30,6,160,141,0.9249670213479644,0.9262096825945869
AB_N30,6,160,146,0.920685426547641,0.8870155379104931
AB_N30,6,160,151,0.9153937778288247,0.8994949365768464
AB_N30,6,160,156,0.9200348019329293,0.8870155378501183
AB_N30,6,160,160,0.9129444814467074,0.8870155378501183
AB_N30,7,5,1,0.931708284720191,0.9262096826260493
AB_N30,7,5,5,0.9241218349194662,0.9262096826260492
AB_N30,7,10,1,0.9226076956855978,0.9262096825945868
AB_N30,7,10,6,0.9245613826037566,0.8870155378501183
AB_N30,7,10,10,0.9227959625588493,0.8870155379100841
AB_N30,7,20,1,0.9236388461848244,0.9262096825945868
AB_N30,7,20,6,0.9187160690765862,0.8870155378501183
AB_N30,7,20,11,0.9167434041827488,0.9262096826260492
AB_N30,7,20,16,0.9260459271117303,0.8870155378501183
AB_N30,7,20,20,0.9208573971233797,0.8870155378501183
AB_N30,7,40,1,0.9177848359128923,0.8994949365743672
AB_N30,7,40,6,0.9212640123646088,0.8870155379100843
AB_N30,7,40,11,0.9258726759376475,0.9262096826260492
AB_N30,7,40,16,0.9098556579147258,0.8870155378501183
AB_N30,7,40,21,0.9317975995680517,0.9262096826260493
AB_N30,7,40,26,0.916476201839159,0.8870155378501183
AB_N30,7,40,31,0.9251793571527541,0.9262096825945869
AB_N30,7,40,36,0.917145225559915,0.8870155378501183
AB_N30,7,40,40,0.9326848292825743,0.8870155379104931
AB_N30,7,80,1,0.92813926980648,0.9262096826260492
AB_N30,7,80,6,0.9215816119446003,0.8870155379104931
AB_N30,7,80,11,0.9150177498599996,0.8994949366070943
AB_N30,7,80,16,0.9127929831884579,0.8870155378501183
AB_N30,7,80,21,0.9175057253050362,0.8994949365668695
AB_N30,7,80,26,0.9164052869458116,0.8870155379100841
AB_N30,7,80,31,0.9253459293956221,0.8994949366
AB_N30,7,80,36,0.9166325696120599,0.8870155378501183
AB_N30,7,80,41,0.9182743921252139,0.8994949366
AB_N30,7,80,46,0.9165790868334898,0.8870155378501183
AB_N30,7,80,51,0.922005822416769,0.9262096826260492
AB_N30,7,80,56,0.9222286300356449,0.8870155378501183
AB_N30,7,80,61,0.9126924636606707,0.8801154786101751
AB_N30,7,80,66,0.9201621388651198,0.8870155379100843
AB_N30,7,80,71,0.9207894694173702,0.9262096826260491
AB_N30,7,80,76,0.9161368212149027,0.8870155378501183
AB_N30,7,80,80,0.9155143544535927,0.8870155378501183
AB_N30,7,160,1,0.9239006157444817,0.9262096826260492
AB_N30,7,160,6,0.9124809372660245,0.8870155378501183
AB_N30,7,160,11,0.9201259235986406,0.9128523096472934
AB_N30,7,160,16,0.923794978689452,0.8870155378501183
AB_N30,7,160,21,0.9328440279856434,0.9262096826393083
AB_N30,7,160,26,0.9132983963680268,0.8870155378501183
AB_N30,7,160,31,0.927256508515132,0.9262096825945869
AB_N30,7,160,36,0.9160801661308582,0.8870155378501182
AB_N30,7,160,41,0.9187220325861845,0.9262096825945869
AB_N30,7,160,46,0.9210474654280213,0.8870155379171273
AB_N30,7,160,51,0.9159643178386363,0.9262096825945867
AB_N30,7,160,56,0.9215774560604885,0.8870155378501183
AB_N30,7,160,61,0.9212165736197756,0.9262096825945869
AB_N30,7,160,66,0.9234793621705126,0.8870155379104931
AB_N30,7,160,71,0.9159413075646881,0.899494936594129
AB_N30,7,160,76,0.9211692348087581,0.8870155379102888
AB_N30,7,160,81,0.9231147168541601,0.9262096826260492
AB_N30,7,160,86,0.9219179366775024,0.8870155379104931
AB_N30,7,160,91,0.9282855713913591,0.9262096826260493
AB_N30,7,160,96,0.9188331264703922,0.8870155378501183
AB_N30,7,160,101,0.9173260326058397,0.8994949366340694
AB_N30,7,160,106,0.9261489070685824,0.8870155379237614
AB_N30,7,160,111,0.9219503333639659,0.9262096825945868
AB_N30,7,160,116,0.911072072601731,0.8870155378501183
AB_N30,7,160,121,0.9176905770702121,0.9250789461666642
AB_N30,7,160,126,0.9269921057202977,0.8870155379104931
AB_N30,7,160,131,0.912423797795724,0.8858354945304601
AB_N30,7,160,136,0.9151546342288212,0.8870155378501183
AB_N30,7,160,141,0.9206324670519161,0.9156510844351964
AB_N30,7,160,146,0.9219972461903148,0.8870155379171273
AB_N30,7,160,151,0.9216348338644573,0.9262096825945869
AB_N30,7,160,156,0.9266999595440044,0.8870155379237616
AB_N30,7,160,160,0.9293509262455071,0.8966830583827281
AB_N30,8,5,1,0.9181449883041969,0.8994949366
AB_N30,8,5,5,0.9297930288848812,0.9262096826260493
AB_N30,8,10,1,0.9249908532455058,0.9262096825945869
AB_N30,8,10,6,0.9344128849421038,0.8870155379104931
AB_N30,8,10,10,0.9198980284407436,0.8870155378501183
AB_N30,8,20,1,0.9166597012305687,0.8994949366628001
AB_N30,8,20,6,0.9257810758279704,0.8870155379104931
AB_N30,8,20,11,0.9178804084356674,0.9262096825945868
AB_N30,8,20,16,0.9289646516080425,0.8870155379104931
AB_N30,8,20,20,0.9216320525542901,0.8870155379102886
AB_N30,8,40,1,0.915064939922679,0.9262096825945869
AB_N30,8,40,6,0.92112162367637,0.8870155379237616
AB_N30,8,40,11,0.9192668862895927,0.9262096826260492
AB_N30,8,40,16,0.9235731341050628,0.8870155379100843
AB_N30,8,40,21,0.9217444662161095,0.899494936594129
AB_N30,8,40,26,0.9211854526211352,0.8870155378501183
AB_N30,8,40,31,0.9171742625331611,0.8994949366070943
AB_N30,8,40,36,0.9170706371328222,0.8870155379100841
AB_N30,8,40,40,0.9154011822211058,0.8870155378501183
AB_N30,8,80,1,0.9218085493768283,0.9262096825945868
AB_N30,8,80,6,0.9196414645145654,0.8870155379104931
AB_N30,8,80,11,0.9154317678813021,0.8801154786046341
AB_N30,8,80,16,0.9202508875511052,0.8870155378501183
AB_N30,8,80,21,0.9176524646493417,0.9156510844421448
AB_N30,8,80,26,0.919403352047937,0.8870155379100841
AB_N30,8,80,31,0.9237090600788913,0.9262096826260492
AB_N30,8,80,36,0.9316216854038372,0.8870155379237616
AB_N30,8,80,41,0.9148064416480636,0.8858354945751654
AB_N30,8,80,46,0.9260976601972787,0.8870155379237616
AB_N30,8,80,51,0.9191619465421264,0.8994949366
AB_N30,8,80,56,0.9296520390108508,0.8870155379104931
AB_N30,8,80,61,0.9136090022868099,0.8801154786101751
AB_N30,8,80,66,0.9227990086445245,0.8870155379104931
AB_N30,8,80,71,0.9225231981765084,0.8994949366610447
AB_N30,8,80,76,0.9197778739314421,0.8870155379104931
AB_N30,8,80,80,0.9303387074199759,0.8870155379237616
AB_N30,8,160,1,0.9297834652622041,0.9262096826260492
AB_N30,8,160,6,0.9174461984996125,0.8870155378501183
AB_N30,8,160,11,0.9321988901609045,0.9262096826260492
AB_N30,8,160,16,0.9147176677440868,0.8870155378247013
AB_N30,8,160,21,0.9214098455224968,0.8994949366939207
AB_N30,8,160,26,0.9076689726407525,0.8870155378247013
AB_N30,8,160,31,0.9298978183814037,0.9262096826260492
AB_N30,8,160,36,0.9177389159785787,0.8870155379104931
AB_N30,8,160,41,0.9190933536958852,0.8994949366610447
AB_N30,8,160,46,0.9190652243682612,0.8870155379100843
AB_N30,8,160,51,0.9176249911300783,0.9050924862288914
AB_N30,8,160,56,0.913680428698851,0.8870155378501183
AB_N30,8,160,61,0.9148013568155847,0.8801154786101751
AB_N30,8,160,66,0.9208309328943407,0.8870155378501183
AB_N30,8,160,71,0.9131557860271045,0.8801154786101751
AB_N30,8,160,76,0.9235445260915938,0.8870155378501183
AB_N30,8,160,81,0.9199834843662137,0.8994949365448828
AB_N30,8,160,86,0.9234414525600472,0.8870155378501183
AB_N30,8,160,91,0.9162742794051073,0.8858354944780745
AB_N30,8,160,96,0.9135734411161415,0.8870155378501183
AB_N30,8,160,101,0.9301466934628939,0.9262096826260493
AB_N30,8,160,106,0.915128389238598,0.8870155378501183
AB_N30,8,160,111,0.9366860067230376,0.9262096826840296
AB_N30,8,160,116,0.9030318735914028,0.8870155378247013
AB_N30,8,160,121,0.9276520480191324,0.9262096826260492
AB_N30,8,160,126,0.9107543988145131,0.8870155378247014
AB_N30,8,160,131,0.9268170990872512,0.9262096826260493
AB_N30,8,160,136,0.9188005056172635,0.8870155379104931
AB_N30,8,160,141,0.9187752292428552,0.9262096825945868
AB_N30,8,160,146,0.9246124299086262,0.8870155379237616
AB_N30,8,160,151,0.916198259451559,0.9262096826260492
AB_N30,8,160,156,0.9213142130229293,0.8870155379104931
AB_N30,8,160,160,0.930735547383198,0.8870155379237616
AB_N30,9,5,1,0.9159448725834758,0.9262096825945868
AB_N30,9,5,5,0.9144929503510987,0.8994949366070943
AB_N30,9,10,1,0.918738052930853,0.9262096825945867
AB_N30,9,10,6,0.9144484385289051,0.8870155378501183
AB_N30,9,10,10,0.9212403616845247,0.8870155378501183
AB_N30,9,20,1,0.9152229536333556,0.8994949365668695
AB_N30,9,20,6,0.926258897854698,0.8870155379104931
AB_N30,9,20,11,0.9099924628061217,0.8801154785380763
AB_N30,9,20,16,0.9221135937491938,0.8870155379100843
AB_N30,9,20,20,0.9314342289391432,0.8870155379104931
AB_N30,9,40,1,0.9205362348706291,0.9262096825945867
AB_N30,9,40,6,0.9203318108079186,0.8870155378501183
AB_N30,9,40,11,0.9276451466548877,0.9262096826260492
AB_N30,9,40,16,0.9250924699039756,0.8870155379104931
AB_N30,9,40,21,0.9142364226619633,0.9262096825945868
AB_N30,9,40,26,0.9111926954990515,0.8870155378501183
AB_N30,9,40,31,0.9184834065141895,0.9262096826260491
AB_N30,9,40,36,0.9159673139659666,0.8870155378307757
AB_N30,9,40,40,0.9289230517964258,0.8870155379237616
AB_N30,9,80,1,0.9250920436577728,0.9262096826260493
AB_N30,9,80,6,0.9307586901277378,0.8870155379104931
AB_N30,9,80,11,0.9236249119431008,0.9262096826260492
AB_N30,9,80,16,0.9181905661406152,0.8870155378501183
AB_N30,9,80,21,0.9275043458302118,0.9262096826260492
AB_N30,9,80,26,0.9126804009346561,0.8870155378501183
AB_N30,9,80,31,0.9170443610151787,0.8994949365850613
AB_N30,9,80,36,0.9167141842783105,0.8870155378501183
AB_N30,9,80,41,0.9215893154032038,0.926209682610318
AB_N30,9,80,46,0.9164356266631049,0.8870155378501183
AB_N30,9,80,51,0.904797998064405,0.8858354945630844
AB_N30,9,80,56,0.9294089494378204,0.8870155379237616
AB_N30,9,80,61,0.9122532191640883,0.8801154786101751
AB_N30,9,80,66,0.9224157845449225,0.8870155379104931
AB_N30,9,80,71,0.917826333931115,0.8801154786101751
AB_N30,9,80,76,0.914830976543004,0.8870155378501183
AB_N30,9,80,80,0.9194681773468907,0.8870155378501183
AB_N30,9,160,1,0.9171284970744004,0.8994949366
AB_N30,9,160,6,0.9325498245756966,0.8870155379237614
AB_N30,9,160,11,0.9164709138746128,0.9250789461772072
AB_N30,9,160,16,0.9222735934541675,0.8870155378501183
AB_N30,9,160,21,0.9219295125948967,0.9262096825945867
AB_N30,9,160,26,0.9240266511548685,0.8870155379100844
AB_N30,9,160,31,0.9189519729496356,0.8994949365909324
AB_N30,9,160,36,0.9153281653987481,0.8870155378501183
AB_N30,9,160,41,0.9101698982609283,0.8858354945751653
AB_N30,9,160,46,0.9199382062047654,0.8870155378501183
AB_N30,9,160,51,0.9234199325616224,0.9262096826260492
AB_N30,9,160,56,0.9213700378917158,0.8870155378501183
AB_N30,9,160,61,0.9300575561694846,0.9262096826260491
AB_N30,9,160,66,0.9134637065755231,0.8870155378501183
AB_N30,9,160,71,0.924212303349188,0.9262096825945868
AB_N30,9,160,76,0.9221693602505813,0.8870155379100843
AB_N30,9,160,81,0.925060812366959,0.9262096826260492
AB_N30,9,160,86,0.9226281390736578,0.8870155378501183
AB_N30,9,160,91,0.9265294140218466,0.9262096826260492
AB_N30,9,160,96,0.9182076721156989,0.8870155378307757
AB_N30,9,160,101,0.925365874344849,0.9262096825945868
AB_N30,9,160,106,0.9246108027491263,0.8870155378501183
AB_N30,9,160,111,0.9169588675265532,0.8994949365850613
AB_N30,9,160,116,0.9170649270377896,0.8870155378501183
AB_N30,9,160,121,0.9191692125029607,0.9262096825945868
AB_N30,9,160,126,0.9210070119142374,0.8870155379100843
AB_N30,9,160,131,0.915349629570935,0.8955068739847085
AB_N30,9,160,136,0.919967865204669,0.8870155379104931
AB_N30,9,160,141,0.9168172806852792,0.8801154786101751
AB_N30,9,160,146,0.9249698513799809,0.8870155379100843
AB_N30,9,160,151,0.9212733820997048,0.8994949366
AB_N30,9,160,156,0.9241307566111507,0.8870155379237614
AB_N30,9,160,160,0.921862694281672,0.8870155379100841
Penrose_N24,0,5,1,0.9834850563061198,0.9512124145715253
Penrose_N24,0,5,5,0.9874637299072169,0.9759111273908572
Penrose_N24,0,10,1,0.983736338667569,0.9538501224936036
Penrose_N24,0,10,6,0.9873353915508982,0.9649436732006356
Penrose_N24,0,10,10,0.9978633845851207,0.9649436732006356
Penrose_N24,0,20,1,1.0009462820400465,0.98420717644392
Penrose_N24,0,20,6,0.9939841537991863,0.9649436731935165
Penrose_N24,0,20,11,0.989474193063299,0.9759111274887515
Penrose_N24,0,20,16,0.9899061244828751,0.9649436731935166
Penrose_N24,0,20,20,1.0027397615187874,0.9649436732286069
Penrose_N24,0,40,1,0.995486662664305,0.9759111274870326
Penrose_N24,0,40,6,0.9813087822507137,0.9538501226054643
Penrose_N24,0,40,11,0.9991978823338664,0.9759111275011363
Penrose_N24,0,40,16,0.984997848685148,0.9597219883878902
Penrose_N24,0,40,21,0.9973842635111098,0.9759111275011362
Penrose_N24,0,40,26,0.9925157683132767,0.9649436732006356
Penrose_N24,0,40,31,1.0018936015320097,0.9759111275094574
Penrose_N24,0,40,36,1.0028521164421134,0.9649436732286069
Penrose_N24,0,40,40,0.9921911371094946,0.9649436732011406
Penrose_N24,0,80,1,0.9958611695747605,0.9759111275059831
Penrose_N24,0,80,6,0.9890191493492233,0.964943673177572
Penrose_N24,0,80,11,1.0006588663379128,0.9908679951159028
Penrose_N24,0,80,16,0.9946181381617231,0.9649436732286069
Penrose_N24,0,80,21,0.9918611121311435,0.9759111274694964
Penrose_N24,0,80,26,0.9995378049423398,0.9649436732286069
Penrose_N24,0,80,31,1.005821672817039,0.9759111275451224
Penrose_N24,0,80,36,0.9911669386342769,0.9649436731616277
Penrose_N24,0,80,41,0.986114720763619,0.9759111274694963
Penrose_N24,0,80,46,1.000344475028741,0.9649436732006356
Penrose_N24,0,80,51,0.991374907883006,0.9759111275011361
Penrose_N24,0,80,56,0.9938862043727958,0.9649436732011407
Penrose_N24,0,80,61,0.9856220820876053,0.975911127481683
Penrose_N24,0,80,66,0.9934287779478563,0.9649436732006356
Penrose_N24,0,80,71,0.9939513072672344,0.9759111274904704
Penrose_N24,0,80,76,0.996083304123215,0.9649436732011407
Penrose_N24,0,80,80,0.9890398191039194,0.9649436732006356
Penrose_N24,0,160,1,0.985430609228128,0.9759111274694963
Penrose_N24,0,160,6,1.001232109007013,0.9649436732286069
Penrose_N24,0,160,11,0.9881086158113529,0.9759111274153824
Penrose_N24,0,160,16,0.9978982188136757,0.9649436732006356
Penrose_N24,0,160,21,0.9980949659984449,0.9759111275011362
Penrose_N24,0,160,26,0.9916027401899293,0.9649436732011406
Penrose_N24,0,160,31,0.9873069783783496,0.9759111274531003
Penrose_N24,0,160,36,0.9890766394930988,0.9623328308131645
Penrose_N24,0,160,41,0.9893671550370338,0.9759111274870326
Penrose_N24,0,160,46,0.9955545051039099,0.9649436732011406
Penrose_N24,0,160,51,0.9979057106497375,0.9759111274904704
Penrose_N24,0,160,56,0.9974722641354968,0.9649436732011407
Penrose_N24,0,160,61,1.006074292008508,0.9759111275351566
Penrose_N24,0,160,66,1.0039248906059146,0.9649436732155205
Penrose_N24,0,160,71,0.9936714762358191,0.9759111274870326
Penrose_N24,0,160,76,0.9982104710236958,0.9649436732006356
Penrose_N24,0,160,81,0.9872972758950292,0.9759111274694963
Penrose_N24,0,160,86,1.004839829371879,0.9649436732286069
Penrose_N24,0,160,91,0.9836587408818377,0.9741289256412866
Penrose_N24,0,160,96,0.9981217606663442,0.9649436732286069
Penrose_N24,0,160,101,0.9822859077306486,0.9759111274139608
Penrose_N24,0,160,106,0.9922804882494143,0.9649436732006356
Penrose_N24,0,160,111,0.993158049860594,0.9759111274870326
Penrose_N24,0,160,116,1.0042449054497709,0.9649436732820298
Penrose_N24,0,160,121,0.9814322658048117,0.9759111274531002
Penrose_N24,0,160,126,1.0000261491011642,0.964943673228607
Penrose_N24,0,160,131,0.9929288541654336,0.9759111274904704
Penrose_N24,0,160,136,0.9842985219562175,0.955476674839773
Penrose_N24,0,160,141,0.9890149014141325,0.9759111274870326
Penrose_N24,0,160,146,0.9886743056823383,0.9538501225751294
Penrose_N24,0,160,151,0.9928036735589753,0.9759111274870326
Penrose_N24,0,160,156,0.9923833731133478,0.9649436732011407
Penrose_N24,0,160,160,0.999575873444389,0.9649436732314288
Penrose_N24,1,5,1,0.9784761963705989,0.9512124145595291
Penrose_N24,1,5,5,0.9808680101985985,0.958411225668101
Penrose_N24,1,10,1,0.9947114452897636,0.975911127481683
Penrose_N24,1,10,6,0.9845131816765273,0.9649436731469825
Penrose_N24,1,10,10,0.987248676051206,0.9649436731469825
Penrose_N24,1,20,1,0.9667927829786999,0.9512124145110742
Penrose_N24,1,20,6,0.9952636841924472,0.9649436732083306
Penrose_N24,1,20,11,0.9832925369111841,0.9512124145636061
Penrose_N24,1,20,16,0.9980554746422605,0.9649436732011407
Penrose_N24,1,20,20,0.9972323842189813,0.9649436732011407
Penrose_N24,1,40,1,0.9923493057036483,0.9759111275011361
Penrose_N24,1,40,6,0.9855307325545355,0.9554766748669163
Penrose_N24,1,40,11,0.9797133900838911,0.9538501225936955
Penrose_N24,1,40,16,0.9846153782244099,0.9554766748686305
Penrose_N24,1,40,21,0.9816341763529379,0.953850122508274
Penrose_N24,1,40,26,0.9817157367901039,0.9538501225724512
Penrose_N24,1,40,31,0.975257670747958,0.9512124145014018
Penrose_N24,1,40,36,0.9949687266239895,0.9649436732011407
Penrose_N24,1,40,40,0.9875082064557628,0.9649436731935165
Penrose_N24,1,80,1,0.9989797081892527,0.9759111274870326
Penrose_N24,1,80,6,0.9807099740858557,0.9623328307782835
Penrose_N24,1,80,11,0.9942681303549896,0.9759111274870326
Penrose_N24,1,80,16,0.9902190911751463,0.9554766749492661
Penrose_N24,1,80,21,0.9955209410708005,0.9759111275059831
Penrose_N24,1,80,26,0.9871573532890959,0.955476674918612
Penrose_N24,1,80,31,0.9842474607787919,0.9538501224598531
Penrose_N24,1,80,36,0.9824334279277714,0.9649436731543051
Penrose_N24,1,80,41,0.9959141118874486,0.9759111275011362
Penrose_N24,1,80,46,0.9929279511571801,0.9649436732006356
Penrose_N24,1,80,51,0.9914880571243393,0.9759111274694964
Penrose_N24,1,80,56,0.9939418083131686,0.9649436732011406
Penrose_N24,1,80,61,0.9888821494312339,0.9759111274129825
Penrose_N24,1,80,66,0.9918870696113062,0.9649436732006356
Penrose_N24,1,80,71,0.9926396364998135,0.9759111274870326
Penrose_N24,1,80,76,0.9928457939560521,0.9649436732155205
Penrose_N24,1,80,80,0.989841133262264,0.9649436732011407
Penrose_N24,1,160,1,0.9872225253708493,0.9759111274694963
Penrose_N24,1,160,6,0.982220826947386,0.9538501225751294
Penrose_N24,1,160,11,0.9890748014153953,0.9759111274870326
Penrose_N24,1,160,16,0.9948548178820038,0.9649436732006356
Penrose_N24,1,160,21,0.9899366765449708,0.9759111274694964
Penrose_N24,1,160,26,0.9779883910913626,0.955476674918612
Penrose_N24,1,160,31,0.9921087463922937,0.9759111274694964
Penrose_N24,1,160,36,0.9846927296111418,0.9649436731935166
Penrose_N24,1,160,41,0.9789202909282984,0.953850122545118
Penrose_N24,1,160,46,0.9897397718319338,0.9649436732006356
Penrose_N24,1,160,51,0.9743169524838091,0.9538501224936035
Penrose_N24,1,160,56,0.9912730814162176,0.9649436731935166
Penrose_N24,1,160,61,0.9845241781560702,0.951212414569173
Penrose_N24,1,160,66,0.9895096862299518,0.9649436732006356
Penrose_N24,1,160,71,0.9842843449782427,0.9678165578989566
Penrose_N24,1,160,76,0.9941783276058781,0.9649436732011407
Penrose_N24,1,160,81,0.9875797857346003,0.975911127481683
Penrose_N24,1,160,86,0.9821837620011556,0.9649436731935165
Penrose_N24,1,160,91,0.9842765544022559,0.9741289256274956
Penrose_N24,1,160,96,0.9986594857935696,0.9649436732286069
Penrose_N24,1,160,101,0.9887565790055293,0.975911127481683
Penrose_N24,1,160,106,0.992245537635596,0.9649436732011406
Penrose_N24,1,160,111,0.9788121891047795,0.9538501224826657
Penrose_N24,1,160,116,0.9930175763882071,0.9649436732006356
Penrose_N24,1,160,121,0.9875835549810814,0.9538501225667633
Penrose_N24,1,160,126,0.9771580011344642,0.955476674918612
Penrose_N24,1,160,131,0.9908825558126811,0.9759111274694963
Penrose_N24,1,160,136,0.9840956786398845,0.9649436731935165
Penrose_N24,1,160,141,0.9862724056811432,0.9759111274139608
Penrose_N24,1,160,146,0.9916246327696067,0.9649436731935165
Penrose_N24,1,160,151,0.9831888709599279,0.9759111274612983
Penrose_N24,1,160,156,0.9880336165252127,0.9554766749492661
Penrose_N24,1,160,160,0.9894059151047044,0.9649436731616278
Penrose_N24,2,5,1,0.9967403041499765,0.9759111274887515
Penrose_N24,2,5,5,0.9901450045095543,0.9759111274694964
Penrose_N24,2,10,1,0.9849492098805115,0.9759111274870326
Penrose_N24,2,10,6,0.9912240583470968,0.9649436732006356
Penrose_N24,2,10,10,0.9860794848119785,0.9649436732011406
Penrose_N24,2,20,1,0.9839633822723044,0.9759111274958032
Penrose_N24,2,20,6,0.9954835097635685,0.9649436732011407
Penrose_N24,2,20,11,0.9958838981682565,0.9759111275011361
Penrose_N24,2,20,16,0.9878129578216849,0.9649436732008881
Penrose_N24,2,20,20,0.982805173349314,0.9649436732006356
Penrose_N24,2,40,1,0.9958606754791745,0.9759111275223071
Penrose_N24,2,40,6,0.9786496972416279,0.955476674917397
Penrose_N24,2,40,11,0.9888653533282732,0.953850122545118
Penrose_N24,2,40,16,0.9916984012414134,0.9649436732011406
Penrose_N24,2,40,21,0.9811617146249724,0.9538501225517575
Penrose_N24,2,40,26,0.9944745985477843,0.9649436732006356
Penrose_N24,2,40,31,0.9881138246678103,0.975911127481683
Penrose_N24,2,40,36,0.9888877269895373,0.9554766749186121
Penrose_N24,2,40,40,0.9862135623182403,0.9597219883519844
Penrose_N24,2,80,1,0.9904766961340207,0.9759111274870326
Penrose_N24,2,80,6,0.9955696500522645,0.9649436732011407
Penrose_N24,2,80,11,0.9860605451846545,0.9538501224936035
Penrose_N24,2,80,16,0.9958657781085316,0.9649436732011407
Penrose_N24,2,80,21,0.9886659316352662,0.9538501225583971
Penrose_N24,2,80,26,0.9886987719526374,0.9649436732006356
Penrose_N24,2,80,31,0.9822055320332789,0.9584112257109176
Penrose_N24,2,80,36,0.9893629636357711,0.9649436731935165
Penrose_N24,2,80,41,0.9904567133351911,0.975911127481683
Penrose_N24,2,80,46,0.9840374273119683,0.9649436732006356
Penrose_N24,2,80,51,0.9810535274851704,0.9759111274139608
Penrose_N24,2,80,56,0.9890887424025061,0.9649436731935166
Penrose_N24,2,80,61,0.9884546185188098,0.9759111274153824
Penrose_N24,2,80,66,0.9977840624117779,0.9649436732006356
Penrose_N24,2,80,71,0.9915497739204219,0.9759111274694963
Penrose_N24,2,80,76,0.9861781371662595,0.9649436731469506
Penrose_N24,2,80,80,0.994854410028665,0.9649436732011407
Penrose_N24,2,160,1,0.9958872523370428,0.9759111274870326
Penrose_N24,2,160,6,0.9811606122754197,0.9538501225751294
Penrose_N24,2,160,11,0.9977239180287027,0.9759111274904704
Penrose_N24,2,160,16,0.9864968171009987,0.955476674917397
Penrose_N24,2,160,21,0.9916926850226526,0.9759111274870326
Penrose_N24,2,160,26,0.9878895535172038,0.9554766749186121
Penrose_N24,2,160,31,1.0023739480696015,0.9759111275059832
Penrose_N24,2,160,36,0.9914244511149741,0.9649436732006356
Penrose_N24,2,160,41,0.9882366200737254,0.9759111274755896
Penrose_N24,2,160,46,0.9970719493278333,0.9649436732011407
Penrose_N24,2,160,51,0.994834941097633,0.9759111274904704
Penrose_N24,2,160,56,0.9897928598102886,0.9649436732006356
Penrose_N24,2,160,61,0.9858214875965156,0.9759111274694963
Penrose_N24,2,160,66,0.9978221321001877,0.9649436732286069
Penrose_N24,2,160,71,0.9899873900535203,0.975911127481683
Penrose_N24,2,160,76,0.9898127899253181,0.9649436731970761
Penrose_N24,2,160,81,0.9896787838339165,0.9759111274904704
Penrose_N24,2,160,86,1.0001349262106873,0.9649436732286069
Penrose_N24,2,160,91,0.9905261479696359,0.9759111274694964
Penrose_N24,2,160,96,0.9956150000020442,0.9649436732006356
Penrose_N24,2,160,101,0.9864536910361809,0.9538501225290998
Penrose_N24,2,160,106,0.990715791412917,0.9649436732006356
Penrose_N24,2,160,111,0.9877190529440893,0.9723467237379511
Penrose_N24,2,160,116,0.9815250107912412,0.964943673130046
Penrose_N24,2,160,121,0.9801180127755793,0.9759111274342412
Penrose_N24,2,160,126,0.9803092333611688,0.9554766748397728
Penrose_N24,2,160,131,0.9896347460625444,0.9759111274153824
Penrose_N24,2,160,136,0.9914370711183592,0.9649436732006356
Penrose_N24,2,160,141,0.9881654554267072,0.9660343560981985
Penrose_N24,2,160,146,0.9934375943633302,0.9649436732006356
Penrose_N24,2,160,151,0.985205537103281,0.9597219884011794
Penrose_N24,2,160,156,0.9862977947711136,0.9554766748938708
Penrose_N24,2,160,160,0.9932020166456322,0.9649436732006356
Penrose_N24,3,5,1,0.9856052562991124,0.9759111274694963
Penrose_N24,3,5,5,0.9981090209396325,0.9759111275451224
Penrose_N24,3,10,1,0.9858461744699718,0.9759111274694962
Penrose_N24,3,10,6,0.9884480655162744,0.9649436732011406
Penrose_N24,3,10,10,0.9866101559500372,0.9649436731543051
Penrose_N24,3,20,1,0.9993682052090557,0.9759111275011362
Penrose_N24,3,20,6,0.9969795883635189,0.9649436732011407
Penrose_N24,3,20,11,0.9881728742681138,0.9759111274904703
Penrose_N24,3,20,16,0.9872152886462915,0.9649436731935165
Penrose_N24,3,20,20,0.9959891574595342,0.9649436732011407
Penrose_N24,3,40,1,1.0013860633633476,0.9759111275059831
Penrose_N24,3,40,6,0.9901394845987656,0.9575993316433955
Penrose_N24,3,40,11,0.9953804187691582,0.9759111275011361
Penrose_N24,3,40,16,0.9826137822996031,0.9538501225751294
Penrose_N24,3,40,21,0.9965782842096738,0.9759111274904703
Penrose_N24,3,40,26,0.9971835736753554,0.9649436732011407
Penrose_N24,3,40,31,0.9850812952603896,0.9759111274694963
Penrose_N24,3,40,36,0.9966714730456689,0.9649436732006356
Penrose_N24,3,40,40,1.0068825618335269,0.9649436732314288
Penrose_N24,3,80,1,0.9996436556188973,0.990867995149868
Penrose_N24,3,80,6,0.9919200142667655,0.9649436732006356
Penrose_N24,3,80,11,0.9880441978807979,0.9759111274904703
Penrose_N24,3,80,16,0.9935619188804241,0.9649436732011406
