substrate,seed,linger_n,linger_step,mean_residue,median_residue
AB_N30,3,80,71,0.9216704837204477,0.9262096826260491
AB_N30,3,80,76,0.9242580365545993,0.8870155378501183
AB_N30,3,80,80,0.9249391648495415,0.8870155378501183
AB_N30,3,160,1,0.9305756182606517,0.9262096826260492
AB_N30,3,160,6,0.9140062441596505,0.8870155378501183
AB_N30,3,160,11,0.9303058649394504,0.9262096826260492
AB_N30,3,160,16,0.9189088910327391,0.8870155378501183
AB_N30,3,160,21,0.9323077936285061,0.9262096826260492
AB_N30,3,160,26,0.9118743157483845,0.8870155378501183
AB_N30,3,160,31,0.92055993935184,0.9022937114878234
AB_N30,3,160,36,0.9174198764089809,0.8870155378501183
AB_N30,3,160,41,0.9321011959639866,0.9262096826260492
AB_N30,3,160,46,0.9160030686596771,0.8870155379104931
AB_N30,3,160,51,0.9210193532209101,0.9262096826260492
AB_N30,3,160,56,0.925762126108181,0.8870155379237616
AB_N30,3,160,61,0.9236636748909972,0.926209682610318
AB_N30,3,160,66,0.9206394257381335,0.8870155379100843
AB_N30,3,160,71,0.9152992241566129,0.8994949366070943
AB_N30,3,160,76,0.9314586785141787,0.8870155379104931
AB_N30,3,160,81,0.9220574224449373,0.8994949366070943
AB_N30,3,160,86,0.9336313425044899,0.8966830583094745
AB_N30,3,160,91,0.9146802022347205,0.8801154786101751
AB_N30,3,160,96,0.9190955114655338,0.8870155378501183
AB_N30,3,160,101,0.9251329389412752,0.9262096826260492
AB_N30,3,160,106,0.9247602720950625,0.8870155379237616
AB_N30,3,160,111,0.908553295353937,0.8858354945751654
AB_N30,3,160,116,0.9232597153906842,0.8870155379104931
AB_N30,3,160,121,0.9187224448398938,0.8994949366645555
AB_N30,3,160,126,0.9130709798652268,0.8870155379104931
AB_N30,3,160,131,0.9210805949390602,0.8994949365793554
AB_N30,3,160,136,0.9231039403553055,0.8870155379104931
AB_N30,3,160,141,0.9136697999609223,0.8801154786101751
AB_N30,3,160,146,0.919968184307437,0.8870155378501183
AB_N30,3,160,151,0.9374321797355395,0.9262096826260493
AB_N30,3,160,156,0.9236112003428621,0.8870155379171273
AB_N30,3,160,160,0.9155167968915808,0.8870155378501183
AB_N30,4,5,1,0.9225306578913365,0.9262096826393083
AB_N30,4,5,5,0.928949045242433,0.9262096826393083
AB_N30,4,10,1,0.9161510847548747,0.8994949365718581
AB_N30,4,10,6,0.9120424344822317,0.8870155378307757
AB_N30,4,10,10,0.918549297529536,0.8870155378501183
AB_N30,4,20,1,0.9188195668379121,0.8994949366035472
AB_N30,4,20,6,0.9188199104767154,0.8870155378501183
AB_N30,4,20,11,0.9177747984141843,0.8994949366035472
AB_N30,4,20,16,0.9204427055632497,0.8870155379100843
AB_N30,4,20,20,0.9260098953080683,0.8870155379104931
AB_N30,4,40,1,0.9220892861656815,0.9262096826260492
AB_N30,4,40,6,0.91794785689535,0.8870155378501183
AB_N30,4,40,11,0.9169232702960965,0.8994949365818646
AB_N30,4,40,16,0.9269578018585777,0.8870155379237614
AB_N30,4,40,21,0.9122920501774789,0.8801154786101751
AB_N30,4,40,26,0.925711515482211,0.8870155379100843
AB_N30,4,40,31,0.9166930163643409,0.8994949365668695
AB_N30,4,40,36,0.9185210828801245,0.8870155378501183
AB_N30,4,40,40,0.9183786216020244,0.8870155379100843
AB_N30,4,80,1,0.9272131933171922,0.9262096826260492
AB_N30,4,80,6,0.9116861201884411,0.8870155378501183
AB_N30,4,80,11,0.9167634788796531,0.9262096825945868
AB_N30,4,80,16,0.9185341536407403,0.8870155378501183
AB_N30,4,80,21,0.9264129190168157,0.8994949366525754
AB_N30,4,80,26,0.9258048359311964,0.8870155379104931
AB_N30,4,80,31,0.9146674716888088,0.8801154786101751
AB_N30,4,80,36,0.9169576763523885,0.8870155378501183
AB_N30,4,80,41,0.9184740065559196,0.9262096826260492
AB_N30,4,80,46,0.9163298474185351,0.8870155378501183
AB_N30,4,80,51,0.9300681994065526,0.9262096826393083
AB_N30,4,80,56,0.921939499242595,0.8870155378501183
AB_N30,4,80,61,0.919698744125326,0.9262096826260492
AB_N30,4,80,66,0.9183011965486805,0.8870155378501183
AB_N30,4,80,71,0.9185663508090943,0.9262096826260492
AB_N30,4,80,76,0.9172483019732462,0.8870155378801012
AB_N30,4,80,80,0.9164560698346129,0.8870155378501183
AB_N30,4,160,1,0.9147353399917018,0.9262096825945868
AB_N30,4,160,6,0.9292590096625436,0.8966830583827281
AB_N30,4,160,11,0.9145940955940481,0.9262096825945868
AB_N30,4,160,16,0.9186185569992166,0.8870155378501183
AB_N30,4,160,21,0.9081314020498296,0.8858354944707401
AB_N30,4,160,26,0.9133275861220278,0.8870155379104931
AB_N30,4,160,31,0.9135165720219449,0.8994949365818646
AB_N30,4,160,36,0.9219295801521356,0.8870155379104931
AB_N30,4,160,41,0.9077624319093546,0.880115478610175
AB_N30,4,160,46,0.924730939174436,0.8870155379237614
AB_N30,4,160,51,0.9156071023380915,0.8915188114618036
AB_N30,4,160,56,0.9206854527180148,0.8870155379104931
AB_N30,4,160,61,0.9121267885685703,0.8801154785380763
AB_N30,4,160,66,0.918249760382402,0.8870155379104931
AB_N30,4,160,71,0.9196961952146099,0.8994949366525754
AB_N30,4,160,76,0.9204574044026558,0.8870155379104931
AB_N30,4,160,81,0.9211287411071153,0.9262096825945868
AB_N30,4,160,86,0.9296096474616717,0.8966830582903402
AB_N30,4,160,91,0.9134990511605658,0.9262096825945869
AB_N30,4,160,96,0.9225481414891492,0.8870155378501183
AB_N30,4,160,101,0.9203445023237702,0.9262096825945867
AB_N30,4,160,106,0.9237112836068034,0.8870155379100843
AB_N30,4,160,111,0.9043380285007464,0.8801154786046341
AB_N30,4,160,116,0.9227193908469082,0.8870155379104931
AB_N30,4,160,121,0.9079391878367365,0.8801154786101751
AB_N30,4,160,126,0.921866061778489,0.8870155378501183
AB_N30,4,160,131,0.9204149706277385,0.9262096826260491
AB_N30,4,160,136,0.9187814277796872,0.8870155378501183
AB_N30,4,160,141,0.9213604565974077,0.8994949366645555
AB_N30,4,160,146,0.9173261203290877,0.8870155378501183
AB_N30,4,160,151,0.9158315511070066,0.8994949366
AB_N30,4,160,156,0.9241891695699729,0.8870155378501183
AB_N30,4,160,160,0.911011299331697,0.8870155378247013
AB_N30,5,5,1,0.9137635243753308,0.9128523096295711
AB_N30,5,5,5,0.9121308843724939,0.9262096825945868
AB_N30,5,10,1,0.9131165390666821,0.8801154786101751
AB_N30,5,10,6,0.9275717416283294,0.8870155379104931
AB_N30,5,10,10,0.9164194371386518,0.8870155379100841
AB_N30,5,20,1,0.9292488434171542,0.9262096826260492
AB_N30,5,20,6,0.9240564340715101,0.8870155378501183
AB_N30,5,20,11,0.9273432716617456,0.9262096826393083
AB_N30,5,20,16,0.9166787799255693,0.8870155378501183
AB_N30,5,20,20,0.9188035328011455,0.8870155378501183
AB_N30,5,40,1,0.9235469758480668,0.9262096826260492
AB_N30,5,40,6,0.9153504512907316,0.8870155378501183
AB_N30,5,40,11,0.9222242752658072,0.9262096825945869
AB_N30,5,40,16,0.931303197663296,0.8918492981070509
AB_N30,5,40,21,0.9236945907534672,0.9262096825945868
AB_N30,5,40,26,0.9251783803626203,0.8870155379104931
AB_N30,5,40,31,0.9128899677138165,0.8801154786046342
AB_N30,5,40,36,0.9274343315368857,0.8870155379237616
AB_N30,5,40,40,0.9185673370741412,0.8870155379104931
AB_N30,5,80,1,0.9263383860942644,0.9262096826260492
AB_N30,5,80,6,0.9188442014527298,0.8870155378501183
AB_N30,5,80,11,0.9220665705126301,0.8994949366070943
AB_N30,5,80,16,0.9322453643846671,0.8966830582903402
AB_N30,5,80,21,0.9147736884891183,0.880115478610175
AB_N30,5,80,26,0.9199572987778664,0.8870155378501183
AB_N30,5,80,31,0.9269846306879698,0.9262096826260492
AB_N30,5,80,36,0.916825042708989,0.8870155379100841
AB_N30,5,80,41,0.924793479422741,0.9262096826260492
AB_N30,5,80,46,0.9162849080129228,0.8870155378501183
AB_N30,5,80,51,0.9203574026132992,0.8994949366628001
AB_N30,5,80,56,0.9099266605981454,0.8870155378501183
AB_N30,5,80,61,0.925883560745883,0.9262096826260492
AB_N30,5,80,66,0.9199772921304593,0.8870155378501183
AB_N30,5,80,71,0.9221524627138408,0.9262096825945869
AB_N30,5,80,76,0.9222324791320407,0.8870155378501183
AB_N30,5,80,80,0.9189117129962621,0.8870155378501183
AB_N30,5,160,1,0.9290758265516451,0.9262096826260493
AB_N30,5,160,6,0.920700309546341,0.8870155378501183
AB_N30,5,160,11,0.9124238076843371,0.9117215731759036
AB_N30,5,160,16,0.9194195554449339,0.8870155378501183
AB_N30,5,160,21,0.9185682746994147,0.9262096826260492
AB_N30,5,160,26,0.927471687719554,0.8870155379100844
AB_N30,5,160,31,0.925583155101553,0.9262096826260492
AB_N30,5,160,36,0.9171221635756632,0.8870155378501183
AB_N30,5,160,41,0.9246621988527546,0.9262096826393083
AB_N30,5,160,46,0.9313619740016075,0.8870155379104931
AB_N30,5,160,51,0.9178695055853681,0.9262096826260492
AB_N30,5,160,56,0.9275315078909585,0.8870155378801012
AB_N30,5,160,61,0.9212035705854225,0.9262096826260492
AB_N30,5,160,66,0.9318840111868978,0.8966830582903402
AB_N30,5,160,71,0.9182417667025476,0.899494936522896
AB_N30,5,160,76,0.9202207664515422,0.8870155379100841
AB_N30,5,160,81,0.9205694059759834,0.9262096826260491
AB_N30,5,160,86,0.9273356085040386,0.8870155379100843
AB_N30,5,160,91,0.9269037375205437,0.9262096826260492
AB_N30,5,160,96,0.9170673528816736,0.8870155378501183
AB_N30,5,160,101,0.9271525154404607,0.9262096826260491
AB_N30,5,160,106,0.9204913871964719,0.8870155379104931
AB_N30,5,160,111,0.9280683166477327,0.9156510844421448
AB_N30,5,160,116,0.9185590726691873,0.8870155378501183
AB_N30,5,160,121,0.9292015765555681,0.9262096826260493
AB_N30,5,160,126,0.9171381834170726,0.887015537910493
AB_N30,5,160,131,0.9259037862859586,0.9262096826260492
AB_N30,5,160,136,0.9171567684511401,0.8870155378501183
AB_N30,5,160,141,0.9277835992876324,0.9262096826260492
AB_N30,5,160,146,0.9190774763803286,0.8870155378501183
AB_N30,5,160,151,0.9290486963205782,0.9262096826260492
AB_N30,5,160,156,0.9199557885537457,0.8870155379100843
AB_N30,5,160,160,0.9214333233680502,0.8966830582903401
AB_N30,6,5,1,0.9144593538840032,0.8801154786101751
AB_N30,6,5,5,0.9096047659592059,0.8801154785380763
AB_N30,6,10,1,0.9063328823449832,0.8801154785380763
AB_N30,6,10,6,0.9202359297989937,0.8870155378501183
AB_N30,6,10,10,0.910836169336598,0.8870155378501183
AB_N30,6,20,1,0.9219724730127593,0.9262096826260492
AB_N30,6,20,6,0.9221229632109196,0.8870155379100843
AB_N30,6,20,11,0.9209059631133412,0.9262096826260492
AB_N30,6,20,16,0.9216191812221859,0.8870155379104931
AB_N30,6,20,20,0.9169035031793412,0.8870155379100843
AB_N30,6,40,1,0.9235557508486807,0.9262096825945868
AB_N30,6,40,6,0.9323272240742221,0.8870155379237616
AB_N30,6,40,11,0.916358755543864,0.8801154786101751
AB_N30,6,40,16,0.9279851429360039,0.8966830582903401
AB_N30,6,40,21,0.9116079530793577,0.8994949365668696
AB_N30,6,40,26,0.919409663871078,0.8870155378501184
AB_N30,6,40,31,0.9189377578530579,0.8858354945751653
AB_N30,6,40,36,0.9175434655677566,0.8870155378501183
AB_N30,6,40,40,0.915375373260168,0.8870155378501183
AB_N30,6,80,1,0.9132757118192262,0.8994949366628
AB_N30,6,80,6,0.9157356141472461,0.8870155378501183
AB_N30,6,80,11,0.9173489242403906,0.8994949366070943
AB_N30,6,80,16,0.920411736386557,0.8870155379104931
AB_N30,6,80,21,0.9189556622115944,0.9262096825945868
AB_N30,6,80,26,0.9240137496695218,0.8870155379100843
AB_N30,6,80,31,0.9050042822240303,0.8801154786046342
AB_N30,6,80,36,0.9268967870020286,0.8870155379104931
AB_N30,6,80,41,0.9211506697650049,0.8994949366
AB_N30,6,80,46,0.9219416863610299,0.8870155379104931
AB_N30,6,80,51,0.9115799726034435,0.8801154786101751
AB_N30,6,80,56,0.9165137779857785,0.8870155378501183
AB_N30,6,80,61,0.9057208784880953,0.8801154785380763
AB_N30,6,80,66,0.9283665314690493,0.8870155379237616
AB_N30,6,80,71,0.9133909004318721,0.8858354944780744
AB_N30,6,80,76,0.9246028333595608,0.8870155379104931
AB_N30,6,80,80,0.9315724605432222,0.8870155379237616
AB_N30,6,160,1,0.9181740065431202,0.8994949366645555
AB_N30,6,160,6,0.9166941591745337,0.8870155378501183
AB_N30,6,160,11,0.9151084516410812,0.8994949366525753
AB_N30,6,160,16,0.9192518725830254,0.8870155378501183
AB_N30,6,160,21,0.9142844960768347,0.8994949366610447
AB_N30,6,160,26,0.92483637839238,0.8870155379104931
AB_N30,6,160,31,0.9158453312230153,0.8994949365668696
AB_N30,6,160,36,0.9120270616563743,0.8870155378501183
AB_N30,6,160,41,0.9072365338543968,0.8994949365668694
AB_N30,6,160,46,0.9108402896286775,0.8870155378247013
AB_N30,6,160,51,0.9271390845585266,0.9262096826260492
AB_N30,6,160,56,0.9198130447745427,0.8870155378801012
AB_N30,6,160,61,0.9130293838568534,0.8994949365882579
AB_N30,6,160,66,0.9156914728323132,0.8870155378501183
AB_N30,6,160,71,0.9204434011868863,0.8994949366
AB_N30,6,160,76,0.9162655634233821,0.8870155378501183
AB_N30,6,160,81,0.9098274837340309,0.8801154786046341
