arm,patch,pair,seed,replicate,budget,start,S_local_null
regular,0,2,6,2,100,orig,7.00000
regular,0,2,6,2,300,orig,7.00000
regular,0,2,6,2,1000,orig,5.00000
regular,0,2,6,2,100,distant,0.00000
regular,0,2,6,2,300,distant,0.00000
regular,0,2,6,2,1000,distant,2.00000
regular,0,2,6,3,100,orig,3.00000
regular,0,2,6,3,300,orig,4.00000
regular,0,2,6,3,1000,orig,4.00000
regular,0,2,6,3,100,distant,0.00000
regular,0,2,6,3,300,distant,12.00000
regular,0,2,6,3,1000,distant,4.00000
regular,0,2,6,4,100,orig,-2.00000
regular,0,2,6,4,300,orig,-1.00000
regular,0,2,6,4,1000,orig,4.00000
regular,0,2,6,4,100,distant,-2.00000
regular,0,2,6,4,300,distant,-1.00000
regular,0,2,6,4,1000,distant,4.00000
regular,0,2,7,0,100,orig,-1.00000
regular,0,2,7,0,300,orig,49.00000
regular,0,2,7,0,1000,orig,53.00000
regular,0,2,7,0,100,distant,15.00000
regular,0,2,7,0,300,distant,29.00000
regular,0,2,7,0,1000,distant,53.00000
regular,0,2,7,1,100,orig,0.00000
regular,0,2,7,1,300,orig,-1.00000
regular,0,2,7,1,1000,orig,53.00000
regular,0,2,7,1,100,distant,17.00000
regular,0,2,7,1,300,distant,16.00000
regular,0,2,7,1,1000,distant,53.00000
regular,0,2,7,2,100,orig,46.00000
regular,0,2,7,2,300,orig,51.00000
regular,0,2,7,2,1000,orig,54.00000
regular,0,2,7,2,100,distant,45.00000
regular,0,2,7,2,300,distant,50.00000
regular,0,2,7,2,1000,distant,54.00000
regular,0,2,7,3,100,orig,15.00000
regular,0,2,7,3,300,orig,40.00000
regular,0,2,7,3,1000,orig,54.00000
regular,0,2,7,3,100,distant,37.00000
regular,0,2,7,3,300,distant,41.00000
regular,0,2,7,3,1000,distant,54.00000
regular,0,2,7,4,100,orig,49.00000
regular,0,2,7,4,300,orig,52.00000
regular,0,2,7,4,1000,orig,54.00000
regular,0,2,7,4,100,distant,13.00000
regular,0,2,7,4,300,distant,12.00000
regular,0,2,7,4,1000,distant,54.00000
regular,0,2,8,0,100,orig,36.00000
regular,0,2,8,0,300,orig,37.00000
regular,0,2,8,0,1000,orig,29.00000
regular,0,2,8,0,100,distant,14.00000
regular,0,2,8,0,300,distant,32.00000
regular,0,2,8,0,1000,distant,29.00000
regular,0,2,8,1,100,orig,28.00000
regular,0,2,8,1,300,orig,33.00000
regular,0,2,8,1,1000,orig,32.00000
regular,0,2,8,1,100,distant,4.00000
regular,0,2,8,1,300,distant,20.00000
regular,0,2,8,1,1000,distant,32.00000
regular,0,2,8,2,100,orig,6.00000
regular,0,2,8,2,300,orig,30.00000
regular,0,2,8,2,1000,orig,31.00000
regular,0,2,8,2,100,distant,19.00000
regular,0,2,8,2,300,distant,43.00000
regular,0,2,8,2,1000,distant,42.00000
regular,0,2,8,3,100,orig,-11.00000
regular,0,2,8,3,300,orig,27.00000
regular,0,2,8,3,1000,orig,29.00000
regular,0,2,8,3,100,distant,0.00000
regular,0,2,8,3,300,distant,0.00000
regular,0,2,8,3,1000,distant,32.00000
regular,0,2,8,4,100,orig,8.00000
regular,0,2,8,4,300,orig,8.00000
regular,0,2,8,4,1000,orig,29.00000
regular,0,2,8,4,100,distant,14.00000
regular,0,2,8,4,300,distant,41.00000
regular,0,2,8,4,1000,distant,34.00000
regular,0,2,9,0,100,orig,-18.00000
regular,0,2,9,0,300,orig,-25.00000
regular,0,2,9,0,1000,orig,-25.00000
regular,0,2,9,0,100,distant,-8.00000
regular,0,2,9,0,300,distant,-12.00000
regular,0,2,9,0,1000,distant,-21.00000
regular,0,2,9,1,100,orig,0.00000
regular,0,2,9,1,300,orig,-24.00000
regular,0,2,9,1,1000,orig,-27.00000
regular,0,2,9,1,100,distant,6.00000
regular,0,2,9,1,300,distant,-24.00000
regular,0,2,9,1,1000,distant,-27.00000
regular,0,2,9,2,100,orig,-29.00000
regular,0,2,9,2,300,orig,-29.00000
regular,0,2,9,2,1000,orig,-27.00000
regular,0,2,9,2,100,distant,-8.00000
regular,0,2,9,2,300,distant,-28.00000
regular,0,2,9,2,1000,distant,-27.00000
regular,0,2,9,3,100,orig,-6.00000
regular,0,2,9,3,300,orig,-6.00000
regular,0,2,9,3,1000,orig,-27.00000
regular,0,2,9,3,100,distant,-6.00000
regular,0,2,9,3,300,distant,-6.00000
regular,0,2,9,3,1000,distant,-27.00000
regular,0,2,9,4,100,orig,0.00000
regular,0,2,9,4,300,orig,-28.00000
regular,0,2,9,4,1000,orig,-27.00000
regular,0,2,9,4,100,distant,0.00000
regular,0,2,9,4,300,distant,-28.00000
regular,0,2,9,4,1000,distant,-27.00000
regular,0,2,10,0,100,orig,10.00000
regular,0,2,10,0,300,orig,32.00000
regular,0,2,10,0,1000,orig,34.00000
regular,0,2,10,0,100,distant,10.00000
regular,0,2,10,0,300,distant,32.00000
regular,0,2,10,0,1000,distant,34.00000
regular,0,2,10,1,100,orig,8.00000
regular,0,2,10,1,300,orig,27.00000
regular,0,2,10,1,1000,orig,34.00000
regular,0,2,10,1,100,distant,21.00000
regular,0,2,10,1,300,distant,34.00000
regular,0,2,10,1,1000,distant,34.00000
regular,0,2,10,2,100,orig,16.00000
regular,0,2,10,2,300,orig,28.00000
regular,0,2,10,2,1000,orig,34.00000
regular,0,2,10,2,100,distant,15.00000
regular,0,2,10,2,300,distant,28.00000
regular,0,2,10,2,1000,distant,34.00000
regular,0,2,10,3,100,orig,6.00000
regular,0,2,10,3,300,orig,7.00000
regular,0,2,10,3,1000,orig,34.00000
regular,0,2,10,3,100,distant,25.00000
regular,0,2,10,3,300,distant,25.00000
regular,0,2,10,3,1000,distant,34.00000
regular,0,2,10,4,100,orig,27.00000
regular,0,2,10,4,300,orig,29.00000
regular,0,2,10,4,1000,orig,34.00000
regular,0,2,10,4,100,distant,15.00000
regular,0,2,10,4,300,distant,29.00000
regular,0,2,10,4,1000,distant,34.00000
regular,0,2,11,0,100,orig,0.00000
regular,0,2,11,0,300,orig,2.00000
regular,0,2,11,0,1000,orig,2.00000
regular,0,2,11,0,100,distant,1.00000
regular,0,2,11,0,300,distant,3.00000
regular,0,2,11,0,1000,distant,2.00000
regular,0,2,11,1,100,orig,0.00000
regular,0,2,11,1,300,orig,1.00000
regular,0,2,11,1,1000,orig,2.00000
regular,0,2,11,1,100,distant,2.00000
regular,0,2,11,1,300,distant,2.00000
regular,0,2,11,1,1000,distant,3.00000
regular,0,2,11,2,100,orig,-1.00000
regular,0,2,11,2,300,orig,1.00000
regular,0,2,11,2,1000,orig,2.00000
regular,0,2,11,2,100,distant,0.00000
regular,0,2,11,2,300,distant,2.00000
regular,0,2,11,2,1000,distant,2.00000
regular,0,2,11,3,100,orig,-1.00000
regular,0,2,11,3,300,orig,1.00000
regular,0,2,11,3,1000,orig,1.00000
regular,0,2,11,3,100,distant,2.00000
regular,0,2,11,3,300,distant,2.00000
regular,0,2,11,3,1000,distant,3.00000
regular,0,2,11,4,100,orig,-1.00000
regular,0,2,11,4,300,orig,0.00000
regular,0,2,11,4,1000,orig,0.00000
regular,0,2,11,4,100,distant,0.00000
regular,0,2,11,4,300,distant,0.00000
regular,0,2,11,4,1000,distant,0.00000
regular,0,2,12,0,100,orig,-19.00000
regular,0,2,12,0,300,orig,-28.00000
regular,0,2,12,0,1000,orig,-30.00000
regular,0,2,12,0,100,distant,0.00000
regular,0,2,12,0,300,distant,-14.00000
regular,0,2,12,0,1000,distant,-30.00000
regular,0,2,12,1,100,orig,-8.00000
regular,0,2,12,1,300,orig,-12.00000
regular,0,2,12,1,1000,orig,-30.00000
regular,0,2,12,1,100,distant,-1.00000
regular,0,2,12,1,300,distant,-11.00000
regular,0,2,12,1,1000,distant,-30.00000
regular,0,2,12,2,100,orig,-8.00000
regular,0,2,12,2,300,orig,-29.00000
regular,0,2,12,2,1000,orig,-30.00000
regular,0,2,12,2,100,distant,0.00000
regular,0,2,12,2,300,distant,-27.00000
regular,0,2,12,2,1000,distant,-31.00000
regular,0,2,12,3,100,orig,-25.00000
regular,0,2,12,3,300,orig,-30.00000
regular,0,2,12,3,1000,orig,-30.00000
regular,0,2,12,3,100,distant,0.00000
regular,0,2,12,3,300,distant,-24.00000
regular,0,2,12,3,1000,distant,-30.00000
regular,0,2,12,4,100,orig,-9.00000
regular,0,2,12,4,300,orig,-30.00000
regular,0,2,12,4,1000,orig,-30.00000
regular,0,2,12,4,100,distant,-2.00000
regular,0,2,12,4,300,distant,-30.00000
regular,0,2,12,4,1000,distant,-30.00000
regular,0,2,13,0,100,orig,2.00000
regular,0,2,13,0,300,orig,-6.00000
regular,0,2,13,0,1000,orig,-6.00000
regular,0,2,13,0,100,distant,1.00000
regular,0,2,13,0,300,distant,-6.00000
regular,0,2,13,0,1000,distant,-6.00000
regular,0,2,13,1,100,orig,-4.00000
regular,0,2,13,1,300,orig,-6.00000
regular,0,2,13,1,1000,orig,-7.00000
regular,0,2,13,1,100,distant,-1.00000
regular,0,2,13,1,300,distant,-6.00000
regular,0,2,13,1,1000,distant,-6.00000
regular,0,2,13,2,100,orig,1.00000
regular,0,2,13,2,300,orig,0.00000
regular,0,2,13,2,1000,orig,-3.00000
regular,0,2,13,2,100,distant,0.00000
regular,0,2,13,2,300,distant,-1.00000
regular,0,2,13,2,1000,distant,-3.00000
regular,0,2,13,3,100,orig,-6.00000
regular,0,2,13,3,300,orig,-5.00000
regular,0,2,13,3,1000,orig,-6.00000
regular,0,2,13,3,100,distant,0.00000
regular,0,2,13,3,300,distant,1.00000
regular,0,2,13,3,1000,distant,-6.00000
regular,0,2,13,4,100,orig,-4.00000
regular,0,2,13,4,300,orig,-4.00000
regular,0,2,13,4,1000,orig,-6.00000
regular,0,2,13,4,100,distant,0.00000
regular,0,2,13,4,300,distant,0.00000
regular,0,2,13,4,1000,distant,-6.00000
regular,0,2,14,0,100,orig,8.00000
regular,0,2,14,0,300,orig,7.00000
regular,0,2,14,0,1000,orig,4.00000
regular,0,2,14,0,100,distant,8.00000
regular,0,2,14,0,300,distant,7.00000
regular,0,2,14,0,1000,distant,4.00000
regular,0,2,14,1,100,orig,-4.00000
regular,0,2,14,1,300,orig,13.00000
regular,0,2,14,1,1000,orig,15.00000
regular,0,2,14,1,100,distant,-5.00000
regular,0,2,14,1,300,distant,11.00000
regular,0,2,14,1,1000,distant,15.00000
regular,0,2,14,2,100,orig,11.00000
regular,0,2,14,2,300,orig,6.00000
regular,0,2,14,2,1000,orig,13.00000
regular,0,2,14,2,100,distant,17.00000
regular,0,2,14,2,300,distant,17.00000
regular,0,2,14,2,1000,distant,13.00000
regular,0,2,14,3,100,orig,-2.00000
regular,0,2,14,3,300,orig,11.00000
regular,0,2,14,3,1000,orig,13.00000
regular,0,2,14,3,100,distant,15.00000
regular,0,2,14,3,300,distant,21.00000
regular,0,2,14,3,1000,distant,13.00000
regular,0,2,14,4,100,orig,12.00000
regular,0,2,14,4,300,orig,22.00000
regular,0,2,14,4,1000,orig,22.00000
regular,0,2,14,4,100,distant,16.00000
regular,0,2,14,4,300,distant,19.00000
regular,0,2,14,4,1000,distant,21.00000
regular,0,2,15,0,100,orig,-14.00000
regular,0,2,15,0,300,orig,-17.00000
regular,0,2,15,0,1000,orig,-11.00000
regular,0,2,15,0,100,distant,6.00000
regular,0,2,15,0,300,distant,14.00000
regular,0,2,15,0,1000,distant,8.00000
regular,0,2,15,1,100,orig,-6.00000
regular,0,2,15,1,300,orig,-4.00000
regular,0,2,15,1,1000,orig,-12.00000
regular,0,2,15,1,100,distant,0.00000
regular,0,2,15,1,300,distant,-1.00000
regular,0,2,15,1,1000,distant,-18.00000
regular,0,2,15,2,100,orig,1.00000
regular,0,2,15,2,300,orig,-18.00000
regular,0,2,15,2,1000,orig,-7.00000
regular,0,2,15,2,100,distant,0.00000
regular,0,2,15,2,300,distant,-13.00000
regular,0,2,15,2,1000,distant,-7.00000
regular,0,2,15,3,100,orig,0.00000
regular,0,2,15,3,300,orig,3.00000
regular,0,2,15,3,1000,orig,-2.00000
regular,0,2,15,3,100,distant,0.00000
regular,0,2,15,3,300,distant,0.00000
regular,0,2,15,3,1000,distant,3.00000
regular,0,2,15,4,100,orig,-13.00000
regular,0,2,15,4,300,orig,-24.00000
regular,0,2,15,4,1000,orig,-28.00000
regular,0,2,15,4,100,distant,0.00000
regular,0,2,15,4,300,distant,0.00000
regular,0,2,15,4,1000,distant,-29.00000
regular,0,2,16,0,100,orig,0.00000
regular,0,2,16,0,300,orig,0.00000
regular,0,2,16,0,1000,orig,0.00000
regular,0,2,16,0,100,distant,0.00000
regular,0,2,16,0,300,distant,0.00000
regular,0,2,16,0,1000,distant,0.00000
regular,0,2,16,1,100,orig,0.00000
regular,0,2,16,1,300,orig,0.00000
regular,0,2,16,1,1000,orig,0.00000
regular,0,2,16,1,100,distant,0.00000
regular,0,2,16,1,300,distant,0.00000
regular,0,2,16,1,1000,distant,0.00000
regular,0,2,16,2,100,orig,0.00000
regular,0,2,16,2,300,orig,0.00000
regular,0,2,16,2,1000,orig,0.00000
regular,0,2,16,2,100,distant,0.00000
regular,0,2,16,2,300,distant,0.00000
regular,0,2,16,2,1000,distant,0.00000
regular,0,2,16,3,100,orig,0.00000
regular,0,2,16,3,300,orig,0.00000
regular,0,2,16,3,1000,orig,0.00000
regular,0,2,16,3,100,distant,0.00000
regular,0,2,16,3,300,distant,0.00000
regular,0,2,16,3,1000,distant,0.00000
regular,0,2,16,4,100,orig,0.00000
regular,0,2,16,4,300,orig,0.00000
regular,0,2,16,4,1000,orig,0.00000
regular,0,2,16,4,100,distant,0.00000
regular,0,2,16,4,300,distant,0.00000
regular,0,2,16,4,1000,distant,0.00000
regular,0,2,17,0,100,orig,-5.00000
regular,0,2,17,0,300,orig,-7.00000
regular,0,2,17,0,1000,orig,-6.00000
regular,0,2,17,0,100,distant,-1.00000
regular,0,2,17,0,300,distant,-7.00000
regular,0,2,17,0,1000,distant,-6.00000
regular,0,2,17,1,100,orig,1.00000
regular,0,2,17,1,300,orig,1.00000
regular,0,2,17,1,1000,orig,-6.00000
regular,0,2,17,1,100,distant,-1.00000
regular,0,2,17,1,300,distant,-4.00000
regular,0,2,17,1,1000,distant,-6.00000
regular,0,2,17,2,100,orig,-5.00000
regular,0,2,17,2,300,orig,-6.00000
regular,0,2,17,2,1000,orig,-6.00000
regular,0,2,17,2,100,distant,-5.00000
regular,0,2,17,2,300,distant,-6.00000
regular,0,2,17,2,1000,distant,-6.00000
regular,0,2,17,3,100,orig,0.00000
regular,0,2,17,3,300,orig,-5.00000
regular,0,2,17,3,1000,orig,-6.00000
regular,0,2,17,3,100,distant,0.00000
regular,0,2,17,3,300,distant,-5.00000
regular,0,2,17,3,1000,distant,-6.00000
regular,0,2,17,4,100,orig,-1.00000
regular,0,2,17,4,300,orig,-6.00000
regular,0,2,17,4,1000,orig,-6.00000
regular,0,2,17,4,100,distant,-1.00000
regular,0,2,17,4,300,distant,-6.00000
regular,0,2,17,4,1000,distant,-6.00000
regular,0,2,18,0,100,orig,7.00000
regular,0,2,18,0,300,orig,7.00000
regular,0,2,18,0,1000,orig,4.00000
regular,0,2,18,0,100,distant,2.00000
regular,0,2,18,0,300,distant,2.00000
regular,0,2,18,0,1000,distant,4.00000
regular,0,2,18,1,100,orig,3.00000
regular,0,2,18,1,300,orig,4.00000
regular,0,2,18,1,1000,orig,6.00000
regular,0,2,18,1,100,distant,2.00000
regular,0,2,18,1,300,distant,3.00000
regular,0,2,18,1,1000,distant,6.00000
regular,0,2,18,2,100,orig,8.00000
regular,0,2,18,2,300,orig,7.00000
regular,0,2,18,2,1000,orig,3.00000
regular,0,2,18,2,100,distant,-1.00000
regular,0,2,18,2,300,distant,5.00000
regular,0,2,18,2,1000,distant,4.00000
regular,0,2,18,3,100,orig,8.00000
regular,0,2,18,3,300,orig,4.00000
regular,0,2,18,3,1000,orig,4.00000
regular,0,2,18,3,100,distant,9.00000
regular,0,2,18,3,300,distant,4.00000
regular,0,2,18,3,1000,distant,4.00000
regular,0,2,18,4,100,orig,4.00000
regular,0,2,18,4,300,orig,4.00000
regular,0,2,18,4,1000,orig,4.00000
regular,0,2,18,4,100,distant,0.00000
regular,0,2,18,4,300,distant,2.00000
regular,0,2,18,4,1000,distant,4.00000
regular,0,2,19,0,100,orig,-16.00000
regular,0,2,19,0,300,orig,-25.00000
regular,0,2,19,0,1000,orig,-25.00000
regular,0,2,19,0,100,distant,0.00000
regular,0,2,19,0,300,distant,-3.00000
regular,0,2,19,0,1000,distant,-25.00000
regular,0,2,19,1,100,orig,-9.00000
regular,0,2,19,1,300,orig,-14.00000
regular,0,2,19,1,1000,orig,-27.00000
regular,0,2,19,1,100,distant,-9.00000
regular,0,2,19,1,300,distant,-14.00000
regular,0,2,19,1,1000,distant,-27.00000
regular,0,2,19,2,100,orig,-16.00000
regular,0,2,19,2,300,orig,-16.00000
regular,0,2,19,2,1000,orig,-27.00000
regular,0,2,19,2,100,distant,-4.00000
regular,0,2,19,2,300,distant,-10.00000
regular,0,2,19,2,1000,distant,-27.00000
regular,0,2,19,3,100,orig,-11.00000
regular,0,2,19,3,300,orig,-25.00000
regular,0,2,19,3,1000,orig,-27.00000
regular,0,2,19,3,100,distant,0.00000
regular,0,2,19,3,300,distant,-1.00000
regular,0,2,19,3,1000,distant,-26.00000
regular,0,2,19,4,100,orig,-17.00000
regular,0,2,19,4,300,orig,-23.00000
regular,0,2,19,4,1000,orig,-25.00000
regular,0,2,19,4,100,distant,0.00000
regular,0,2,19,4,300,distant,0.00000
regular,0,2,19,4,1000,distant,-22.00000
regular,0,2,20,0,100,orig,0.00000
regular,0,2,20,0,300,orig,-20.00000
regular,0,2,20,0,1000,orig,-45.00000
regular,0,2,20,0,100,distant,0.00000
regular,0,2,20,0,300,distant,-20.00000
regular,0,2,20,0,1000,distant,-45.00000
regular,0,2,20,1,100,orig,0.00000
regular,0,2,20,1,300,orig,-30.00000
regular,0,2,20,1,1000,orig,-45.00000
regular,0,2,20,1,100,distant,0.00000
regular,0,2,20,1,300,distant,-30.00000
regular,0,2,20,1,1000,distant,-45.00000
regular,0,2,20,2,100,orig,-33.00000
regular,0,2,20,2,300,orig,-44.00000
regular,0,2,20,2,1000,orig,-45.00000
regular,0,2,20,2,100,distant,-1.00000
regular,0,2,20,2,300,distant,-42.00000
regular,0,2,20,2,1000,distant,-45.00000
regular,0,2,20,3,100,orig,-26.00000
regular,0,2,20,3,300,orig,-43.00000
regular,0,2,20,3,1000,orig,-45.00000
regular,0,2,20,3,100,distant,0.00000
regular,0,2,20,3,300,distant,-16.00000
regular,0,2,20,3,1000,distant,-44.00000
regular,0,2,20,4,100,orig,-34.00000
regular,0,2,20,4,300,orig,-38.00000
regular,0,2,20,4,1000,orig,-44.00000
regular,0,2,20,4,100,distant,0.00000
regular,0,2,20,4,300,distant,0.00000
regular,0,2,20,4,1000,distant,-39.00000
regular,0,2,21,0,100,orig,1.00000
regular,0,2,21,0,300,orig,17.00000
regular,0,2,21,0,1000,orig,24.00000
regular,0,2,21,0,100,distant,7.00000
regular,0,2,21,0,300,distant,28.00000
regular,0,2,21,0,1000,distant,26.00000
regular,0,2,21,1,100,orig,26.00000
regular,0,2,21,1,300,orig,26.00000
regular,0,2,21,1,1000,orig,26.00000
regular,0,2,21,1,100,distant,0.00000
regular,0,2,21,1,300,distant,9.00000
regular,0,2,21,1,1000,distant,26.00000
regular,0,2,21,2,100,orig,4.00000
regular,0,2,21,2,300,orig,10.00000
regular,0,2,21,2,1000,orig,22.00000
regular,0,2,21,2,100,distant,16.00000
regular,0,2,21,2,300,distant,27.00000
regular,0,2,21,2,1000,distant,26.00000
regular,0,2,21,3,100,orig,26.00000
regular,0,2,21,3,300,orig,26.00000
regular,0,2,21,3,1000,orig,22.00000
regular,0,2,21,3,100,distant,0.00000
regular,0,2,21,3,300,distant,21.00000
regular,0,2,21,3,1000,distant,22.00000
regular,0,2,21,4,100,orig,24.00000
regular,0,2,21,4,300,orig,24.00000
regular,0,2,21,4,1000,orig,20.00000
regular,0,2,21,4,100,distant,3.00000
regular,0,2,21,4,300,distant,3.00000
regular,0,2,21,4,1000,distant,20.00000
regular,0,2,22,0,100,orig,9.00000
regular,0,2,22,0,300,orig,20.00000
regular,0,2,22,0,1000,orig,19.00000
regular,0,2,22,0,100,distant,0.00000
regular,0,2,22,0,300,distant,6.00000
regular,0,2,22,0,1000,distant,19.00000
regular,0,2,22,1,100,orig,6.00000
regular,0,2,22,1,300,orig,20.00000
regular,0,2,22,1,1000,orig,19.00000
regular,0,2,22,1,100,distant,11.00000
regular,0,2,22,1,300,distant,21.00000
regular,0,2,22,1,1000,distant,19.00000
regular,0,2,22,2,100,orig,16.00000
regular,0,2,22,2,300,orig,20.00000
regular,0,2,22,2,1000,orig,19.00000
regular,0,2,22,2,100,distant,0.00000
regular,0,2,22,2,300,distant,0.00000
regular,0,2,22,2,1000,distant,18.00000
regular,0,2,22,3,100,orig,13.00000
regular,0,2,22,3,300,orig,17.00000
regular,0,2,22,3,1000,orig,19.00000
regular,0,2,22,3,100,distant,8.00000
regular,0,2,22,3,300,distant,17.00000
regular,0,2,22,3,1000,distant,19.00000
regular,0,2,22,4,100,orig,21.00000
regular,0,2,22,4,300,orig,24.00000
regular,0,2,22,4,1000,orig,19.00000
regular,0,2,22,4,100,distant,22.00000
regular,0,2,22,4,300,distant,24.00000
regular,0,2,22,4,1000,distant,19.00000
regular,0,2,23,0,100,orig,2.00000
regular,0,2,23,0,300,orig,5.00000
regular,0,2,23,0,1000,orig,4.00000
regular,0,2,23,0,100,distant,0.00000
regular,0,2,23,0,300,distant,7.00000
regular,0,2,23,0,1000,distant,4.00000
regular,0,2,23,1,100,orig,9.00000
regular,0,2,23,1,300,orig,14.00000
regular,0,2,23,1,1000,orig,4.00000
regular,0,2,23,1,100,distant,0.00000
regular,0,2,23,1,300,distant,8.00000
regular,0,2,23,1,1000,distant,4.00000
regular,0,2,23,2,100,orig,-12.00000
regular,0,2,23,2,300,orig,6.00000
regular,0,2,23,2,1000,orig,2.00000
regular,0,2,23,2,100,distant,-5.00000
regular,0,2,23,2,300,distant,15.00000
regular,0,2,23,2,1000,distant,2.00000
regular,0,2,23,3,100,orig,16.00000
regular,0,2,23,3,300,orig,-1.00000
regular,0,2,23,3,1000,orig,3.00000
regular,0,2,23,3,100,distant,13.00000
regular,0,2,23,3,300,distant,-1.00000
regular,0,2,23,3,1000,distant,3.00000
regular,0,2,23,4,100,orig,-7.00000
regular,0,2,23,4,300,orig,11.00000
regular,0,2,23,4,1000,orig,4.00000
regular,0,2,23,4,100,distant,0.00000
regular,0,2,23,4,300,distant,-3.00000
regular,0,2,23,4,1000,distant,5.00000
regular,0,2,24,0,100,orig,0.00000
regular,0,2,24,0,300,orig,-3.00000
regular,0,2,24,0,1000,orig,-3.00000
regular,0,2,24,0,100,distant,0.00000
regular,0,2,24,0,300,distant,-3.00000
regular,0,2,24,0,1000,distant,-3.00000
regular,0,2,24,1,100,orig,-1.00000
regular,0,2,24,1,300,orig,-1.00000
regular,0,2,24,1,1000,orig,-1.00000
regular,0,2,24,1,100,distant,0.00000
regular,0,2,24,1,300,distant,0.00000
regular,0,2,24,1,1000,distant,0.00000
regular,0,2,24,2,100,orig,-3.00000
regular,0,2,24,2,300,orig,-3.00000
regular,0,2,24,2,1000,orig,-3.00000
regular,0,2,24,2,100,distant,0.00000
regular,0,2,24,2,300,distant,0.00000
regular,0,2,24,2,1000,distant,-3.00000
regular,0,2,24,3,100,orig,0.00000
regular,0,2,24,3,300,orig,0.00000
regular,0,2,24,3,1000,orig,-3.00000
regular,0,2,24,3,100,distant,0.00000
regular,0,2,24,3,300,distant,0.00000
regular,0,2,24,3,1000,distant,-3.00000
regular,0,2,24,4,100,orig,-3.00000
regular,0,2,24,4,300,orig,-3.00000
regular,0,2,24,4,1000,orig,-3.00000
regular,0,2,24,4,100,distant,0.00000
regular,0,2,24,4,300,distant,-3.00000
regular,0,2,24,4,1000,distant,-3.00000
regular,0,2,25,0,100,orig,-11.00000
regular,0,2,25,0,300,orig,-25.00000
regular,0,2,25,0,1000,orig,-26.00000
regular,0,2,25,0,100,distant,0.00000
regular,0,2,25,0,300,distant,0.00000
regular,0,2,25,0,1000,distant,-25.00000
regular,0,2,25,1,100,orig,-20.00000
regular,0,2,25,1,300,orig,-27.00000
regular,0,2,25,1,1000,orig,-29.00000
regular,0,2,25,1,100,distant,0.00000
regular,0,2,25,1,300,distant,-23.00000
regular,0,2,25,1,1000,distant,-29.00000
regular,0,2,25,2,100,orig,-16.00000
regular,0,2,25,2,300,orig,-29.00000
regular,0,2,25,2,1000,orig,-29.00000
regular,0,2,25,2,100,distant,-16.00000
regular,0,2,25,2,300,distant,-29.00000
regular,0,2,25,2,1000,distant,-29.00000
regular,0,2,25,3,100,orig,-20.00000
regular,0,2,25,3,300,orig,-25.00000
regular,0,2,25,3,1000,orig,-28.00000
regular,0,2,25,3,100,distant,0.00000
regular,0,2,25,3,300,distant,-23.00000
regular,0,2,25,3,1000,distant,-28.00000
regular,0,2,25,4,100,orig,-24.00000
regular,0,2,25,4,300,orig,-29.00000
regular,0,2,25,4,1000,orig,-29.00000
regular,0,2,25,4,100,distant,-24.00000
regular,0,2,25,4,300,distant,-29.00000
regular,0,2,25,4,1000,distant,-29.00000
regular,0,2,26,0,100,orig,0.00000
regular,0,2,26,0,300,orig,-6.00000
regular,0,2,26,0,1000,orig,-3.00000
regular,0,2,26,0,100,distant,1.00000
regular,0,2,26,0,300,distant,-6.00000
regular,0,2,26,0,1000,distant,-3.00000
regular,0,2,26,1,100,orig,7.00000
regular,0,2,26,1,300,orig,8.00000
regular,0,2,26,1,1000,orig,6.00000
regular,0,2,26,1,100,distant,-1.00000
regular,0,2,26,1,300,distant,-1.00000
regular,0,2,26,1,1000,distant,-3.00000
regular,0,2,26,2,100,orig,5.00000
regular,0,2,26,2,300,orig,2.00000
regular,0,2,26,2,1000,orig,-3.00000
regular,0,2,26,2,100,distant,1.00000
regular,0,2,26,2,300,distant,-4.00000
regular,0,2,26,2,1000,distant,-3.00000
regular,0,2,26,3,100,orig,-9.00000
regular,0,2,26,3,300,orig,-10.00000
regular,0,2,26,3,1000,orig,-3.00000
regular,0,2,26,3,100,distant,6.00000
regular,0,2,26,3,300,distant,6.00000
regular,0,2,26,3,1000,distant,-3.00000
regular,0,2,26,4,100,orig,-2.00000
regular,0,2,26,4,300,orig,-10.00000
regular,0,2,26,4,1000,orig,-4.00000
regular,0,2,26,4,100,distant,5.00000
regular,0,2,26,4,300,distant,7.00000
regular,0,2,26,4,1000,distant,-2.00000
regular,0,2,27,0,100,orig,-8.00000
regular,0,2,27,0,300,orig,0.00000
regular,0,2,27,0,1000,orig,8.00000
regular,0,2,27,0,100,distant,12.00000
regular,0,2,27,0,300,distant,18.00000
regular,0,2,27,0,1000,distant,11.00000
regular,0,2,27,1,100,orig,-5.00000
regular,0,2,27,1,300,orig,-11.00000
regular,0,2,27,1,1000,orig,7.00000
regular,0,2,27,1,100,distant,0.00000
regular,0,2,27,1,300,distant,8.00000
regular,0,2,27,1,1000,distant,19.00000
regular,0,2,27,2,100,orig,15.00000
regular,0,2,27,2,300,orig,11.00000
regular,0,2,27,2,1000,orig,7.00000
regular,0,2,27,2,100,distant,18.00000
regular,0,2,27,2,300,distant,13.00000
regular,0,2,27,2,1000,distant,7.00000
regular,0,2,27,3,100,orig,-9.00000
regular,0,2,27,3,300,orig,-11.00000
regular,0,2,27,3,1000,orig,8.00000
regular,0,2,27,3,100,distant,2.00000
regular,0,2,27,3,300,distant,-4.00000
regular,0,2,27,3,1000,distant,11.00000
regular,0,2,27,4,100,orig,6.00000
