substrate,threshold,n_near_loops_mean,mean_perp_residue,median_perp_residue,std_perp_residue,mean_loop_area,spearman_area_vs_residue,spearman_area_vs_residue_p,spearman_start_depth_vs_residue,spearman_min_depth_vs_residue,mean_residue_deep_start,mean_residue_shallow_start,mean_residue_visited_shallow,mean_residue_not_visited_shallow
AB_N30,1.0,23.9,0.7773123190742762,0.7391036259891361,0.8718383665341902,112.41087448326394,-0.0468098061830656,0.39797789952071,-0.3004407132265975,0.04374658880071209,0.5926970753846363,0.9658753235185855,0.7773123190742762,
AB_N30,2.0,130.8,0.9977010040132717,0.7653668647451136,0.5320521886040075,106.91390729257219,0.005933582668576987,0.44622113121131246,-0.26371692103142724,-0.01594537128236596,0.8801135362460876,1.1154786205151892,0.9977010040132717,
AB_N30,3.0,193.6,1.083702949274295,1.0823922002873827,0.5063545594481279,105.11885216322958,0.006122798498292668,0.3625177752042035,-0.286512168048316,-0.01827436737516889,0.9554686742273095,1.2127033558330649,1.083702949274295,
Penrose_N24,1.0,21.3,0.6141042787469502,0.0,0.7740608839227525,98.44141149200706,0.002552999444537773,0.5899901821882142,-0.15632639060622494,-0.058282754300204284,0.5042055409413566,0.726399198277616,0.6141042787469502,
Penrose_N24,2.0,127.2,1.031286808673609,1.1755705045666462,0.555875633502424,99.67833980271664,-0.010907469247883238,0.38007800862883145,-0.3047059320056106,0.016404160422777182,0.8855013560325725,1.1778721840574815,1.031286808673609,
Penrose_N24,3.0,168.7,1.189467348011648,1.1755705046075366,0.6050672411528477,99.97374404204955,0.0052895492870142806,0.3134084798677858,-0.36404937900014156,-0.0041256286943693096,0.9849437194646956,1.3956476819032342,1.189467348011648,
