substrate,seed,threshold,walker_id,phys_return_dist,perp_residue,signed_perp_x,signed_perp_y,loop_area,start_depth,min_depth_visited,mean_depth_visited,visited_shallow,start_texture
AB_N30,0,2.0,15320,0.7653668647374604,1.84775906504015,-0.7071067812,-1.7071067811999994,112.09366876020475,0.08719016962495896,0.017568767024822574,0.4930648302712086,True,-0.7120184531486505
AB_N30,0,2.0,15382,1.8477590650401474,0.76536686473746,0.7071067811999998,0.29289321880000063,259.70384181626184,0.28934007467985157,0.047329220387317905,0.49003221111702044,True,1.28094180564957
AB_N30,0,2.0,15502,0.0,0.0,2.220446049250313e-16,-1.1102230246251565e-16,262.107647738627,0.1737526418450005,0.028738456943256274,0.4764805971724839,True,-0.7120184530613121
AB_N30,0,2.0,15586,2.0,2.0,2.0,3.3306690738754696e-16,16.07106781249513,0.19444855262356353,0.032652340185237994,0.482114077728595,True,-0.6601627276640926
AB_N30,0,2.0,15701,1.8477590649477624,0.7653668647757284,0.7071067811999995,0.29289321889999953,186.2774349451337,0.2648024238227946,0.02682482733220537,0.47915775148613426,True,0.8964860929806059
AB_N30,0,2.0,16096,1.847759065040149,0.76536686473746,0.7071067811999998,-0.2928932188000003,11.767766953758837,0.7681780249572338,0.042983235987749,0.4765592186744994,True,-0.678482029219856
AB_N30,0,2.0,16158,1.4142135623730951,1.4142135623730951,1.0000000000000007,0.9999999999999998,11.10660171689176,0.41023779524310466,0.06537910845006478,0.47681703962696503,True,-0.7120184530613121
AB_N30,0,2.0,16165,1.999999999967343,1.9999999999673386,-1.4142135622999985,1.4142135624,174.38834764826896,0.3407545369657188,0.045671338129582795,0.4847018288910981,True,0.7556016352149322
AB_N30,0,2.0,16169,0.7653668647374614,1.84775906504015,-1.7071067811999998,-0.7071067812000003,338.23075375026644,0.4164342666458162,0.026076132131182872,0.47786993406396605,True,-0.7120184531486505
AB_N30,0,2.0,16459,1.4142135622999987,1.4142135623,-4.440892098500626e-16,1.4142135623000012,114.4827560559996,0.5962669762416706,0.03541058683640219,0.4774364830907916,True,0.7556016351908214
AB_N30,0,2.0,16786,1.4142135622999987,1.4142135623,-1.4142135623,-6.661338147750939e-16,128.48275605737422,0.45385717709732887,0.062170482203569355,0.4772240461929325,True,3.217254477571213
AB_N30,0,2.0,17020,1.8477590650401456,0.76536686473746,-0.7071067811999996,0.29289321879999997,73.65863991853695,0.322987960996841,0.051341314950073325,0.48158451303284316,True,-0.7120184530613121
AB_N30,0,2.0,17054,0.0,0.0,2.220446049250313e-16,-8.881784197001252e-16,115.81118318230818,0.1466195320654352,0.010826256818755597,0.4781007814665764,True,-0.7120184531486505
AB_N30,0,2.0,17161,1.4142135624000005,1.4142135624,1.4142135624000014,1.1102230246251565e-16,74.219300089429,0.1293197100925524,0.0032494217868330733,0.4809144264553972,True,-0.6601627276640926
AB_N30,0,2.0,17182,0.7653668647757284,1.847759064947762,-1.7071067810999998,-0.7071067811999999,85.95153313765388,0.3578806755066384,0.04434375573837401,0.4799580810811103,True,0.7556016351908214
AB_N30,0,2.0,17623,1.847759064909493,0.7653668646833404,0.7071067811,0.29289321889999953,113.92209588490721,0.5536786178955517,0.06505238175392014,0.5038701279487953,True,1.2809418055971356
AB_N30,0,2.0,17808,1.8477590650401505,0.76536686473746,-0.2928932188000004,0.7071067811999998,218.09724009691922,0.423741632806932,0.010826256818755597,0.4716074534945891,True,-0.6601600820177378
AB_N30,0,2.0,17872,1.847759065040149,0.76536686473746,-0.29289321879999974,0.7071067812000003,277.60333675201514,0.5964396277111814,0.04574436631360135,0.48863121131345255,True,0.6968621179426202
AB_N30,0,2.0,17883,1.8477590650018827,0.7653668646450721,0.7071067811000005,-0.29289321879999974,102.43681451109956,0.6746767316639671,0.007552027041436871,0.4828276055245055,True,1.2225802814758162
AB_N30,0,2.0,18156,1.847759064909495,0.7653668646833404,-0.7071067810999998,0.29289321889999986,77.95153313836593,0.40187801090273734,0.02604649306590201,0.4761695292978633,True,3.217254477571213
AB_N30,0,2.0,18401,0.0,0.0,2.220446049250313e-16,0.0,19.121320344218645,0.30884913777312484,0.010826256818755597,0.48495075681229327,True,-0.7120184530613121
AB_N30,0,2.0,18419,1.4142135624000005,1.4142135624,1.4142135623999998,2.220446049250313e-16,188.78784258651825,0.13019658140766022,0.05075516510180422,0.48478728260215154,True,-0.7120184530613121
AB_N30,0,2.0,18501,1.847759065040149,0.76536686473746,-0.7071067811999989,-0.29289321879999997,88.95153313757015,0.6060042380307341,0.05060834354093957,0.4782013758039327,True,-0.6601627276640926
AB_N30,0,2.0,18679,1.4142135623000005,1.4142135623,-6.661338147750939e-16,-1.4142135622999998,267.5573952065178,0.519450521556744,0.030445704799328732,0.48617261214254404,True,1.2225802814958902
AB_N30,0,2.0,18726,0.0,0.0,-6.661338147750939e-16,-2.220446049250313e-16,156.09545442820092,0.43383923654487255,0.030221374591867023,0.4694836842983048,True,-0.6601627276640926
AB_N30,0,2.0,19235,1.8477590650401456,0.76536686473746,0.2928932188000004,0.7071067812,26.25304832606912,0.369092448659308,0.018117497427285745,0.4772156835761001,True,-0.6601627276640926
AB_N30,0,2.0,19265,1.847759065040149,0.76536686473746,-0.7071067811999996,0.2928932188000004,19.424621203331952,0.46797218877740265,0.04299899358470016,0.4762364142949721,True,-0.7120184530613121
AB_N30,0,2.0,19469,1.8477590650401523,0.76536686473746,0.2928932187999991,0.7071067812,41.39518395114294,0.39228280692151896,0.0032494217868330733,0.4746587717035609,True,-0.7120184530613121
