substrate,seed,threshold,n_walkers,n_near_loops,mean_perp_residue,median_perp_residue,std_perp_residue,mean_signed_perp_x,mean_signed_perp_y,mean_loop_area,median_loop_area,spearman_area_vs_residue,spearman_area_vs_residue_p,spearman_start_depth_vs_residue,spearman_min_depth_vs_residue,mean_residue_deep_start,mean_residue_shallow_start,mean_residue_visited_shallow,mean_residue_not_visited_shallow,spearman_pathlen_vs_residue,control
AB_N30,3,2.0,20000,122,1.0781294069478298,0.7653668647757284,0.48547012542834594,-0.04736208682622944,0.05837147823196727,107.08751693280486,83.48706704204845,-0.09887214473749173,0.27858946341102875,-0.3027637141419404,-0.06943897293587865,1.0022641784505464,1.153994635445113,1.0781294069478298,,,real
AB_N30,3,3.0,20000,182,1.129573953359762,1.08239220030269,0.45456018804922027,-0.048231728529120776,0.044622639256044,102.33339441581926,80.42120305182715,-0.04012226144942193,0.590738512144847,-0.2575209170628442,-0.033942047991670284,1.0319073271492005,1.2272405795703232,1.129573953359762,,,real
AB_N30,4,1.0,20000,26,1.0660148451953704,1.847759064947762,0.9128805745896156,0.10411949159615388,-0.32828976561153844,126.18073654285784,102.11359120565538,-0.05890578878947995,0.7750023738306863,-0.48633193915216977,-0.01652518045082093,0.7106765634598236,1.421353126930917,1.0660148451953704,,,real
AB_N30,4,2.0,20000,126,1.0097872381140007,0.76536686473746,0.5325872796698842,0.010261057292857272,-0.044496839028571405,103.78733315670299,79.44112549580173,0.13940619466913298,0.11950668617948426,-0.3315927523327911,0.0905420895807454,0.8142151030756197,1.2053593731523815,1.0097872381140007,,,real
AB_N30,4,3.0,20000,181,1.066174776377587,1.0823922002644217,0.4863119227732576,0.001340556280663085,0.014286112914917168,105.14628220954681,82.83021279472382,0.15604521561439,0.035931956877791826,-0.28102460892807923,0.0436506739262901,0.9119467539707059,1.222116443477878,1.066174776377587,,,real
AB_N30,5,1.0,20000,27,0.9580972929803598,1.847759064947762,0.9232456528315053,0.11111111110740766,-0.14179359721481466,134.20396549389056,107.9116882440292,-0.396135196709369,0.040803396208482175,-0.29988416544279506,-0.2220005493951007,0.7918967421600644,1.1370825015560624,0.9580972929803598,,,real
AB_N30,5,2.0,20000,140,1.039032202155862,0.76536686473746,0.549334132953076,0.1804532569064287,0.006486549339285774,114.20911003212733,81.74963017565648,-0.03549662205854177,0.6771411435523191,-0.3171378831466605,-0.07571997440611009,0.9017161893829352,1.1763482149287885,1.039032202155862,,,real
AB_N30,5,3.0,20000,192,1.1037244547120937,1.0823922002644217,0.5244070051685621,0.10490695637083348,-0.0639805794151041,114.75800163218668,84.1083873869942,0.015233743084623557,0.8338872134246661,-0.3423425546482719,-0.06100170200290829,0.9473469284242447,1.2601019809999425,1.1037244547120937,,,real
AB_N30,6,1.0,20000,20,0.46193976625350464,0.0,0.8001031451875612,0.10606601717500004,0.08535533906499992,102.73959498792934,95.20458146366502,0.3174066650443838,0.17267490048580147,-0.259067122248064,0.004945888756845667,0.18477590650401501,0.7391036260029944,0.46193976625350464,,,real
AB_N30,6,2.0,20000,118,0.9427463417741768,0.76536686473746,0.515384631812133,0.10332532335508489,0.05187559612881358,99.6896734558976,77.28211575459662,-0.0565773719565511,0.5428340982103312,-0.21519693900101283,-0.02406255737121873,0.8348036606031234,1.05068902294523,0.9427463417741768,,,real
AB_N30,6,3.0,20000,169,1.0513095613829118,1.08239220030269,0.5159004732922727,0.011536967269822559,0.038251278660355034,98.8896787397081,77.06244583936328,-0.0668385315988319,0.3879075889658611,-0.27858253729644405,-0.05999261108348205,0.9572203563720171,1.1465188759772698,1.0513095613829118,,,real
AB_N30,7,1.0,20000,26,0.4974735944303331,0.0,0.8195921952805272,0.011265123803846118,-0.027196414661538517,140.65315161812507,105.88135815943292,-0.25679949942704894,0.20537259925551288,-0.29967308194757175,0.2400036629757101,0.28427062539079234,0.7106765634698741,0.4974735944303331,,,real
AB_N30,7,2.0,20000,137,0.9395574863279587,0.76536686473746,0.5321332888944224,0.00516136336934316,-0.05020934055912402,117.7325710725669,89.29467888700106,-0.1447743950142367,0.09142676824790696,-0.17601572872621352,0.10322139233936156,0.8561602119652136,1.0241811911960377,0.9395574863279587,,,real
AB_N30,7,3.0,20000,203,1.055550613379839,1.0823922002644217,0.5240372799809793,0.015623511703448372,-0.09971744180935956,107.01781282330147,83.0728534804058,-0.16847276922622756,0.016272548315639748,-0.2598463130064254,0.06540903032318807,0.9494952359078418,1.1626560440941334,1.055550613379839,,,real
AB_N30,8,1.0,20000,35,0.8974829744357803,0.0,0.9235023618313606,-0.2034662955314284,0.10101525446571437,91.41472525537647,60.052038199915685,0.175800331169721,0.31241284766577254,-0.37435707619688235,-0.04201316426643509,0.7185729697263255,1.086917097069321,0.8974829744357803,,,real
AB_N30,8,2.0,20000,158,0.9766373926600477,0.76536686473746,0.5461593375315763,-0.09475039714177205,0.03797468354810133,97.78256427725874,75.24442635629214,-0.04998476747729996,0.5328246717831426,-0.24626685265713424,-0.007439990555502493,0.8642025375679168,1.0890722477521786,0.9766373926600477,,,real
AB_N30,8,3.0,20000,236,1.0803937237949854,1.0823922002644217,0.5265956607115022,-0.05196379647245751,0.09694355786949156,95.1425648877373,74.1179021923059,-0.10592197003817821,0.10456082437706511,-0.25836487166070227,0.010916012715417103,0.9503807752933613,1.2104066722966098,1.0803937237949854,,,real
AB_N30,9,1.0,20000,27,0.342177604633643,0.0,0.7177577987708653,0.02618914004444435,-0.11560445716666644,85.53976465533685,65.35533905951152,-0.15142160338081928,0.45088381823739054,-0.4754458082344176,-0.1167386378850273,0.1319827903600107,0.5685412507744778,0.342177604633643,,,real
AB_N30,9,2.0,20000,142,0.9326624722449327,0.76536686473746,0.5527430113500426,0.09944591791549298,-0.030939424526760486,104.10214220494173,91.81549416752429,0.056653586044720684,0.5030640346406966,-0.2727256703779858,-0.13033294746763846,0.7816346008810855,1.0836903436087804,0.9326624722449327,,,real
AB_N30,9,3.0,20000,203,1.0472094036772495,1.08239220030269,0.5464669280917259,0.09971744181034486,-0.01442823738177333,104.63339102069475,91.55813485540904,0.07248836665235685,0.30405553845736893,-0.31519266141337765,-0.11721083748850523,0.8893122556576283,1.2066698897960744,1.0472094036772495,,,real
