linger_steps,max_consecutive_linger,min_idx,excursion,start_depth,min_depth,final_residue,residue_at_min,substrate,seed,threshold
17,2,666,0.17793692150592866,0.2336490565814443,0.055712135075515645,1.84775906504015,1.4552487781002625,AB_N30,7,2.0
31,2,305,0.3361177175690726,0.3836673809835611,0.04754966341448852,1.84775906504015,0.5900816760726573,AB_N30,7,2.0
53,4,697,0.5668704363345257,0.5843181147155743,0.017447678381048548,1.4142135623,1.9716241090990172,AB_N30,7,3.0
52,4,447,0.5605419413224667,0.5847305822831841,0.024188640960717378,0.7653668646450721,2.0449142140314627,AB_N30,7,3.0
64,4,603,0.37819642811876886,0.43900797682616544,0.06081154870739658,1.4142135623,2.18508655565111,AB_N30,7,3.0
6,1,870,0.16771368173709789,0.2038456828713241,0.03613200113422621,2.0,0.6788923012016974,AB_N30,7,3.0
55,5,397,0.490233062166182,0.5256436490025842,0.03541058683640219,1.08239220030269,0.8801154785380764,AB_N30,7,3.0
73,5,381,0.6193029527203157,0.6560877967505214,0.036784844030205766,0.76536686473746,0.9262096827287508,AB_N30,7,3.0
131,3,430,0.794278002019188,0.8543321772516106,0.060054175232422624,1.08239220030269,1.5307337295131882,AB_N30,7,3.0
44,5,286,0.38356007468635167,0.41229853162960794,0.028738456943256274,0.76536686473746,1.4116859866357039,AB_N30,7,3.0
67,3,981,0.5659501059630374,0.6028183757534544,0.03686826979041702,1.0823922002644217,1.2985728708619741,AB_N30,7,3.0
12,2,401,0.37930409857187963,0.40332033719675386,0.02401623862487423,1.4142135624,1.3648864458710728,AB_N30,7,3.0
45,1,132,0.43201043566088815,0.4826187792018277,0.05060834354093957,2.000000000038049,2.16478440060538,AB_N30,7,3.0
24,5,907,0.36427234326190294,0.39845816434512205,0.0341858210832191,1.84775906504015,2.1523168057052495,AB_N30,7,3.0
38,3,772,0.43985056869387495,0.4767344960453217,0.036883927351446744,1.4142135624,1.7114123372717585,AB_N30,7,3.0
77,4,38,0.789232233857885,0.7967842608993219,0.007552027041436871,0.76536686473746,1.325654296126275,AB_N30,7,3.0
41,3,1012,0.42013091867608954,0.45554150551249173,0.03541058683640219,0.76536686473746,2.000000000038049,AB_N30,7,3.0
44,2,308,0.35338026261958133,0.39733158411208036,0.04395132149249903,0.76536686473746,2.053838861679227,AB_N30,7,3.0
3,1,87,0.1734929113327477,0.2267894470856635,0.05329653575291582,1.4142135623730951,1.9716241091448654,AB_N30,7,3.0
113,5,875,0.7654961711631074,0.8061004602272488,0.040604289064141375,1.08239220030269,1.1840693618033042,AB_N30,7,3.0
37,4,391,0.3400834955535793,0.35855368770829255,0.01847019215471324,1.4142135624,1.720850961689928,AB_N30,7,3.0
8,5,889,0.15338760279023678,0.17150510021752252,0.018117497427285745,1.08239220030269,0.8460075368916159,AB_N30,7,3.0
78,4,299,0.604505703492879,0.6349514082922078,0.030445704799328732,0.76536686473746,1.5244047253536293,AB_N30,7,3.0
129,4,113,0.9281148049250781,0.9455624833061267,0.017447678381048548,1.08239220030269,1.3737909694391133,AB_N30,7,3.0
35,1,835,0.2678563573843087,0.3231906050977911,0.05533424771348239,1.08239220030269,1.2661083604341627,AB_N30,7,3.0
7,1,281,0.20943521243699292,0.2600435559779325,0.05060834354093957,1.0823922002644217,1.0290162792863677,AB_N30,7,3.0
49,3,586,0.5537414734632709,0.5866710003758081,0.032929526912537255,1.8477590649094937,1.9834270396871012,AB_N30,7,3.0
42,4,550,0.42621561169496625,0.46040143277818535,0.0341858210832191,0.76536686473746,0.6340506712228481,AB_N30,7,3.0
63,3,47,0.5307849778665429,0.5815401429683471,0.05075516510180422,1.08239220030269,2.007345822633236,AB_N30,7,3.0
29,1,162,0.3382703930433264,0.3788746821074678,0.040604289064141375,1.4142135624,1.399417535829652,AB_N30,7,3.0
69,4,924,0.7102334519019702,0.7283509493292559,0.018117497427285745,1.4142135624,1.7691642984886504,AB_N30,7,3.0
94,4,763,0.6562223359746606,0.6944189565076455,0.03819662053298489,0.7653668646450721,0.975308548484474,AB_N30,7,3.0
17,1,421,0.2284494486858022,0.2643346247482171,0.035885176062414925,0.0,2.4334727270245744,AB_N30,7,3.0
69,4,177,0.7459766419500073,0.7568028987687629,0.010826256818755597,1.4142135623730951,1.6760343495693677,AB_N30,7,3.0
76,6,155,0.6594468553600455,0.6836354963207629,0.024188640960717378,0.7653668646450721,1.3431457505,AB_N30,7,3.0
39,5,816,0.24364293023890626,0.30445447894630284,0.06081154870739658,1.0823922002644217,2.3110719828222854,AB_N30,7,3.0
46,2,553,0.2496084109651594,0.29500580291068956,0.04539739194553016,1.84775906504015,1.5593131516636527,AB_N30,7,3.0
58,3,421,0.657259599825047,0.6680858566438026,0.010826256818755597,0.76536686473746,1.8917303620181196,AB_N30,7,3.0
69,5,53,0.5319450890631678,0.5504152812178811,0.01847019215471324,1.0823922002644217,2.0424428694986756,AB_N30,7,3.0
11,2,918,0.31722636773763035,0.3204962681044782,0.003269900366847822,1.4142135623730951,0.7328118464765787,AB_N30,7,3.0
14,1,171,0.23372449753992564,0.2897624660173619,0.05603796847743625,0.76536686473746,2.2118662394844533,AB_N30,7,3.0
102,5,925,0.8085834102510567,0.835214397835267,0.02663098758421023,0.0,1.266108360378314,AB_N30,7,3.0
37,3,545,0.46918807290855846,0.5132020938219267,0.04401402091336826,0.76536686473746,0.7002371085015191,AB_N30,7,3.0
18,2,208,0.349642861326365,0.3672116283511876,0.017568767024822574,1.08239220030269,2.3907590327217743,AB_N30,7,3.0
16,3,367,0.3251327311433735,0.3357260965693457,0.010593365425972223,0.76536686473746,1.0170977757376456,AB_N30,7,3.0
130,2,852,0.6203290379049639,0.6724343440136114,0.0521053061086475,0.7653668646833404,1.2938694648663294,AB_N30,7,3.0
68,3,862,0.44544084445119725,0.5039877637074955,0.05854691925629829,1.0823922002644217,1.8793516351894386,AB_N30,7,3.0
12,2,603,0.2792783979312622,0.28688007959624606,0.0076016816649838725,0.0,0.6103957748992108,AB_N30,7,3.0
50,2,743,0.5948825569843602,0.5949233813839738,4.082439961361484e-05,0.76536686473746,1.891730362112337,AB_N30,7,3.0
38,4,69,0.36097936767238314,0.3794495598270964,0.01847019215471324,1.4142135623730951,2.280572324358431,AB_N30,7,3.0
30,1,48,0.335547932659071,0.3623727599912764,0.02682482733220537,1.4142135623730951,1.08239220030269,AB_N30,7,3.0
22,2,555,0.24115314256143627,0.259270639988722,0.018117497427285745,1.4142135623730951,1.8055150593973923,AB_N30,7,3.0
130,7,865,0.81231459356164,0.8450899259154758,0.032775332353835784,1.08239220030269,1.2426406870513569,AB_N30,7,3.0
19,2,350,0.28631074040480076,0.32532232373125713,0.03901158332645638,1.4142135623730951,0.9526301293334528,AB_N30,7,3.0
65,4,995,0.49384273261379485,0.528028553697014,0.0341858210832191,2.0,2.0073458226072334,AB_N30,7,3.0
11,3,488,0.30586606227380286,0.31638899385094754,0.010522931577144679,0.76536686473746,1.4055651469648454,AB_N30,7,3.0
6,1,118,0.15165427806346576,0.20646001098383726,0.0548057329203715,1.4142135624,0.46717670052215743,AB_N30,7,3.0
37,2,292,0.2628398512317276,0.29576937814426485,0.032929526912537255,1.08239220030269,2.1414449414743264,AB_N30,7,3.0
8,1,260,0.18075298121577998,0.24164108710149124,0.06088810588571125,2.1414449415733867,1.3540597323577155,AB_N30,7,3.0
43,3,642,0.5141147524839355,0.5428532094271917,0.028738456943256274,1.4142135623730951,0.7765503075714304,AB_N30,7,3.0
31,4,729,0.3560370758248501,0.37452806410508765,0.01849098828023754,1.8477590650401499,1.8444566282173918,AB_N30,7,3.0
50,3,279,0.5302018177370835,0.5407247493142282,0.010522931577144679,0.76536686473746,0.79527833610172,AB_N30,7,3.0
61,5,579,0.4764820862521969,0.5392733252078925,0.0627912389556956,1.08239220030269,1.5403191234736746,AB_N30,7,3.0
72,1,933,0.36020595648398346,0.40777705100708317,0.04757109452309971,1.08239220030269,2.249194189655596,AB_N30,7,3.0
35,3,981,0.4101829650823371,0.4362294581482391,0.02604649306590201,1.4142135623,2.249194189679766,AB_N30,7,3.0
68,4,832,0.5713262669355461,0.6232236469159629,0.05189737998041677,1.0823922002644217,1.901374158073641,AB_N30,7,3.0
32,4,279,0.29499330985380334,0.33040389669020553,0.03541058683640219,0.76536686473746,1.9136104314526383,AB_N30,7,3.0
29,2,915,0.4065950923560038,0.4356690789512423,0.02907398659523852,0.76536686473746,2.24919418972962,AB_N30,7,3.0
94,5,410,0.8409298376279327,0.8669763306938347,0.02604649306590201,0.7653668647757284,1.6262413537933216,AB_N30,7,3.0
14,1,407,0.2341907914489414,0.2683766125321605,0.0341858210832191,1.08239220030269,1.5049701869925571,AB_N30,7,3.0
46,2,923,0.4522612075528635,0.49765859949839364,0.04539739194553016,0.76536686473746,1.8444566283165227,AB_N30,7,3.0
78,4,871,0.5879632045002778,0.6396943894350473,0.05173118493476947,1.4142135624,1.8284271248,AB_N30,7,3.0
5,1,998,0.20615232815598927,0.23479802149610196,0.028645693340112688,1.9999999999673386,2.2961005941711745,AB_N30,7,3.0
25,4,137,0.3831183970150117,0.40160938529524925,0.01849098828023754,0.76536686473746,0.8460075368713357,AB_N30,7,3.0
21,2,460,0.24826536913492347,0.29027267227987563,0.04200730314495216,1.4142135623730951,0.5796577227251101,AB_N30,7,3.0
55,3,790,0.6926128181385808,0.7216868047338193,0.02907398659523852,0.76536686473746,1.84775906504015,AB_N30,7,3.0
100,4,123,0.6132698739596543,0.6634967472179409,0.050226873258286675,0.0,0.9262096825945869,AB_N30,7,3.0
61,4,182,0.5430508002492849,0.5767628667713905,0.03371206652210568,0.765366864645072,0.8302108731074982,AB_N30,7,3.0
40,3,404,0.4298321788850318,0.47384619979840004,0.04401402091336826,1.8477590650401503,1.9365476079422792,AB_N30,7,3.0
94,8,155,0.7256367094651408,0.7598225305483599,0.0341858210832191,1.08239220030269,1.2564409109761039,AB_N30,7,3.0
82,4,996,0.6420852094978252,0.6774957963342274,0.03541058683640219,0.76536686473746,1.4142135623730951,AB_N30,7,3.0
25,4,92,0.36340016076387827,0.3742556005219525,0.010855439758074237,1.08239220030269,0.5491039885548445,AB_N30,7,3.0
10,2,120,0.21922371978005284,0.24496214898069646,0.02573842920064362,1.08239220030269,2.364495098638868,AB_N30,7,3.0
35,3,219,0.552915446540229,0.5529154465409046,6.756817327868703e-13,1.847759064947762,1.9716241091448654,AB_N30,7,3.0
4,1,237,0.2384352856893689,0.25692627396960643,0.01849098828023754,0.0,0.7002371084762868,AB_N30,7,3.0
30,1,564,0.19990541206482038,0.2427341854271733,0.04282877336235291,1.0823922002644217,1.495158189730637,AB_N30,7,3.0
31,1,150,0.3607718844923552,0.4132730019506923,0.05250111745833708,0.76536686473746,2.17273546172261,AB_N30,7,3.0
4,1,1009,0.25700106846322845,0.274448746844277,0.017447678381048548,0.0,0.41421356235407036,AB_N30,7,3.0
11,1,70,0.243314798441025,0.29381043259720885,0.050495634156183855,0.76536686473746,1.1430511030404276,AB_N30,7,3.0
31,2,119,0.3903503358212944,0.4071350044092126,0.01678466858791816,2.0,2.3316320762954303,AB_N30,7,3.0
43,4,252,0.4307182950690649,0.44157373482713913,0.010855439758074237,0.76536686473746,0.7088902009790564,AB_N30,7,3.0
7,1,429,0.23922710247406187,0.2751122785364768,0.035885176062414925,1.0823922002644217,1.6510087886520837,AB_N30,7,3.0
68,5,307,0.5462673075592447,0.5804531286424638,0.0341858210832191,0.0,1.424583185209096,AB_N30,7,3.0
38,4,531,0.3857166820371165,0.39631004746308873,0.010593365425972223,1.4142135623730951,1.3431457505003808,AB_N30,7,3.0
63,3,766,0.6190139735968657,0.6466474447085713,0.027633471111705554,1.0823922002644217,1.9535183171958903,AB_N30,7,3.0
54,4,267,0.5396629550234661,0.5429328553903139,0.003269900366847822,0.76536686473746,1.0000000000190246,AB_N30,7,3.0
51,2,251,0.4314808787388996,0.455669519699617,0.024188640960717378,0.76536686473746,0.9753085484773396,AB_N30,7,3.0
11,1,149,0.18640413220293273,0.2315388238153403,0.045134691612407574,1.08239220030269,2.5098651655236037,AB_N30,7,3.0
17,1,388,0.3183522287189653,0.32920766847703953,0.010855439758074237,1.84775906504015,1.309858294905203,AB_N30,7,3.0
26,1,837,0.2633120255602439,0.29109754505064034,0.027785519490396426,1.08239220030269,2.3115245511957023,AB_N30,7,3.0
9,2,519,0.16774059635389216,0.22295689588987788,0.055216299535985724,0.7653668646450721,0.8460075369895378,AB_N30,7,3.0
16,1,25,0.41029324217006535,0.4283311558779773,0.018037913707911968,0.0,0.6103957749646056,AB_N30,7,3.0
117,4,822,0.7714105858356897,0.7974867179668725,0.026076132131182872,0.76536686473746,1.6389910008950044,AB_N30,7,3.0
64,5,848,0.6203290379049639,0.6724343440136114,0.0521053061086475,1.0823922002644217,1.2938694648663294,AB_N30,7,3.0
79,5,271,0.7038661973955712,0.7296761605499011,0.02580996315432993,0.76536686473746,1.2985728708724753,AB_N30,7,3.0
57,3,330,0.614640849074379,0.6424263685647754,0.027785519490396426,1.08239220030269,1.4694827547519846,AB_N30,7,3.0
49,3,111,0.508091937004088,0.5521059579174562,0.04401402091336826,0.76536686473746,2.007345822598686,AB_N30,7,3.0
21,3,475,0.28265725466424585,0.3266085761567449,0.04395132149249903,0.7653668646450721,0.6103957749670706,AB_N30,7,3.0
51,4,536,0.5139998141947341,0.5417853336851305,0.027785519490396426,0.76536686473746,2.1103914522382983,AB_N30,7,3.0
36,2,17,0.3509470218357478,0.36773169042366594,0.01678466858791816,1.847759064947762,2.3115245511216287,AB_N30,7,3.0
12,1,331,0.19631146206609673,0.2231362893983021,0.02682482733220537,1.4142135624,2.0219574067004404,AB_N30,7,3.0
19,1,333,0.2120770257494028,0.24472936593464079,0.032652340185237994,1.08239220030269,0.7002371084762868,AB_N30,7,3.0
30,3,644,0.26238111221779703,0.2960720550752587,0.03369094285746166,1.08239220030269,0.4671767004969651,AB_N30,7,3.0
22,1,567,0.1864946245154946,0.25429874535573205,0.06780412084023746,0.7653668646450721,2.367072111273046,AB_N30,7,3.0
87,3,667,0.7684382432959745,0.8045702444302008,0.03613200113422621,0.76536686473746,1.6224880990523896,AB_N30,7,3.0
46,3,32,0.4091968827560385,0.4431786347674127,0.03398175201137421,0.7653668646450721,0.708890200920625,AB_N30,7,3.0
13,1,171,0.18931570444415857,0.22544770557838478,0.03613200113422621,1.4142135624,1.2426406870944533,AB_N30,7,3.0
77,4,19,0.6264770972264071,0.6627113551004917,0.03623425787408463,1.0823922002644217,1.919971744921693,AB_N30,7,3.0
37,4,133,0.4090267700817436,0.42581143866966176,0.01678466858791816,0.76536686473746,1.8444566283165225,AB_N30,7,3.0
5,2,145,0.33416993269407846,0.33430619921915317,0.00013626652507470194,0.7653668646450721,2.1715728752,AB_N30,7,3.0
5,2,370,0.2807417076755848,0.2915679644943404,0.010826256818755597,2.141444941598226,2.0146648612204365,AB_N30,7,3.0
95,4,546,0.782942272748501,0.7935356381744733,0.010593365425972223,0.76536686473746,1.6389910009455493,AB_N30,7,3.0
4,1,379,0.15817412159413924,0.1869125785373955,0.028738456943256274,0.0,1.7823084775572429,AB_N30,7,3.0
114,3,753,0.7818864884296223,0.8416351471688552,0.05974865873923296,0.76536686473746,1.1589416510736232,AB_N30,7,3.0
6,1,10,0.19165612911598684,0.24299744406606016,0.051341314950073325,1.4142135623730951,2.296100594179237,AB_N30,7,3.0
33,3,391,0.39237979670078715,0.41845592883197,0.026076132131182872,0.76536686473746,2.2827858844855387,AB_N30,7,3.0
150,5,423,0.7783017521360899,0.8518303242377105,0.07352857210162067,0.0,1.2564409109901429,AB_N30,7,3.0
25,3,70,0.29716445452203966,0.323989281854245,0.02682482733220537,1.08239220030269,2.4238622731163413,AB_N30,7,3.0
16,2,177,0.2794038939100083,0.3081423508532646,0.028738456943256274,1.08239220030269,2.4554912444226638,AB_N30,7,3.0
8,3,520,0.1731499449309476,0.22730400523331717,0.05415406030236958,1.08239220030269,1.124693408776561,AB_N30,7,3.0
15,3,132,0.24781859126389272,0.2922306515156122,0.04441206025171951,1.4142135624,1.175875958523557,AB_N30,7,3.0
27,2,994,0.29868751141662275,0.3385536195773038,0.039866108160681035,1.08239220030269,2.3994497937731576,AB_N30,7,3.0
7,1,686,0.19297028452041343,0.23389527424873913,0.0409249897283257,1.4142135623,2.2107242314449014,AB_N30,7,3.0
27,3,563,0.4462255847221065,0.4802073367334807,0.03398175201137421,0.76536686473746,1.9503949617652996,AB_N30,7,3.0
3,1,279,0.156880747729918,0.189533087915156,0.032652340185237994,1.4142135623730951,0.3836486121637407,AB_N30,7,3.0
78,4,1010,0.7052485761825052,0.7394343972657244,0.0341858210832191,0.76536686473746,1.6389910009455493,AB_N30,7,3.0
36,4,217,0.22823782117739588,0.2758089157004956,0.04757109452309971,1.0823922002644217,0.7952783361017199,AB_N30,7,3.0
94,2,868,0.7960932864517007,0.820109525076575,0.02401623862487423,1.0823922002644217,1.1789092180913334,AB_N30,7,3.0
77,5,712,0.5135957147179899,0.5509448308574209,0.03734911613943093,0.0,1.9535183172899955,AB_N30,7,3.0
45,3,209,0.407879648898274,0.4679338241306966,0.060054175232422624,1.08239220030269,2.0508682943291405,AB_N30,7,3.0
20,4,396,0.3314376058336821,0.35235991760879626,0.020922311775114166,0.76536686473746,1.616518372311596,AB_N30,7,3.0
12,1,552,0.2272584456736627,0.2727535012615071,0.04549505558784439,1.0823922002644217,0.76536686473746,AB_N30,7,3.0
107,6,596,0.6991971182814921,0.7696341171286047,0.07043699884711263,0.0,1.5632180954013573,AB_N30,7,3.0
73,4,817,0.7490812019368206,0.7748911650911505,0.02580996315432993,0.0,1.1115295822143798,AB_N30,7,3.0
36,3,446,0.309423292963228,0.33986899776255675,0.030445704799328732,1.08239220030269,0.7765503076828358,AB_N30,7,3.0
34,4,773,0.42861077756644494,0.4544207407207749,0.02580996315432993,1.4142135623730951,1.311784809394791,AB_N30,7,3.0
9,2,841,0.24859939826192667,0.2717122911671983,0.02311289290527163,2.1414449414743264,1.4736257582025531,AB_N30,7,3.0
55,4,175,0.5813124148645279,0.5921678546226021,0.010855439758074237,1.08239220030269,2.021957406731497,AB_N30,7,3.0
16,1,726,0.2905695061283482,0.32101521092767693,0.030445704799328732,1.08239220030269,1.2207915498414756,AB_N30,7,3.0
21,1,539,0.387410708838945,0.4241955528691508,0.036784844030205766,0.765366864645072,1.882592860257872,AB_N30,7,3.0
10,3,943,0.27668916599393933,0.28754460575201357,0.010855439758074237,1.08239220030269,1.6042422288770666,AB_N30,7,3.0
45,4,718,0.40473777383010867,0.456079088780182,0.051341314950073325,0.7653668647757284,2.1878748969532467,AB_N30,7,3.0
3,2,823,0.24196492608926568,0.2527911829080213,0.010826256818755597,1.08239220030269,0.7002371085015192,AB_N30,7,3.0
72,4,107,0.4757833973625366,0.5350751411977661,0.059291743835229505,1.8477590650401503,1.4245831851170294,AB_N30,7,3.0
39,3,67,0.33405444151922314,0.36010093458512515,0.02604649306590201,1.08239220030269,0.9262096826393083,AB_N30,7,3.0
12,3,779,0.3115365226271041,0.32205945420424875,0.010522931577144679,0.76536686473746,1.1115295822471238,AB_N30,7,3.0
107,3,858,0.8530348491562924,0.8715258374365299,0.01849098828023754,0.76536686473746,1.6262413537492295,AB_N30,7,3.0
94,4,797,0.6401011545184885,0.6855962101063329,0.04549505558784439,1.08239220030269,1.0734229787906149,AB_N30,7,3.0
36,3,13,0.45854947738389285,0.4585494773845685,6.756817327868703e-13,0.765366864645072,0.7174389352343841,AB_N30,7,3.0
27,2,31,0.25502453090295985,0.2879540578154971,0.032929526912537255,1.08239220030269,1.7320508075908452,AB_N30,7,3.0
6,1,139,0.28205873112700985,0.3005289232817231,0.01847019215471324,1.0823922002644217,1.8603480203420553,AB_N30,7,3.0
49,6,51,0.40896150924204266,0.41221093102887574,0.0032494217868330733,1.0823922002644217,0.6103957749646056,AB_N30,7,3.0
32,3,165,0.27370758650645477,0.3284748025371884,0.054767216030733645,1.08239220030269,2.3794757581507238,AB_N30,7,3.0
12,1,595,0.1931341687560605,0.2444754837061338,0.051341314950073325,2.0,0.741084685560575,AB_N30,7,3.0
72,4,512,0.4446016881652033,0.5046558633976259,0.060054175232422624,1.0823922002644217,2.0740094479336832,AB_N30,7,3.0
66,6,466,0.7091842371194158,0.7419595694732516,0.032775332353835784,1.08239220030269,1.4348778703579983,AB_N30,7,3.0
16,1,42,0.19706535553224847,0.24483455241089003,0.04776919687864156,2.1414449414743264,0.8870155378247012,AB_N30,7,3.0
3,1,904,0.1663970484492786,0.2120683865788614,0.045671338129582795,0.0,0.44834152921049825,AB_N30,7,3.0
40,2,728,0.3147918238217726,0.360286879409617,0.04549505558784439,0.76536686473746,0.776550307668959,AB_N30,7,3.0
50,5,690,0.5030498336244095,0.5332712082162765,0.030221374591867023,1.08239220030269,1.711412337278847,AB_N30,7,3.0
19,1,442,0.26129100778302405,0.33139376914280305,0.070102761359779,0.7653668647757284,0.8091737813701921,AB_N30,7,3.0
106,5,171,0.7964895723860055,0.8175125522317759,0.021022979845770395,0.7653668647374602,1.2891488988629003,AB_N30,7,3.0
27,3,244,0.26375622478742355,0.326578264918147,0.06282204013072346,1.0823922002644217,0.7653668647374602,AB_N30,7,3.0
53,2,33,0.4689065418232494,0.5075680347926301,0.038661492969380706,1.0823922002644217,1.0000000000190246,AB_N30,7,3.0
14,1,452,0.22773283035845293,0.25551834984884936,0.027785519490396426,1.8477590650401499,1.213708393947958,AB_N30,7,3.0
8,4,517,0.19335926210287557,0.2224840040447187,0.029124741941843113,1.84775906504015,2.0424428695256323,AB_N30,7,3.0
44,2,721,0.3943514406568225,0.42804238351428414,0.03369094285746166,2.141444941537851,2.225135223924136,AB_N30,7,3.0
98,4,974,0.5739391779223574,0.6475707634039767,0.0736315854816193,0.76536686473746,0.8632299832461041,AB_N30,7,3.0
36,3,1016,0.3339927570683465,0.4008235540346402,0.06683079696629368,1.4142135624,1.08239220030269,AB_N30,7,3.0
29,3,185,0.3374173109471008,0.3847465313344187,0.047329220387317905,0.76536686473746,0.9262096826260491,AB_N30,7,3.0
19,2,887,0.3410437564015455,0.3410845808011591,4.082439961361484e-05,2.1414449415378507,2.2491941897460817,AB_N30,7,3.0
37,4,397,0.3278572462107886,0.3634123410225917,0.03555509481180308,1.4142135623730951,1.3737909694664376,AB_N30,7,3.0
17,3,725,0.1901588367816598,0.24539674132465206,0.05523790454299227,0.76536686473746,0.9316467377742478,AB_N30,7,3.0
27,2,605,0.17766402145742355,0.2402094593594304,0.06254543790200684,1.9999999999673386,1.9352431381732993,AB_N30,7,3.0
14,2,848,0.27380154866665973,0.30292629060850285,0.029124741941843113,0.0,1.90137415819371,AB_N30,7,3.0
15,1,55,0.19875429460764316,0.24950945970944738,0.05075516510180422,1.08239220030269,0.9262096826260492,AB_N30,7,3.0
95,3,97,0.6121324951052044,0.6489173391354102,0.036784844030205766,1.08239220030269,1.919971744887404,AB_N30,7,3.0
29,4,714,0.3228529055136897,0.3651790730669384,0.042326167553248695,0.76536686473746,2.1727354617706576,AB_N30,7,3.0
21,2,221,0.32302619830743506,0.3521001849026736,0.02907398659523852,0.76536686473746,2.0073458226460734,AB_N30,7,3.0
12,2,888,0.2650064676696291,0.290816430823959,0.02580996315432993,2.000000000038049,1.8747582845835908,AB_N30,7,3.0
86,4,316,0.5554851615840672,0.6075904676927147,0.0521053061086475,0.0,1.0710678118220378,AB_N30,7,3.0
11,2,744,0.2646218147501539,0.2751447463272986,0.010522931577144679,1.4142135623,1.3071289444866796,AB_N30,7,3.0
23,1,372,0.2566002118780655,0.3161208717330858,0.05952065985502031,2.141444941458133,2.296100594178647,AB_N30,7,3.0
55,2,812,0.463824549941225,0.4975154927986867,0.03369094285746166,0.76536686473746,2.08230715212615,AB_N30,7,3.0
69,2,305,0.5117683253247287,0.5674804604002444,0.055712135075515645,0.0,0.795278336006488,AB_N30,7,3.0
80,6,280,0.532472306040068,0.5879381441225706,0.055465838082502605,1.4142135623730951,1.2278338449145194,AB_N30,7,3.0
93,4,570,0.7219285454343563,0.7403987375890695,0.01847019215471324,1.4142135623730951,1.7691642984456366,AB_N30,7,3.0
34,1,627,0.4584299545182725,0.4660316361832564,0.0076016816649838725,1.8477590650401499,1.50497018694119,AB_N30,7,3.0
42,5,628,0.4221082620933696,0.4396770291181922,0.017568767024822574,1.4142135624,1.6629397282570089,AB_N30,7,3.0
36,3,557,0.40248935113195616,0.4282993142862861,0.02580996315432993,1.0823922002644217,1.9289321880229042,AB_N30,7,3.0
29,3,87,0.3994996503426219,0.41796984249733515,0.01847019215471324,1.4142135623730951,1.3950541677251214,AB_N30,7,3.0
24,1,571,0.24122287279920673,0.2940487190661568,0.05282584626695008,0.7653668647757284,1.4934682381582591,AB_N30,7,3.0
11,3,195,0.16975264846047744,0.18824363674071498,0.01849098828023754,1.4142135623730951,0.2528342083750019,AB_N30,7,3.0
21,2,661,0.3566903628210657,0.37425912984588827,0.017568767024822574,1.0823922002644217,0.8460075369566956,AB_N30,7,3.0
14,3,163,0.21861344441502972,0.24151234361595486,0.022898899200925138,1.08239220030269,2.2437664507084096,AB_N30,7,3.0
47,2,158,0.5578359000193915,0.5610853218062246,0.0032494217868330733,1.0823922002644217,1.6568542495,AB_N30,7,3.0
38,7,604,0.415792391370268,0.47100635338668717,0.05521396201641915,1.08239220030269,0.8632299833420725,AB_N30,7,3.0
25,3,104,0.24176168573664936,0.28561876775580064,0.04385708201915128,1.08239220030269,0.9938846468083126,AB_N30,7,3.0
7,1,967,0.1733667492200185,0.21886180480786288,0.04549505558784439,0.76536686473746,0.48004934987506026,AB_N30,7,3.0
64,5,96,0.6103680217645145,0.6361779849188445,0.02580996315432993,0.0,1.8747582845999369,AB_N30,7,3.0
113,3,75,0.8053847668789665,0.8595388271813361,0.05415406030236958,1.08239220030269,1.5593131516293086,AB_N30,7,3.0
15,1,31,0.22128894955943856,0.26642364117184614,0.045134691612407574,1.84775906504015,2.35460312520738,AB_N30,7,3.0
135,5,335,0.9176271377711722,0.9350748161522208,0.017447678381048548,0.0,1.3774624842131118,AB_N30,7,3.0
122,3,889,0.8657664721520155,0.9096235541711668,0.04385708201915128,1.0823922002644217,1.343145750551636,AB_N30,7,3.0
19,1,584,0.2936714407722728,0.3204962681044782,0.02682482733220537,1.4142135623730951,0.6475061360610542,AB_N30,7,3.0
7,1,520,0.18235652364760868,0.21791161845941176,0.03555509481180308,0.76536686473746,1.7691642984018563,AB_N30,7,3.0
71,3,360,0.5079072017161744,0.5772392995095014,0.06933209779332694,1.84775906504015,1.3256542961262752,AB_N30,7,3.0
50,3,382,0.4109971292536325,0.44723138712771715,0.03623425787408463,1.4142135624,1.5950410268970792,AB_N30,7,3.0
35,2,106,0.3503223644364537,0.3611486212552093,0.010826256818755597,1.08239220030269,0.5857864375942436,AB_N30,7,3.0
16,2,113,0.19687693424573605,0.24237198983358044,0.04549505558784439,1.08239220030269,1.860348020243771,AB_N30,7,3.0
17,5,151,0.24521022181953056,0.2743349637613737,0.029124741941843113,1.0823922002644217,0.8314698641354208,AB_N30,7,3.0
82,4,810,0.6068197829793183,0.6433475165629546,0.03652773358363637,1.0823922002644217,1.9535183172832769,AB_N30,7,3.0
19,1,575,0.18605293231482178,0.24580159105405475,0.05974865873923296,2.000000000038049,2.1738974262999236,AB_N30,7,3.0
67,3,923,0.6653195476415937,0.716074712743398,0.05075516510180422,1.4142135624,1.7320508075798613,AB_N30,7,3.0
62,3,606,0.4917852157584668,0.5438905218671143,0.0521053061086475,0.76536686473746,1.8885048195897811,AB_N30,7,3.0
16,1,824,0.21994384264477407,0.2561781005188587,0.03623425787408463,1.08239220030269,1.5905566722216862,AB_N30,7,3.0
