model,seed,history,checkpoint,delta,M_measured
Reinforced,73,B,100,0.1,-58.1
Reinforced,74,B,100,0.1,-111.8
Reinforced,75,B,100,0.1,-142.1
Reinforced,76,B,100,0.1,-48.6
Reinforced,77,B,100,0.1,-38.4
Reinforced,78,B,100,0.1,-146.4
Reinforced,79,B,100,0.1,-98.1
Reinforced,80,B,100,0.1,-61
Reinforced,81,B,100,0.1,-102.9
Reinforced,82,B,100,0.1,-7.7
Reinforced,83,B,100,0.1,-92.3
Reinforced,84,B,100,0.1,-83.6
Reinforced,85,B,100,0.1,-80.4
Reinforced,86,B,100,0.1,-36.3
Reinforced,87,B,100,0.1,-25.2
Reinforced,88,B,100,0.1,-52.8
Reinforced,89,B,100,0.1,-88.8
Reinforced,90,B,100,0.1,-60.3
Reinforced,91,B,100,0.1,-127.4
Reinforced,92,B,100,0.1,-24.3
Reinforced,93,B,100,0.1,-66.6
Reinforced,94,B,100,0.1,-129
Reinforced,95,B,100,0.1,-60.3
Reinforced,96,B,100,0.1,-123
Reinforced,97,B,100,0.1,-100.3
Reinforced,98,B,100,0.1,-32.1
Reinforced,99,B,100,0.1,-69.5
Reinforced,100,B,100,0.1,-73.6
Reinforced,101,B,100,0.1,-40.6
Reinforced,102,B,100,0.1,-133.9
Reinforced,103,B,100,0.1,-31.8
Reinforced,104,B,100,0.1,-134.6
Reinforced,105,B,100,0.1,-119.5
Reinforced,106,B,100,0.1,-81.8
Reinforced,107,B,100,0.1,-33
Reinforced,108,B,100,0.1,-61.3
Reinforced,109,B,100,0.1,-44.2
Reinforced,110,B,100,0.1,-42.4
Reinforced,111,B,100,0.1,-42
Reinforced,112,B,100,0.1,-90.4
Reinforced,113,B,100,0.1,-41.1
Reinforced,114,B,100,0.1,-81.5
Reinforced,115,B,100,0.1,4.5
Reinforced,116,B,100,0.1,-45.3
Reinforced,117,B,100,0.1,-59.6
Reinforced,118,B,100,0.1,-99.6
Reinforced,119,B,100,0.1,-111.3
Reinforced,120,B,100,0.1,-96.3
Reinforced,121,B,100,0.1,-58
Reinforced,122,B,100,0.1,-56.6
Reinforced,123,B,100,0.1,-67.9
Reinforced,124,B,100,0.1,-64.9
Reinforced,125,B,100,0.1,-142.8
Reinforced,126,B,100,0.1,-40.6
Reinforced,127,B,100,0.1,-5.6
Reinforced,128,B,100,0.1,-129.7
Reinforced,129,B,100,0.1,-29.7
Reinforced,130,B,100,0.1,-113.4
Reinforced,131,B,100,0.1,-104.1
Reinforced,132,B,100,0.1,-100.6
Reinforced,133,B,100,0.1,-87.8
Reinforced,134,B,100,0.1,-60.3
Reinforced,135,B,100,0.1,-74.6
Reinforced,136,B,100,0.1,20.4
Reinforced,137,B,100,0.1,-55
Reinforced,138,B,100,0.1,-48.7
Reinforced,139,B,100,0.1,-81.5
Reinforced,140,B,100,0.1,-73.8
Reinforced,141,B,100,0.1,-48.6
Reinforced,142,B,100,0.1,-108.5
Reinforced,143,B,100,0.1,-18.3
Reinforced,144,B,100,0.1,-7.4
Reinforced,145,B,100,0.1,-45.1
Reinforced,146,B,100,0.1,-71.3
Reinforced,147,B,100,0.1,-132
Reinforced,148,B,100,0.1,-17.1
Reinforced,149,B,100,0.1,-28.2
Reinforced,150,B,100,0.1,-59.9
Reinforced,151,B,100,0.1,-97.7
Reinforced,152,B,100,0.1,-89.8
Reinforced,153,B,100,0.1,-58.2
Reinforced,154,B,100,0.1,-61.4
Reinforced,155,B,100,0.1,-23
Reinforced,156,B,100,0.1,-18.6
Reinforced,157,B,100,0.1,-75.6
Reinforced,158,B,100,0.1,5.2
Reinforced,159,B,100,0.1,-73.6
Reinforced,160,B,100,0.1,-1.5
Reinforced,161,B,100,0.1,-51.2
Reinforced,162,B,100,0.1,-33.8
Reinforced,163,B,100,0.1,-73.1
Reinforced,164,B,100,0.1,-130.4
Reinforced,165,B,100,0.1,-115.6
Reinforced,166,B,100,0.1,-53.9
Reinforced,167,B,100,0.1,-13.1
Reinforced,168,B,100,0.1,14.8
Reinforced,169,B,100,0.1,-79
Reinforced,170,B,100,0.1,-122.3
Reinforced,171,B,100,0.1,-105
Reinforced,172,B,100,0.1,-44.3
Reinforced,173,B,100,0.1,-39.7
Reinforced,174,B,100,0.1,-13
Reinforced,175,B,100,0.1,-92.9
Reinforced,176,B,100,0.1,-111.4
Reinforced,177,B,100,0.1,-16.4
Reinforced,178,B,100,0.1,-87.9
Reinforced,179,B,100,0.1,-66.6
Reinforced,180,B,100,0.1,14.6
Reinforced,181,B,100,0.1,-88
Reinforced,182,B,100,0.1,-91.7
Reinforced,183,B,100,0.1,-99
Reinforced,184,B,100,0.1,-47.4
Reinforced,185,B,100,0.1,-21.6
Reinforced,186,B,100,0.1,-48.9
Reinforced,187,B,100,0.1,-115.6
Reinforced,188,B,100,0.1,-69.1
Reinforced,189,B,100,0.1,-83.3
Reinforced,190,B,100,0.1,-52.6
Reinforced,191,B,100,0.1,-60.7
Reinforced,192,B,100,0.1,-83.1
Reinforced,193,B,100,0.1,-77.7
Reinforced,194,B,100,0.1,-81.5
Reinforced,195,B,100,0.1,-133.1
Reinforced,196,B,100,0.1,-73
Reinforced,197,B,100,0.1,-90.9
Reinforced,198,B,100,0.1,-133.5
Reinforced,199,B,100,0.1,-63.5
Reinforced,0,B,100,0.5,-120
Reinforced,1,B,100,0.5,-149
Reinforced,2,B,100,0.5,-166
Reinforced,3,B,100,0.5,-37.5
Reinforced,4,B,100,0.5,-97.5
Reinforced,5,B,100,0.5,-96.5
Reinforced,6,B,100,0.5,-148.5
Reinforced,7,B,100,0.5,-126.5
Reinforced,8,B,100,0.5,-67.5
Reinforced,9,B,100,0.5,-142
Reinforced,10,B,100,0.5,-23
Reinforced,11,B,100,0.5,-107.5
Reinforced,12,B,100,0.5,-109.5
Reinforced,13,B,100,0.5,-106
Reinforced,14,B,100,0.5,-101.5
Reinforced,15,B,100,0.5,-102
Reinforced,16,B,100,0.5,-94
Reinforced,17,B,100,0.5,-73
Reinforced,18,B,100,0.5,-78.5
Reinforced,19,B,100,0.5,-114.5
Reinforced,20,B,100,0.5,-67
Reinforced,21,B,100,0.5,-25
Reinforced,22,B,100,0.5,-87.5
Reinforced,23,B,100,0.5,-55
Reinforced,24,B,100,0.5,-48
Reinforced,25,B,100,0.5,-54.5
Reinforced,26,B,100,0.5,-108.5
Reinforced,27,B,100,0.5,-17
Reinforced,28,B,100,0.5,-55.5
Reinforced,29,B,100,0.5,-91.5
Reinforced,30,B,100,0.5,-84.5
Reinforced,31,B,100,0.5,-128.5
Reinforced,32,B,100,0.5,-67
Reinforced,33,B,100,0.5,-52
Reinforced,34,B,100,0.5,-101
Reinforced,35,B,100,0.5,-24.5
Reinforced,36,B,100,0.5,-79
Reinforced,37,B,100,0.5,-127
Reinforced,38,B,100,0.5,-73.5
Reinforced,39,B,100,0.5,-57
Reinforced,40,B,100,0.5,13
Reinforced,41,B,100,0.5,-51.5
Reinforced,42,B,100,0.5,-113
Reinforced,43,B,100,0.5,-108.5
Reinforced,44,B,100,0.5,-3
Reinforced,45,B,100,0.5,-18
Reinforced,46,B,100,0.5,-131.5
Reinforced,47,B,100,0.5,-65
Reinforced,48,B,100,0.5,-66
Reinforced,49,B,100,0.5,5.5
Reinforced,50,B,100,0.5,-16.5
Reinforced,51,B,100,0.5,-61
Reinforced,52,B,100,0.5,-112.5
Reinforced,53,B,100,0.5,-85.5
Reinforced,54,B,100,0.5,-126.5
Reinforced,55,B,100,0.5,-71.5
Reinforced,56,B,100,0.5,-11
Reinforced,57,B,100,0.5,-85
Reinforced,58,B,100,0.5,-45
Reinforced,59,B,100,0.5,-75
Reinforced,60,B,100,0.5,-75.5
Reinforced,61,B,100,0.5,-64
Reinforced,62,B,100,0.5,-42
Reinforced,63,B,100,0.5,-40
Reinforced,64,B,100,0.5,-143.5
Reinforced,65,B,100,0.5,-125.5
Reinforced,66,B,100,0.5,-21.5
Reinforced,67,B,100,0.5,-115.5
Reinforced,68,B,100,0.5,-86.5
Reinforced,69,B,100,0.5,16.5
Reinforced,70,B,100,0.5,-64.5
Reinforced,71,B,100,0.5,-118.5
Reinforced,72,B,100,0.5,-85.5
Reinforced,73,B,100,0.5,-58.5
Reinforced,74,B,100,0.5,-113.5
Reinforced,75,B,100,0.5,-144
Reinforced,76,B,100,0.5,-49.5
Reinforced,77,B,100,0.5,-40
Reinforced,78,B,100,0.5,-148.5
Reinforced,79,B,100,0.5,-99.5
Reinforced,80,B,100,0.5,-61.5
Reinforced,81,B,100,0.5,-104
Reinforced,82,B,100,0.5,-8
Reinforced,83,B,100,0.5,-93.5
Reinforced,84,B,100,0.5,-84
Reinforced,85,B,100,0.5,-80.5
Reinforced,86,B,100,0.5,-37
Reinforced,87,B,100,0.5,-26.5
Reinforced,88,B,100,0.5,-54
Reinforced,89,B,100,0.5,-89.5
Reinforced,90,B,100,0.5,-61
Reinforced,91,B,100,0.5,-130
Reinforced,92,B,100,0.5,-24.5
Reinforced,93,B,100,0.5,-68.5
Reinforced,94,B,100,0.5,-130.5
Reinforced,95,B,100,0.5,-61.5
Reinforced,96,B,100,0.5,-124.5
Reinforced,97,B,100,0.5,-101
Reinforced,98,B,100,0.5,-33
Reinforced,99,B,100,0.5,-71
Reinforced,100,B,100,0.5,-74
Reinforced,101,B,100,0.5,-41.5
Reinforced,102,B,100,0.5,-136.5
Reinforced,103,B,100,0.5,-31
Reinforced,104,B,100,0.5,-136.5
Reinforced,105,B,100,0.5,-120
Reinforced,106,B,100,0.5,-83
Reinforced,107,B,100,0.5,-34
Reinforced,108,B,100,0.5,-60.5
Reinforced,109,B,100,0.5,-45
Reinforced,110,B,100,0.5,-43
Reinforced,111,B,100,0.5,-42.5
Reinforced,112,B,100,0.5,-90.5
Reinforced,113,B,100,0.5,-42.5
Reinforced,114,B,100,0.5,-82.5
Reinforced,115,B,100,0.5,4
Reinforced,116,B,100,0.5,-46
Reinforced,117,B,100,0.5,-61
Reinforced,118,B,100,0.5,-100.5
Reinforced,119,B,100,0.5,-113
Reinforced,120,B,100,0.5,-98
Reinforced,121,B,100,0.5,-58
Reinforced,122,B,100,0.5,-58.5
Reinforced,123,B,100,0.5,-70.5
Reinforced,124,B,100,0.5,-66
Reinforced,125,B,100,0.5,-144.5
Reinforced,126,B,100,0.5,-41
Reinforced,127,B,100,0.5,-6.5
Reinforced,128,B,100,0.5,-132
Reinforced,129,B,100,0.5,-30.5
Reinforced,130,B,100,0.5,-115.5
Reinforced,131,B,100,0.5,-105.5
Reinforced,132,B,100,0.5,-102
Reinforced,133,B,100,0.5,-89
Reinforced,134,B,100,0.5,-60
Reinforced,135,B,100,0.5,-75
Reinforced,136,B,100,0.5,20
Reinforced,137,B,100,0.5,-56
Reinforced,138,B,100,0.5,-46
Reinforced,139,B,100,0.5,-83
Reinforced,140,B,100,0.5,-74.5
Reinforced,141,B,100,0.5,-48.5
Reinforced,142,B,100,0.5,-109.5
Reinforced,143,B,100,0.5,-17.5
Reinforced,144,B,100,0.5,-7.5
Reinforced,145,B,100,0.5,-45.5
Reinforced,146,B,100,0.5,-72
Reinforced,147,B,100,0.5,-134
Reinforced,148,B,100,0.5,-17
Reinforced,149,B,100,0.5,-27.5
Reinforced,150,B,100,0.5,-60.5
Reinforced,151,B,100,0.5,-99
Reinforced,152,B,100,0.5,-90.5
Reinforced,153,B,100,0.5,-59.5
Reinforced,154,B,100,0.5,-62.5
Reinforced,155,B,100,0.5,-24.5
Reinforced,156,B,100,0.5,-20
Reinforced,157,B,100,0.5,-76
Reinforced,158,B,100,0.5,5
Reinforced,159,B,100,0.5,-74.5
Reinforced,160,B,100,0.5,-2
Reinforced,161,B,100,0.5,-51.5
Reinforced,162,B,100,0.5,-33.5
Reinforced,163,B,100,0.5,-74
Reinforced,164,B,100,0.5,-132
Reinforced,165,B,100,0.5,-116.5
Reinforced,166,B,100,0.5,-55
Reinforced,167,B,100,0.5,-13
Reinforced,168,B,100,0.5,15.5
Reinforced,169,B,100,0.5,-78.5
Reinforced,170,B,100,0.5,-124
Reinforced,171,B,100,0.5,-106.5
Reinforced,172,B,100,0.5,-43.5
Reinforced,173,B,100,0.5,-40.5
Reinforced,174,B,100,0.5,-13
Reinforced,175,B,100,0.5,-93.5
Reinforced,176,B,100,0.5,-112
Reinforced,177,B,100,0.5,-17.5
Reinforced,178,B,100,0.5,-88.5
Reinforced,179,B,100,0.5,-67.5
Reinforced,180,B,100,0.5,13.5
Reinforced,181,B,100,0.5,-89.5
Reinforced,182,B,100,0.5,-93.5
Reinforced,183,B,100,0.5,-99.5
Reinforced,184,B,100,0.5,-48.5
Reinforced,185,B,100,0.5,-21
Reinforced,186,B,100,0.5,-49
Reinforced,187,B,100,0.5,-117.5
Reinforced,188,B,100,0.5,-70
Reinforced,189,B,100,0.5,-84
Reinforced,190,B,100,0.5,-53
Reinforced,191,B,100,0.5,-60.5
Reinforced,192,B,100,0.5,-83.5
Reinforced,193,B,100,0.5,-78.5
Reinforced,194,B,100,0.5,-82
Reinforced,195,B,100,0.5,-135.5
Reinforced,196,B,100,0.5,-74
Reinforced,197,B,100,0.5,-91.5
Reinforced,198,B,100,0.5,-135
Reinforced,199,B,100,0.5,-63.5
Reinforced,0,B,100,1.0,-115
Reinforced,1,B,100,1.0,-145
Reinforced,2,B,100,1.0,-162
Reinforced,3,B,100,1.0,-34
Reinforced,4,B,100,1.0,-95
Reinforced,5,B,100,1.0,-91
Reinforced,6,B,100,1.0,-146
Reinforced,7,B,100,1.0,-120
Reinforced,8,B,100,1.0,-63
Reinforced,9,B,100,1.0,-140
Reinforced,10,B,100,1.0,-21
Reinforced,11,B,100,1.0,-105
Reinforced,12,B,100,1.0,-108
Reinforced,13,B,100,1.0,-101
Reinforced,14,B,100,1.0,-101
Reinforced,15,B,100,1.0,-101
Reinforced,16,B,100,1.0,-91
Reinforced,17,B,100,1.0,-70
Reinforced,18,B,100,1.0,-74
Reinforced,19,B,100,1.0,-112
Reinforced,20,B,100,1.0,-64
Reinforced,21,B,100,1.0,-21
Reinforced,22,B,100,1.0,-82
Reinforced,23,B,100,1.0,-53
Reinforced,24,B,100,1.0,-43
Reinforced,25,B,100,1.0,-50
Reinforced,26,B,100,1.0,-108
Reinforced,27,B,100,1.0,-11
Reinforced,28,B,100,1.0,-51
Reinforced,29,B,100,1.0,-86
Reinforced,30,B,100,1.0,-78
Reinforced,31,B,100,1.0,-125
Reinforced,32,B,100,1.0,-65
Reinforced,33,B,100,1.0,-51
Reinforced,34,B,100,1.0,-99
Reinforced,35,B,100,1.0,-19
Reinforced,36,B,100,1.0,-75
Reinforced,37,B,100,1.0,-126
Reinforced,38,B,100,1.0,-71
Reinforced,39,B,100,1.0,-55
Reinforced,40,B,100,1.0,23
Reinforced,41,B,100,1.0,-49
Reinforced,42,B,100,1.0,-110
Reinforced,43,B,100,1.0,-105
Reinforced,44,B,100,1.0,5
Reinforced,45,B,100,1.0,-12
Reinforced,46,B,100,1.0,-126
Reinforced,47,B,100,1.0,-61
Reinforced,48,B,100,1.0,-61
Reinforced,49,B,100,1.0,16
Reinforced,50,B,100,1.0,-13
Reinforced,51,B,100,1.0,-58
Reinforced,52,B,100,1.0,-111
Reinforced,53,B,100,1.0,-84
Reinforced,54,B,100,1.0,-124
Reinforced,55,B,100,1.0,-70
Reinforced,56,B,100,1.0,-4
Reinforced,57,B,100,1.0,-85
Reinforced,58,B,100,1.0,-42
Reinforced,59,B,100,1.0,-74
Reinforced,60,B,100,1.0,-72
Reinforced,61,B,100,1.0,-60
Reinforced,62,B,100,1.0,-37
Reinforced,63,B,100,1.0,-34
Reinforced,64,B,100,1.0,-141
Reinforced,65,B,100,1.0,-127
Reinforced,66,B,100,1.0,-20
Reinforced,67,B,100,1.0,-112
Reinforced,68,B,100,1.0,-84
Reinforced,69,B,100,1.0,26
Reinforced,70,B,100,1.0,-61
Reinforced,71,B,100,1.0,-116
Reinforced,72,B,100,1.0,-82
Reinforced,73,B,100,1.0,-55
Reinforced,74,B,100,1.0,-109
Reinforced,75,B,100,1.0,-142
Reinforced,76,B,100,1.0,-47
Reinforced,77,B,100,1.0,-32
Reinforced,78,B,100,1.0,-143
Reinforced,79,B,100,1.0,-95
Reinforced,80,B,100,1.0,-59
Reinforced,81,B,100,1.0,-100
Reinforced,82,B,100,1.0,-2
Reinforced,83,B,100,1.0,-89
Reinforced,84,B,100,1.0,-80
Reinforced,85,B,100,1.0,-77
Reinforced,86,B,100,1.0,-31
Reinforced,87,B,100,1.0,-17
Reinforced,88,B,100,1.0,-55
Reinforced,89,B,100,1.0,-88
Reinforced,90,B,100,1.0,-57
Reinforced,91,B,100,1.0,-125
Reinforced,92,B,100,1.0,-20
Reinforced,93,B,100,1.0,-65
Reinforced,94,B,100,1.0,-128
Reinforced,95,B,100,1.0,-60
Reinforced,96,B,100,1.0,-121
Reinforced,97,B,100,1.0,-99
Reinforced,98,B,100,1.0,-25
Reinforced,99,B,100,1.0,-67
Reinforced,100,B,100,1.0,-71
Reinforced,101,B,100,1.0,-38
Reinforced,102,B,100,1.0,-133
Reinforced,103,B,100,1.0,-29
Reinforced,104,B,100,1.0,-132
Reinforced,105,B,100,1.0,-120
Reinforced,106,B,100,1.0,-81
Reinforced,107,B,100,1.0,-28
Reinforced,108,B,100,1.0,-58
Reinforced,109,B,100,1.0,-41
Reinforced,110,B,100,1.0,-38
Reinforced,111,B,100,1.0,-37
Reinforced,112,B,100,1.0,-91
Reinforced,113,B,100,1.0,-37
Reinforced,114,B,100,1.0,-79
Reinforced,115,B,100,1.0,12
Reinforced,116,B,100,1.0,-42
Reinforced,117,B,100,1.0,-58
Reinforced,118,B,100,1.0,-98
Reinforced,119,B,100,1.0,-108
Reinforced,120,B,100,1.0,-95
Reinforced,121,B,100,1.0,-51
Reinforced,122,B,100,1.0,-51
Reinforced,123,B,100,1.0,-65
Reinforced,124,B,100,1.0,-62
Reinforced,125,B,100,1.0,-146
Reinforced,126,B,100,1.0,-38
Reinforced,127,B,100,1.0,-3
Reinforced,128,B,100,1.0,-129
Reinforced,129,B,100,1.0,-27
Reinforced,130,B,100,1.0,-109
Reinforced,131,B,100,1.0,-102
Reinforced,132,B,100,1.0,-99
Reinforced,133,B,100,1.0,-86
Reinforced,134,B,100,1.0,-58
Reinforced,135,B,100,1.0,-73
Reinforced,136,B,100,1.0,31
Reinforced,137,B,100,1.0,-52
Reinforced,138,B,100,1.0,-48
Reinforced,139,B,100,1.0,-80
Reinforced,140,B,100,1.0,-70
Reinforced,141,B,100,1.0,-45
Reinforced,142,B,100,1.0,-109
Reinforced,143,B,100,1.0,-13
Reinforced,144,B,100,1.0,-3
Reinforced,145,B,100,1.0,-41
Reinforced,146,B,100,1.0,-69
Reinforced,147,B,100,1.0,-131
Reinforced,148,B,100,1.0,-14
Reinforced,149,B,100,1.0,-29
Reinforced,150,B,100,1.0,-59
Reinforced,151,B,100,1.0,-96
Reinforced,152,B,100,1.0,-90
Reinforced,153,B,100,1.0,-55
Reinforced,154,B,100,1.0,-58
Reinforced,155,B,100,1.0,-19
Reinforced,156,B,100,1.0,-13
Reinforced,157,B,100,1.0,-72
Reinforced,158,B,100,1.0,13
Reinforced,159,B,100,1.0,-69
Reinforced,160,B,100,1.0,6
Reinforced,161,B,100,1.0,-50
Reinforced,162,B,100,1.0,-31
Reinforced,163,B,100,1.0,-72
Reinforced,164,B,100,1.0,-132
Reinforced,165,B,100,1.0,-117
Reinforced,166,B,100,1.0,-50
Reinforced,167,B,100,1.0,-9
Reinforced,168,B,100,1.0,20
Reinforced,169,B,100,1.0,-78
Reinforced,170,B,100,1.0,-120
Reinforced,171,B,100,1.0,-104
Reinforced,172,B,100,1.0,-41
Reinforced,173,B,100,1.0,-35
Reinforced,174,B,100,1.0,-9
Reinforced,175,B,100,1.0,-91
Reinforced,176,B,100,1.0,-115
Reinforced,177,B,100,1.0,-12
Reinforced,178,B,100,1.0,-84
Reinforced,179,B,100,1.0,-64
Reinforced,180,B,100,1.0,24
Reinforced,181,B,100,1.0,-87
Reinforced,182,B,100,1.0,-91
Reinforced,183,B,100,1.0,-103
Reinforced,184,B,100,1.0,-43
Reinforced,185,B,100,1.0,-19
Reinforced,186,B,100,1.0,-49
Reinforced,187,B,100,1.0,-110
Reinforced,188,B,100,1.0,-67
Reinforced,189,B,100,1.0,-82
Reinforced,190,B,100,1.0,-48
Reinforced,191,B,100,1.0,-61
Reinforced,192,B,100,1.0,-84
Reinforced,193,B,100,1.0,-76
Reinforced,194,B,100,1.0,-84
Reinforced,195,B,100,1.0,-131
Reinforced,196,B,100,1.0,-72
Reinforced,197,B,100,1.0,-90
Reinforced,198,B,100,1.0,-134
Reinforced,199,B,100,1.0,-61
Reinforced,0,B,200,0.0,-107.4714661
Reinforced,1,B,200,0.0,-135.3307295
Reinforced,2,B,200,0.0,-120.3845215
Reinforced,3,B,200,0.0,-65.46775818
Reinforced,4,B,200,0.0,-85.07247448
Reinforced,5,B,200,0.0,-62.48664826
Reinforced,6,B,200,0.0,-198.1361008
Reinforced,7,B,200,0.0,-121.5441895
Reinforced,8,B,200,0.0,-78.12217727
Reinforced,9,B,200,0.0,-176.9341373
Reinforced,10,B,200,0.0,48.5162735
Reinforced,11,B,200,0.0,-119.8046875
Reinforced,12,B,200,0.0,-116.4215469
Reinforced,13,B,200,0.0,-140.5619812
Reinforced,14,B,200,0.0,-77.2355625
Reinforced,15,B,200,0.0,-113.015213
Reinforced,16,B,200,0.0,-75.31428337
Reinforced,17,B,200,0.0,-4.186687469
Reinforced,18,B,200,0.0,-46.00068986
Reinforced,19,B,200,0.0,-79.43452835
Reinforced,20,B,200,0.0,-45.33496857
Reinforced,21,B,200,0.0,-54.81555939
Reinforced,22,B,200,0.0,-95.18596649
Reinforced,23,B,200,0.0,-36.00934863
Reinforced,24,B,200,0.0,-41.71543017
Reinforced,25,B,200,0.0,-48.06491852
Reinforced,26,B,200,0.0,-115.9220433
Reinforced,27,B,200,0.0,8.296737671
Reinforced,28,B,200,0.0,-42.21948087
Reinforced,29,B,200,0.0,-105.0482917
Reinforced,30,B,200,0.0,-86.96853638
Reinforced,31,B,200,0.0,-130.8192444
Reinforced,32,B,200,0.0,-107.1321106
Reinforced,33,B,200,0.0,-63.77319098
Reinforced,34,B,200,0.0,-86.51348084
Reinforced,35,B,200,0.0,3.630218506
Reinforced,36,B,200,0.0,-93.15616608
Reinforced,37,B,200,0.0,-122.1889305
Reinforced,38,B,200,0.0,-123.8796234
Reinforced,39,B,200,0.0,11.04450226
Reinforced,40,B,200,0.0,41.97379109
Reinforced,41,B,200,0.0,-48.9278689
Reinforced,42,B,200,0.0,-119.5722961
Reinforced,43,B,200,0.0,-110.5029297
Reinforced,44,B,200,0.0,7.904968262
Reinforced,45,B,200,0.0,1.356487274
Reinforced,46,B,200,0.0,-55.12207031
Reinforced,47,B,200,0.0,-126.353302
Reinforced,48,B,200,0.0,-55.36897659
Reinforced,49,B,200,0.0,35.58569908
Reinforced,50,B,200,0.0,17.7282811
Reinforced,51,B,200,0.0,-126.238203
Reinforced,52,B,200,0.0,-137.3066711
Reinforced,53,B,200,0.0,-18.08044493
Reinforced,54,B,200,0.0,-145.1650977
Reinforced,55,B,200,0.0,-73.62861633
Reinforced,56,B,200,0.0,17.24746704
Reinforced,57,B,200,0.0,-34.506073
Reinforced,58,B,200,0.0,-5.911259651
Reinforced,59,B,200,0.0,1.796913743
Reinforced,60,B,200,0.0,-78.05335999
Reinforced,61,B,200,0.0,-30.59874535
Reinforced,62,B,200,0.0,-54.57809448
Reinforced,63,B,200,0.0,-35.65155029
Reinforced,64,B,200,0.0,-130.5575562
Reinforced,65,B,200,0.0,-132.972641
Reinforced,66,B,200,0.0,-4.532165527
Reinforced,67,B,200,0.0,-137.8956032
Reinforced,68,B,200,0.0,-95.85689064
Reinforced,69,B,200,0.0,79.8727417
Reinforced,70,B,200,0.0,-49.09751892
Reinforced,71,B,200,0.0,-83.04672241
Reinforced,72,B,200,0.0,-62.24699019
Reinforced,73,B,200,0.0,-20.40079117
Reinforced,74,B,200,0.0,-116.8711758
Reinforced,75,B,200,0.0,-188.0744931
Reinforced,76,B,200,0.0,-21.8598938
Reinforced,77,B,200,0.0,-31.03820801
Reinforced,78,B,200,0.0,-147.1953583
Reinforced,79,B,200,0.0,-51.12350434
Reinforced,80,B,200,0.0,-28.4777832
Reinforced,81,B,200,0.0,-57.94662476
Reinforced,82,B,200,0.0,14.03731585
Reinforced,83,B,200,0.0,-140.1757026
Reinforced,84,B,200,0.0,-69.04735565
Reinforced,85,B,200,0.0,-66.93749905
Reinforced,86,B,200,0.0,-7.962150574
Reinforced,87,B,200,0.0,30.24284363
Reinforced,88,B,200,0.0,-31.62448823
Reinforced,89,B,200,0.0,-38.88063431
Reinforced,90,B,200,0.0,-58.46338987
Reinforced,91,B,200,0.0,-93.79852295
Reinforced,92,B,200,0.0,12.60009749
Reinforced,93,B,200,0.0,-20.76843284
Reinforced,94,B,200,0.0,-165.0613403
Reinforced,95,B,200,0.0,-63.79833221
Reinforced,96,B,200,0.0,-149.6380568
Reinforced,97,B,200,0.0,-91.02861404
Reinforced,98,B,200,0.0,-0.6632232666
Reinforced,99,B,200,0.0,-35.29888153
Reinforced,100,B,200,0.0,-78.06239128
Reinforced,101,B,200,0.0,-58.15032959
Reinforced,102,B,200,0.0,-154.7962523
Reinforced,103,B,200,0.0,6.792297363
Reinforced,104,B,200,0.0,-75.94970703
Reinforced,105,B,200,0.0,-147.1138763
Reinforced,106,B,200,0.0,-129.6548057
Reinforced,107,B,200,0.0,-70.65925121
Reinforced,108,B,200,0.0,5.252876282
Reinforced,109,B,200,0.0,34.52758789
Reinforced,110,B,200,0.0,19.69936371
Reinforced,111,B,200,0.0,-38.7788868
Reinforced,112,B,200,0.0,-123.3773804
Reinforced,113,B,200,0.0,-95.60517311
Reinforced,114,B,200,0.0,-103.9073944
Reinforced,115,B,200,0.0,58.32843781
Reinforced,116,B,200,0.0,-61.17165565
Reinforced,117,B,200,0.0,33.80783081
Reinforced,118,B,200,0.0,-126.1141968
Reinforced,119,B,200,0.0,-112.1755779
Reinforced,120,B,200,0.0,-148.0254173
Reinforced,121,B,200,0.0,-3.229980469
Reinforced,122,B,200,0.0,-14.88464355
Reinforced,123,B,200,0.0,-53.97340775
Reinforced,124,B,200,0.0,-59.34131622
Reinforced,125,B,200,0.0,-163.1861871
Reinforced,126,B,200,0.0,8.149623871
Reinforced,127,B,200,0.0,58.73474121
Reinforced,128,B,200,0.0,-94.71817017
Reinforced,129,B,200,0.0,-16.24881744
Reinforced,130,B,200,0.0,-163.8710773
Reinforced,131,B,200,0.0,-77.43520737
Reinforced,132,B,200,0.0,-113.4582901
Reinforced,133,B,200,0.0,-43.04668427
Reinforced,134,B,200,0.0,21.29974365
Reinforced,135,B,200,0.0,-87.42362738
Reinforced,136,B,200,0.0,61.43371582
Reinforced,137,B,200,0.0,-67.64022827
Reinforced,138,B,200,0.0,-16.52481079
Reinforced,139,B,200,0.0,-104.0572929
Reinforced,140,B,200,0.0,-22.71728516
Reinforced,141,B,200,0.0,-48.43452454
Reinforced,142,B,200,0.0,-70.15743256
Reinforced,143,B,200,0.0,-32.39612579
Reinforced,144,B,200,0.0,-10.96553445
Reinforced,145,B,200,0.0,-6.633701324
Reinforced,146,B,200,0.0,-82.5101757
Reinforced,147,B,200,0.0,-125.127449
Reinforced,148,B,200,0.0,38.20373535
Reinforced,149,B,200,0.0,5.689470768
Reinforced,150,B,200,0.0,-81.50650024
Reinforced,151,B,200,0.0,-66.7220974
Reinforced,152,B,200,0.0,-76.13548279
Reinforced,153,B,200,0.0,-35.81846237
Reinforced,154,B,200,0.0,-109.5974493
