arm,patch,V,E,F,thick,thin,thick_over_thin,degree_hist,n_boundary_vertices,median_interior_boundary_dist,validate
regular,0,136,245,110,75,35,2.1429,{2: 20, 3: 70, 4: 5, 5: 31, 6: 5, 7: 5},50,2.0,PASS
regular,1,136,245,110,75,35,2.1429,{2: 20, 3: 70, 4: 5, 5: 31, 6: 5, 7: 5},50,2.0,PASS
regular,2,136,245,110,71,39,1.8205,{2: 24, 3: 60, 4: 13, 5: 30, 6: 3, 7: 6},50,2.0,PASS
perturbed,0,131,237,107,70,37,1.8919,{2: 19, 3: 52, 4: 32, 5: 19, 6: 6, 7: 3},46,2.0,PASS
perturbed,1,132,237,106,69,37,1.8649,{2: 19, 3: 58, 4: 26, 5: 18, 6: 9, 7: 2},50,2.0,PASS
perturbed,2,134,243,110,71,39,1.8205,{2: 17, 3: 56, 4: 37, 5: 13, 6: 7, 7: 3, 8: 1},46,2.0,PASS
