arm,patch,pair,history,seed,checkpoint,S_high,n_high,n_active,frac_active,headroom,total_weight,struct_access,eff_alt,bvisit_frac
perturbed,0,2,B,29,200,2.00000,7.00000,68.00000,0.10089,4.64255,1058.81348,68.00000,638.98025,0.00500
perturbed,0,2,B,29,400,11.00000,19.00000,96.00000,0.14243,4.45795,1245.97852,70.00000,645.81014,0.01250
perturbed,0,2,B,29,1000,20.00000,46.00000,144.00000,0.21365,4.04776,1671.11416,72.00000,647.55901,0.05600
perturbed,0,2,B,29,2000,34.00000,78.00000,192.00000,0.28487,3.69908,2080.02941,77.00000,872.59073,0.09050
perturbed,0,2,B,29,5000,37.00000,176.00000,270.00000,0.40059,2.83671,3106.35077,91.00000,2586.29387,0.09880
perturbed,0,2,B,29,10000,32.00000,275.00000,482.00000,0.71513,2.08891,4669.83769,104.00000,3631.21953,0.11800
perturbed,0,2,A,30,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,30,100,1.00000,2.00000,42.00000,0.06231,4.80583,900.40137,66.00000,531.40752,0.00000
perturbed,0,2,A,30,200,2.00000,5.00000,78.00000,0.11573,4.66741,1052.74414,71.00000,538.69376,0.00000
perturbed,0,2,A,30,400,3.00000,13.00000,100.00000,0.14837,4.44475,1262.86662,71.00000,541.80734,0.00000
perturbed,0,2,A,30,1000,3.00000,32.00000,218.00000,0.32344,3.96358,1893.87239,79.00000,762.66430,0.04500
perturbed,0,2,A,30,2000,24.00000,73.00000,334.00000,0.49555,3.44284,2674.78456,101.00000,1044.82594,0.08400
perturbed,0,2,A,30,5000,53.00000,172.00000,458.00000,0.67953,2.53043,4059.39384,107.00000,1620.07494,0.12440
perturbed,0,2,A,30,10000,62.00000,351.00000,626.00000,0.92878,1.54304,5963.41575,110.00000,2565.91997,0.13910
perturbed,0,2,B,30,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,30,100,-1.00000,4.00000,48.00000,0.07122,4.79094,918.88672,75.00000,1168.99484,0.00000
perturbed,0,2,B,30,200,-1.00000,6.00000,84.00000,0.12463,4.65164,1073.29736,78.00000,1208.90108,0.01000
perturbed,0,2,B,30,400,-6.00000,11.00000,120.00000,0.17804,4.41792,1316.29382,78.00000,1208.90108,0.20500
perturbed,0,2,B,30,1000,-17.00000,42.00000,176.00000,0.26113,3.99429,1781.06956,79.00000,1210.75003,0.16100
perturbed,0,2,B,30,2000,-33.00000,88.00000,274.00000,0.40653,3.42892,2535.08184,87.00000,2414.82901,0.16100
perturbed,0,2,B,30,5000,-51.00000,184.00000,364.00000,0.54006,2.65434,3599.93151,101.00000,3338.69578,0.15760
perturbed,0,2,B,30,10000,-20.00000,321.00000,552.00000,0.81899,1.75790,5362.00845,108.00000,3856.00379,0.15480
perturbed,0,2,A,31,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,31,100,1.00000,2.00000,50.00000,0.07418,4.79920,915.01270,76.00000,1221.15919,0.00000
perturbed,0,2,A,31,200,1.00000,5.00000,72.00000,0.10682,4.67931,1035.42090,78.00000,1235.52638,0.00000
perturbed,0,2,A,31,400,2.00000,10.00000,120.00000,0.17804,4.43209,1304.50427,85.00000,1297.34498,0.05500
perturbed,0,2,A,31,1000,11.00000,44.00000,198.00000,0.29377,3.99260,1826.73370,91.00000,1553.62845,0.04000
perturbed,0,2,A,31,2000,19.00000,83.00000,366.00000,0.54303,3.37552,2829.19161,105.00000,2043.71995,0.08950
perturbed,0,2,A,31,5000,54.00000,204.00000,544.00000,0.80712,2.28674,4663.85641,108.00000,2968.69183,0.08100
perturbed,0,2,A,31,10000,75.00000,362.00000,618.00000,0.91691,1.44723,6055.18793,110.00000,3782.46878,0.08270
perturbed,0,2,B,31,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,31,100,2.00000,2.00000,38.00000,0.05638,4.81888,885.83740,67.00000,985.69024,0.00000
perturbed,0,2,B,31,200,1.00000,5.00000,60.00000,0.08902,4.68912,1011.99786,77.00000,1679.04437,0.00000
perturbed,0,2,B,31,400,1.00000,12.00000,92.00000,0.13650,4.51415,1194.62343,91.00000,2452.83815,0.00000
perturbed,0,2,B,31,1000,9.00000,32.00000,188.00000,0.27893,4.03657,1767.08798,99.00000,3011.09516,0.00600
perturbed,0,2,B,31,2000,7.00000,70.00000,286.00000,0.42433,3.49549,2499.50524,106.00000,3502.18783,0.02900
perturbed,0,2,B,31,5000,30.00000,185.00000,408.00000,0.60534,2.56957,3842.08633,106.00000,4113.64430,0.06820
perturbed,0,2,B,31,10000,41.00000,338.00000,586.00000,0.86944,1.62166,5683.07928,109.00000,4350.28476,0.08020
perturbed,0,2,A,32,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,32,100,1.00000,5.00000,30.00000,0.04451,4.87893,831.83749,62.00000,546.09658,0.00000
perturbed,0,2,A,32,200,0.00000,6.00000,58.00000,0.08605,4.71511,989.36398,73.00000,907.15449,0.00000
perturbed,0,2,A,32,400,-7.00000,15.00000,106.00000,0.15727,4.47920,1244.01620,73.00000,913.22533,0.04000
perturbed,0,2,A,32,1000,-22.00000,41.00000,146.00000,0.21662,4.04807,1674.75530,76.00000,1150.47950,0.09900
perturbed,0,2,A,32,2000,-31.00000,76.00000,232.00000,0.34421,3.61532,2251.13934,92.00000,2195.39892,0.07250
perturbed,0,2,A,32,5000,-24.00000,176.00000,404.00000,0.59941,2.57970,3817.05625,103.00000,2777.03144,0.07980
perturbed,0,2,A,32,10000,-15.00000,354.00000,646.00000,0.95846,1.46460,6159.06925,109.00000,3571.16072,0.09820
perturbed,0,2,B,32,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,32,100,1.00000,4.00000,48.00000,0.07122,4.84025,881.40991,77.00000,702.69366,0.00000
perturbed,0,2,B,32,200,0.00000,11.00000,62.00000,0.09199,4.69813,1007.64380,80.00000,918.86980,0.00000
perturbed,0,2,B,32,400,3.00000,18.00000,104.00000,0.15430,4.46038,1256.33016,91.00000,1432.13862,0.00000
perturbed,0,2,B,32,1000,-10.00000,44.00000,184.00000,0.27300,3.97372,1815.54292,97.00000,1828.45039,0.04000
perturbed,0,2,B,32,2000,-5.00000,88.00000,276.00000,0.40950,3.40494,2563.91807,103.00000,2796.61758,0.07750
perturbed,0,2,B,32,5000,-17.00000,201.00000,502.00000,0.74481,2.41047,4357.68882,110.00000,3149.11892,0.09500
perturbed,0,2,B,32,10000,-15.00000,341.00000,582.00000,0.86350,1.54052,5770.56124,110.00000,3736.37714,0.09910
perturbed,0,2,A,33,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,33,100,-1.00000,1.00000,58.00000,0.08605,4.78967,931.95251,62.00000,618.99248,0.28000
perturbed,0,2,A,33,200,1.00000,4.00000,86.00000,0.12760,4.64297,1082.90662,70.00000,1235.99801,0.14000
perturbed,0,2,A,33,400,3.00000,9.00000,130.00000,0.19288,4.42414,1326.87305,86.00000,1825.08044,0.07000
perturbed,0,2,A,33,1000,8.00000,44.00000,210.00000,0.31157,3.99377,1849.74255,100.00000,2414.74880,0.04000
perturbed,0,2,A,33,2000,1.00000,86.00000,266.00000,0.39466,3.49048,2454.31542,100.00000,2772.32648,0.04500
perturbed,0,2,A,33,5000,-10.00000,210.00000,458.00000,0.67953,2.40093,4210.91491,103.00000,3236.58298,0.08320
perturbed,0,2,A,33,10000,5.00000,350.00000,568.00000,0.84273,1.53809,5711.24709,109.00000,3501.20326,0.09910
perturbed,0,2,B,33,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,33,100,1.00000,3.00000,48.00000,0.07122,4.80647,907.08008,70.00000,793.77819,0.00000
perturbed,0,2,B,33,200,1.00000,8.00000,50.00000,0.07418,4.71313,980.59589,70.00000,889.59292,0.00000
perturbed,0,2,B,33,400,2.00000,18.00000,62.00000,0.09199,4.61443,1072.42979,73.00000,1305.46238,0.00000
perturbed,0,2,B,33,1000,8.00000,35.00000,116.00000,0.17211,4.24360,1454.30173,81.00000,2231.05592,0.01400
perturbed,0,2,B,33,2000,10.00000,71.00000,216.00000,0.32047,3.62581,2203.24839,92.00000,2814.92182,0.05800
perturbed,0,2,B,33,5000,5.00000,193.00000,400.00000,0.59347,2.56463,3820.12967,104.00000,3414.61248,0.10840
perturbed,0,2,B,33,10000,22.00000,315.00000,544.00000,0.80712,1.65766,5453.98149,108.00000,4042.12837,0.12580
perturbed,0,2,A,34,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,34,100,2.00000,2.00000,42.00000,0.06231,4.82601,885.18652,63.00000,535.87107,0.00000
perturbed,0,2,A,34,200,5.00000,5.00000,56.00000,0.08309,4.72584,978.55153,69.00000,881.95827,0.00000
perturbed,0,2,A,34,400,4.00000,12.00000,80.00000,0.11869,4.52054,1171.73570,76.00000,1260.70807,0.00000
perturbed,0,2,A,34,1000,1.00000,36.00000,188.00000,0.27893,4.01600,1785.59781,94.00000,2256.71763,0.05700
perturbed,0,2,A,34,2000,0.00000,79.00000,318.00000,0.47181,3.41380,2663.78606,104.00000,2731.34462,0.05650
perturbed,0,2,A,34,5000,-16.00000,213.00000,508.00000,0.75371,2.35271,4449.69497,108.00000,3679.31806,0.09480
perturbed,0,2,A,34,10000,-19.00000,364.00000,598.00000,0.88724,1.46496,5940.90184,110.00000,4157.78382,0.10860
perturbed,0,2,B,34,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,34,100,1.00000,2.00000,64.00000,0.09496,4.78670,941.51758,85.00000,1208.77175,0.00000
perturbed,0,2,B,34,200,4.00000,7.00000,78.00000,0.11573,4.66525,1054.45282,86.00000,1413.60880,0.00000
perturbed,0,2,B,34,400,1.00000,14.00000,142.00000,0.21068,4.38898,1375.81366,93.00000,1513.48280,0.00000
perturbed,0,2,B,34,1000,20.00000,42.00000,218.00000,0.32344,3.91034,1943.38242,95.00000,1586.08410,0.06800
perturbed,0,2,B,34,2000,34.00000,78.00000,290.00000,0.43027,3.43147,2573.66965,98.00000,1868.46873,0.07150
perturbed,0,2,B,34,5000,57.00000,192.00000,494.00000,0.73294,2.44830,4283.35320,107.00000,2340.77949,0.08500
perturbed,0,2,B,34,10000,52.00000,367.00000,644.00000,0.95549,1.38754,6254.49619,110.00000,3563.75417,0.09580
perturbed,0,2,A,35,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,35,100,2.00000,3.00000,34.00000,0.05045,4.84829,859.17863,68.00000,774.39944,0.00000
perturbed,0,2,A,35,200,3.00000,7.00000,64.00000,0.09496,4.71684,995.73015,72.00000,796.07195,0.00000
perturbed,0,2,A,35,400,4.00000,11.00000,102.00000,0.15134,4.54019,1188.28268,72.00000,796.07195,0.06250
perturbed,0,2,A,35,1000,6.00000,37.00000,194.00000,0.28783,4.00535,1807.15302,90.00000,2561.97643,0.02500
perturbed,0,2,A,35,2000,8.00000,89.00000,266.00000,0.39466,3.45297,2490.99347,91.00000,3266.36446,0.05650
perturbed,0,2,A,35,5000,-6.00000,196.00000,434.00000,0.64392,2.53550,3970.31910,102.00000,3774.37135,0.08080
perturbed,0,2,A,35,10000,-19.00000,336.00000,592.00000,0.87834,1.62125,5709.89319,110.00000,4189.61209,0.09870
perturbed,0,2,B,35,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,35,100,-2.00000,3.00000,34.00000,0.05045,4.86849,844.10913,71.00000,663.93966,0.00000
perturbed,0,2,B,35,200,-5.00000,6.00000,48.00000,0.07122,4.77145,933.69949,75.00000,1014.48464,0.00000
perturbed,0,2,B,35,400,-5.00000,9.00000,104.00000,0.15430,4.53800,1192.99055,76.00000,1130.00388,0.01750
perturbed,0,2,B,35,1000,-2.00000,32.00000,190.00000,0.28190,4.03486,1772.55364,86.00000,1247.08232,0.02100
perturbed,0,2,B,35,2000,7.00000,73.00000,298.00000,0.44214,3.52157,2503.21086,100.00000,2926.75011,0.02150
perturbed,0,2,B,35,5000,17.00000,198.00000,508.00000,0.75371,2.50256,4266.87700,108.00000,3680.38709,0.05220
perturbed,0,2,B,35,10000,35.00000,351.00000,606.00000,0.89911,1.47183,5968.13413,110.00000,4277.19776,0.06810
perturbed,0,2,A,36,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,36,100,1.00000,4.00000,34.00000,0.05045,4.82967,873.06299,72.00000,1141.12249,0.00000
perturbed,0,2,A,36,200,3.00000,6.00000,82.00000,0.12166,4.65666,1066.60986,73.00000,1365.69902,0.06000
perturbed,0,2,A,36,400,4.00000,10.00000,126.00000,0.18694,4.45123,1297.86816,75.00000,1372.12223,0.09250
perturbed,0,2,A,36,1000,18.00000,35.00000,190.00000,0.28190,4.04035,1767.60272,80.00000,1542.22232,0.08800
perturbed,0,2,A,36,2000,31.00000,79.00000,260.00000,0.38576,3.56252,2369.22879,85.00000,1561.75039,0.07450
perturbed,0,2,A,36,5000,58.00000,177.00000,350.00000,0.51929,2.73613,3466.23480,89.00000,2521.99160,0.08500
perturbed,0,2,A,36,10000,40.00000,297.00000,472.00000,0.70030,1.85955,4902.29087,103.00000,3843.93111,0.11280
perturbed,0,2,B,36,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,36,100,0.00000,2.00000,52.00000,0.07715,4.79467,920.87500,83.00000,836.92065,0.00000
perturbed,0,2,B,36,200,0.00000,8.00000,68.00000,0.10089,4.69338,1019.16138,83.00000,848.92953,0.00000
perturbed,0,2,B,36,400,0.00000,18.00000,104.00000,0.15430,4.51353,1212.96266,88.00000,975.50236,0.01500
perturbed,0,2,B,36,1000,0.00000,34.00000,144.00000,0.21365,4.20777,1534.14995,94.00000,1247.78763,0.00800
perturbed,0,2,B,36,2000,-3.00000,74.00000,228.00000,0.33828,3.65643,2202.95870,100.00000,2268.92047,0.01800
perturbed,0,2,B,36,5000,-10.00000,187.00000,408.00000,0.60534,2.62155,3783.86703,108.00000,3307.08192,0.03080
perturbed,0,2,B,36,10000,-34.00000,333.00000,568.00000,0.84273,1.71800,5480.95536,109.00000,3932.21069,0.04900
perturbed,0,2,A,37,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,37,100,0.00000,2.00000,54.00000,0.08012,4.78146,933.40234,63.00000,520.19888,0.00000
perturbed,0,2,A,37,200,0.00000,8.00000,72.00000,0.10682,4.69131,1026.01050,63.00000,520.19888,0.02500
perturbed,0,2,A,37,400,0.00000,18.00000,94.00000,0.13947,4.51137,1199.83774,63.00000,520.19888,0.07750
perturbed,0,2,A,37,1000,0.00000,42.00000,138.00000,0.20475,4.17928,1547.61334,65.00000,521.68259,0.12700
perturbed,0,2,A,37,2000,1.00000,76.00000,192.00000,0.28487,3.73874,2044.18280,85.00000,844.63952,0.12550
perturbed,0,2,A,37,5000,22.00000,167.00000,366.00000,0.54303,2.74461,3509.30967,91.00000,1118.35036,0.12920
perturbed,0,2,A,37,10000,-7.00000,336.00000,630.00000,0.93472,1.50515,6032.09314,109.00000,2704.37677,0.12770
perturbed,0,2,B,37,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,37,100,0.00000,3.00000,62.00000,0.09199,4.77733,946.34375,88.00000,815.89519,0.00000
perturbed,0,2,B,37,200,0.00000,7.00000,76.00000,0.11276,4.68937,1032.77905,89.00000,836.95474,0.00000
perturbed,0,2,B,37,400,-1.00000,19.00000,104.00000,0.15430,4.50412,1220.63585,96.00000,1997.36356,0.00000
perturbed,0,2,B,37,1000,1.00000,38.00000,176.00000,0.26113,4.07047,1713.42366,101.00000,2224.02281,0.00000
perturbed,0,2,B,37,2000,10.00000,84.00000,244.00000,0.36202,3.58377,2309.92064,103.00000,2916.97455,0.02400
perturbed,0,2,B,37,5000,27.00000,171.00000,382.00000,0.56677,2.61286,3705.53173,103.00000,3370.91425,0.08840
perturbed,0,2,B,37,10000,54.00000,310.00000,486.00000,0.72107,1.75180,5089.34103,108.00000,4237.04312,0.09510
perturbed,0,2,A,38,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,38,100,-1.00000,2.00000,48.00000,0.07122,4.79688,914.37500,75.00000,829.33392,0.00000
perturbed,0,2,A,38,200,-4.00000,5.00000,82.00000,0.12166,4.66865,1057.08960,76.00000,864.09525,0.01500
perturbed,0,2,A,38,400,-9.00000,10.00000,122.00000,0.18101,4.47875,1268.72045,76.00000,865.36872,0.00750
perturbed,0,2,A,38,1000,-17.00000,29.00000,202.00000,0.29970,4.02329,1806.71619,81.00000,866.50792,0.05400
perturbed,0,2,A,38,2000,-3.00000,76.00000,304.00000,0.45104,3.40356,2637.98705,86.00000,1619.64502,0.07200
perturbed,0,2,A,38,5000,-1.00000,205.00000,490.00000,0.72700,2.38102,4350.01162,108.00000,3372.74849,0.10100
perturbed,0,2,A,38,10000,-13.00000,376.00000,582.00000,0.86350,1.43435,5907.94613,110.00000,4011.54820,0.11030
perturbed,0,2,B,38,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,38,100,0.00000,2.00000,30.00000,0.04451,4.85551,849.21481,69.00000,742.58333,0.00000
perturbed,0,2,B,38,200,2.00000,5.00000,50.00000,0.07418,4.74569,955.78166,77.00000,1423.71905,0.00000
perturbed,0,2,B,38,400,2.00000,11.00000,94.00000,0.13947,4.52629,1187.80809,80.00000,1599.59310,0.00000
perturbed,0,2,B,38,1000,2.00000,32.00000,196.00000,0.29080,3.96469,1848.05824,102.00000,2179.73933,0.00500
perturbed,0,2,B,38,2000,4.00000,68.00000,292.00000,0.43323,3.46344,2546.70549,105.00000,2444.95867,0.02000
perturbed,0,2,B,38,5000,14.00000,192.00000,456.00000,0.67656,2.49981,4088.21673,109.00000,3190.09608,0.06280
perturbed,0,2,B,38,10000,54.00000,349.00000,558.00000,0.82789,1.58808,5603.14277,110.00000,3564.73012,0.08710
perturbed,0,2,A,39,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,39,100,0.00000,0.00000,64.00000,0.09496,4.80819,924.84766,64.00000,696.45858,0.04000
perturbed,0,2,A,39,200,3.00000,9.00000,74.00000,0.10979,4.69035,1029.38379,65.00000,823.99803,0.02000
perturbed,0,2,A,39,400,4.00000,13.00000,132.00000,0.19585,4.46507,1295.48499,75.00000,1401.02052,0.07000
perturbed,0,2,A,39,1000,3.00000,40.00000,218.00000,0.32344,3.99089,1868.47084,80.00000,1545.07003,0.10000
perturbed,0,2,A,39,2000,14.00000,80.00000,324.00000,0.48071,3.42153,2671.29401,89.00000,2196.58669,0.07100
perturbed,0,2,A,39,5000,16.00000,196.00000,548.00000,0.81306,2.39365,4544.00210,108.00000,3430.23969,0.10220
perturbed,0,2,A,39,10000,6.00000,365.00000,624.00000,0.92582,1.44526,6085.13409,110.00000,3968.84843,0.10500
perturbed,0,2,B,39,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,39,100,0.00000,2.00000,48.00000,0.07122,4.82315,894.40308,72.00000,1001.56893,0.00000
perturbed,0,2,B,39,200,1.00000,5.00000,64.00000,0.09496,4.67882,1025.23218,79.00000,1206.12258,0.00000
perturbed,0,2,B,39,400,3.00000,9.00000,118.00000,0.17507,4.44161,1293.46176,86.00000,1908.35399,0.00000
perturbed,0,2,B,39,1000,8.00000,36.00000,224.00000,0.33234,3.97163,1898.55637,102.00000,2649.83130,0.00100
perturbed,0,2,B,39,2000,2.00000,81.00000,304.00000,0.45104,3.44767,2593.16306,105.00000,3173.95105,0.03400
perturbed,0,2,B,39,5000,-30.00000,199.00000,458.00000,0.67953,2.41259,4197.27060,108.00000,3582.49768,0.11000
perturbed,0,2,B,39,10000,-56.00000,333.00000,538.00000,0.79822,1.66067,5424.15805,110.00000,3988.16468,0.10120
perturbed,0,2,A,40,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,40,100,-1.00000,2.00000,40.00000,0.05935,4.84085,871.68262,64.00000,541.20005,0.00000
perturbed,0,2,A,40,200,-4.00000,5.00000,54.00000,0.08012,4.71749,982.40320,66.00000,576.88953,0.00000
perturbed,0,2,A,40,400,-6.00000,15.00000,108.00000,0.16024,4.49979,1230.17395,74.00000,760.51373,0.00250
perturbed,0,2,A,40,1000,0.00000,33.00000,186.00000,0.27596,4.05187,1749.41800,77.00000,763.66710,0.12000
perturbed,0,2,A,40,2000,-4.00000,74.00000,250.00000,0.37092,3.54734,2359.45647,93.00000,934.17098,0.06850
perturbed,0,2,A,40,5000,14.00000,184.00000,460.00000,0.68249,2.57160,4018.08437,109.00000,2498.09447,0.07860
perturbed,0,2,A,40,10000,45.00000,341.00000,630.00000,0.93472,1.55793,5961.26338,109.00000,4106.89532,0.10970
perturbed,0,2,B,40,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,40,100,-3.00000,6.00000,30.00000,0.04451,4.83749,862.57983,66.00000,521.73388,0.00000
perturbed,0,2,B,40,200,-3.00000,9.00000,60.00000,0.08902,4.70384,1000.63518,71.00000,654.36105,0.00000
perturbed,0,2,B,40,400,-4.00000,15.00000,80.00000,0.11869,4.52222,1170.40347,79.00000,1112.24183,0.00000
perturbed,0,2,B,40,1000,-2.00000,37.00000,164.00000,0.24332,4.07140,1689.45515,91.00000,1432.59737,0.00000
perturbed,0,2,B,40,2000,4.00000,72.00000,264.00000,0.39169,3.60191,2340.53601,98.00000,2608.20666,0.01450
perturbed,0,2,B,40,5000,14.00000,192.00000,474.00000,0.70326,2.52432,4122.16102,109.00000,3639.42944,0.09340
perturbed,0,2,B,40,10000,27.00000,349.00000,598.00000,0.88724,1.49535,5901.09130,110.00000,4005.48798,0.09080
perturbed,0,2,A,41,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,41,100,-1.00000,3.00000,36.00000,0.05341,4.84683,862.56787,69.00000,549.43321,0.00000
perturbed,0,2,A,41,200,-2.00000,8.00000,46.00000,0.06825,4.72978,962.82559,69.00000,708.29647,0.00000
perturbed,0,2,A,41,400,-1.00000,13.00000,72.00000,0.10682,4.57711,1115.54409,75.00000,795.29660,0.00000
perturbed,0,2,A,41,1000,-5.00000,35.00000,114.00000,0.16914,4.24618,1448.65169,84.00000,1180.73352,0.00000
perturbed,0,2,A,41,2000,-8.00000,72.00000,180.00000,0.26706,3.80108,1961.43755,86.00000,2300.51607,0.00000
perturbed,0,2,A,41,5000,2.00000,184.00000,432.00000,0.64095,2.62321,3863.05089,106.00000,3665.56032,0.03620
perturbed,0,2,A,41,10000,-9.00000,325.00000,556.00000,0.82493,1.73611,5406.61700,110.00000,4261.00464,0.06170
perturbed,0,2,B,41,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,41,100,-3.00000,3.00000,34.00000,0.05045,4.85707,852.62781,66.00000,510.02778,0.00000
perturbed,0,2,B,41,200,-6.00000,8.00000,38.00000,0.05638,4.77354,919.84486,68.00000,395.75357,0.00000
perturbed,0,2,B,41,400,-2.00000,17.00000,82.00000,0.12166,4.51769,1176.95543,79.00000,1297.57076,0.00000
perturbed,0,2,B,41,1000,1.00000,34.00000,156.00000,0.23145,4.09405,1654.36612,92.00000,2351.52585,0.00500
perturbed,0,2,B,41,2000,1.00000,69.00000,222.00000,0.32938,3.60934,2232.87823,100.00000,2766.86878,0.00500
perturbed,0,2,B,41,5000,19.00000,169.00000,364.00000,0.54006,2.68978,3561.79364,104.00000,3640.58613,0.02840
perturbed,0,2,B,41,10000,-6.00000,337.00000,576.00000,0.85460,1.65366,5598.08772,110.00000,3781.35578,0.05790
perturbed,0,2,A,42,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,42,100,1.00000,3.00000,46.00000,0.06825,4.81530,898.00000,67.00000,1051.92025,0.00000
perturbed,0,2,A,42,200,2.00000,6.00000,62.00000,0.09199,4.70765,1000.27686,72.00000,1527.23276,0.00000
perturbed,0,2,A,42,400,6.00000,11.00000,118.00000,0.17507,4.49276,1251.00700,74.00000,1639.86903,0.01000
perturbed,0,2,A,42,1000,22.00000,34.00000,182.00000,0.27003,4.11741,1683.03466,89.00000,1928.21592,0.00400
perturbed,0,2,A,42,2000,28.00000,79.00000,274.00000,0.40653,3.55472,2411.04619,102.00000,2555.74730,0.01950
perturbed,0,2,A,42,5000,-3.00000,197.00000,416.00000,0.61721,2.56196,3878.10935,108.00000,2788.53398,0.06780
perturbed,0,2,A,42,10000,20.00000,336.00000,562.00000,0.83383,1.65592,5534.35617,110.00000,3574.68080,0.08670
perturbed,0,2,B,42,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,42,100,-1.00000,3.00000,32.00000,0.04748,4.82821,871.81250,66.00000,552.28568,0.00000
perturbed,0,2,B,42,200,-3.00000,10.00000,42.00000,0.06231,4.75733,936.97691,70.00000,638.77320,0.00000
perturbed,0,2,B,42,400,-5.00000,15.00000,68.00000,0.10089,4.58559,1103.24255,72.00000,872.26390,0.04250
perturbed,0,2,B,42,1000,-5.00000,38.00000,148.00000,0.21958,4.12664,1611.09089,79.00000,922.26602,0.08900
perturbed,0,2,B,42,2000,3.00000,77.00000,280.00000,0.41543,3.51140,2468.68648,99.00000,2809.25724,0.07400
perturbed,0,2,B,42,5000,22.00000,202.00000,450.00000,0.66766,2.58269,3970.91416,107.00000,3571.47868,0.09360
perturbed,0,2,B,42,10000,32.00000,332.00000,568.00000,0.84273,1.71859,5480.19857,110.00000,4221.58777,0.08750
perturbed,0,2,A,43,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,59.00000,525.27952,0.00000
perturbed,0,2,A,43,100,0.00000,2.00000,56.00000,0.08309,4.79097,928.53711,75.00000,1356.08552,0.00000
perturbed,0,2,A,43,200,1.00000,7.00000,70.00000,0.10386,4.66692,1042.46875,85.00000,1579.61704,0.00000
perturbed,0,2,A,43,400,-1.00000,15.00000,120.00000,0.17804,4.40217,1329.39868,89.00000,1911.88686,0.00000
perturbed,0,2,A,43,1000,-8.00000,45.00000,204.00000,0.30267,3.89399,1929.10684,91.00000,2327.01792,0.10200
perturbed,0,2,A,43,2000,-18.00000,84.00000,282.00000,0.41840,3.45822,2526.53096,103.00000,2524.09690,0.12400
perturbed,0,2,A,43,5000,-22.00000,177.00000,504.00000,0.74777,2.45521,4310.46903,107.00000,3543.27694,0.11740
perturbed,0,2,A,43,10000,6.00000,338.00000,614.00000,0.91098,1.52855,5929.14151,110.00000,4303.03814,0.11780
perturbed,0,2,B,43,0,0.00000,0.00000,20.00000,0.02967,4.96414,758.25000,65.00000,518.02760,0.00000
perturbed,0,2,B,43,100,-2.00000,2.00000,52.00000,0.07715,4.80469,913.21875,76.00000,877.58069,0.00000
